Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Design of PID controller for greenhouse temperature based on Kalman","20184406003104","","Gao, Zhenran (1); He, Lu (2); Yue, Xiaoguang (3) ","(1) Nanjing Agricultural University, Nanjing, Jiangsu, China (2) Yunnan College of Tourism Vocation, Kunming, Yunnan, China (3) Wuhan University, Wuhan, Hubei, China ","","ACM International Conference Proceeding Series","ACM Int. Conf. Proc. Ser.","Guilin University of Technology; International Engineering and Technology Institute, Hong Kong","Association for Computing Machinery","","","1-4","May 9, 2018","Proceedings of the 3rd International Conference on Intelligent Information Processing, ICIIP 2018","","1 of 1","2018","English","","","9781450364966","10.1145/3232116.3232117","","3rd International Conference on Intelligent Information Processing, ICIIP 2018","May 19, 2018 - May 20, 2018","Guilin, China","140156","","Conference article (CA)","Aiming at the nonlinear and time-varying temperature control system in greenhouse, the traditional PID control which is combined with intelligence algorithm is one of the technical means to solve the parameters setting in the complex environment of greenhouse. This paper analyzes the principles and characteristics of PID control firstly, designs the temperature PID controller of greenhouse based on Kalman filtering combining with the control characteristics of the temperature in the greenhouse environment, uses MATLAB to stimulate the filter effect of signal and control response, which shows that the temperature controller system constructed in this paper responses fast, can make the system rapidly converge and be in steady state, and the control effect is improved greatly. © 2018 ACM.","17","Controllers","Electric control equipment - Greenhouse effect - Greenhouses - Kalman filters - Proportional control systems - Temperature control - Three term control systems","Complex environments - Control characteristics - Greenhouse environment - Greenhouse temperature - Intelligence algorithms - Kalman-filtering - Temperature controllers - Time-varying temperatures","451 Air Pollution - 731.1 Control Systems - 731.3 Specific Variables Control - 732.1 Control Equipment - 821.6 Farm Buildings and Other Structures",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Agroforestry systems: Meta-analysis of soil carbon stocks, sequestration processes, and future potentials","20183705800562","","Shi, Lingling (1, 2, 3); Feng, Wenting (4); Xu, Jianchu (1, 2); Kuzyakov, Yakov (3, 5, 6) ","(1) Key Laboratory for Plant Diversity and Biogeography of East Asia, Kunming Institute of Botany, Chinese Academy of Sciences, Kunming; Yunnan; 650201, China (2) East and Central Asia, World Agroforestry Centre, Kunming; Yunnan; 650201, China (3) Department of Soil Science of Temperate Ecosystems, Department of Agricultural Soil Science, University of Göttingen, Göttingen; 37707, Germany (4) National Engineering Laboratory for Improving Quality of Arable Land, Institute of Agricultural Resources and Regional Planning, Chinese Academy of Agricultural Sciences, Beijing; 100081, China (5) Institute of Environmental Sciences, Kazan Federal University, Kazan; 420049, Russia (6) Soil Science Consulting, Göttingen; 37077, Germany ","Kuzyakov, Yakov(kuzyakov@gwdg.de) ","Land Degradation and Development","Land Degrad. Dev.","","John Wiley and Sons Ltd, Southern Gate, Chichester, West Sussex, PO19 8SQ, United Kingdom","29","11","3886-3897","November 2018","","","","2018","English","10853278","1099145X","","10.1002/ldr.3136","","","","","","","Journal article (JA)","Agroforestry (AF) has the potential to restore degraded lands, provide a broader range of ecosystem goods and services such as carbon (C) sequestration and high biodiversity, and increase soil fertility and ecosystem stability through additional C input from trees, erosion prevention, and microclimate improvement. Advantages and processes for global C sequestration in AF are unknown. We used a meta-analysis of 427 soil C stock data pairs grouped into four main AF systems—alley cropping, windbreaks, silvopastures, and homegardens—and evaluated changes in AF and adjacent control cropland or pasture. Mean soil C stocks in AF (1-m depth) were 126 Mg C·ha−1, which is 19% more than that in cropland or pasture. The highest C stocks in soil were in subtropical homegardens, AF with younger trees, and topsoil (0–20 cm). Increased soil C stocks in AF were lower than aboveground C stocks in most AF systems, except alley cropping. Homegardens stored the highest C in both aboveground and belowground, especially in the subsoil (20–100 cm). Advantages of AF ecosystem services focusing on mechanisms of belowground C sequestration were analyzed. AF could store 5.3 × 109 Mg additional C in soil on 944 Mha globally, with most in the tropics and subtropics. AF systems could greatly contribute to global soil C sequestration if used in larger areas. Future investigations of AF should include (a) mechanistic- and process-based studies (instead of common monitoring and inventories), (b) models linking forest and crop growth with soil water and C and nutrient cycling, and (c) accurate assessments of the AF area worldwide based on the remote sensing approaches. © 2018 John Wiley & Sons, Ltd.","83","Ecosystems","Biodiversity - Carbon - Forestry - Land use - Remote sensing - Soil moisture - Tropics","Agroforestry - Carbon sequestration - Ecosystem services - Homegardens - Meta analysis - Sustainable land use",,"Number: 2017YFC0505100, Acronym: -, Sponsor: Ministry of Industry and Information Technology of the People's Republic of China; Number: 2017YFC0505100, Acronym: -, Sponsor: Ministry of Industry and Information Technology of the People's Republic of China; ","Sino‐German (CSC‐DAAD) Postdoc Scholar ship Program; Key Project from the Ministry of Sciences and Technology of China, Grant/ Award Number: 2017YFC0505100We greatly acknowledge the work carried out by the researchers, whose published data were used for this meta‐analysis. We are very thankful to three anonymous reviewers who strongly helped to improve the manuscript. This research was financially supported by the Sino‐German (CSC‐DAAD) Postdoc Scholarship Program for Dr. Lingling Shi and Key Project from the Ministry of Sciences and Technology of China (Grant No: 2017YFC0505100). The work is performed according to the Russian Government Program of Competitive Growth of Kazan Federal University. We thank Soil Science Consulting (https://soilscicon.wordpress.com) for help with the paper preparation.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Ultrasound-electrospinning-assisted fabrication and sensing evaluation of a novel membrane as ultrasensitive sensor for copper (II) ions detection in aqueous environment","20180804814004","","Gao, Wei (1); Haratipour, Pouya (2, 3); Kahkha, Mohammad Reza Rezaei (4); Tahvili, Arash (5) ","(1) School of Information Science and Technology, Yunnan Normal University, Kunming; 650500, China (2) Department of Chemistry, Sharif University of Technology, Azadi; Tehran, Iran (3) Universal Scientific Education and Research Network (USERN), Los Angeles; CA, United States (4) Department of Environmental Health Engineering, Zabol University of Medical Sciences, Zabol, Iran (5) Department of Textile Engineering, Faculty of Chamran, Rasht Branch, Technical and Vocational University (TVU), Tehran, Iran ","Gao, Wei(gaowei@ynnu.edu.cn) ","Ultrasonics Sonochemistry","Ultrason. Sonochem.","","Elsevier B.V.","44","","152-161","June 2018","","","","2018","English","13504177","18732828","","10.1016/j.ultsonch.2018.02.020","","","","","","ULSOER","Journal article (JA)","The present study has reported an optimized fabrication and application of a novel PVA/TEOS/Schiff base nanofibers membrane as a highly sensitive copper (II) ions in aqueous environment. Here in, for first time, an ultrasound-assisted synthesized symmetric Schiff base has been immobilized on a hybrid polyvinyl alcohol (PVA) and TEOS using electrospinning technique for detection and filtration of copper ions. For this purpose, various working parameters were evaluated and finally the optimized nano fibers membrane was synthesized with 72 nm thickness and PVA/TEOS/Schiff base ratio of (wt%) 8:6:1. The optimized sample named PTLNFM has been employed successfully as an ultra sensitive chemosensor for Cu (II) detection in real samples. The immobilized Schiff base used as a chelating agent could detect copper (II) in the range from 9.34 × 10−8 to 1.15 × 10−5 mol L−1 with the following correlation equation: Absorbance = 0.066 [Cu2+] × 10−6 + 0.095 and R2 = 0.992 and LOD of 1.27 × 10−8 mol L−1 which was lower than most of the reported detection limits in the previous literatures. Validity of this method has been carried out by analysis of Cu2+ in real samples with satisfying recoveries of over 96.11–99.24%.The developed membrane could be offered for diverse use such as medical or industrial applications. © 2018 Elsevier B.V.","84","Copper compounds","Chelation - Electrospinning - Fabrication - Membranes - Metal ions - Nanofibers - Nanosensors - Ultrasonic applications - Ultrasonics","Aqueous environment - Correlation equation - Detection and filtrations - Electrospinning techniques - Poly (vinyl alcohol) (PVA) - Ultra sensitives - Ultrasensitive sensors - Working parameters","531.1 Metallurgy - 753.1 Ultrasonic Waves - 753.3 Ultrasonic Applications - 761 Nanotechnology - 802.2 Chemical Reactions - 819.3 Fiber Chemistry and Processing - 933 Solid State Physics - 951 Materials Science",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on Control Strategy of Nujiang Power Grid in Cooperative Operation","20181004863024","","Feng, Peilei (1); Xu, Tianqi (1); Liu, Xiaoxin (2); Dong, Zhiquan (1); Chen, Biyin (1); Yang, Jie (1); Kong, Biguang (2) ","(1) School of Electrical and Information Technology, Yunnan Minzu University, Kunming; 650500, China (2) Nujiang Grid Bureau, Yunnan Grid Corporation Limited, Nujiang State; 673100, China ","Liu, Xiaoxin(2436353648@qq.com) ","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","","Institute of Physics Publishing","108","5","","January 30, 2018","2017 3rd International Conference on Environmental Science and Material Application, ESMA 2017 - 4. Energy Science and Engineering","","5 of 5","2018","English","17551307","17551315","","10.1088/1755-1315/108/5/052091","052091","2017 3rd International Conference on Environmental Science and Material Application, ESMA 2017","November 25, 2017 - November 26, 2017","Chongqing, China","134810","","Conference article (CA)","After the Nujiang grid is divided, the overall grid structure is divided into two parts. That is, the power delivery channel and the distribution network load power supply channel. The basic grid of Nujiang has been fundamentally changed. The inherent difficulties in the operation of the Nujiang grid will remain and may lead to new problems. This paper systematically expounds the problems existing in the operation of power grids. For the new problems and some of the original problems, specific solutions are given. © Published under licence by IOP Publishing Ltd.","7","Electric power transmission networks","Electric power system control - Electric power transmission - Environmental engineering","Control strategies - Cooperative operation - Grid structures - Network load - Power delivery - Power grids","706.1 Electric Power Systems - 706.1.1 Electric Power Transmission","Number: YNKJXM00000325, Acronym: -, Sponsor: -; ","This work was financially supported by Yunnan power grid project of science and technology (YNKJXM00000325) fund.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Numerical simulation and optimization of parabolic trough cavity solar collector system","20190806521315","","Ji, Meng'en (1, 2); Li, Ming (2); Wang, Yunfeng (2); Feng, Zhikang (2); Wang, Wei (1, 2) ","(1) School of Physics and Electronic Information Technology, Yunnan Normal University, Kunming; 650500, China (2) Solar Energy Research Institute, Yunnan Normal University, Kunming; 650500, China ","Li, Ming(lmllldy@126.com) ","Taiyangneng Xuebao/Acta Energiae Solaris Sinica","Taiyangneng Xuebao","","Science Press","39","11","3060-3068","November 28, 2018","","","","2018","Chinese","02540096","","","","","","","","","TYNPDG","Journal article (JA)","To study the heat collection process of the parabolic trough cavity solar system, the heat transfer models of each component was built and the simulation work was carried out as well as a numerical simulation was conducted for the optimization. The results showed that the average error of the simulated temperature is about 2%. The average error of the thermal efficiency of the cavity absorber and thermal efficiency of the storage tank are dropped significantly when the kalman algorithm is used to optimize the numerical simulation calculation. Meanwhile, the simulation analysis proved the applicability of the optimized heat transfer model. Results also illustrated that the flow of the working fluid increases with the increasing of the solar radiation intensity, which can keep the oil temperature at the range of 140-160. Furthermore, the thermal efficiency of the cavity absorber improved and achieved the implementation strategy of steadily exporting thermal energy. © 2018, Editorial Board of Acta Energiae Solaris Sinica. All right reserved.","21","Heat transfer","Computer simulation - Numerical models - Optimization - Solar collectors","Collector systems - Heat transfer model - Implementation strategies - Numerical simulation calculation - Optimized heat transfer - Simulation analysis - Simulation and optimization - Solar radiation intensity","641.2 Heat Transfer - 657.1 Solar Energy and Phenomena - 723.5 Computer Applications - 921 Mathematics - 921.5 Optimization Techniques",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The Design and Specificity Analysis of the Follow-up Controlled Hydraulic Muffler","20183105648131","","Chang-Ji, Shan (1); Yi-Duo, Bian (2); Ting-Ting, Dai (3) ","(1) Institute of Physics and Information Engineering, Zhaotong University, Zhaotong, Yunnan; 657000, China (2) School of Foreign Languages, Zhaotong University, Zhaotong, Yunnan; 657000, China (3) School of Mathematics and Statistics, Zhaotong University, Zhaotong, Yunnan; 657000, China ","","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","","Institute of Physics Publishing","153","3","","June 1, 2018","2018 2nd International Workshop on Renewable Energy and Development, IWRED 2018 - 2.Energy Efficient Systems and Optimization Theory","","3 of 6","2018","English","17551307","17551315","","10.1088/1755-1315/153/3/032010","032010","2018 2nd International Workshop on Renewable Energy and Development, IWRED 2018","April 20, 2018 - April 22, 2018","Guilin, China","136890","","Conference article (CA)","The hydraulic muffler is a component in the hydraulic system, its intrinsic vibration frequency and the main anti resonance frequency are closely related to the structure parameters of the mufflers. When the structure parameters remain unchanged, main anti resonance frequency is deviated from the fluctuation frequency of the system, so the attenuation effect is reduced rapidly. Therefore, it is particularly important to design a hydraulic muffler with special structural parameters that can be changed in time with pulsating frequency of the system. This paper takes the H-hydraulic muffler as the research object, which changes the structure parameters of the muffler according to the speed of the pump, so as to achieve a relatively stable pulsation absorption effect. © Published under licence by IOP Publishing Ltd.","7","Mufflers","Hydraulic equipment - Natural frequencies - Site selection","Absorption effects - Attenuation effect - Fluctuation frequency - Pulsating frequencies - Specificity analysis - Structural parameter - Structure parameter - Vibration frequency","612.1.1 Internal Combustion Engine Components - 632.2 Hydraulic Equipment and Machinery",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Transient modeling and influence of operating parameters on thermodynamic performance of miniature Joule–Thomson cryocooler","20183405721875","","Cao, Jing (1); Hou, Yu (1); Wang, Weibin (1); Cai, Jie (1); Li, Jiapeng (2); Chen, Jun (2); Chen, Liang (1); Chen, Shuangtao (1) ","(1) State Key Laboratory of Multiphase Flow in Power Engineering, Xi'an Jiaotong University, Xi'an; Shaanxi; 710049, China (2) Kunming Institute of Physics, Kunming; Yunnan; 650223, China ","Chen, Shuangtao(stchen.xjtu@mail.xjtu.edu.cn) ","Applied Thermal Engineering","Appl Therm Eng","","Elsevier Ltd","143","","1093-1100","October 2018","","","","2018","English","13594311","","","10.1016/j.applthermaleng.2018.07.103","","","","","","ATENFT","Journal article (JA)","The miniature Joule–Thomson (J–T) cryocooler has been widely used in many applications. Herein, a transient model that considers the real gas properties, the distributed throttling effects and the compressible flow is developed. The density correction term is incorporated in the pressure correction equation to improve the convergence. The mass flow equation of the orifice is coupled with the momentum equations of the high-pressure fluid as the boundary condition. The proposed numerical model is verified against the experimental results, and the effects of distributed throttling, inlet pressure, inlet temperature, load temperature, and pressure vessel discharge are investigated. The developed model and the results can be used for the accurate prediction of the system performance and optimization of the J–T cryocooler. © 2018 Elsevier Ltd","31","Cryogenic equipment","Argon - Cooling","Accurate prediction - Cryocoolers - Density correction - High-pressure fluids - Momentum equation - Operating parameters - Pressure-correction equations - Thermodynamic performance","641.2 Heat Transfer - 644.5 Cryogenic Equipment and Components - 804 Chemical Products Generally","Number: BK20160388, Acronym: -, Sponsor: Natural Science Foundation of Chongqing; Number: 613322, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51706169, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This project was supported by the National Natural Science Foundation of China ( 51706169 ), the National key basic research program ( 613322 ), and the Natural Science Foundation ( BK20160388 ) of Jiangsu Province, China.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Exploiting best practice of deep CNNs features for national costume image retrieval","20182005180782","","Zhou, Juxiang (1, 2); Liu, Xiaodong (1); Gan, Jianhou (2) ","(1) Faculty of Electronic Information and Electrical Engineering, Dalian University of Technology, Dalian; 116024, China (2) Key Laboratory of Education Informatization for Nationalities, Yunnan Normal University, Kunming; 650500, China ","Liu, Xiaodong(zjuxiang@126.com) ","International Journal of Performability Engineering","Int. J. Perform. Eng.","","Totem Publishers Ltd","14","4","621-630","April 2018","","","","2018","English","09731318","","","10.23940/ijpe.18.04.p4.621630","","","","","","","Journal article (JA)","Convolutional neural networks (CNNs) have recently achieved remarkable success with superior performances in computer vision applications. In most CNN-based image retrieval methods, deep CNNs features are verified as discriminative descriptors for effective image representation. This paper exploits the best practice for CNNs application to national costume image retrieval. Several important aspects that affect the discriminative ability of deep CNNs features are investigated thoroughly, including layers selection, aggregation and weighting methods. Firstly, an effective weighting method for sum-pooling features aggregation is given, which is more suitable for national costume image than some typical aggregation methods such as SPoC and SCDA. Secondly, in view of the complementary strengths, compact multi-layer CNN features combined with low dimensions are proposed and proven to be effective for national costume expression. Finally, a re-ranking strategy of diffusion process is applied to further enhance the performance for national costume images retrieval. The experimental results show that the proposed method outperforms the existing methods remarkably, which will provide some new research ideas and technical references for researchers in the field of national costume image retrieval. © 2018 Totem Publisher, Inc. All rights reserved.","33","Image retrieval","Agglomeration - Image enhancement - Neural networks","Aggregation methods - Computer vision applications - Convolutional neural network - Diffusion process - Discriminative ability - Image representations - National costume - Weighting methods","802.3 Chemical Operations","Number: 61562093, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61462097, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61673082, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","We thank the anonymous reviewers for their valuable comments and constructive recommendations in improving this manuscript. This work is supported by the National Natural Science Foundation of China (Nos. 61673082, 61462097 and 61562093).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Age-related C:N:P stoichiometry in two plantation forests in the Loess Plateau of China","20182205245815","","Chen, Lili (1, 2, 3, 4); Deng, Qiang (1, 2, 3); Yuan, Zhiyou (1, 2); Mu, Xingmin (1, 2); Kallenbach, Robert L. (5) ","(1) State Key Laboratory of Soil Erosion and Dryland Farming on the Loess Plateau, Institute of Soil and Water Conservation, Northwest A&F University, Yangling; Shaanxi; 712100, China (2) Institute of Soil and Water Conservation, Chinese Academy of Sciences and Ministry of Water Resources, Yangling; Shaanxi; 712100, China (3) University of Chinese Academy of Sciences, Beijing; 100049, China (4) Yuxi Research Center for Eco-Environmental Sciences on Plateau Lakes, Yuxi Normal University, Yuxi; Yunnan; 653100, China (5) University of Missouri, Division of Plant Sciences, 108 Waters Hall, Columbia; MO; 65211, United States ","Yuan, Zhiyou(zyyuan@ms.iswc.ac.cn) ","Ecological Engineering","Ecol. Eng.","","Elsevier B.V.","120","","14-22","September 2018","","","","2018","English","09258574","","","10.1016/j.ecoleng.2018.05.021","","","","","","ECENEL","Journal article (JA)","The nutrient stoichiometry in fine roots plays an important role in terrestrial carbon (C) and nutrient cycling, but how it changes with stand age in forests is poorly understood. In this study, we investigated fine root C, nitrogen (N), and phosphorus (P) concentrations and age sequence ratios (10-, 25-, and 40-year stands) of Pinus tabulaeformis Carr. (evergreen) and Robinia pseudoacacia Linn. (deciduous) forests on the Loess Plateau, China. Fine root C, N, and N:P of R. pseudoacacia were 22, 23, and 32% greater in 40-year stands than in 10-year stands, respectively, but did not differ significantly in P. tabulaeformis stands of different ages. Fine root P and C:P of both tree species significantly differed with respect to stand age. Fine root C:P and N:P of R. pseudoacacia were lower in 10- and 25-year stands than in 40-year stands. The age-related patterns of C, N, and C:N in fine roots were similar to those in green leaves. Fine root N:P of R. pseudoacacia was positively related to soil N:P. Our results suggest that stand age (temporal factor) plays a key role in fine root C:N:P stoichiometry in temperate forests. Differences in fine root C:N:P stoichiometry between P. tabulaeformis and R. pseudoacacia suggest that the nutrient-use strategy in evergreen tree forests is more conservative than in deciduous tree forests as age increases. © 2018","55","Forestry","Landforms - Nutrients - Plants (botany) - Sediments - Stoichiometry","Ecological stoichiometry - Fine roots - Pinus tabulaeformis - Robinia pseudo-acacia - Stand age","481.1 Geology - 483 Soil Mechanics and Foundations - 801.4 Physical Chemistry","Number: -, Acronym: CAS, Sponsor: Chinese Academy of Sciences; Number: A314021403-C9, Acronym: -, Sponsor: -; Number: 31370455, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 31570438, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This study was supported by The National Natural Sciences Foundation of China ( 31570438 and 31370455 ), the Hundred Talents Program of Shaanxi Province, the Chinese Academy of Sciences , and the Special Fund from the State Key Laboratory of Soil Erosion and Dryland Farming on the Loess Plateau ( A314021403-C9 ). Thanks to Feng Jiao and Zhaojie Wang for their valuable help in the field and laboratory. We gratefully acknowledge constructive comments from anonymous reviewers that improved the manuscript.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Electrochemical sensor for detection of europium based on poly-catechol and ion-imprinted sol-gel film modified screen-printed electrode","20183005594558","","Chen, Jin (1); Bai, Huiping (1, 2); Xia, Jieren (1); Li, Zixuan (1); Liu, Peng (1); Cao, Qiue (1) ","(1) School of Chemical Science and Technology, Key Laboratory of Medicinal Chemistry for Nature Resource, Ministry of Education, Yunnan University, Kunming; 650091, China (2) School of Materials Science and Engineering, Yunnan University, Kunming; 650091, China ","Cao, Qiue(qecao@ynu.edu.cn) ","Journal of Electroanalytical Chemistry","J Electroanal Chem","","Elsevier B.V.","824","","32-38","1 September 2018","","","","2018","English","15726657","","","10.1016/j.jelechem.2018.07.015","","","","","","JECHES","Journal article (JA)","As a result of the increasing applications in different fields, europium has become a threat to the environment and human health. Thus, it is necessary to develop a simple and rapid method for determination of europium in trace level. In this paper, a sensor for determination of Eu3+ was established by modifying a screen printed electrode (SPE) successively with poly catechol as signal amplifying element and Eu(III) ion-imprinted membrane fabricated by sol-gel method as the recognition material. After the factors influenced the sensitivity of the sensor for Eu3+ was optimized in detail, Eu3+ can be determined by differential pulse adsorptive stripping voltammetry (DPASV) in the concentration range of 3.0 × 10−7–1.0 × 10−3 mol L−1 with the detection limit of 1.0 × 10−7 mol L−1. The fabricated sensor owns outstanding selectivity, perfect stability and good regeneration. 50-fold excess concentration of rare earth ions such as Ce3+, Tb3+, Ho3+, Dy3+, Er3+, Gd3+, Pr3+, Nd3+, Yb3+ and 100-fold excess concentration of other metal ions such as Fe3+, Ni3+, Cu2+, Zn2+ and Co2+ have no influence on the determination of 1.0 × 10−5 mol L−1 Eu3+. The obtained sensor, which can maintain >90% of its original response after used >60 times or stored in the water for 2 months, has been satisfactorily used to detect Eu3+ in water samples with the relative standard deviation (RSD) of © 2018 Elsevier B.V.","39","Europium compounds","Chemical detection - Electrochemical electrodes - Electrochemical sensors - Europium - Health risks - Metal ions - Metals - Phenols - Rare earths - Sensors - Sol-gel process - Sol-gels","Adsorptive stripping voltammetry - Concentration ranges - Determination of Europium - Fabricated sensors - Ion imprinted - Relative standard deviations - Screen printed electrodes - Sol-gel polymerization","461.7 Health Care - 531.1 Metallurgy - 547.2 Rare Earth Metals - 801 Chemistry - 804 Chemical Products Generally - 812.3 Glass","Number: 2017FB012, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 20125301110005, Acronym: -, Sponsor: -; Number: 21465025, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was financially supported by the Natural Science Foundation of China (No. 21465025 ) and the Doctoral Fund of Ministry of Education of China ( 20125301110005 ) and the Natural Science Foundation of Yunnan Province ( 2017FB012 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Corrigendum: The effect of boron concentration on the structure and elastic properties of Ru-Ir alloys: First-principles calculations (Materials Research Express 5 (046505) DOI: 10.1088/2053-1591/aab877)","20191306682005","","Li, Xiaolong (1, 2); Zhou, Zhaobo (3); Hu, Riming (1, 2); Zhou, Xiaolong (1, 2); Yu, Jie (1, 2); Liu, Manmen (4) ","(1) Faculty of Material Science and Engineering, Kunming University of Science and Technology, Kunming; 650093, China (2) Key Laboratory of Advanced Materials of Yunnan Province, Kunming; 650093, China (3) School of Physics, Southeast University, Nanjing, JIANGSU; 211189, China (4) State Key Laboratory of Rare Precious Metals Comprehensive Utilization of New Technologies, Kunming; 650106, China ","Zhou, Xiaolong(kmzxlong@163.com) ","Materials Research Express","Mater. Res. Express","","Institute of Physics Publishing","5","6","","June 2018","","","","2018","English","","20531591","","10.1088/2053-1591/aac755","069501","","","","","","Erratum (ER)","The corresponding author should be listed as Xiaolong Zhou (kmzxlong@163.com). © 2018 IOP Publishing Ltd.",,"Ruthenium alloys","Binary alloys - Calculations - Elasticity - Electronic structure - Hardness - Iridium alloys","Boron concentrations - Elastic properties - First principles - First-principles calculation - Materials research","547.1 Precious Metals - 921 Mathematics - 951 Materials Science",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Design of beam deflector, splitters, wave plates and metalens using photonic elements with dielectric metasurface","20174704433384","","Zhang, Qing (1, 2); Li, Maozhong (3); Liao, Tingdi (1); Cui, Xudong (1, 2) ","(1) Photonic Technology Research and Development Center, Quanzhou Normal University, Quanzhou; 362000, China (2) Institute of Chemical Materials, China Academy of Engineering Physics, Sichuan; 621900, China (3) Yunnan KIRO-CH Photonics Co., Ltd., Kunming; 650217, China ","Liao, Tingdi(tingdi_liao@qztc.edu.cn) ","Optics Communications","Opt Commun","","Elsevier B.V.","411","","93-100","March 15, 2018","","","","2018","English","00304018","","","10.1016/j.optcom.2017.11.011","","","","","","OPCOB8","Journal article (JA)","Under the trend of miniaturization and reduction of system complexity, conventional bulky photonic elements are expected to be replaced by new compact and ultrathin dielectric metasurface elements. In this letter, we propose an αTiO2dielectric metasurface (DM) platform that could be exploited to design high efficiency wave-front control devices at visible wavelength. Combining with fundamental principles and full wave simulations (Lumerical FDTD 3D solver®), we successfully realize four DM devices, such as anomalous beam deflectors, polarization insensitive metalens, wave plates and polarization beam splitters. All these devices can achieve high transmission efficiencies (larger than 80%). Among them, the anomalous refraction beam deflectors can bend light propagation to any desired directions; the polarization insensitive metalens maintains diffraction limited focus (focal spot as small as 0.67λ); the quarter-wave and half-wave plates have broadband working wavelengths from 550 to 1000 nm; and the polarization beam splitter can split an arbitrarily polarized incident beam into two orthogonally polarized beams, the TM components is deflected to the right side, and the TE components is deflected to the left side. These devices may find applications in the areas of imaging, polarization control, spectroscopy, and on-chip optoelectronic systems etc., and our studies may richen the design of all-dielectric optical elements at visible wavelength. © 2017 Elsevier B.V.","62","Light polarization","Efficiency - Metamaterials - Optical instruments - Optoelectronic devices - Prisms - Wavefronts","Fundamental principles - Metasurface - Optoelectronic systems - Orthogonally polarized beams - Polarization beam splitters - Polarization-insensitive - Splitter - Waveplates","741.1 Light/Optics - 741.3 Optical Devices and Systems - 913.1 Production Engineering - 941.3 Optical Instruments - 951 Materials Science","Number: 2014A0302014, Acronym: STDF, Sponsor: Science and Technology Development Fund; ","This work is supported by the Science and Technology Development Fund of CAEP ( 2014A0302014 ). Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
