Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"A DW-SAPSO Localization Method based on Correctional RSSI Ranging Model","20191306695968","","Li, Xiaowei (1); Chang, Jun (1); Yu, Jiang (1); Yang, Jinpeng (1) ","(1) Information Department, Yunnan University, Kunming; 650500, China ","Chang, Jun(changjun@126.com) ","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","Institute of Physics Publishing","234","1","","March 8, 2019","6th Annual 2018 International Conference on Geo-Spatial Knowledge and Intelligence","1 of 1","2019","English","17551307","17551315","","10.1088/1755-1315/234/1/012104","012104","6th Annual 2018 International Conference on Geo-Spatial Knowledge and Intelligence, GSKI 2018","December 16, 2018","Wuhan, Hubei, China","146117","","Conference article (CA)","Aiming at the problem of low localization accuracy caused by the ranging error generated by the RSSI ranging model with empirical parameters in different indoor scenarios, a simulated annealing-based particle swarm optimization localization algorithm with decreasing inertia weight (DW-SAPSO) is proposed. In the RSSI ranging phase, the parameters of ranging model are estimated and corrected by the difference between different reference points. In the localization phase, the nonlinear cost function is constructed according to the measurable quantity. Simultaneously the simulated annealing and decreasing inertia weight mechanism are introduced to the standard particle swarm optimization (PSO) localization algorithm, which effectively improves the algorithm's global optimization ability and local search accuracy. Experimental results show that compared with an existing method and the PSO localization algorithm, the modified DW-SAPSO localization algorithm has better convergence performance and can improve the average localization accuracy of the latter by about 32.7%, which has some practical value. © Published under licence by IOP Publishing Ltd.","15","Particle swarm optimization (PSO)","Cost functions - Global optimization - Parameter estimation - Simulated annealing","Convergence performance - Empirical parameters - Localization accuracy - Localization algorithm - Localization method - Nonlinear cost functions - Optimization ability - Reference points","537.1 Heat Treatment Processes - 921.5 Optimization Techniques",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Structural Characterization of Peptide Calcium Chelate VGLPNSR-Ca and Its Calcium Absorption Ability in Caco-2 Cell Monolayer","20194107510281","VGLPNSR-CaCaco-2","Liu, Bingtong (1); Zhuang, Yongliang (1) ","(1) Yunnan Institute of Food Safety, Kunming University of Science and Technology, Kunming; 650500, China ","Zhuang, Yongliang(kmylzhuang@163.com) ","Gaodeng Xuexiao Huaxue Xuebao/Chemical Journal of Chinese Universities","Gaodeng Xuexiao Huaxue Xuebao","Higher Education Press","40","8","1643-1648","August 10, 2019","","","2019","Chinese","02510790","","","10.7503/cjcu20190064","","","","","","KTHPDM","Journal article (JA)","The peptide calcium chelate VGLPNSR-Ca was prepared from Val-Gly-Leu-Pro-Asn-Ser-Arg(VGLPNSR) and calcium chloride. The structure of VGLPNSR-Ca was analyzed by means of UV spectroscopy, X-ray diffraction(XRD), scanning electron microscopy(SEM), Fourier tranform infrared spectroscopy(FTIR) and mass spectrometry. The calcium absorbing ability of VGLPNSR-Ca in the intestine was studied by Caco-2 cell monolayer model in vitro. According to the results of UV, XRD and SEM, VGLPNSR-Ca was formed as a stable compound. FTIR analysis indicated that the chelation sites of VGLPNSR-Ca were mainly the nitrogen atom of the amino group and the oxygen atom of the carboxyl group. Combined with LC-MS/MS, the chelation reaction of VGLPNSR with calcium ions was mainly involved in the nitrogen terminal of Val, the carbon terminal of Arg and the amino acid Asn. Based on the above results and analyses, the molecular structure of VGLPNSR-Ca was predicted. In addition, the calcium absorption rate of VGLPNSR-Ca in Caco-2 cell monolayer was 31.97%, twice as high as calcium absorption of calcium chloride, proving that VGLPNSR-Ca can effectively improve the bioavailability of calcium. © 2019, Higher Education Press. All right reserved.","24","Calcium alloys","Biochemistry - Calcium chloride - Cells - Chelation - Cytology - Fourier transform infrared spectroscopy - Mass spectrometry - Monolayers - Nitrogen - Peptides - Scanning electron microscopy - Ultraviolet spectroscopy - X ray diffraction","Caco-2 cells - Calcium absorbing - Calcium absorption - Calcium binding - Carboxyl groups - Nitrogen atom - Structural characteristics - Structural characterization","461.2 Biological Materials and Tissue Engineering - 461.9 Biology - 549.2 Alkaline Earth Metals - 801 Chemistry - 801.2 Biochemistry - 802.2 Chemical Reactions - 804 Chemical Products Generally - 804.2 Inorganic Compounds","Number: 31360381, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Supported by the National Natural Science Foundation of China(No. 31360381).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Which fear index matters for predicting US stock market volatilities: Text-counts or option based measurement?","20193807445088","","Zhu, Sha (1, 2); Liu, Qiuhong (3); Wang, Yan (1); Wei, Yu (4); Wei, Guiwu (5) ","(1) Research Center for Economy of Upper Reaches of the Yangtse River, Chongqing Technology and Business University, Chongqing, China (2) School of Finance, Chongqing Technology and Business University, Chongqing, China (3) School of Economics & Management, Panzhihua University, Sichuan, China (4) School of Finance, Yunnan University of Finance and Economics, Kunming, China (5) School of Business, Sichuan Normal University, Chengdu, China ","Liu, Qiuhong(duckyliu@163.com) ","Physica A: Statistical Mechanics and its Applications","Phys A Stat Mech Appl","Elsevier B.V.","536","","","15 December 2019","","","2019","English","03784371","","","10.1016/j.physa.2019.122567","122567","","","","","PHYADX","Journal article (JA)","Although VIX has long been recognized as an index to measure fear sentiment in US stock markets, a set of similar measurements called Equity Market Volatility (EMV) trackers are newly created based on the text-counts of newspaper articles including several keywords related to US economy or stock market volatility. In this paper, we use GARCH-MIDAS method to quantify the in-sample explanatory and out-of-sample predictive powers of these two kinds of fear indices in US stock markets. Our empirical results show that VIX has larger in-sample impacts on US stock market volatility than EMV trackers. However, the out-of-sample volatility predictive performances of EMV trackers are generally superior to VIX across different US stock indices and prediction time horizons. In addition, policy-related EMV tracker acts better than VIX and other EMV trackers in predicting volatilities of US stock markets. © 2019 Elsevier B.V.","34","Financial markets","Character recognition - Commerce - Forecasting - Tellurium compounds","Equity markets - Prediction time horizon - Predictive performance - Stock indices - Stock market volatility - US economy - Volatility forecasting",,"Number: 2020, Acronym: -, Sponsor: -; Number: 2018102, Acronym: CQU, Sponsor: Chongqing University; Number: 71671145, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","We would like to show our sincere gratitude to the anonymous reviewers, as well as Professor Eugene Stanley, Editor of Physica A, whose comments and suggestions greatly improved the quality of this paper. The authors are also grateful for the financial support from the National Natural Science Foundation of China ( 71371157 , 71671145 , 71971191 ), 2018 Chongqing graduate student mentor team project: Innovative National Construction and Green Development of the Belt and Road Initiatives ( 2018102 ), Major project of fundamental research of Yunnan province, China ( 2020 ), Science and technology innovation team of Yunnan provincial universities, China ( 2019 ), Projects for key laboratory of service computing and safety management of Yunnan provincial universities, China .",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Hydrothermal Synthesis of SnO2 Nanorod as Anode Materials for Lithium-Ion Battery","20193807441591","","Zhang, Wei (1, 2); Feng, Lili (1, 2); Chen, Haiyun (1); Zhang, Yinyin (1) ","(1) School of Chemistry and Environment, Yunnan Minzu University, Kunming; 650500, China (2) School of Materials Engineering, North China Institute of Aerospace Engineering, Langfang; 065000, China ","Feng, Lili(lilylian2003@163.com) ","Nano","Nano","World Scientific Publishing Co. Pte Ltd","14","9","","September 1, 2019","","","2019","English","17932920","","","10.1142/S1793292019501091","1950109","","","","","","Journal article (JA)","In this study, SnO2 nanorods are successfully prepared by simple template-free hydrothermal method without surfactant. SnO intermediate with lamellar morphology is first formatted by hydrothermal method and SnO2 nanorods are obtained after calcinations. The results of XRD characterization show that lamellar structured SnO intermediate has preferred orientation in 0 0 1 direction. According to supposed mechanism during formation process of SnO2 nanorods, tiny crystal nucleus of Sn(OH)2 and a bit of SnCO3 are generated from SnCl2 and urea. Then the crystal nucleus gather together to form a nanorod. With continued reaction, nanorods gather together to form sheets and the sheets grow up to lamellar morphology and the intermediate decomposes into SnO because of the hydrothermal process. The SnO intermediate convert to SnO2 with sheets breaking to nanorods after calcination. The results of galvanostatic cell cycling show that SnO2 particle has high specific discharge capacity capacity. This experiment of SnO2 nanorod preparation provides us an effective way of easy processing, low cost, and more environmentally synthesis strategy to synthesize SnO2 nanorods. © 2019 World Scientific Publishing Company.","27","Lithium-ion batteries","Anodes - Calcination - Chlorine compounds - Hydrothermal synthesis - Lamellar structures - Morphology - Nanoparticles - Nanorods - Reaction intermediates - Urea","Anode material - Hydrothermal methods - Hydrothermal process - Lamellar morphology - Preferred orientations - SnO2 - Specific discharge capacity - Synthesis strategy","714.1 Electron Tubes - 761 Nanotechnology - 801.4 Physical Chemistry - 802.2 Chemical Reactions - 802.3 Chemical Operations - 804 Chemical Products Generally - 804.1 Organic Compounds - 933 Solid State Physics - 951 Materials Science",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Microstructure and electromagnetic properties of oriented strontium W-type hexaferrite with rare-earth Gd3+ substitution","20191406724359","","Liu, Qian (1); Wu, Chongsheng (1); Wang, Yu (1); You, Xin (2); Li, Jie (1); Liu, Yingli (1); Zhang, Huaiwu (1) ","(1) State Key Laboratory of Electronic Thin Films and Integrated Devices, University of electronic science and technology of China, Chengdu; Sichuan; 610054, China (2) Key Laboratory of Advanced Materials of Yunnan Province, Kunming University of Science and Technology, China ","Liu, Yingli(lyl@uestc.edu.cn) ","Ceramics International","Ceram Int","Elsevier Ltd","45","9","12205-12210","15 June 2019","","","2019","English","02728842","","","10.1016/j.ceramint.2019.03.126","","","","","","CINNDH","Journal article (JA)","Oriented strontium W-type hexaferrites (SrW) having a composition of Sr1-xGdxNi2Fe16O27 (x = 0.0, 0.1, 0.2, 0.3, 0.4, and 0.5) were synthesized using a ceramic process. The effect of Gd3+ substitution on the microstructure and electromagnetic properties of the resulting SrW samples was investigated. The SrW samples with x ≤ 0.3 showed a pure phase. Both the lattice parameters a and c decreased slightly with an increase in the Gd3+ substitution content from 0.0 to 0.3. The scanning electron microscopy images revealed that most of the grains were aligned along the c-axis. This was also confirmed by the magnetic hysteresis loops of the samples. The imaginary part (μ') of the complex permeability of the samples increased, while the real part (μ′) decreased with an increase in frequency from 2 to 6 GHz Gd3+ substitution increased the real (Ε′) and imaginary (Ε') parts of the complex permittivity of the samples. Moreover, Gd3+ substitution also improved the microwave absorbency of SrW. © 2019","24","Magnetic materials","Binary alloys - Ferrite - Microstructure - Rare earths - Scanning electron microscopy - Strontium","Complex permeability - Complex permittivity - Electromagnetic properties - Hexa-ferrites - Imaginary parts - Rare earth Gd - Scanning electron microscopy image - W-Types",,"Number: 51872041, Acronym: -, Sponsor: National Natural Science Foundation of China; ","Funding: This work was supported by the National Natural Science Foundation of China [grant numbers 51872041 ].",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Complement C7 is a novel risk gene for Alzheimer's disease in Han Chinese","20193807441556","","Zhang, Deng-Feng (1, 2); Fan, Yu (1, 2); Xu, Min (1, 3); Wang, Guihong (4); Wang, Dong (1); Li, Jin (5, 6); Kong, Li-Li (1, 3); Zhou, Hejiang (1); Luo, Rongcan (1, 3); Bi, Rui (1); Wu, Yong (1, 3); Li, Guo-Dong (1, 3); Li, Ming (1, 7); Luo, Xiong-Jian (1, 2); Jiang, Hong-Yan (8); Tan, Liwen (9); Zhong, Chunjiu (10); Fang, Yiru (11); Zhang, Chen (11); Sheng, Nengyin (2, 12); Jiang, Tianzi (5, 6, 7); Yao, Yong-Gang (1, 3, 7, 13) ","(1) Key Laboratory of Animal Models and Human Disease Mechanisms of the Chinese Academy of Sciences and Yunnan Province, Kunming Institute of Zoology, Chinese Academy of Sciences, Kunming; 650223, China (2) Center for Excellence in Animal Evolution and Genetics, Chinese Academy of Sciences, Kunming; 650223, China (3) Kunming College of Life Science, University of Chinese Academy of Sciences, Kunming; 650204, China (4) Center for Neurodegenerative Diseases, Department of Neurology, Beijing Tiantan Hospital, Capital Medical University, Beijing; 100050, China (5) Brainnetome Center, Institute of Automation, Chinese Academy of Sciences, Beijing; 100190, China (6) National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences, Beijing; 100190, China (7) CAS Center for Excellence in Brain Science and Intelligence Technology, Chinese Academy of Sciences, Shanghai; 200031, China (8) Department of Psychiatry, Hospital of Kunming Medical University, Kunming; 650032, China (9) Mental Health Institute, Second Xiangya Hospital, Central South University, Changsha; 410011, China (10) Department of Neurology, Zhongshan Hospital, Fudan University, Shanghai; 200032, China (11) Divisionof Mood Disorders, Shanghai Mental Health Center, Shanghai Jiao Tong University School of Medicine, Shanghai; 200030, China (12) State Key Laboratory of Genetic Resources and Evolution, Kunming Institute of Zoology, Chinese Academy of Sciences, Kunming; 650223, China (13) KIZ-CUHK Joint Laboratory of Bioresources and Molecular Research in Common Diseases, Kunming Institute of Zoology, Chinese Academy of Sciences, Kunming; 650223, China ","Yao, Yong-Gang(yaoyg@mail.kiz.ac.cn) ","National Science Review","Natl. Sci. Rev.","Oxford University Press","6","2","257-274","2019","","","2019","English","20955138","2053714X","","10.1093/nsr/nwy127","","","","","","","Journal article (JA)","Alzheimer's disease is the most common neurodegenerative disease, and has a high level of genetic heritability and population heterogeneity. In this study, we performed the whole-exome sequencing of Han Chinese patients with familial and/or early-onset Alzheimer's disease, followed by independent validation, imaging analysis and function characterization. We identified an exome-wide significant rare missense variant rs3792646 (p.K420Q) in the C7 gene in the discovery stage (P = 1.09 × 10−6, odds ratio = 7.853) and confirmed the association in different cohorts and a combined sample (1615 cases and 2832 controls, Pcombined = 2.99 × 10−7, odds ratio = 1.930). The risk allele was associated with decreased hippocampal volume and poorer working memory performance in early adulthood, thus resulting in an earlier age of disease onset. Overexpression of the mutant p.K420Q disturbed cell viability, immune activation and β-amyloid processing. Electrophysiological analyses showed that the mutant p.K420Q impairs the inhibitory effect of wild type C7 on the excitatory synaptic transmission in pyramidal neurons. These findings suggested that C7 is a novel risk gene for Alzheimer's disease in Han Chinese. © The Author(s) 2018. Published by Oxford University Press on behalf of China Science Publishing & Media Ltd. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com","101","Neurodegenerative diseases","Electrophysiology - Genes - Neuroimaging","Alzheimer's disease - Complement systems - Electrophysiological analysis - Immune activation - Inhibitory effect - Population heterogeneity - Synaptic transmission - Whole-exome sequencing","461 Bioengineering and Biology","Number: U01 AG024904, Acronym: NIH, Sponsor: National Institutes of Health; Number: XDB32020200, Acronym: CAS, Sponsor: Chinese Academy of Sciences; Number: W81XWH-12-2-0012, Acronym: DOD, Sponsor: U.S. Department of Defense; Number: QYZDJ-SSW-SMC005, Acronym: -, Sponsor: -; Number: 31730037, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: -, Acronym: ADNI, Sponsor: DoD Alzheimer's Disease Neuroimaging Initiative; ","This work was supported by the National Natural Science Foundation of China (31730037), the Strategic Priority Research Program of the Chinese Academy of Sciences (XDB32020200) and the Bureau of Frontier Sciences and Education, CAS (QYZDJ-SSW-SMC005). Data collection and sharing of the Alzheimer&rsquo;s Disease Neuroimaging Initiative (ADNI) project was funded by the ADNI (National Institutes of Health grant U01 AG024904) and the Department of Defense (award number W81XWH-12-2-0012). The ADSP data were obtained from dbGaP under accession phs000572.v7.p4. Full funding acknowledgements for the ADSP are provided in the supplementary material.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Liquid–Liquid Microextraction Based on Acid–Base-Induced Deep Eutectic Solvents for Determination of β-Carotene and Lycopene in Fruit Juices","20193807443552","","Li, Hong (1); Zhao, Chunxi (2); Tian, Hao (1); Yang, Yaling (2); Li, Wanyi (3) ","(1) The Institute of Agro-Products Processing Science and Technology, Yunnan Academy of Agricultural Sciences, Kunming; Yunnan; 650200, China (2) Faculty of Life Science and Technology, Kunming University of Science and Technology, Kunming; Yunnan; 650500, China (3) Institute of Medicinal Plants, Yunnan Academy of Agricultural Sciences, Kunming; Yunnan; 650200, China ","Li, Wanyi(LW310118@163.com) ","Food Analytical Methods","Food Anal. Methods.","Springer New York LLC","","","","2019","","","2019","English","19369751","1936976X","","10.1007/s12161-019-01639-9","","","","","","","Article in Press","An uncomplicated, valid, and convenient way for detection of lycopene and β-carotene in fruit juice samples using acid–base-induced deep eutectic solvent (DES) liquid-liquid microextraction (DES-ABLLME) prior to HPLC was developed. The ternary fatty acid DESs were prepared by C9:C10:C11 (2:1:1), which serve as hydrogen bond donors and hydrogen bond acceptors synchronously. In extraction procedure, NH3·H2O was used as the emulsifier and reacted with DESs with a milk solution, which can significantly increase the extraction efficiency. HCl was used as the de-emulsifier, which could break the state of emulsification. At optimum conditions, the calibration graphs were linear in the concentration range from 0.1 to 100 μg mL−1 for lycopene and from 0.025 to 5.00 μg mL−1 for β-carotene. The limits of detection (LODs) were 0.05 and 0.002 μg mL−1 for lycopene and β-carotene, respectively. The RSD values were varied from 1.3 to 4.1%. Finally, the proposed method was applied to analyze β-carotene and lycopene in fruit juices. © 2019, Springer Science+Business Media, LLC, part of Springer Nature.","41","Extraction","Ammonia - Chlorine compounds - Emulsification - Eutectics - Fatty acids - Fruit juices - Fruits - Hydrogen bonds - Liquids - Solvents","Carotenoids - Concentration ranges - Deep eutectic solvents - Extraction efficiencies - Extraction procedure - Hydrogen bond acceptors - Hydrogen bond donors - Microextraction","531.2 Metallography - 801.4 Physical Chemistry - 802.3 Chemical Operations - 803 Chemical Agents and Basic Industrial Chemicals - 804.1 Organic Compounds - 804.2 Inorganic Compounds - 821.4 Agricultural Products - 822.3 Food Products",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Existence and global exponential stability of anti-periodic solutions for generalised inertial competitive neural networks with time-varying delays","20193207297827","","Li, Yongkun (1); Qin, Jiali (1) ","(1) Department of Mathematics, Yunnan University, Kunming; Yunnan, China ","Li, Yongkun(yklie@ynu.edu.cn) ","Journal of Experimental and Theoretical Artificial Intelligence","J. Exp. Theor. Artif. Intell.","Taylor and Francis Ltd.","","","","2019","","","2019","English","0952813X","13623079","","10.1080/0952813X.2019.1647564","","","","","","","Article in Press","In this paper, a class of generalised inertial competitive neural networks with time-varying delays is proposed. The existence and global exponential stability of anti-periodic solutions for this class of neural networks are investigated. By using a continuation theorem of coincidence degree theory, the Wirtinger inequality and constructing an appropriate Lyapunov function, some sufficient conditions are derived to guarantee the existence, uniqueness, and global exponential stability of anti-periodic solutions for the considered networks. Our results are completely new. © 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group.","55","Time varying networks","Lyapunov functions - Time delay - Time varying control systems","Anti-periodic solutions - Coincidence degree - Competitive neural network - Inertial terms - Time varying- delays","703.1 Electric Networks - 713 Electronic Circuits - 731.1 Control Systems - 921 Mathematics",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Effect of pullulan hydrolysates on the quality of Nile tilapia (Oreochromis niloticus) fillets during ice storage","20193307307424","","Chen, Hui (1); Wu, Yongmin (1); Chen, Zhou (2); Jia, Yingmin (2); Han, Peng (1); Cheng, Chunsheng (1) ","(1) Yunnan Institute of Food Safety, Kunming University of Science and Technology, Kunming, China (2) China-Canada Joint Lab of Food Nutrition and Health (Beijing), Beijing Technology and Business University, Beijing, China ","Han, Peng(hanpeng320@Kmust.edu.cn) ","Journal of Food Processing and Preservation","J. Food Process. Preserv.","Blackwell Publishing Ltd","43","8","","2019","","","2019","English","01458892","17454549","","10.1111/jfpp.14043","e14043","","","","","","Journal article (JA)","Pullulan was hydrolyzed by pullulanase producted by Bacillus megaterium. The ABTS+, OH, and DPPH scavenging activities of hydrolysates were 37.73, 21.67, and 17.03%, respectively, when its concentration reached 30 mg/ml, significantly higher than pullulan (p  0.05). Practical applications: Edible coating based on polysaccharide is an ideal method of fish fillets preservation. Results indicated that pullulan hydrolysates has good ability on extending shelf life of fish fillets. This study could provide a efficient method on the quality control of Nile tilapia fillets. © 2019 Wiley Periodicals, Inc.","26","Quality control","Bacteriology - Coatings - Fish - Food additives - Food storage","2-thiobarbituric acid - Bacillus megaterium - Electrical conductivity - Oreochromis niloticus - Physico-chemical changes - Scavenging activities - Sensory qualities - Total volatile basic nitrogens","694.4 Storage - 803 Chemical Agents and Basic Industrial Chemicals - 813.2 Coating Materials - 913.3 Quality Assurance and Control","Number: -, Acronym: BTBU, Sponsor: Beijing Technology and Business University; Number: -, Acronym: BTBU, Sponsor: Beijing Technology and Business University; Number: 31860429, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was financially supported by the Program for the National Natural Science Foundation of China (Project No. 31860429) and the Open Project Program of China&#8208;Canada Joint Lab of Food Nutrition and Health, Beijing Technology and Business University (BTBU).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Gaseous and particulate pollutants in Lhasa, Tibet during 2013–2017: Spatial variability, temporal variations and implications","20192807172618","","Yin, Xiufeng (1, 2, 3, 4); de Foy, Benjamin (4); Wu, Kunpeng (1, 5); Feng, Chuan (4); Kang, Shichang (1, 6); Zhang, Qianggong (2, 6) ","(1) State Key Laboratory of Cryospheric Science, Northwest Institute of Eco-Environment and Resources, Chinese Academy of Science, Lanzhou; 730000, China (2) Key Laboratory of Tibetan Environment Changes and Land Surface Processes, Institute of Tibetan Plateau Research, Chinese Academy of Sciences, Beijing; 100101, China (3) University of Chinese Academy of Sciences, Beijing; 100039, China (4) Department of Earth and Atmospheric Sciences, Saint Louis University, St. Louis; MO; 63108, United States (5) Institute of International Rivers and Eco-Security, Yunnan University, Kunming; 650091, China (6) CAS Center for Excellence in Tibetan Plateau Earth Sciences, Beijing; 100101, China ","Zhang, Qianggong(qianggong.zhang@itpcas.ac.cn) ","Environmental Pollution","Environ. Pollut.","Elsevier Ltd","253","","68-77","October 2019","","","2019","English","02697491","18736424","","10.1016/j.envpol.2019.06.113","","","","","","ENPOEK","Journal article (JA)","In recent decades, most big cities in China have experienced severe air pollution accompanied by rapid economic and social development. Analysis of measurements of air pollutants form a fundamental basis for understanding the characteristics of air pollution and are important references for policy-making. In this study, five-year measurements of air pollutants at 6 sites in Lhasa, a typical high altitude big city in southwestern China, were analyzed from January 2013 to December 2017. Air pollutants at all the 6 sites in Lhasa generally displayed similar patterns of both diurnal and monthly variations, indicating the mixed atmospheric environment and the overall effect of the meteorological conditions in the city. Spatially, the air pollutant concentrations at the 6 sites were generally characterized by high concentrations of SO2, NO2, CO, PM10 and PM2.5 at urban sites and high O3 concentrations at suburban sites. In comparison with other provincial capital cities in China, Lhasa has low concentrations of air pollutants, except for O3, and thus, better air quality. Although Lhasa has experienced rapid urbanization and economic development, air pollution conditions have remained rather stable and even decreased slightly in term of particular air pollutants. We suggested that the relatively isolated location, low air pollutant emissions associated with its industrial structure and renewable energy consumption, and effective air pollution control measures, collectively contributed to the synchronous improvement of the economy and air quality in Lhasa. Such 'Lhasa pattern' may serve as a positive example for other regional hub cities in China and beyond that experience socioeconomic development and simultaneously seek to improve air quality. © 2019 Elsevier Ltd","49","Air pollution control","Air quality - Economic and social effects - Economics - Energy utilization - Industrial emissions - Particles (particulate matter) - Quality control - Urban growth","Air pollutant concentrations - Air pollutant emission - Analysis of measurements - Atmospheric environment - Economic and social development - Meteorological condition - Renewable energy consumption - Socio-economic development","403.1 Urban Planning and Development - 451.1 Air Pollution Sources - 451.2 Air Pollution Control - 525.3 Energy Utilization - 913.3 Quality Assurance and Control - 951 Materials Science - 971 Social Sciences","Number: 2016070, Acronym: YIPA, Sponsor: Youth Innovation Promotion Association; Number: XDA20040501, Acronym: CAS, Sponsor: Chinese Academy of Sciences; Number: 41630748, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: SKLCS-OP-2019-07, Acronym: -, Sponsor: State Key Laboratory of Cryospheric Science; ","This study was supported by the Strategic Priority Research Program (A) of the Chinese Academy of Sciences ( XDA20040501 ), the National Natural Science Foundation of China ( 41630754 , 41630748 ) and State Key Laboratory of Cryospheric Science ( SKLCS-ZZ-2019 and SKLCS-OP-2019-07 ). X. F. Yin acknowledges the China Scholarship Council . Q. G. Zhang acknowledges financial support from the Youth Innovation Promotion Association of CAS ( 2016070 ). We acknowledge the China National Environmental Monitoring Center, the National Oceanic and Atmospheric Administration, the European Centre for Medium-Range Weather Forecasts and the National Bureau of Statistics of China for providing the data. Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Variation in the vertical zonality of erodibility and critical shear stress of rill erosion in China's Hengduan Mountains","20183505759292","","Su, Zhengan (1); Xiong, Donghong (1); Zhang, Jianhui (1); Zhou, Tao (1); Yang, Hongkun (1, 2); Dong, Yifan (1); Fang, Haidong (3); Shi, Liangtao (3) ","(1) Key Laboratory of Mountain Hazards and Earth Surface Processes, Institute of Mountain Hazards and Environment, Chinese Academy of Sciences, Chengdu; 610041, China (2) School of Geoscience and Technology, Southwest Petroleum University, Chengdu; 610500, China (3) Institute of Tropical Eco-agricultural Sciences, Yunnan Academy of Agricultural Sciences, Yuanmou; 651300, China ","Su, Zhengan(suzhengan@imde.ac.cn) ","Earth Surface Processes and Landforms","Earth Surf. Processes Landf.","John Wiley and Sons Ltd, Southern Gate, Chichester, West Sussex, PO19 8SQ, United Kingdom","44","1","88-97","January 2019","","","2019","English","01979337","10969837","","10.1002/esp.4482","","","","","","ESPLDB","Journal article (JA)","Soil erodibility is an essential parameter used in soil erosion prediction. This study selected the Liangshan town watershed to quantify variation in the vertical zonality of rill erodibility (kr) in China's ecologically fragile Hengduan Mountains. Soil types comprised of yellow–brown (soil A), purple (soil B), and dry-red (soil C) in a descending order of occurrence from the summit to the valley, which roughly corresponds to the vertical climate zone (i.e. cool-high mountain, warm-low mountain, and dry-hot valley sections) of the study area. With elevation, vertical soil zonality varied in both soil organic matter (SOM) content and soil particle-size fractions. A series of rill erosion-based scour experiments were conducted, using water discharge rates of 100, 200, 300, 400, 500, and 600 mL min-1. Additionally, detachment rates (Dr) were measured under three hydrological conditions (the drainage, saturation, and seepage treatments). Results show that both Dr and flow shear stress () values increased as discharge increased. As elevation increased, the kr values decreased, while the vertical zonality of critical shear stress (c) values showed no obvious variation. The highest kr values were observed during the seepage treatment, followed by the saturation treatment then drainage treatment, indicating that variation in vertical hydraulic gradients could significantly alter kr values. This study also found that land-use types could also alter kr and c values. Further research, however, is necessary to better quantify the effects of subsurface hydrological conditions and land-use types on kr under different soil zonalities in China's Hengduan Mountains. © 2018 John Wiley & Sons, Ltd. © 2018 John Wiley & Sons, Ltd.","55","Soils","Erosion - Land use - Landforms - Particle size - Seepage - Shear flow - Shear stress","Critical shear stress - Hydrological condition - Rill erosion - Soil erodibility - vertical zonality",,"Number: 2017ZX07101-001, Acronym: -, Sponsor: Major Science and Technology Program for Water Pollution Control and Treatment; Number: 2015CB452704, Acronym: -, Sponsor: National Basic Research Program of China (973 Program); Number: 2017YFC0505102, Acronym: -, Sponsor: National Basic Research Program of China (973 Program); ","Acknowledgements—Financial support for this study was provided by the National Basic Research Program (973 Program) of China (2015CB452704), the National Key Research and Development Program of China (2017YFC0505102), and the Major Science and Technology Program for Water Pollution Control and Treatment (2017ZX07101-001).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
