Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"A Dual-Branch CNN Structure for Deformable Object Detection","20192006922576","","Li, Jianjun (2); Zheng, Kai (2); Zhang, Xin (2); Luo, Zhenxing (1); Tang, Zhuo (1); Chang, Ching-Chun (3); Lin, Yuqi (4); Tang, Peiqi (2) ","(1) Science and Technology on Communication and Information Security Control Laboratory of the 36th Institute of China Electronics Technology Group Corporation, Jiaxing, China (2) School of Computer Science and Engineering, Hangzhou Dianzi University, Hangzhou, China (3) Department of Computer Science, University of Warwick, Coventry, United Kingdom (4) Yunnan Key Laboratory of Computer Technology Application/Faculty of Information Engineering and Automation, Kunming University of Science and Technology, Kunming, China ","Li, Jianjun(jianjun.li@hdu.edu.cn) ","Advances in Intelligent Systems and Computing","Adv. Intell. Sys. Comput.","Springer Verlag","895","","784-797","2020","Security with Intelligent Computing and Big-data Services - Proceedings of the 2nd International Conference on Security with Intelligent Computing and Big Data Services SICBS-2018","1 of 1","2020","English","21945357","","9783030169459","10.1007/978-3-030-16946-6_64","","2nd International Conference on Security with Intelligent Computing and Big-data Services, SICBS 2018","December 14, 2018 - December 16, 2018","Guilin, China","225499","","Conference article (CA)","Object detectors based on CNN are now able to achieve satisfactory accuracy, but their ability to deal with some targets with geometric deformation or occlusion is often poor. This is largely due to the fixed geometric structure of the convolution kernel and the single inflexible network structure. In our work, we use dual branch parallel processing to extract the different features of the target area to coordinate the prediction. To further enhance the performance of the network, this study rebuilds the feature extraction module. Finally, our detector learns to adapt to a variety of different shapes and sizes. The proposed method achieves upÂ to 81.76% mAP on the Pascal VOC2007 dataset and 79.6% mAP on the Pascal VOC2012 dataset. 2020, Springer Nature Switzerland AG.","28","Object detection","Big data - Convolution - Deformation - Intelligent computing - Object recognition","Branch structure - Convolution kernel - Convolution neural network - Deformable object - Geometric deformations - Geometric structure - Network structures - Parallel processing","716.1 Information Theory and Signal Processing - 723.2 Data Processing and Image Processing - 723.4 Artificial Intelligence","Number: 61871170, Acronym: -, Sponsor: National Natural Science Foundation of China-Yunnan Joint Fund; ","This work was supported by the National Natural Science Fund of China (No. 61871170) and the National Equipment Development Pre-research Fund: 6140137050202.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Comparison and quantitative analysis of wild and cultivated Macrohyporia cocos using attenuated total refection-Fourier transform infrared spectroscopy combined with ultra-fast liquid chromatography","20194107509773","","Wang, Qinqin (1, 2); Zuo, Zhitian (1); Huang, Hengyu (2); Wang, Yuanzhong (1) ","(1) Institute of Medicinal Plants, Yunnan Academy of Agricultural Sciences, Kunming; 650200, China (2) College of Traditional Chinese Medicine, Yunnan University of Chinese Medicine, Kunming; 650500, China ","Huang, Hengyu(hhyhhy96@163.com) ","Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy","Spectrochim. Acta Part A Mol. Biomol. Spectrosc.","Elsevier B.V.","226","","","5 February 2020","","","2020","English","13861425","","","10.1016/j.saa.2019.117633","117633","","","","","SAMCAS","Journal article (JA)","Dried sclerotium of Macrohyporia cocos is a well-known and widely-consumed traditional Chinese medicine and is also used as dietary supplement. According to the differential treatment between cultivation and wild habitats in the market, the comparison and quantitative analysis of wild and cultivated M. cocos were performed using attenuated total reflectance-Fourier transform infrared (ATR-FTIR) spectroscopy and ultra-fast liquid chromatography combined with partial least squares discriminant analysis and partial least squares regression (PLSR). 636 samples were used for the spectral scan and chromatographic analysis. Results indicated that contents of dehydrotumulosic acid, poricoic acid A and dehydrotrametenolic acid in cultivated samples were significantly different from wild samples in two medicinal parts. Differences of dehydropachymic acid and pachymic acid just existed in inner part samples (P 95.14% efficiency using spectral data. ATR-FTIR combined with PLSR provided satisfactory performance for content predictions of poricoic acid A and dehydrotrametenolic acid. This study demonstrated that growth patterns could affect the quality of inner part and epidermis of M. cocos, and ATR-FTIR was a promising technique for the identification of wild and cultivated M. cocos and the rapid determination of triterpene acids contents. © 2019","41","Fourier transform infrared spectroscopy","Chromatographic analysis - Dietary supplements - Discriminant analysis - Least squares approximations - Liquid chromatography - Medicine - Reflection - Spectrum analysis - Supersaturation","Attenuated total reflectance Fourier transform infrared spectroscopy - Macrohyporia cocos - Partial least squares regression - Pubchem - Triterpenes - Wild and cultivated species","461.6 Medicine and Pharmacology - 801 Chemistry - 801.4 Physical Chemistry - 822.3 Food Products - 921.6 Numerical Methods - 922 Statistical Methods","Number: 31860584, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was sponsored by the National Natural Science Foundation of China ( 31860584 and 31460538 ). Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A large barocaloric effect associated with paramagnetic martensitic transformation in Co50Fe2.5V31.5Ga16 quaternary Heusler alloy","20194207544360","","Liu, Hongwei (1, 2); Li, Zhe (2); Zhang, Yuanlei (2); Ni, Zhenting (1, 2); Xu, Kun (2); Liu, Yongsheng (1) ","(1) Department of Physics, Shanghai University of Electric Power, Shanghai; 200090, China (2) Center for Magnetic Materials and Devices and Key Laboratory for Advanced Functional and Low Dimensional Materials of Yunnan Higher Education Institute, Qujing Normal University, Qujing; 655011, China ","Li, Zhe(zheli@mail.qjnu.edu.cn) ","Scripta Materialia","Scripta Mater","Acta Materialia Inc","177","","1-5","1 March 2020","","","2020","English","13596462","","","10.1016/j.scriptamat.2019.10.003","","","","","","SCMAF7","Journal article (JA)","A martensitic transformation (MT) with paramagnetic behavior has been developed in Co50Fe2.5V31.5Ga16 quaternary Heusler alloy near room temperature. Accompanying the transformation, this alloy shows a good two-way shape memory effect, which results in a considerable relative volume change between two phases. Because of this, it has been also found that the MT is strongly sensitive to the applied hydrostatic pressure. By utilizing an indirectly estimated method, the obtained maximum reversible isothermal entropy (ΔST) and adiabatic temperature change (ΔTad) resulted from hydrostatic pressure induced MT, respectively, achieve ∼31 J/kg K and 6 K under 5 kbar, performing a large barocaloric effect. © 2019 Acta Materialia Inc.","37","Martensitic transformations","Cobalt alloys - Gallium alloys - Hydraulics - Hydrostatic pressure - Iron alloys - Paramagnetism - Vanadium alloys","Adiabatic temperature change - Barocaloric effects - Heusler alloys - Isothermal entropy - Near room temperature - Paramagnetic behavior - Quaternary Heusler alloys - Two way shape memory effect","531.2 Metallography - 543.6 Vanadium and Alloys - 545.2 Iron Alloys - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 631.1.1 Liquid Dynamics - 632.1 Hydraulics - 701.2 Magnetism: Basic Concepts and Phenomena","Number: 2018FA031, Acronym: -, Sponsor: Applied Basic Research Key Project of Yunnan; Number: 19020501000, Acronym: STCSM, Sponsor: Science and Technology Commission of Shanghai Municipality; Number: 51861032, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China (nos. 51661029 , 11674215 , 51861032 , 51971128 ). Applied Basic Research key project of Yunnan (no. 2018FA031 ) and Project of Science and Technology Commission of Shanghai Municipality (no. 19020501000 ). Program for Innovative Research Team in Science and Technology in university of Yunnan Province (IRTSTYN). We also express our thanks to Prof. Bing Li and Dr. Zhao Zhang of Institute of Metal Research, Chinese Academy of Sciences, for testing the sample using a &mu;DSC7 EVO and some useful discussions.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An extreme drought event homogenises the diatom composition of two shallow lakes in southwest China","20193807447965","","Klamt, Anna-Marie (1); Hu, Kui (1); Huang, Linpei (1); Chen, Xiaolin (1); Liu, Xiaolong (1); Chen, Guangjie (1) ","(1) Yunnan Key Laboratory of Plateau Geographical Processes and Environment Change, School of Tourism and Geography, Yunnan Normal University, 768 Juxian St., Kunming; 650500, China ","Chen, Guangjie(guangjiechen@gmail.com) ","Ecological Indicators","Ecol. Indic.","Elsevier B.V.","108","","","January 2020","","","2020","English","1470160X","","","10.1016/j.ecolind.2019.105662","105662","","","","","","Journal article (JA)","In the context of global warming, extreme drought events have occurred more frequently and this is projected to continue in the future in many parts of the world. However, their ecological consequences on shallow lakes are not well studied. Here we compare the succession of diatom assemblages of two medium-sized shallow lakes in southwest China during the past ~70 years, comprising an extreme drought event between ~2009 and ~2013. The diatom community of Lake Chahei showed a clear response to eutrophication from ~1980. The pioneer species Achnanthes minutissima increased strongly with elevated sedimentary total nitrogen content and at the expense of Epithemia sorex. In contrast, the diatom community of Lake Yuxian was stable and constantly dominated by the Fragilaria construens/pinnata complex. For both lakes, the most striking change occurred with the extreme drought event when environmental conditions and diatom compositions were homogenised. With strongly shrinking lake areas, peaks in the proportion of silt were observed in the sediments, suggesting increased particle burial rates and decreased light availability. These conditions selected for motile and presumably heterotrophic species mainly of the genera Navicula and Nitzschia which exhibited abrupt increases in their relative abundances at both lakes. Meanwhile, the degree of community homogeneity (inferred by Jaccard's similarity index) of the formerly distinct diatom assemblages increased strongly between both lakes. Hence, the extreme drought event has overridden and homogenised previous abiotic conditions and led to a decrease in beta diversity between the two study sites. Navicula and Nitzschia species may be reliable (paleo)indicators for extreme drought events in comparable shallow lake systems. © 2019 Elsevier Ltd","92","Lakes","Drought - Eutrophication - Global warming - Homogenization method - Paleolimnology","Beta diversities - Diatoms - Ecological consequences - Environmental conditions - Extreme drought event - Light availability - Siltation - Total nitrogen content","443.1 Atmospheric Properties - 444 Water Resources - 454.3 Ecology and Ecosystems - 921 Mathematics","Number: 2017YFA0605202, Acronym: -, Sponsor: National Key Research and Development Program of China Stem Cell and Translational Research; Number: 41771239, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","We are grateful to the comments of two reviewers that helped to improve a previous version of this manuscript. This work was supported by grants of the National Key R & D Program of China ( 2017YFA0605202 ) and the National Natural Science Foundation of China ( U1133601 , 41771239 ). Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An overview of data fusion techniques for Internet of Things enabled physical activity recognition and measure","20193807456395","","Qi, Jun (1, 2); Yang, Po (3); Newcombe, Lee (2); Peng, Xiyang (1); Yang, Yun (1); Zhao, Zhong (4) ","(1) Department of Software Engineering, Yunnan University, Kunming, China (2) Department of Computer Science, Liverpool John Moores University, Liverpool, United Kingdom (3) Department of Computer Science, Sheffield University, Sheffield, United Kingdom (4) Department of Neurology, Yunnan University, Kunming, China ","Qi, Jun(ruth1012@live.com) ","Information Fusion","Inf. Fusion","Elsevier B.V.","55","","269-280","March 2020","","","2020","English","15662535","","","10.1016/j.inffus.2019.09.002","","","","","","","Journal article (JA)","Due to importantly beneficial effects on physical and mental health and strong association with many rehabilitation programs, Physical Activity Recognition and Measure (PARM) has been widely recognised as a key paradigm for a variety of smart healthcare applications. Traditional methods for PARM relies on designing and utilising Data fusion or machine learning techniques in processing ambient and wearable sensing data for classifying types of physical activity and removing their uncertainties. Yet they mostly focus on controlled environments with the aim of increasing types of identifiable activity subjects, improved recognition accuracy and measure robustness. The emergence of the Internet of Things (IoT) enabling technology is transferring PARM studies to an open and dynamic uncontrolled ecosystem by connecting heterogeneous cost-effective wearable devices and mobile apps and various groups of users [35]. Little is currently known about whether traditional Data fusion techniques can tackle new challenges of IoT environments and how to effectively harness and improve these technologies. In an effort to understand potential use and opportunities of Data fusion techniques in IoT enabled PARM applications, this paper will give a systematic review, critically examining PARM studies from a perspective of a novel 3D dynamic IoT based physical activity collection and validation model. It summarized traditional state-of-the-art data fusion techniques from three plane domains in the 3D dynamic IoT model: devices, persons and timeline. The paper goes on to identify some new research trends and challenges of data fusion techniques in the IoT enabled PARM studies, and discusses some key enabling techniques for tackling them. © 2019","97","Internet of things","Application programs - Cost effectiveness - Data fusion - Dynamics - Health - Information fusion - Learning systems - Pattern recognition - Reviews - Three dimensional computer graphics - Wearable technology","Activity monitoring - Activity recognition - Health care application - Internet of thing (IOT) - Lifelogging - Machine learning techniques - Physical activity - Rehabilitation programs","461.6 Medicine and Pharmacology - 723 Computer Software, Data Handling and Applications - 723.2 Data Processing and Image Processing - 903.1 Information Sources and Analysis - 903.2 Information Dissemination - 911.2 Industrial Economics",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Facile construction of djembe-like ZnO and its composite with g-C3N4 as a visible-light-driven heterojunction photocatalyst for the degradation of organic dyes","20194107501765","","Prabhu, S. (1); Pudukudy, M. (2); Harish, S. (3, 4); Navaneethan, M. (3, 5); Sohila, S. (6); Murugesan, K. (7); Ramesh, R. (1) ","(1) Department of Physics, Periyar University, Salem; Tamil Nadu; 636011, India (2) Faculty of Chemical Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650500, China (3) Functional Materials and Energy Devices Laboratory, Department of Physics and Nanotechnology, SRM Institute of Science and Technology, Kattankulathur, Chennai; Tamil Nadu; 603203, India (4) Research Institute of Electronics, Shizuoka University, 3-5-1 Johoku, Naka-Ku, Hamamatsu; Shizuoka; 432-8011, Japan (5) Nanotechnology Research Center (NRC), Faculty of Engineering and Technology, SRM Institute of Science and Technology, Kattankulathur, Chennai; Tamil Nadu; 603203, India (6) Department of Physics, Shri Sakthikailassh Women's College, Salem; Tamilnadu; 636003, India (7) Department of Environmental Science, Periyar University, Salem; Tamil Nadu; 636011, India ","Ramesh, R.(rameshphys@gmail.com) ","Materials Science in Semiconductor Processing","Mater Sci Semicond Process","Elsevier Ltd","106","","","February 2020","","","2020","English","13698001","","","10.1016/j.mssp.2019.104754","104754","","","","","","Journal article (JA)","In this work, djembe like ZnO microstructures was successfully synthesized by surfactant-assisted hydrothermal method and its composite with g-C3N4 was prepared by an ethanolic reflux method for the first time. Moreover, the structural, morphological, electrical, optical properties and its photocatalytic activities were studied. The result revealed that the formation heterojunction between djembe like ZnO and g-C3N4, decreased the optical band gap energy thereby the light absorption was shifted towards visible region. The photocatalytic performance was studied by dye degradation experiment under visible light irradiation. The degradation efficiency of the ZnO/g-C3N4 composite for MB and RhB degradation was found to be ~95% and ~97% respectively, which is higher than that of the same for pure ZnO and g-C3N4. The scavenger studies indicated the active role of hydroxyl radicals in the degradation process. Furthermore, djembe like ZnO/g-C3N4 composite was successfully reused for five cycles of photodegradation without any drastic change in its activity and crystalline properties. © 2019 Elsevier Ltd","46","Photocatalytic activity","Complexation - Degradation - Energy gap - Heterojunctions - II-VI semiconductors - Light - Light absorption - Optical properties - Photodegradation - Rhodium compounds - Zinc oxide","Charge separations - Crystalline properties - Degradation efficiency - Degradation of organic dyes - Optical band gap energy - Photocatalytic performance - Visible-light irradiation - Visible-light-driven","714.2 Semiconductor Devices and Integrated Circuits - 741.1 Light/Optics - 802.2 Chemical Reactions - 804.2 Inorganic Compounds","","This work was supported by DST-SERB India (File No. EMR/2017/001238).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Application of Cloud Computing Information Processing System in Network Education","20193407326246","","Xu, Haiqing (1) ","(1) Dianchi College of Yunnan University, Kunming; 650000, China ","Xu, Haiqing(xuhaiqingedu@163.com) ","Advances in Intelligent Systems and Computing","Adv. Intell. Sys. Comput.","Springer Verlag","1017","","1809-1815","2020","International Conference on Applications and Techniques in Cyber Intelligence ATCI 2019 - Applications and Techniques in Cyber Intelligence","1 of 1","2020","English","21945357","21945365","9783030251277","10.1007/978-3-030-25128-4_238","","International Conference on Applications and Techniques in Cyber Intelligence, ATCI 2019","June 22, 2019 - June 24, 2019","Huainan, China","229319","","Conference article (CA)","With the goal of realizing computer hardware resources, software resources, teaching resources and other resource sharing and teacher-student interaction, the cloud computing teaching platform has built a cloud education platform with complete functions, stability, efficiency and security. Based on the application development platform launched by cloud computing, this paper developed the application of college education system. At the same time, this paper expounds the cloud computing theory, the architecture of cloud computing, the structural model of cloud computing, and analyzed the abstract model and overall technical architecture of infrastructure cloud services. In addition, this paper designed and built an infrastructure cloud service platform and implemented a college network education platform based on cloud computing. © 2020, Springer Nature Switzerland AG.","10","Computation theory","Cloud computing - Computer hardware - Data processing - Data reduction - Distributed database systems - Education computing - Network architecture","Application development platform - Cloud computing theories - Information processing systems - Network education - Network education platforms - Structural modeling - Student interactions - Technical architecture","721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 722 Computer Systems and Equipment - 722.4 Digital Computers and Systems - 723.2 Data Processing and Image Processing - 723.3 Database Systems",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"How to Choose the Agricultural Industrialization Management Mode with the Internet’s Help","20193407326159","","Sun, Xiu (1) ","(1) Dianchi College of Yunnan University, Kunming; 650000, China ","Sun, Xiu(564857826@qq.com) ","Advances in Intelligent Systems and Computing","Adv. Intell. Sys. Comput.","Springer Verlag","1017","","1630-1635","2020","International Conference on Applications and Techniques in Cyber Intelligence ATCI 2019 - Applications and Techniques in Cyber Intelligence","1 of 1","2020","English","21945357","21945365","9783030251277","10.1007/978-3-030-25128-4_203","","International Conference on Applications and Techniques in Cyber Intelligence, ATCI 2019","June 22, 2019 - June 24, 2019","Huainan, China","229319","","Conference article (CA)","With the popularization of information technology in China, Internet has been integrated into agriculture, which saved the transaction cost of agricultural industry and improved the development level of agricultural management. It comes many modern agricultural industrialization management modes, which are 'internet + peasant household' mode, 'Internet + leading enterprise' mode, 'Internet + Professional Collaboration Organization' mode, 'Internet + base' mode etc. We should fully understand the advantages and disadvantages of each mode, know well the endowment of regional production factors, and analyze the stage development of regional economy so that we can choose the suitable modern agricultural industrialization management mode to help the regional economy’s development. © 2020, Springer Nature Switzerland AG.","10","Industrial economics","Agriculture - Costs - Information technology - Internet - Regional planning","Agricultural industrializations - Agricultural industries - Agricultural management - Management modes - Peasant households - Production factors - Regional economy - Transaction cost","403.2 Regional Planning and Development - 723 Computer Software, Data Handling and Applications - 821 Agricultural Equipment and Methods; Vegetation and Pest Control - 903 Information Science - 911 Cost and Value Engineering; Industrial Economics - 911.2 Industrial Economics","Number: 2017ZX323, Acronym: -, Sponsor: Scientific Research Foundation of Hunan Provincial Education Department; ","Acknowledgments. This research was supported by Scientific Research Foundation of Yunnan Provincial Department of Education (Grant No. 2017ZX323).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Waterborne exposure to microcystin-LR alters thyroid hormone levels, iodothyronine deiodinase activities, and gene transcriptions in juvenile zebrafish (Danio rerio)","20194207550707","","Hu, Qing (1); Liu, Zidong (2); Gao, Yu (1); Jia, Dan (1); Tang, Rong (3); Li, Li (3); Li, Dapeng (3) ","(1) Faculty of Animal Science and Technology, Plateau Aquacultural College, Yunnan Agricultural University, Yunnan; 650201, China (2) Wuhan Fisheries Technology Extension and Instruction Center, Wuhan; 430012, China (3) College of Fisheries, Hubei Provincial Engineering Laboratory for Pond Aquaculture, Huazhong Agricultural University, Wuhan; 430070, China ","Li, Dapeng(ldp@mail.hzau.edu.cn) ","Chemosphere","Chemosphere","Elsevier Ltd","241","","","February 2020","","","2020","English","00456535","18791298","","10.1016/j.chemosphere.2019.125037","125037","","","","","CMSHAF","Journal article (JA)","This study investigated the effects of microcystin (MC) on the regulation of thyroid hormone (TH) metabolism in juvenile zebrafish exposed to MC-LR. The results showed that acute MC-LR exposure at concentrations ranging from 50 μg/L to 400 μg/L led to significant reductions in thyroxine (T4) and triiodothyronine (T3) levels in juvenile zebrafish. The transcription levels of genes involved in TH synthesis, such as corticotropin-releasing hormone (crh), thyroid-stimulating hormone (tsh), thyroid peroxidase (tpo) and transthyretin (ttr), were significantly decreased followed by an increase after MC-LR exposure. Transcription of the TH nuclear receptors (tr-α and tr-β) was significantly reduced during the exposure period. Moreover, the activities of iodothyronine deiodinase type (ID1) and iodothyronine deiodinase type (ID2) showed initially decreased and then increased trend, while the activity of iodothyronine deiodinase type (ID3) significantly decreased during MC-LR exposure. In addition, the effect of MC-LR on deiodinase activities and T4 contents were important causes of the decreased T3 at the early exposure stage. These results indicated that acute MC-LR exposure significantly interfered with the transcription of genes related to TH synthesis, transport and metabolism, and affected normal function of the thyroid which leads to decrease of T4 and T3 in juvenile zebrafish. Therefore, the thyroid function is susceptible to interference by MC-LR, and it may cause adverse effects on the growth and development of juvenile zebrafish. © 2019","43","Transcription","Hormones - Metabolism","Corticotropin-releasing hormone - Gene transcriptions - Growth and development - Iodothyronine - Thyroid hormones - Thyroid stimulating hormones - Waterborne exposure - Zebrafish","461.2 Biological Materials and Tissue Engineering - 461.9 Biology","Number: CARS-45, Acronym: -, Sponsor: Earmarked Fund for China Agriculture Research System; Number: 31670521, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 31602141, Acronym: -, Sponsor: Fundamental Research Funds for the Central Universities; ","This work was supported by the Earmarked Fund for China Agriculture Research System ( CARS-45 ), National Natural Science Foundation of China (project number: 31670521 ), the Fundamental Research Funds for the Central Universities ( 2662015PY119 ), and National Natural Science Foundation of China (project number: 31602141 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Promoting effects of acid enhancing on N2 selectivity for selectivity catalytic oxidation of NH3 over RuOx/TiO2: The mechanism study","20194107526383","","Zhang, Qiulin (1); Zhang, Tengxiang (1); Xia, Futing (2); Zhang, Yaqing (1); Wang, Huimin (1); Ning, Ping (1) ","(1) Faculty of Environmental Science and Engineering, Kunming University of Science and Technology, Kunming; 650500, China (2) Key Laboratory of Resource Clean Conversion in Ethnic Regions, Education Department of Yunnan, Yunnan Minzu University, Kunming; 650500, China ","Zhang, Qiulin(qiulinzhang_kmust@163.com) ","Applied Surface Science","Appl Surf Sci","Elsevier B.V.","500","","","15 January 2020","","","2020","English","01694332","","","10.1016/j.apsusc.2019.144044","144044","","","","","ASUSEE","Journal article (JA)","RuOx/TiO2 and RuOx/TiO2-SO42− catalysts were prepared and used for selective catalytic oxidation of ammonia (NH3-SCO). The results indicated that N2 selectivity over RuOx/TiO2 was significantly enhanced after the introduction of SO42−. The introduction of SO42− into RuOx/TiO2 observably increased the amount and strength of acid species on the surface of catalyst. Specifically, the RuOx/TiO2-SO42− sulfated treatment at 2 h possessed the optimal surface acidic property obtaining more than 85% N2 selectivity at 300 °C, which was apparently higher than that of RuOx/TiO2 with 66% N2 selectivity. The strong interaction between sulfated support and RuOx resulted in excellent redox property at high temperature, abundant surface oxygen and more Ru4+ species. Particularly, DRIFTS and NH3-TPD illustrated that the increased N2-selectivity was put down to Brönsted and Lewis acid sites augmented via sulfating treatment of TiO2, promoting the dehydrogenation of adsorbed ammonia species on the catalyst surface, then the formation of more [sbnd]NH2 species could facilitate the reduction of NO to harmless N2, meanwhile, the generation of HNO species also were reduced to N2 by NH. Therefore, the excellent acid properties of RuOx/TiO2-SO42− gave rise to the formation of few nitrate species with an iSCR mechanism, which ensured to the high N2 selectivity. © 2019 Elsevier B.V.","65","Catalyst selectivity","Ammonia - Catalytic oxidation - Ruthenium compounds - Titanium dioxide","Acidic properties - Catalyst surfaces - DRIFTS - Mechanism studies - NH3-SCO - Selective catalytic oxidation - Strong interaction - Surface acidity","803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally - 804.2 Inorganic Compounds","Number: 21307047, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 21567030, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China (No. 21307047 and No. 21567030).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Indian monsoon precipitation isotopes linked with high level cloud cover at local and regional scales","20194107501884","","Wang, Di (1, 2); Tian, Lide (1, 2, 3); Cai, Zhongyin (1, 2); Shao, Lili (1, 2); Guo, Xiaoyu (4); Tian, Ran (1, 2); Li, Yike (1, 2); Chen, Yiliang (1, 2); Yuan, Chuan (1, 2) ","(1) Institute of International Rivers and Eco-security, Yunnan University, Kunming; Yunnan; 650500, China (2) Yunnan Key Laboratory of International Rivers and Transboundary Eco-security, Kunming; 650500, China (3) CAS Center for Excellence in Tibetan Plateau Earth Sciences, Beijing; 100101, China (4) Key Laboratory of Tibetan Environment Changes and Land Surface Processes, Institute of Tibetan Plateau Research, Chinese Academy of Sciences, Beijing; 100101, China ","Tian, Lide(ldtian@ynu.edu.cn) ","Earth and Planetary Science Letters","Earth Plan. Sci. Lett.","Elsevier B.V.","529","","","1 January 2020","","","2020","English","0012821X","","","10.1016/j.epsl.2019.115837","115837","","","","","","Journal article (JA)","Precipitation stable isotopes preserve historic changes of evaporation in the source regions and precipitation processes, therefore, they can be used to reveal regional hydrological cycle dynamics and paleoclimate reconstructions. In monsoon regions, strong inverse impacts of convection on precipitation isotope ratios, have created a debate regarding the interpretation of isotope records as local climate proxies. The proportions of stratiform to convective precipitation on water isotopes, together with the influence mechanisms on seasonal and interannual scales remain highly uncertain. To further address the influence of precipitation patterns on water isotopes, we used 10 yrs of precipitation isotope data from the southern Tibetan Plateau (TP) to explore the effects of large-scale cloud cover and local climate on precipitation isotopes. Correlation analysis performed between local precipitation δ18O values and different level cloud data, indicated significant negative correlations between precipitation isotopes and high level cloud cover on both seasonal and interannual time scales. This result suggests that high-level convection in the upper moisture transport stream is a main control on precipitation isotopes in the southern TP. The clear and coherent variations of precipitation isotopes with the Southern Oscillation Index and outgoing longwave radiation confirmed that strong convection activity in the moisture source region and during transport significantly depleted heavy isotopes in vapor, producing substantially decreased precipitation δ18O in the study region. These results agree with earlier findings of tree ring cellulose isotope records that correlate with cloud cover, but we emphasized the important role of larger-scale regional cloud cover. We also delineated different maximum correlation zones for seasonal and interannual time scales, likely due to different mechanisms. These findings further improve the interpretation of paleoisotope records from the Indian summer monsoon region. © 2019 Elsevier B.V.","50","Precipitation (meteorology)","Atmospheric pressure - Atmospheric thermodynamics - Isotopes - Moisture","Cloud cover - Convective activity - Convective precipitation - Outgoing longwave radiation - Paleoclimate reconstruction - Regional scale - Southern oscillation index - Tibetan Plateau","443.1 Atmospheric Properties - 443.3 Precipitation","Number: 41530748, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 41661144044, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 41771043, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The authors gratefully acknowledge NOAA Air Resources Laboratory (ARL) for provision of the OLR and SOI data. The ECMWF Public Datasets web interface provided the ERA-Interim data. We are also grateful to the China Meteorological Administration for provision of local daily meteorological data. Paul Schuster from USGS has made suggestions and improvement on writing the full text. This work was funded by the National Natural Science Foundation of China (Grant 41771043, 41661144044, 41530748), special grants of China Postdoctoral Science Fund (Grant 2018T110145), and Yunnan University's Research Innovation Fund for Graduate Students (Grant 2018Z098).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
