Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"An automatic approach of mapping the solar high-resolution image to Helioprojective-Cartesian coordinates system","20193107246359","","Ji, Kaifan (1); Liu, Hui (1, 2); Jin, Zhenyu (1); Shang, Zhenhong (2); Qiang, Zhenping (3) ","(1) Yunnan Observatory, Chinese Academy of Sciences, Kunming; 650216, China (2) Faculty of Information Engineering and Automation, Kunming University of Science and Technology, Kunming; 650504, China (3) College of Big Data and Intelligent Engineering, Southwest Forestry University, Kunming; 650224, China ","Ji, Kaifan(jkf@ynao.ac.cn) ","Kexue Tongbao/Chinese Science Bulletin","Kexue Tongbao/Chin. Sc. Bull.","Chinese Academy of Sciences, P.O. Box 2871, Beijing, 100085, China","64","16","1738-1746","June 1, 2019","","","2019","Chinese","0023074X","20959419","","10.1360/N972019-00092","","","","","","","Journal article (JA)","The ground-based solar high-resolution observation usually only covers a small part of the solar disk, so determining the field of view position of an observed image on the Helioprojective-Cartesian coordinates is the first step in data processing. In the present, most solar physicists manually adjust parameters by trial and error to complete this step, because the mapping information may not be included in the flexible image transport system (FITS) header of a raw image. The manual approach cannot guarantee the accuracy. It is inefficient and has plagued many solar physicists. In this paper, we propose an automatic mapping approach by registering a high-resolution image to a standard calibrated solar full disk using image preprocessing and scale-invariant feature transform (SIFT) technology. Following steps are included. (1) Downsampling and blurring a high-resolution image to roughly fit the scale and the resolution of its corresponding full disk image; (2) scaling the gray level to 256 by local minimum and maximum to meet the requirements of applying the standard OpenCV SIFT processing package; (3) removing the limb-darkening of the reference full disk image with Cartesian to polar coordinate transform method; (4) detecting the feature points by SIFT on both high-resolution and full disk images; (5) matching corresponding point pairs by fast library for approximate nearest neighbors (FLANN); (6) calculating translation, rotation and scale parameters by random sample consensus (RANSAC); (7) recording the registration results in FITS header with standard keywords of the Solar Dynamics Observatory (SDO) image. These keywords can be automatically retrieved by the Solar SoftWare (SSW) system. With this approach, we have successfully registered both active region and quiet sun images observed by the titanium dioxide (TiO) band of the New Vacuum Solar Telescope (NVST) to the continuum of the helioseismic and magnetic imager (HMI) instrument on the SDO, and Hα active region images of NVST to the Global Oscillation Network Group (GONG) with high accuracy (0.25 arcsec for photosphere and 1 arcsec for chromosphere). If a high-resolution image shows bright structures, such as flares, the Hα image of NVST could be registered to 304 Å image of the atmospheric imaging assembly (AIA) on SDO with the accuracy of 1 arcsec as well. In addition, the images observed by Hα blue/red wings (±0.7 Å) of NVST, TiO of the Goode solar telescope (GST), Hα of the Optical and Near-infrared Solar Eruption Tracer (ONSET) are also successfully registered to SDO/HMI continuum or SDO/AIA 304 Å full disk image. Iterative processing is applied to improve accuracy. An automatic SDO or GONG image downloading procedure and an extra interactive user interface are also integrated. This approach has met the requirement of mapping a highresolution image to the Helioprojective-Cartesian coordinates of full disk. Its weakness is that if a high-resolution image does not show high contrast, such as limb observation of photosphere or quiet sun of chromosphere, it is difficult to get a mapping result, because the whole strategy is based on image feature detection. The procedure will be merged into the observation system of NVST in the future, and will provide great convenience for the solar physicists to use the highresolution observation data. © 2019, Science Press. All right reserved.","15","Image recording","Data handling - Feature extraction - Infrared devices - Iterative methods - Mapping - Nearest neighbor search - Telescopes - Titanium dioxide - User interfaces","Cartesian coordinate - Cartesian-coordinates system - Field of views - Full disks - Global oscillation network groups - High resolution image - Scale invariant feature transforms - Solar dynamics observatories","405.3 Surveying - 722.2 Computer Peripheral Equipment - 723.2 Data Processing and Image Processing - 804.2 Inorganic Compounds - 921.5 Optimization Techniques - 921.6 Numerical Methods",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Depression of pyrite in a low-alkaline medium with added calcium hypochlorite: Experiment, visual MINTEQ models, XPS, and ToF–SIMS studies","20193007221499","","Bai, Shaojun (1, 2); Yu, Pan (1); Li, Chunlong (1, 2); Wen, Shuming (1, 2); Ding, Zhan (1) ","(1) Faculty of Land Resource Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China (2) State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization, Kunming University of Science and Technology, Kunming; 650093, China ","Bai, Shaojun(sjbaikust@sina.com) ","Minerals Engineering","Minerals Eng","Elsevier Ltd","141","","","September 2019","","","2019","English","08926875","","","10.1016/j.mineng.2019.105853","105853","","","","","MENGEB","Journal article (JA)","Ca(ClO)2 is a promising depressant for differential flotation of base metal sulfide ores. However, limited studies have been conducted on the depression mechanism of Ca(ClO)2 for pyrite. This study investigates the effect of Ca(ClO)2 on pyrite flotation with butyl xanthate (KBX) in a low-alkaline medium. The addition of Ca(ClO)2 at pH 8.7 enhances pyrite hydrophilicity and decreases flotation recovery by ∼60%. Solubility tests and Visual MINTEQ model analysis indicate that Ca(ClO)2 promotes the dissolution of pyrite and produces more hydrophilic species on the pyrite surface. Contact angle measurement results confirm that adding Ca(ClO)2 increases the number of hydrophilic species. XPS study indicates that the depressing effect of Ca(ClO)2 on pyrite is due to the formation of CaSO4 and Fe(OH)3 and the adsorption of Ca(OH)+ on the surface. ToF–SIMS results provide strong evidence that adding Ca(ClO)2 increases the amount of hydrophilic species and decreases dixanthogen adsorption onto the pyrite surface. The thickness of the whole formed hydrophilic species is approximately 41.7 nm, and the thickness of the formed dixanthogen is few nanometers. Based on semiquantitative determination, the number of hydrophilic species follows the order of hydroxy calcium > iron carbonyl > hematite > calcium sulfate > calcium carbonate. Overall, hydrophilic species reduce adsorption of dixanthogen and significantly reduce the flotation performance of pyrite. © 2019","51","Chlorine compounds","Adsorption - Alkalinity - Calcium carbonate - Contact angle - Flotation - Hematite - Hydrophilicity - Ore treatment - Pyrites - Sulfur compounds - X ray photoelectron spectroscopy","Alkaline medium - Calcium hypochlorite - Depressing effects - Depression - Flotation performance - Flotation recovery - Hydrophilic species - Pyrite flotation","482.2 Minerals - 533.1 Ore Treatment - 801.1 Chemistry, General - 802.3 Chemical Operations - 804 Chemical Products Generally - 931.2 Physical Properties of Gases, Liquids and Solids","Number: 51404118, Acronym: -, Sponsor: China National Funds for Distinguished Young Scientists; Number: 2016T20110055, Acronym: KUST, Sponsor: Kunming University of Science and Technology; Number: 51664027, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research project was supported by the financial support from the Regions of the National Natural Science Foundation of China (Grant No. 51664027 ) and National Science Foundation for Young Scientists of China (Grant No. 51404118 ) and the authors are grateful to the Analysis and Testing Centre in Kunming University of Science and Technology for its technical support ( 2016T20110055 and 2018M20172101100 ), and the PhD student Hao Nai for contributions to this work. We would like to thank shinewrite for providing linguistic assistance during the preparation of this manuscript.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Microwave hot press sintering: New attempt for the fabrication of Fe–Cu pre-alloyed matrix in super-hard material","20193507370830","","Hou, Ming (1, 5); Guo, Shenghui (1, 2, 3, 5); Yang, Li (1, 3, 5); Ullah, Ehsan (5); Gao, Jiyun (4); Hu, Tu (3, 5); Ye, Xiaolei (1, 5); Hu, Longtao (5) ","(1) State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization, Kunming University of Science and Technology, Kunming; 650093, China (2) State International Joint Research Center of Advanced Technology for Superhard Materials, Kunming University of Science and Technology, Kunming; 650093, China (3) National Local Joint Laboratory of Engineering Application of Microwave Energy and Equipment Technology, Kunming; 650093, China (4) School of Chemistry and Environment, Yunnan Minzu University, Kunming; 650093, China (5) Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming; 650093, China ","Yang, Li(yanglikmust@163.com) ","Powder Technology","Powder Technol.","Elsevier B.V.","356","","403-413","November 2019","","","2019","English","00325910","1873328X","","10.1016/j.powtec.2019.08.055","","","","","","POTEBX","Journal article (JA)","Super-hard diamond drill bits were prepared with microwave hot press sintering (MHPS) method at low sintering temperature. The micro-structures were analyzed using SEM. The samples were characterized for their properties such as bending strength, hardness, relative density and compression and tensile test. The purity of the diamond in samples was investigated by Raman spectroscopy. The results display that when MHPS method is applied to the manufacture of diamond drill bits, it has prominent advantages such as shorter sintering time, lower sintering temperature et al. And the samples prepared with MHPS at 860 °C show excellent performance. The values of hardness, relative density and bending strength are 106.6 HRB, 97.6% and 895.8 MPa respectively. Thus, a reaction kinetic study was performed to analyze reaction mechanism. And a potential sintering mechanism of MHPS is discussed. This work will provide a theoretical basis for the preparation of diamond tools through MHPS process. © 2019 Elsevier B.V.","49","Sintering","Bending strength - Bits - Copper alloys - Diamond drilling - Diamond drills - Diamonds - Hardness - Infill drilling - Mechanical properties - Microstructure - Presses (machine tools) - Reaction kinetics - Tensile testing","Hot-press sintering - Low sintering temperature - Lower sintering temperatures - Reaction mechanism - Relative density - Sintering mechanism - Sintering time - Superhard material","482.2.1 Gems - 511.1 Oil Field Production Operations - 544.2 Copper Alloys - 603.1 Machine Tools, General - 603.2 Machine Tool Accessories - 802.2 Chemical Reactions - 951 Materials Science","Number: 51604134, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51864028, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research was supported by National Natural Science Foundation of China (No. 51864028, No. 51604134); Applied Basic Research Fund Project of Yunnan Province (No. 2018FD053, No. 2018FA029); Science Research Foundation of Yunnan Provincial Education Department (No. 2018JS306); International S&T Cooperation Program of China (No. 2015DFR50620) as well as Yunnan Ten Thousand Talents Plan Young & Elite Talents Project (No. YNWRQNBJ-2018-311).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A novel algorithm for generating pseudo-random number","20193007232521","","Hu, Gangyi (1); Peng, Jin (2); Kou, Weili (1) ","(1) College of Big Data and Intelligence Engineering, Southwest Forestry University, Panlong District, Kunming; 650024, China (2) Yunnan Vocational College of Judicial, Guandu District, Kunming; 650050, China ","Kou, Weili(kwl_eric@163.com) ","International Journal of Computational Intelligence Systems","Int. J. Comput. Intell. Syst.","Atlantis Press","12","2","643-648","2019","","","2019","English","18756891","18756883","","10.2991/ijcis.d.190521.001","","","","","","","Journal article (JA)","It proposes a pseudo-random number generation algorithm based on cellular neural networks. This method uses the hyper-chaos characteristics of the cellular neural networks and sets the appropriate parameters to generate the pseudo-random number. The experimental results show that, compared with other similar algorithms, this algorithm has the characteristics of simple operation, low complexity, large key space, good initial value sensitivity, good cross-correlation characteristics, and good randomness. It can meet the needs of secure communication and image encryption, which has good application prospects. © 2019, Atlantis Press. All rights reserved.","18","Random number generation","Cellular neural networks - Chaotic systems - Cryptography","Application prospect - Cross correlations - Hyperchaos - Image encryptions - Novel algorithm - Pseudo random number generations - Pseudo-random numbers - Simple operation","723.4 Artificial Intelligence - 922.2 Mathematical Statistics - 961 Systems Science",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on isolation, identification and colonization ability of antagonistic bacterium M39 against pomegranate wilt pathogen","20194107515918","","Yinli, Zhou (1); Jianwei, Guo (1); Wei, Yang (2, 3); Jianbo, Bai (1); Qiong, Kong (1); Xianqi, Hu (4) ","(1) Key Lab. of Higher Qual. and Efficient Cultivation and Security Control of Crops for Yunnan Province, Honghe University, Mengzi; 661100, China (2) Commercial College, Honghe University, Mengzi; 661100, China (3) Key Laboratory for Agri-biodiversity and Pest Management, Education Ministry of China, China (4) Yunnan Agricultural University, Kunming; 650201, China ","Xianqi, Hu(xqhoo@126.com) ","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","Institute of Physics Publishing","310","5","","September 5, 2019","2019 2nd International Conference of Green Buildings and Environmental Management, GBEM 2019 - Resources, Ecology and Sustainable Development","5 of 5","2019","English","17551307","17551315","","10.1088/1755-1315/310/5/052019","052019","2019 2nd International Conference of Green Buildings and Environmental Management, GBEM 2019","June 14, 2019 - June 16, 2019","Guiyang, China","152070","","Conference article (CA)","In this study, the bacteria with strong antagonistic activity against pomegranate wilt pathogen were isolated and screened from the soil samples collected from Yunnan Jianshui Pomegranate Garden and Mengzi Pomegranate Garden. The indoor inhibition rate of bacterial strain M39 against pomegranate wilt pathogen was 81.17%. The study showed that strain M39 could be stably colonized in the rhizosphere of pomegranate, which had potential biological control value. Based on the cultural characteristics of strain M39, colony morphology observation, physiological and biochemical characteristics analysis (Biolog system), strain M39 was initially identified as Corynebacterium freneyi. © Published under licence by IOP Publishing Ltd.","15","Plants (botany)","Bacteria - Environmental management - Soils - Strain rate - Sustainable development","Antagonistic activity - Antagonistic bacteria - Bacterial strains - Biological controls - Colony morphology - Corynebacterium - Inhibition rate - Physiological and biochemical characteristics","454.1 Environmental Engineering, General - 483.1 Soils and Soil Mechanics",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Room-temperature TCR and low-field MR of La0.7Ca0.3-xSrxMnO3 (0.06 ≤ x ≤ 0.1) polycrystalline ceramics","20192907184776","","Dong, Gang (1); Liu, Yang (1); Zhang, Shuai (1); Chu, Kaili (1); Li, Hongjiang (1); Pu, Xingrui (1); Sun, Tao (1); Ji, Fuquan (1); Liu, Xiang (1) ","(1) School of Material Science and Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China ","Liu, Xiang(lxjim@sina.com) ","Ceramics International","Ceram Int","Elsevier Ltd","45","17","21448-21456","1 December 2019","","","2019","English","02728842","","","10.1016/j.ceramint.2019.07.135","","","","","","CINNDH","Journal article (JA)","In this study, La0.7Ca0.3-xSrxMnO3 (LCSMO, 0.06 ≤ x ≤ 0.1) ceramics were synthesized via a sol-gel method. The perovskite microstructure, electrical transport properties, low-field magnetoresistance (MR) and peak temperature coefficient of resistivity (TCR) behaviors of the as-obtained materials were all studied and the results were discussed. Grain size of LCSMO ceramics expanded as more Sr was added but grain boundaries (GBs) decreased. Field emission scanning electron microscopy (SEM), X-ray photoemission spectroscopy (XPS) and vibrating sample magnetometry (VSM) analyses suggested that addition of Sr greatly enhanced the electrical/magnetic properties of the prepared specimens. The metal-insulator transition temperature rose as doping concentration x enhanced, and increased Ca2+ substitution led to reduced peaks of MR and TCR. For single-phase LCSMO, large room-temperature TCR and low-field MR effects (0.8 T magnetic field) were obtained by controlling the level of Sr2+ substituted Ca2+. For x = 0.095, the optimized room-temperature TCR and MR reached 13.78% K−1 (299.2 K) and 26.41% (302.6 K), respectively. Overall, LCSMO ceramics have broad application prospects in photoelectronic or magnetic devices at room-temperature. © 2019 Elsevier Ltd and Techna Group S.r.l.","32","Temperature","Ceramic materials - Field emission microscopes - Grain boundaries - Lanthanum compounds - Magnetoresistance - Manganese compounds - Metal insulator boundaries - Metal insulator transition - Perovskite - Photoelectron spectroscopy - Scanning electron microscopy - Semiconductor insulator boundaries - Sol-gel process - Sol-gels - Strontium - Strontium compounds - Transport properties","Electrical /Magnetic properties - Electrical transport properties - Field emission scanning electron microscopy - Low field magneto-resistance - Magnetictransport properties - Temperature coefficient of resistivity - Vibrating sample magnetometry - X ray photoemission spectroscopy","482.2 Minerals - 549.2 Alkaline Earth Metals - 641.1 Thermodynamics - 701.2 Magnetism: Basic Concepts and Phenomena - 714.2 Semiconductor Devices and Integrated Circuits - 741.3 Optical Devices and Systems - 804 Chemical Products Generally - 812.1 Ceramics - 812.3 Glass - 931.2 Physical Properties of Gases, Liquids and Solids","Number: -, Acronym: -, Sponsor: Analysis and Testing Foundation of Kunming University of Science and Technology; Number: 11674135, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was financially supported by the National Natural Science Foundation of China (Grant No. 11674135 ) and the Analysis and Testing Foundation of Kunming University of Science and Technology .",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"MOFs-derived NiFe2O4 fusiformis with highly selective response to xylene","20190206356344","","Zhang, Yanlin (1); Zhou, Yu (1); Li, Zhanlian (1); Chen, Gang (1, 2); Mao, Yong (1, 2); Guan, Hongtao (1, 2); Dong, Chengjun (1, 2) ","(1) School of Materials Science and Engineering, Yunnan University, Kunming; 650091, China (2) Yunnan Province Key Lab of Micro-Nano Materials and Technology, Yunnan University, Kunming; 650091, China ","Dong, Chengjun(dongchjun@hotmail.com) ","Journal of Alloys and Compounds","J Alloys Compd","Elsevier Ltd","784","","102-110","5 May 2019","","","2019","English","09258388","","","10.1016/j.jallcom.2018.12.389","","","","","","JALCEU","Journal article (JA)","NiFe2O4 fusiformis was derived from Ni/Fe bimetal metal-organic frameworks (MOFs) precursors prepared using a facile hydrothermal method, and the corresponding morphology, microstructure, and gas sensing properties were investigated. After thermal treatment at 350 °C in air, the Ni/Fe MOFs ellipsoid were completely converted into NiFe2O4 fusiformis, leading to a big volume shrink because of the removing of organic ligands. The NiFe2O4 fusiformis was used to fabricate gas sensor to detect xylene operating at 300 °C. The sensor exhibited a good response sensitivity of 31.52 with response/recovery time of 50.10 s/40.30 s, respectively, toward 500 ppm xylene. It also showed a remarkably high selectivity to xylene against other gases such as toluene, ethanol, methanol, acetone, isopropanol, ammonia, formaldehyde, and benzene. The excellent performance could be ascribed to the nature and the unique morphology of as-prepared NiFe2O4 with high specific surface area (60.50 m2/g) and porous microstructure. These findings may render a new opportunity to fabricate gas sensor for xylene detection based on p-type NiFe2O4. © 2019 Elsevier B.V.","52","Nickel compounds","Acetone - Ammonia - Catalyst selectivity - Chemical sensors - Crystalline materials - Gas detectors - Gases - Iron compounds - Microstructure - Organometallics - Xylene","Gas sensing properties - High specific surface area - Metalorganic frameworks (MOFs) - MOFs - NiFe2O4 - Porous microstructure - Response sensitivity - Response/recovery time","801 Chemistry - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally - 914.1 Accidents and Accident Prevention - 933.1 Crystalline Solids - 951 Materials Science","Number: 2018FB091, Acronym: -, Sponsor: Yunnan Provincial Science and Technology Department; Number: 2018ZE023, Acronym: -, Sponsor: -; Number: 1502272, Acronym: -, Sponsor: National Natural Science Foundation of China-Yunnan Joint Fund; Number: 11564042, Acronym: -, Sponsor: National Natural Science Foundation of China; ","This work is financially supported by the Natural Science Foundation of China (Grant No. 11564042 ), the Natural Science Foundation of China-Yunnan Joint Found (Grant No. 1502272 ), the Major Science and Technology Special Fund of Yunnan Province (Grant No. 2018ZE023 , 2018ZE006 ) and the project of the Department of Science and Technology of Yunnan Province (Grant No. 2018FB091 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Preparation of lead oxide from the recycled lead carbonate by vacuum decomposition technology","20192807157575","","Yong, Bo (1, 2, 3); Yang, Tian (1, 2, 3); Yang, Bin (1, 2, 3); Xu, Bao-Qiang (1, 2, 3); Liu, Da-Chun (1, 2, 3); Zhang, Wei (1, 2, 3) ","(1) State Key Laboratory of Complex Nonferrous Metal Resources Clear Utilization, Kunming University of Science and Technology, Kunming, China (2) National Engineering Laboratory for Vacuum Metallurgy, Kunming University of Science and Technology, Kunming, China (3) Yunnan Provincial Key Laboratory for Nonferrous Vacuum Metallurgy, Kunming University of Scien ce and Technology, Kunming, China ","Yang, Tian(emontian@hotmail.com) ","Vacuum","Vacuum","Elsevier Ltd","167","","445-451","September 2019","","","2019","English","0042207X","","","10.1016/j.vacuum.2019.06.019","","","","","","VACUAV","Journal article (JA)","Lead acid batteries are often used, and they produce an abundant amount of lead acid battery waste, which is a source of lead carbonate. Lead oxide was manufactured via thermal decomposition in a vacuum from recycled lead carbonate that was extracted from lead acid battery waste. The decomposed products were characterized by X-ray diffraction and decomposition rate. The impact of the decomposition conditions, including temperature, preservation time, particle size and system pressure, on the lead carbonate decomposition rate were evaluated. The results show that the newly developed lead carbonate vacuum decomposition technique does a good job, and that the decomposition conditions strongly affect the lead carbonate decomposition rate and phase compositions. For instance, at a temperature range of 310–580 °C, a pressure ranging from 10 to 60 Pa, and a preservation time of 30 min, decomposition rates reached as high as 95.77%. At the temperature of 310 °C, when the preservation time increased from 30 min to 180 min, the decomposition rate increased from 29.62% to 78.40%. In terms of the effect of particle size, the mixed particles (≤20 mesh and ≤400mesh) worked best. Furthermore, the lower pressure can explain the lower temperature obtained, and the vacuum system is suited for decomposition, coinciding with a higher decomposition rate. © 2019 Elsevier Ltd","22","Lead oxide","Carbonation - Decomposition - Lead acid batteries - Particle size - Recycling - Vacuum","Decomposition rate - Effect - Lead carbonate - Lower temperatures - Mixed particles - System pressure - Temperature range - Vacuum decomposition","452.3 Industrial Wastes - 633 Vacuum Technology - 702.1.2 Secondary Batteries - 802.2 Chemical Reactions - 804 Chemical Products Generally","Number: 51874156, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The authors gratefully acknowledge the financial support from the National Natural Science Foundation of China (51874156), and this work was also supported by the Science and Technological Talent Cultivation Plan of Yunnan Province Foundation of China (2017HB009).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Report of the 3rd International Symposium on Phytochemicals in Medicine and Food (August 25–30th, 2018, Kunming, China)","20191306676956","","Yi, Lunzhao (1); Cao, Jianxin (1); Cao, Hui (2); Xiao, Jianbo (3) ","(1) Yunnan Food Safety Research Institute, Kunming University of Science and Technology, Kunming, China (2) College of Food Science, Fujian Agriculture and Forestry University, Fuzhou, China (3) Institute of Food Safety and Nutrition, Jinan University, Guangzhou; 510632, China ","Cao, Hui(hui_cao0830@yahoo.com) ","Food Chemistry","Food Chem.","Elsevier Ltd","289","","671-672","15 August 2019","","","2019","English","03088146","18737072","","10.1016/j.foodchem.2019.03.104","","","","","","FOCHDJ","Conference article (CA)","",,,,,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Heating methods generate different amounts of persistent free radicals from unsaturated fatty acids","20191406736349","","Zhao, Li (1, 2); Liang, Ni (1, 2); Lang, Di (1, 2); Zhou, Dandan (1, 2); Dong, Xudong (3); Peng, Juan (3); Liu, Lingyan (3); Pan, Bo (1, 2); Xing, Baoshan (4) ","(1) Faculty of Environmental Science & Engineering, Kunming University of Science & Technology, Kunming; Yunnan; 650500, China (2) Yunnan Provincial Key Laboratory of Soil Carbon Sequestration and Pollution Control, Kunming; Yunnan; 650500, China (3) The Obstetrical Department of the First People's Hospital of Yunnan Province (The affiliated Hospital of Kunming University of Science and Technology), Kunming; 650500, China (4) Stockbridge School of Agriculture, University of Massachusetts, Amherst; MA; 01003, United States ","Pan, Bo(panbocai@aliyun.com) ","Science of the Total Environment","Sci. Total Environ.","Elsevier B.V.","672","","16-22","1 July 2019","","","2019","English","00489697","18791026","","10.1016/j.scitotenv.2019.03.444","","","","","","STEVA8","Journal article (JA)","Three unsaturated fatty acids (UFAs), namely linolenic acid, linoleic acid and oleic acid, were selected to investigate the generation of persistent free radicals during heating and reheating by stove or microwave. Stove-heating and -reheating generated significant EPR signals, and quickly dissipated during cooling. When the stove-heated samples were reheated by microwave, the EPR signals were further enhanced and lasted for over 2 h. FTIR characterization showed the breaking of C[dbnd]C and C[dbnd]O bonds and LF-NMR confirmed the increased polarity after stove heating. Microwave reheating following the stove heating generated much more small molecular chemicals according to GC–MS analysis, including some ring structures, which were not detected in stove heating or microwave heating alone. We thus proposed that these ring structures, such as benzene, were involved in the formation and stabilization of free radicals. This work highlighted that the relatively long-lasting free radicals should be carefully examined in the fried food. © 2019","39","Unsaturated fatty acids","Electric stoves - Free radicals - Industrial heating - Linoleic acid - Microwave heating - Microwaves - Stoves","Fried foods - FT-IR characterization - Heating method - Linolenic acids - Long lasting - Microwave furnace - Microwave reheating - Ring structures","642.1 Process Heating - 704.2 Electric Equipment - 711 Electromagnetic Waves - 804.1 Organic Compounds","Number: 2017YFD0801000, Acronym: -, Sponsor: National Basic Research Program of China (973 Program); Number: 41663013, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 41725016, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: U1602231, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research was supported by the National Key Research and Development Program of China (2017YFD0801000), and National Natural Science Foundation of China (U1602231, 41725016 and 41663013).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Distributed formation tracking of nonholonomic autonomous vehicles via event-triggered and sampled-data method","20181304959805","","Chu, Xing (1); Peng, Zhaoxia (2, 3, 4); Wen, Guoguang (5); Rahmani, Ahmed (6) ","(1) National Pilot School of Software, Yunnan University, Kunming, China (2) School of Transportation Science and Engineering, Beihang University, Beijing, China (3) Beijing Engineering Center for Clean Energy and High Efficient Power, Beihang University, Beijing, China (4) Laboratoire international associé, Beihang University, Beijing, China (5) Department of Mathematics, Beijing Jiaotong University, Beijing, China (6) CRIStAL, UMR CNRS 9189, Centrale Lille, Villeneuve d'Ascq, Lille, France ","Peng, Zhaoxia(pengzhaoxia@buaa.edu.cn) ","International Journal of Control","Int J Control","Taylor and Francis Ltd.","92","10","2243-2254","October 3, 2019","","","2019","English","00207179","13665820","","10.1080/00207179.2018.1436193","","","","","","IJCOAZ","Journal article (JA)","This paper addresses the distributed formation tracking control problem for multi-vehicle systems with nonholonomic constraints, by the aid of event-triggered and sampled-data control methods. Two classes of event-triggered communication and control strategies with fixed sampling period are considered. By designing different event conditions, the communications amongst neighbouring vehicles are allowed at each sampling time instant in the first strategy, whereas the control input of each vehicle is updated only when its own or neighbours’ event conditions are violated. Furthermore, both communication and control update are allowed only when the events of itself or neighbours are triggered in another strategy. To this end, an unified event-triggered and distributed observer-based controller with globally asymptotic convergence rate is proposed. And corresponding sufficient conditions are derived regarding to two types of event conditions, based on Lyapunov technique, matrix analysis and algebraic graph theory. It is worth noting that the Zeno-behaviour of systems with the presented controllers and event conditions is naturally avoided for all the vehicles due to the advantageous property of sampled-data control. Finally, simulations are provided to verify the effectiveness of the obtained theoretical results. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group.","43","Sampled data control systems","Controllers - Graph theory - Vehicle locating systems","distributed observer - Event-triggered - Formation tracking - Multi-vehicle systems - Non holonomic constraint - Sampled-data control","432.4 Highway Traffic Control - 731.1 Control Systems - 732.1 Control Equipment - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
