Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Transmission Properties and Sensing Application of the Corrugated Planar Metal Waveguide","20190406409684","Li, Peng (1); Yang, Jing Jing (1); Huang, Ming (1); Hu, Bao Jing (1); Li, Ling (2) ","(1) Yunnan University, Wireless Innovation Lab of Yunnan University, School of Information Science and Engineering, Kunming, Yunnan; 650091, China (2) Radio Monitoring Center of Yunnan City, Kunming, Yunnan; 650228, China ","","2018 International Conference on Microwave and Millimeter Wave Technology, ICMMT 2018 - Proceedings","Int. Conf. Microw. Millim. Wave Technol., ICMMT - Proc.","et al.; IEEE MTT-S Chengdu Chapter; Microwave Society of the Chinese Institute of Electronics; Science and Technology on Monolithic Integrated Circuits and Modules Laboratory; University of Electronic Science and Technology of China; Xi'an HengDa Microwave Technology Development Co., Ltd","Institute of Electrical and Electronics Engineers Inc.","","","","December 5, 2018","2018 International Conference on Microwave and Millimeter Wave Technology, ICMMT 2018 - Proceedings","1 of 1","2018","English","","","9781538624166","10.1109/ICMMT.2018.8563971","8563971","10th International Conference on Microwave and Millimeter Wave Technology, ICMMT 2018","May 6, 2018 - May 9, 2018","Chengdu, China","143452","","Conference article (CA)","A corrugated planar metallic waveguide which is capable of guiding surface plasmon polaritons at microwave band is designed. A 80% of electromagnetic power can be transmitted through the planar waveguide after an optimization of the groove width and depth. Besides, since electromagnetic field is confined in the grooves, these regions become quite sensitive in dielectric environment. It's shown that different substances can be identified through detecting the cutoff frequency of the corrugated planner waveguide, which may have potential applications in sensing application. © 2018 IEEE.","12","Corrugated metal","Cutoff frequency - Electromagnetic fields - Electromagnetic wave polarization - Microwaves - Millimeter waves - Surface plasmons - Waveguides","corrugated - Electromagnetic power - Metallic waveguide - Microwave sensing - Propagation coefficients - Sensing applications - Surface plasmon polaritons - Transmission property","531 Metallurgy and Metallography - 701 Electricity and Magnetism - 711 Electromagnetic Waves - 714.3 Waveguides","Number: 2016zzx012, Acronym: -, Sponsor: -; Number: 2015FA015, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 61461052, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Our work was funded by the National Natural Science Foundation of China (Grant Nos. 61461052, 11564044), the Key Program of Natural Science of Yunnan Province (Grant No. 2015FA015), and the Scientific Research Fund of the Education Department of Yunnan Province (Grant No. 2016zzx012).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"IoT-Based HFCT sensing network for partial discharge diagnosis","20191106628638","Xiang, Enxin (1); Wang, Ke (1); Xu, Xiaowei (1); Li, Jianfa (2); Liu, Hongwen (1); Gao, Xu-Ze (3) ","(1) Yunnan Electric Power Research Institute, Yunnan Power Co., Ltd, Kunming, China (2) Yunnan Electric Power Technology Co.Ltd, Yunnan Power Co., Ltd, Kunming, China (3) State Key Laboratory of Electrical Insulation for Power Equipment, Xi’an Jiaotong University, Xi’an City Shaanxi Province, China ","Gao, Xu-Ze(m15991683893@163.com) ","ACM International Conference Proceeding Series","ACM Int. Conf. Proc. Ser.","","Association for Computing Machinery","","","","December 7, 2018","Proceedings of the International Conference on Information Technology and Electrical Engineering, ICITEE 2018","1 of 1","2018","English","","","9781450363525","10.1145/3148453.3306252","3306252","2018 International Conference on Information Technology and Electrical Engineering, ICITEE 2018","December 7, 2018 - December 8, 2018","Guangzhou, China","145655","","Conference article (CA)","IoT-based diagnosis is proposed and expected to be an ideal solution for distributed sensing of partial discharge for various equipment such as switchgear, power cable and transformer. In this paper, an IoT-based HFCT sensing network is proposed for partial discharge diagnosis. It goes into detail about the essential units of the sensor node including signal coupling, power management and data communication. With this proposed sensor, IoT-based partial discharge sensing network is built with details involving the operation strategy, energy consumption and Lora/NB-IoT-based network structures. This kind of condition monitoring is expected to be a reference for more possible IoT applications in MV power grid. © 2018 Association for Computing Machinery.","12","Internet of things","Cables - Condition monitoring - Electric power transmission networks - Energy utilization - Partial discharges - Power management - Sensor nodes - Telecommunication cables","Data-communication - Discharge diagnosis - Distributed sensing - Distributed sensor - IOT applications - Network structures - Operation strategy - Power cables","525.3 Energy Utilization - 701.1 Electricity: Basic Concepts and Phenomena - 706.1.1 Electric Power Transmission - 722 Computer Systems and Equipment - 723 Computer Software, Data Handling and Applications",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Selective and high efficient removal of Hg2+onto the functionalized corn bract by hypophosphorous acid","20182505340517","Lin, Guo (1, 2); Wang, Shixing (1, 2); Zhang, Libo (1, 2); Hu, Tu (1, 2); Peng, Jinhui (1, 2); Cheng, Song (1, 2); Fu, Likang (1, 2) ","(1) State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China (2) Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650093, China ","Wang, Shixing(wsxkm@sina.com) ","Journal of Cleaner Production","J. Clean. Prod.","","Elsevier Ltd","192","","639-646","10 August 2018","","","2018","English","09596526","","","10.1016/j.jclepro.2018.05.043","","","","","","JCROE8","Journal article (JA)","A novel sorbent (HPACB) was prepared by functionalized corn bract with hypophosphorous acid and applied to selectively remove Hg2+from aqueous solution. The HPACB was analyzed by Fourier transform infrared spectroscopy, scanning electron microscope and X-ray photoelectron spectroscopy. The adsorption properties of HPACB for Hg2+were studied by batch experiments. The results showed that HPACB presented an excellent selectivity for Hg2+from the competitive ions solution, viz. Cu2+, Cd2+, Co2+, Ni2+and Zn2+. The isotherms and kinetics of adsorption process were well fitted to Langmuir and pseudo-second-order model, respectively. The results indicated that the adsorbing process was monolayer adsorption and the rate-limiting step was chemical sorption. The theoretical maximum adsorption capacity of HPACB for Hg2+estimated from Langmuir model was 1293.71 mg/g, which was close to the experimental results. Moreover, the adsorbent can be easily regenerated and the removal rate was still higher than 92% after three cycles. The XPS analysis indicated that the complexation between Hg2+and P[dbnd]O/P–OH was the main adsorption mechanism during the adsorption process, and the ion exchange also played an important role. These results suggested that HPACB was a potential sorbent for selective removal of Hg2+from wastewater. © 2018 Elsevier Ltd","58","Adsorption","Adsorbents - Fourier transform infrared spectroscopy - Ion exchange - Scanning electron microscopy - Solutions - X ray photoelectron spectroscopy","Adsorption capacities - Adsorption mechanism - Adsorption properties - Corn bracts - Monolayer adsorption - Pseudo-second order model - Rate-limiting steps - Recyclability","801 Chemistry - 802.2 Chemical Reactions - 802.3 Chemical Operations - 803 Chemical Agents and Basic Industrial Chemicals","Number: 51664037, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51522405, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China [ 51522405 and 51664037 ].",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Cu doped LiNi0.5Mn1.5−xCuxO4(x = 0, 0.03, 0.05, 0.10, 0.15) with significant improved electrochemical performance prepared by a modified low temperature solution combustion synthesis method","20180104597898","Sun, H.Y. (1, 2); Kong, X. (1, 2); Wang, B.S. (1, 2); Luo, T.B. (1, 2); Liu, G.Y. (1, 2) ","(1) Department of Chemistry, College of Science, Honghe University, Mengzi; Yunnan; 661199, China (2) Local Characteristic Resource Utilization and New Materials Key Laboratory of Universities in Yunnan, Honghe University, Mengzi; Yunnan; 661199, China ","Liu, G.Y.(liuguiyang@tsinghua.org.cn) ","Ceramics International","Ceram Int","","Elsevier Ltd","44","5","4603-4610","April 1, 2018","","","2018","English","02728842","","","10.1016/j.ceramint.2017.11.112","","","","","","CINNDH","Journal article (JA)","A series of Cu-doped LiNi0.5Mn1.5−xCuxO4(x = 0, 0.03, 0.05, 0.10, 0.15) spinel samples have been successfully prepared using a modified low temperature solution combustion synthesis method. X-ray diffraction(XRD) and infrared spectroscopy(FT-IR) analysis are used to characterize the phase structure. Scanning electron microscopy(SEM) is used to observe the microstructure of the products. The electrochemical performance are studied by galvanostatic charge-discharge testing, cyclic voltammetry(CV) and electrochemical impedance spectroscopy(EIS). No obvious secondary phases were observed in XRD patterns of as-synthesized LiNi0.5Mn1.5−xCuxO4powders. The samples have a combination structure of ordered and disordered space group and the order degree increases with the increase of Cu doping content obtained from FT-IR spectra. The electrochemical performances show that although the specific capacity decreases with the Cu-doping content, the cycle-life both at room temperature and 55 °C and the C-rate performance are remarkably improved. The factors of stable structure, grain refinement, better crystallinity and lower charge transfer resistance lead to the excellent performance of Cu-doped samples. © 2017","30","Electrochemical impedance spectroscopy","Charge transfer - Combustion synthesis - Cyclic voltammetry - Electric discharges - Grain refinement - Infrared spectroscopy - Lithium-ion batteries - Phase structure - Scanning electron microscopy - Temperature - X ray diffraction","Charge transfer resistance - Cu-doping - Cycling stability - Electrochemical performance - Galvanostatic charge discharges - LiNi0.5Mn1.5O4 - Low temperature solutions - Rate capabilities","641.1 Thermodynamics - 701.1 Electricity: Basic Concepts and Phenomena - 801 Chemistry - 801.4.1 Electrochemistry - 802.2 Chemical Reactions - 802.3 Chemical Operations - 933 Solid State Physics","Number: 51362012, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51662007, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China (Nos. 51362012 and  51662007 ) and the Key Construction Disciplines of Chemistry for Master Degree Program in Yunnan .",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Quantified Analysis Method of Frequency Response Characteristics for Power Systems with Virtual Inertia","20182105231065","Huang, Linbin (1); Xin, Huanhai (1); Huang, Wei (2); Yang, Huan (1); Wang, Zhen (1) ","(1) College of Electrical Engineering, Zhejiang University, Hangzhou; 310027, China (2) Dispatching and Control Center of Yunnan Power Grid Co. Ltd., Kunming; 650011, China ","Xin, Huanhai(xinhh@zju.edu.cn) ","Dianli Xitong Zidonghua/Automation of Electric Power Systems","Dianli Xitong Zidonghue","","Automation of Electric Power Systems Press","42","8","31-38","April 25, 2018","","","2018","Chinese","10001026","","","10.7500/AEPS20170605010","","","","","","DXZIE9","Journal article (JA)","Grid-connected power inverters can be operated as virtual synchronous machines to mimic the characteristics of synchronous generators. In this manner, the inverter can participate in the frequency regulation and add virtual inertia to power systems. However, there is no index to describe the frequency response characteristics of power systems with virtual inertia provided so far, which results in the difficulty in optimizing the allocation of virtual inertia among virtual synchronous machines as well as evaluating the influence of virtual inertia on the frequency response characteristics of power systems. To deal with this problem, the H2and H∞norms of the closed-loop transfer function (from angle perturbation input to frequency output) are utilized to describe the frequency response characteristics of the system. On this basis, the frequency response characteristics of conventional synchronous generator and virtual synchronous machine are analyzed. Furthermore, time-domain waveforms of frequency response verify the effectiveness of the method. © 2018 Automation of Electric Power Systems Press.","26","Time domain analysis","Electric inverters - Frequency response - Synchronous generators","Closed loop transfer function - Frequency regulations - Frequency response characteristic - Power inverters - Quantified analysis - Time-domain waveforms - Virtual inertia - Virtual synchronous machines","705.2.1 AC Generators - 921 Mathematics",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Experimental investigation on drying characteristic of titanium slag using microwave heating","20180504685672","Feng, Kanglu (1, 2); Chen, Guo (1, 2); Chen, Jin (1, 2); Srinivasakannan, C. (3); Peng, Jinhui (1, 2); Ruan, Rongsheng (1, 4) ","(1) Key Laboratory of Resource Clean Conversion in Ethnic Regions, Joint Research Centre for International Cross-Border Ethnic Regions Biomass Clean Utilization in Yunnan, Education Department of Yunnan, Yunnan Minzu University, Kunming; Yunnan, China (2) State Key Laboratory of Vanadium and Titanium Resources Comprehensive Utilization, Panzhihua, China (3) Department of Chemical Engineering, The Petroleum Institute, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates (4) Center for Biorefining, Bioproducts and Biosystems Engineering Department, University of Minnesota, Saint Paul; MN, United States ","Chen, Guo(guochen@kmust.edu.cn) ","Drying Technology","Dry. Technol.","","Taylor and Francis Inc., 325 Chestnut St, Suite 800, Philadelphia, PA 19106, United States","36","13","1525-1530","October 3, 2018","","","2018","English","07373937","15322300","","10.1080/07373937.2017.1411945","","","","","","DRTEDQ","Journal article (JA)","Drying characteristic of titanium slag using microwave heating is attempted in the present work, so as to assess the effect of microwave power and sample mass, and to understand the mechanism and morphological changes. The results show that the water removal rate of titanium slag increased with both incident microwave power and sample mass. For the 50 g of sample microwaved at 600 W, for duration of 80 s, water content could be reduced to 0.02%. The thermal stability of the titanium slag and the morphological changes before and after microwave heating were characterized by TG/DSC and SEM. The results show an obvious endothermic peak at about 86°C, which indicates the dehydration processes of titanium slag, and the chemical stability of the drying materials within the drying temperature range. In addition, after certain duration, the sample under microwave heating developed internal microcracks, which augmented the release of internal water, improving the drying rate. © 2017, © 2017 Taylor & Francis.","25","Microwave heating","Chemical stability - Dehydration - Drying - Enzyme kinetics - Microwave generation - Morphology - Slags - Thermodynamic stability - Titanium","Dehydration process - Drying characteristics - Experimental investigations - Internal microcracks - Micro-structural properties - Morphological changes - Titanium slag - Water migration",,"Number: CE-1-2016, Acronym: -, Sponsor: -; Number: 51404114, Acronym: -, Sponsor: National Youth Foundation of China; Number: 2015BAB17B00, Acronym: -, Sponsor: National Science and Technology Infrastructure Program; Number: SKL-2016-1, Acronym: -, Sponsor: Key Laboratory of Coal Resources Exploration and Comprehensive Utilization, Ministry of Land and Resources; ","The authors acknowledge the financial supports from the National Scientific Foundation of China (No: 51504110, 51404114), the Open Fund of State Key Laboratory of Comprehensive Utilization of Titanium Resources (SKL-2016-1). Supported by National Science and Technology Support Program (No: 2015BAB17B00), School of Chemistry and Environment, Yunnan Minzu University Special Zone Support Program (CE-1-2016).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Adaptability of wind power integration and comparison study on grid code technical requirements","20191206668246","He, Tingyi (1); Li, Shengnan (1); Wu, Shuijun (2); Zhen, Peng Jun (1); Ran, Ou (3); Zixuan, Zheng (3) ","(1) Yunnan Electric Power Research Institute, road NO.105,Guandu.District, Kunming City,Yunnan,CO; 650217, China (2) Yunnan Electric Power Test Institute Company, Kunming, Yunnan; 6500051, China (3) School of Electrical Engineering and Information Technology, Sichuan University, Chengdu, Sichuan; 610065, China ","","China International Conference on Electricity Distribution, CICED","China Int. Conf. Elect. Distrib., CICED","Chinese National Committee of CIRED (CIRED CNC); Chinese Society for Electrical Engineering (CSEE); International Conference on Electricity Distribution (CIRED); State Grid Corporation of China (SGCC)","IEEE Computer Society","","","1965-1974","December 27, 2018","2018 China International Conference on Electricity Distribution, CICED 2018 - Proceedings","1 of 1","2018","English","21617481","2161749X","9781538667750","10.1109/CICED.2018.8592192","8592192","2018 China International Conference on Electricity Distribution, CICED 2018","September 17, 2018 - September 19, 2018","Tianjin, China","144144","","Conference article (CA)","Wind power is a mainstream of renewable energy power generation. With its increasing capacity in power grid, it is very urgent to study the technical requirements and adaptability of wind power integration. To ensure the safe and steady operation of network and improve the adaptive ability, investigations on wind power integration have been made by system operators of countries and the grid codes for wind farms have also been issued. Based on the adaptability of wind power integration, this paper reviews the international grid code technical requirements for wind farms, especially focus on the comparison study of low voltage ride through (LVRT), power control and operating adaptability, and confirms the formulating principle and specific index differences of international grid codes. Finally, the new issues that may be caused by large-scale wind power integration are explored and some suggestions are proposed from the perspective of mutual adaptability between wind farms and power system, which will make a certain reference value for further improving grid code technical requirements. © 2018 IEEE","27","Electric power transmission networks","Codes (symbols) - Electric power system control - Electric power system interconnection - Electric utilities - Integration - Power control - Wind power","Adaptability - Grid codes - Suggestions - Technical index - Wind power integrations","615.8 Wind Power (Before 1993, use code 611 ) - 706.1 Electric Power Systems - 706.1.1 Electric Power Transmission - 723.2 Data Processing and Image Processing - 731.3 Specific Variables Control - 921.2 Calculus",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Trace detection of Ce3+ by adsorption strip voltammetry at a carbon paste electrode modified with ion imprinted polymers","20182705405246","Chen, Jin (1); Bai, Huiping (1, 2); Xia, Jieren (1); Liu, Xiaolan (1); Liu, Yanxiong (1); Cao, Qiu'e (1) ","(1) Key Laboratory of Medicinal Chemistry for Nature Resource, Ministry of Education, School of Chemical Science and Technology, Yunnan University, Kunming; 650091, China (2) School of Materials Science and Engineering, Yunnan University, Kunming; 650091, China ","Cao, Qiu'e(qecao@ynu.edu.cn) ","Journal of Rare Earths","J Rare Earth","","Chinese Society of Rare Earths","36","10","1121-1126","October 2018","","","2018","English","10020721","","","10.1016/j.jre.2018.03.014","","","","","","JREAE6","Journal article (JA)","To develop a convenient method for sensitive and selective determination of Ce3+ in aqueous phase with complicated matrices, a carbon paste electrode (CPE) modified with ion imprinted polymers (IIPs) were fabricated. The polymers were prepared by precipitation polymerization using Ce3+ as template, allyl phenoxyacetate (APA) as monomer, ethylene glycol dimethacrylate (EGDMA) as crosslinker and azobisisobutyronitrile (AIBN) as initiator under the molar ratio of Ce3+, APA and EGDMA as 1:4:40, respectively. Ce3+ was detected directly by differential pulse adsorptive stripping voltammetry (DPASV) and its oxidation peak appears at about 0.93 V. All parameters affecting the sensor's response are optimized and a calibration curve is plotted at a linear range of 1.0 × 10−6–1.0 × 10−5 mol/L and 1.0 × 10−5–2.0 × 10−4 mol/L with the detection limit of 1.5 × 10−7 mol/L. All other rare earth ions have no interference with the determination of Ce3+ even at a concentration 500 times higher than that of Ce3+. This sensor was successfully applied to determination of Ce3+ in two catalyst sample solutions with RSD≤3.3% (n = 5) and recoveries in the range of 99.2%–106.5% at our optimal conditions. © 2018","37","Electrochemical electrodes","Carbon - Cerium - Curve fitting - Electrochemical sensors - Ethylene - Ethylene glycol - Metal ions - Rare earths - Trace analysis - Voltammetry","Adsorptive stripping voltammetry - Azobisisobutyronitrile - Carbon paste electrode - Differential pulse - Ethylene glycol dimethacrylate - Ion imprinted polymer - Precipitation polymerizations - Selective determination",,"Number: 2017FB012, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 21465025, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Foundation item: Project supported by the National Natural Science Foundation of China (21465025), the Doctoral Fund of Ministry of Education of China (20125301110005) and the Science Foundation of Yunnan Province (2017FB012).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A novel skeleton-based action recognition method via cuboid rearranging","20193807458178","Zhu, Kaijun (1, 3); Wang, Ruxin (2); Cheng, Jun (3, 4); Tao, Dapeng (1) ","(1) FIST LAB, Yunnan University, Kunming, Yunnan; 650091, China (2) Shenzhen Union Vision Innovation Technology Co Ltd., China (3) Guangdong Provincial Key Laboratory of Robotics and Intelligent System, Chinese Academy of Sciences, Shenzhen; 518055, China (4) Chinese University of Hong Kong, Hong Kong; 999077, Hong Kong ","Tao, Dapeng(dapeng.tao@gmail.com) ","2018 IEEE International Conference on Information and Automation, ICIA 2018","IEEE Int. Conf. Inf. Autom., ICIA","et al.; Fuzhou University; Harbin Institute of Technology; IEEE Robotics and Automation Society; State Key Laboratory of Robotics and Systems (HIT); The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","286-292","August 2018","2018 IEEE International Conference on Information and Automation, ICIA 2018","1 of 1","2018","English","","","9781538680698","10.1109/ICInfA.2018.8812492","8812492","2018 IEEE International Conference on Information and Automation, ICIA 2018","August 11, 2018 - August 13, 2018","Wuyishan, Fujian, China","151193","","Conference article (CA)","Depth sensors such as Microsoft Kinect v2 have promoted the active research of human action recognition in recent years. While a great progress has been witnessed, most of existing skeleton-based approaches neglect the fact that only parts of the human body move in an action, and they fail to consider the ordinal positions of the body joints. In this paper, we are motivated by the fact that the category of an action is determined by local movements of body joints, and propose an attended cuboid model for skeleton-based action recognition. Specifically, a cuboid arranging strategy is developed to organize the pairwise displacement vectors among all body joints, where a cuboid representation of actions is obtained. Such a representation is well structured and allows the deep CNN models to analyze an action in a concentrated way. Moreover, an attention mechanism is exploited in the deep model, such that the most relevant features can be extracted. Extensive experiments on three popular datasets demonstrate the effectiveness of our method compared with the state-of-the-arts. © 2018 IEEE.","27","Musculoskeletal system",,"Action recognition - Attention mechanisms - Displacement vectors - Feature cuboid - Human-action recognition - Microsoft kinect - Relevant features - State of the art","461.3 Biomechanics, Bionics and Biomimetics","Number: 61572486, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61772455, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: U1713213, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China under Grant 61772455, Grant 61572486 and Grant U1713213, the Yunnan Natural Science Funds under Grant 2016FB105, the Program for Excellent Young Talents of Yunnan University under Grant WX069051, and the Project of Innovative Research Team of Yunnan Province.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Artificial muscles for wearable assistance and rehabilitation","20185206314940","Dong, Tian-yun (1); Zhang, Xiang-liang (2); Liu, Tao (1) ","(1) State Key Laboratory of Fluid Power and Mechatronic Systems, School of Mechanical Engineering, Zhejiang University, Hangzhou; 310027, China (2) Yunnan Key Laboratory of Computer, Kunming University of Science and Technology, Kunming; 650500, China ","Liu, Tao(liutao@zju.edu.cn) ","Frontiers of Information Technology and Electronic Engineering","Front. Inf. Technol. Electr. Eng.","","Zhejiang University","19","11","1303-1315","November 1, 2018","","","2018","English","20959184","20959230","","10.1631/FITEE.1800618","","","","","","","Journal article (JA)","Traditional exoskeletons have made considerable contributions to people in terms of providing wearable assistance and rehabilitation. However, exoskeletons still have some disadvantages, such as being heavy, bulky, stiff, noisy, and having a fixed center of rotation that can be a burden on elders and patients with weakened muscles. Conversely, artificial muscles based on soft, smart materials possess the attributes of being lightweight, compact, highly flexible, and have mute actuation, for which they are considered to be the most similar to natural muscles. Among these materials, dielectric elastomer (DE) and polyvinyl chloride (PVC) gel exhibit considerable actuation strain, high actuation stress, high response speed, and long life span, which give them great potential for application in wearable assistance and rehabilitation. Unfortunately, there is very little research on the application of these two materials in these fields. In this review, we first introduce the working principles of the DE and PVC gel separately. Next, we summarize the DE materials and the preparation of PVC gel. Then, we review the electrodes and self-sensing systems of the two materials. Lastly, we present the initial applications of these two materials for wearable assistance and rehabilitation. © 2018, Editorial Office of Journal of Zhejiang University Science and Springer-Verlag GmbH Germany, part of Springer Nature.","88","Wearable technology","Actuators - Chlorine compounds - Dielectric materials - Elastomers - Exoskeleton (Robotics) - Intelligent materials - Muscle - Patient rehabilitation - Polyvinyl chlorides","Artificial muscle - Dielectric elastomers - Polyvinyl chloride (PVC) - TB332 - TP271 - Wearable assistance","461.2 Biological Materials and Tissue Engineering - 461.5 Rehabilitation Engineering and Assistive Technology - 708.1 Dielectric Materials - 732.1 Control Equipment - 815.1.1 Organic Polymers - 818.2 Elastomers","Number: -, Acronym: ZJU, Sponsor: Zhejiang University; Number: 51775485, Acronym: -, Sponsor: National Natural Science Foundation of China; ","‡ Corresponding author * Project supported by the the National Natural Science Foundation of China (No. 51775485) ORCID: Tao LIU, https://orcid.org/0000-0002-2797-0264 © Zhejiang University and Springer-Verlag GmbH Germany, part of Springer Nature 2018",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Seasonal and spatial distributions of euphotic zone and long-term variations in water transparency in a clear oligotrophic Lake Fuxian, China","20180404664792","Zhou, Qichao (1, 2); Zhang, Yunlin (1); Li, Kaidi (2, 3); Huang, Licheng (2); Yang, Fengle (2); Zhou, Yuanyang (2, 3); Chang, Junjun (3) ","(1) Taihu Laboratory for Lake Ecosystem Research, State Key Laboratory of Lake Science and Environment, Nanjing Institute of Geography and Limnology, Chinese Academy of Sciences, Nanjing; 210008, China (2) Yunnan Key Laboratory of Pollution Process and Management of Plateau Lake-Watershed, Yunnan Institute of Environmental Science (Kunming China International Research Center for Plateau Lake), Kunming; 650034, China (3) School of Ecology and Environmental Science, Yunnan University, Kunming; 650091, China ","Zhang, Yunlin(ylzhang@niglas.ac.cn) ","Journal of Environmental Sciences (China)","J. Environ. Sci.","","Chinese Academy of Sciences, P.O. Box 2871, Beijing, 100085, China","72","","185-197","October 2018","","","2018","English","10010742","18787320","","10.1016/j.jes.2018.01.005","","","","","","","Journal article (JA)","To assess the seasonal and spatial variations and long-term trends in water optical properties in Lake Fuxian, investigations based on field work in four seasons and a long-term analysis of data from 1980 to 2014 were conducted. The results show that there was no significant variation in the euphotic depth (Zeu) across the four seasons, and no significant correlations between Zeu and potential influencing factors in seasons other than summer, suggesting that the water itself may be a major factor regulating the Zeu in general. Nevertheless, significant differences in Zeu between the north region (NR) and the south region (SR) were observed in all seasonal tests except spring. This finding relates to a higher abundance of chromophoric dissolved organic matter (CDOM) in the NR due to runoff, especially in the rainy seasons (summer and autumn). CDOM and its terrigenous component had an important impact on Zeu in summer, with the highest precipitation, and impacts from suspended solids and non-algal particles were also found in the NR in summer. The Secchi disk depth in the lake decreased clearly over the years, with significantly negative correlations with the increasing permanganate index and air temperature, implying that organic contaminants (CDOM and/or phytoplankton) are important regulators of water transparency. We estimate that the combined effects of climate warming and changes in land use and land cover are also indirect regulating factors. These findings should be considered in the protection of Lake Fuxian, owing to the importance of light penetration in aquatic ecosystems. © 2018","58","Lakes","Aquatic ecosystems - Biogeochemistry - Biological materials - Land use - Organic compounds - Transparency","Chromophoric dissolved organic matter - Diffuse attenuation coefficients - Euphotic depth - Guizhou - Photosynthetic active radiations - Secchi disk depth",,"Number: -, Acronym: -, Sponsor: Chinese Academy of Sciences; Number: 41601208, Acronym: -, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China (Nos. 41601208 , 41325001 ), the Key Research Program of Frontier Sciences, Chinese Academy of Sciences (No. QYZDB-SSW-DQC016 ), the State Key Laboratory of Lake Science and Environment (No. 2016SKL007 ), and the Yunnan Science and Technology Project (Nos. 2016RA081 , 2017FD029 ). We thank the agencies that provided the historical data, as well as Dr. Wei Gao, Zhiwei Tan, Yiliang Chen, Jiang Qin, Zhong Xia and Jufen Nie for their assistance with the work, and we are grateful to two anonymous reviewers for their helpful comments.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
