Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Janus effect of O2plasma modification on the electrocatalytic hydrogen evolution reaction of MoS2","20181404974290","","Zhang, Chengxu (1); Jiang, Lin (2); Zhang, Yingjie (1); Hu, Jue (2); Leung, Michael K.H. (3, 4) ","(1) The Engineering Laboratory of Advanced Battery and Materials of Yunnan Province, Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming, China (2) Faculty of Science, Kunming University of Science and Technology, Kunming, China (3) Ability R&D Energy Research Centre, School of Energy and Environment, City University of Hong Kong, Hong Kong (4) The City University of Hong Kong Shenzhen Research Institute, Shenzhen, Hong Kong ","Hu, Jue(hujue@kmust.edu.cn) ","Journal of Catalysis","J. Catal.","","Academic Press Inc.","361","","384-392","May 2018","","","","2018","English","00219517","10902694","","10.1016/j.jcat.2018.03.018","","","","","","JCTLA5","Journal article (JA)","Oxygen incorporation is a promising and effective way for simultaneously engineering the edge and planar sites of MoS2to fabricate high-performance HER electrocatalysts. However, the insulating MoO3species are inevitably generated during the oxygen incorporation process. Here, controlled plasma exposure time has been designed to explore the influence of MoO3species on the HER performance for the O2plasma modified MoS2catalysts. We find that the MoO3species in MoS2are not conductive to the HER electrocatalysis. More importantly, the Raman spectrum, X-ray photoelectron spectroscopy, energy-disperse X-ray spectrum and transmission electron microscope analyses demonstrate that these co-generated MoO3species are reduced and resolved from the MoS2lattice during the electrocatalytic hydrogen evolution, leading to a holey structure in the MoS2nanosheets and thus a significant improvement of its hydrogen evolution stability. This work not only helps to understand the electrocatalytic influence of the co-generated MoO3species in MoS2, but also presents a methodological improvement in designing defect-rich, oxygen incorporated and holey MoS2nanosheets for highly efficient hydrogen evolution. © 2018 Elsevier Inc.","44","X ray photoelectron spectroscopy","Electrocatalysis - Electrocatalysts - Layered semiconductors - Molybdenum oxide - Nanosheets - Oxygen - Transmission electron microscopy","Hydrogen evolution reactions - Janus effect - MoO3 species - MoS2 - Oxygen incorporation - Plasma modifications","761 Nanotechnology - 801.4.1 Electrochemistry - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally - 933 Solid State Physics","Number: JCYJ20160428154632404, Acronym: -, Sponsor: -; Number: KKKP201707010, Acronym: KUST, Sponsor: Kunming University of Science and Technology; Number: KKKP201752011, Acronym: KUST, Sponsor: Kunming University of Science and Technology; ","The authors acknowledge the financial support from the Kunming University of Science and Technology (No. KKKP201707010 and KKKP201752011 ) and Shenzhen Knowledge Innovation Program (Basic Research, JCYJ20160428154632404 ). Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Effects of CeO2 Addition on Phase Structure and Properties of Pb0.92Sr0.06Ba0.02(Sb2/3Mn1/3)0.05Zr0.48Ti0.47O3 Piezoelectric Ceramics","20183905856502","","Xu, Teng-Wei (1); Gan, Guo-You (1); Yan, Ji-Kang (2); Li, Zhen-Yu (2); Guo, Gen-Sheng (2); Yi, Jian-Hong (3) ","(1) Faculty of Material and Engineering, Kunming University of Science and Technology, Kunming; 650093, China (2) Key Laboratory of Advanced Materials of Precious-Nonferrous Metals (Ministry of Education), Kunming; 650093, China (3) Key Laboratory of Advanced Materials of Yunnan Province, Kunming; 650500, China ","Gan, Guo-You(ganguoyou@kmust.edu.cn) ","Cailiao Gongcheng/Journal of Materials Engineering","Cailiao Gongcheng","","Beijing Institute of Aeronautical Materials (BIAM)","46","5","139-144","May 20, 2018","","","","2018","Chinese","10014381","","","10.11868/j.issn.1001-4381.2016.001423","","","","","","CAGOEW","Journal article (JA)","Pb0.92Sr0.06Ba0.02(Sb2/3Mn1/3)0.05Zr0.48Ti0.47O3:xCeO2 piezoelectric ceramics were prepared by a conventional solid state reaction method. The effect of CeO2 addition on the phase transition, microstructure piezoelectric and dielectric performances of samples were systematically investigated. The results show that ceramics are pure perovskite structure when the doping amount of CeO2 is less than or equal to 0.5% (mass faction, the same below), with the CeO2 doping content increasing, the formation of pyrochlore phase will be facilitated, but the samples are still not completely transformed to rhombohedral phases; and CeO2 doping plays the role of grain refinement, when x=0.25% the sample has an even grain size, clear boundary and it also has lower porosity and higher density, the main fracture mode of the sample is intergranular fracture; when x=0.25% ceramic samples obtain the best piezoelectric and dielectric performance: d33=346pC/N, kp=0.60, Qm=1396, Εr=1309, tanδ=0.474%. © 2018, Journal of Materials Engineering. All right reserved.","23","Barium compounds","Ceramic materials - Cerium oxide - Grain refinement - Grain size and shape - Lead compounds - Perovskite - Phase structure - Piezoelectric ceramics - Piezoelectric materials - Piezoelectricity - Solid state reactions - Strontium compounds","Dielectric performance - Doping modification - Intergranular fracture - Microstructure analysis - PMS-PZT - Pure perovskite structure - Solid state reaction method - Structure and properties","482.2 Minerals - 701.1 Electricity: Basic Concepts and Phenomena - 708.1 Dielectric Materials - 802.2 Chemical Reactions - 812.1 Ceramics - 933 Solid State Physics",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"FPGA-based research of monitoring MPDCPD-CSMA protocol in cognitive wireless networks","20183805831692","","Xu, Zhi (1); Ding, Hongwei (1); Liu, Qianlin (2); Yang, Zhijun (1); Bao, Liyong (1); Zhan, Gang (1) ","(1) School of Information, Yunnan University, Kunming; 650504, China (2) Yunnan Military Command Region, Kunming, Yunnan, China ","Ding, Hongwei(775862901@qq.com) ","Journal of Intelligent and Fuzzy Systems","J. Intelligent Fuzzy Syst.","","IOS Press, Nieuwe Hemweg 6B, Amsterdam, 1013 BG, Netherlands","35","2","1353-1361","2018","","","","2018","English","10641246","18758967","","10.3233/JIFS-169678","","","","","","","Journal article (JA)","In order to solve the contradiction between wireless network application requirements and increasingly scarce spectrum resources, cognitive wireless network technology emerged. Based on the characteristics of wireless network nodes and combining multiple hybrid control strategies, this paper proposes a multi-priority dual-clock probability detection CSMA(MPDCPD-CSMA) protocol with a monitoring mechanism. The field-programmable gate array (FPGA) hardware circuit is used as an experimental research platform for the first time. Cognitive wireless network MAC protocol design and implementation. The design took full advantage of the flexibility of the FPGA, using a hardware description language Verilog HDL and schematic input combined with the QuartusII9.0 circuit design. By comparing the statistical values of the circuit system with the theoretical values, it is verified that the design has the characteristics of good real-time performance, high reliability, and strong portability. It can effectively reduce system node energy consumption, improve system throughput, and can be applied to wireless networks. © 2018 - IOS Press and the authors. All rights reserved.","15","Computer hardware description languages","Carrier sense multiple access - Energy utilization - Field programmable gate arrays (FPGA) - Hardware - Integrated circuit design - Integrated circuit manufacture - Internet protocols - Logic gates - Medium access control - Throughput - Wireless networks","Cognitive wireless networks - Experimental research - Hybrid control strategies - MAC protocol design - Monitoring mechanisms - Network applications - Real time performance - Wireless network nodes","525.3 Energy Utilization - 605 Small Tools and Hardware - 714.2 Semiconductor Devices and Integrated Circuits - 716.3 Radio Systems and Equipment - 721.2 Logic Elements - 723 Computer Software, Data Handling and Applications - 723.1.1 Computer Programming Languages","Number: -, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Supported by the National Natural Science Foundation of China (61461053,61461054).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Facile lotus-leaf-templated synthesis and enhanced xylene gas sensing properties of Ag-LaFeO3nanoparticles","20182605355641","","Chen, Mingpeng (1); Zhang, Yumin (1, 2); Zhang, Jin (1); Li, Kejin (1); Lv, Tianping (1); Shen, Kaiyuan (1); Zhu, Zhongqi (1); Liu, Qingju (1) ","(1) School of Materials Science and Engineering, Yunnan Key Laboratory for Micro/Nano Materials and Technology, Yunnan University, Kunming; 650091, China (2) Department of Chemistry and Biochemistry, University of Colorado, Boulder; CO; 80309, United States ","Liu, Qingju(qjliu@ynu.edu.cn) ","Journal of Materials Chemistry C","J. Mater. Chem. C","","Royal Society of Chemistry","6","23","6138-6145","2018","","","","2018","English","20507534","20507526","","10.1039/c8tc01402g","","","","","","JMCCCX","Journal article (JA)","For developing highly sensitive, selective and stable gas sensing materials for the detection of volatile organic compounds, we report porous micro/nano-level structure Ag-LaFeO3nanoparticles which have been successfully synthesized using a lotus leaf as a bio-template via a sol-gel process. Combined with the molecular imprinting technique, the selectivity of the gas sensor can be altered and enhanced gas-sensing properties are obtained due to the unique molecular recognition and large specific surface area. The Ag-LaFeO3nanoparticles are found to exhibit an ultrahigh xylene response (Rg/Ra= 16.76 to 10 ppm), fast gas response and recovery (68 and 36 s) and superior selectivity against the other tested interfering gases at a relatively low operating temperature of 125 °C. They also exhibit excellent humidity stability and long-term stability with small deviations, and this result may deliver a new approach that enables the stable detection of xylene gas. © 2018 The Royal Society of Chemistry.","54","Gases","Chemical detection - Chemical sensors - Gas detectors - Iron compounds - Lanthanum compounds - Nanoparticles - Silver compounds - Sol-gel process - Synthesis (chemical) - Volatile organic compounds - Xylene","Gas sensing material - Gas sensing properties - Large specific surface areas - Long term stability - Low operating temperature - Molecular imprinting techniques - New approaches - Templated synthesis","761 Nanotechnology - 801 Chemistry - 802.2 Chemical Reactions - 804.1 Organic Compounds - 812.3 Glass - 914.1 Accidents and Accident Prevention - 933 Solid State Physics","Number: 2017FB086, Acronym: -, Sponsor: Applied Basic Research Foundation of Yunnan Province; Number: 51562038, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China (no. 51562038) and the Basic Applied Research Project of Yunnan Province, China (No. 2017FB086).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Electrical generation of terahertz blackbody radiation from graphene","20183805840699","","Dong, H.M. (1); Xu, W. (2, 3); Peeters, F.M. (3, 4) ","(1) School of Physical Science and Technology, China University of Mining and Technology, Xuzhou; 221116, China (2) Key Laboratory of Materials Physics, Institute of Solid State Physics, Chinese Academy of Sciences, China (3) School of Physics and Astronomy, Yunnan Key Laboratory for Quantum Information, Yunnan University, Kunming; 650091, China (4) Department of Physics, University of Antwerp, Groenenborgerlaan 171, Antwerpen; B-2020, Belgium ","Xu, W.(wenxu_issp@aliyun.com) ","Optics Express","Opt. Express","","OSA - The Optical Society","26","19","24621-24626","September 17, 2018","","","","2018","English","","10944087","","10.1364/OE.26.024621","","","","","","","Journal article (JA)","Recent experimental work on the application of graphene for novel illumination motivated us to present a theoretical study of the blackbody radiation emission from a freely suspended graphene driven by a dc electric field. Strong terahertz (THz) emission, with intensity up to mW/cm2, can be generated with increasing electric field strength due to the heating of electrons in graphene. We show that the intensity of the THz emission generated electrically from graphene depends rather sensitively on the lattice temperature in relatively weak electric fields, whereas it is less sensitive to the lattice temperature in relative strong electric fields. Our study highlights the practical application of graphene as intense THz source where the radiation is generated electrically. © 2018 Optical Society of America under the terms of the OSA Open Access Publishing Agreement","21","Graphene","Electric fields - Temperature measurement - Terahertz waves","Black body radiation - Dc electric field - Electric field strength - Electrical generation - Lattice temperatures - Strong electric fields - Suspended graphene - Terahertz emissions","701.1 Electricity: Basic Concepts and Phenomena - 711 Electromagnetic Waves - 761 Nanotechnology - 804 Chemical Products Generally - 944.6 Temperature Measurements","Number: 2016FC001, Acronym: -, Sponsor: Yunnan Provincial Science and Technology Department; Number: 2016FXZY002, Acronym: CASHIPS, Sponsor: Hefei Institutes of Physical Science, Chinese Academy of Sciences; Number: 11604380, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 11574319, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: -, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","National Natural Science Foundation of China (NSFC) (11604380, 11574319); Center of Science and Technology of Hefei Academy of Science (2016FXZY002); Department of Science and Technology of Yunnan Province (2016FC001).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Reliability analysis of soil slope based on upper bound method of limit analysis","20183705799550"," ","Zhang, Xiao-Yan (1, 2); Zhang, Li-Xiang (1); Li, Ze (1) ","(1) Faculty of Civil Engineering and Mechanics, Kunming University of Science and Technology, Kunming; Yunnan; 650500, China (2) Faculty of Electric Power Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650500, China ","Li, Ze(lize999@qq.com) ","Yantu Lixue/Rock and Soil Mechanics","Rock Soil Mech","","Academia Sinica","39","5","1840-1850","May 10, 2018","","","","2018","Chinese","10007598","","","10.16285/j.rsm.2017.1894","","","","","","","Journal article (JA)","The upper bound numerical method for reliability analysis of soil slopes is proposed, by combining the theory of upper bound limit analysis, finite element discretization, stochastic programming theory and Monte Carlo method. Firstly, three-node finite element is used to discrete the soil slope, and then shear strength parameters of soil are set as random variable. According to the upper bound theorem, kinematically admissible velocity fields are established to satisfy the plastic flow constraint conditions of triangular finite elements, the plastic flow constraint conditions of velocity discontinuities and the velocity boundary conditions. The objective function is established based on the internal and the energy-work balance equation. Then the upper bound limit method stochastic programming model of soil slope reliability analysis are established. The Monte Carlo method is used to solve the upper bound stochastic programming model. At the same time, an estimation method for coefficient of slope failure risk based on velocity field of upper bound method is proposed, it is especially suitable for slope risk analysis with multiple failure modes. Finally, two examples of soil slope are selected, and the results prove the correctness of the method. © 2018, Science Press. All right reserved.","28","Finite element method","Linear programming - Monte Carlo methods - Numerical methods - Plastic flow - Reliability - Reliability analysis - Reliability theory - Risk analysis - Risk assessment - Risk perception - Shear strength - Slope stability - Soils - Stochastic models - Stochastic programming - Stochastic systems - Transpiration - Velocity","Finite-element discretization - Kinematically admissible velocity fields - Soil slopes - Stochastic programming model - Triangular finite elements - Upper bound limit analysis - Upper bound method - Velocity boundary condition","406.2 Roads and Streets - 461.9 Biology - 483.1 Soils and Soil Mechanics - 914.1 Accidents and Accident Prevention - 921.6 Numerical Methods - 922 Statistical Methods - 961 Systems Science","Number: -, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","收稿日期：2017-09-14 基金项目：国家自然科学基金项目（No. 51564026）。 This work was supported by the National Natural Science Foundation of China (51564026). 第一作者简介：张小艳，女，1981 年生，博士研究生，讲师，主要从事结构可靠度方面的教学和科研工作。E-mail: 8246603@qq.com 通讯作者：李泽，男，1981 年生，博士，副教授，主要从事岩土工程方面的科研工作。E-mail: lize999@qq.com",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Boron-doped graphene quantum dot/Ag-LaFeO3p-p heterojunctions for sensitive and selective benzene detection","20182805529394","","Zhang, Yumin (1, 2); Rong, Qian (1); Zhao, Jianhong (1); Zhang, Jin (1); Zhu, Zhongqi (1); Liu, Qingju (1) ","(1) School of Materials Science and Engineering, Yunnan Key Laboratory for Micro/Nano Materials and Technology, Yunnan University, Kunming; 650091, China (2) Department of Chemistry and Biochemistry, University of Colorado, Boulder; CO; 80309, United States ","Liu, Qingju(qjliu@ynu.edu.cn) ","Journal of Materials Chemistry A","J. Mater. Chem. A","","Royal Society of Chemistry","6","26","12647-12653","2018","","","","2018","English","20507488","20507496","","10.1039/c8ta03425g","","","","","","JMCAET","Journal article (JA)","Carrier-transport is important in the field of metal oxide semiconductor gas sensors because it directly determines the sensor response and operating temperature. In this paper, gas sensors for monitoring of benzene are developed based on a boron-doped graphene quantum dot (BGQD)/Ag-LaFeO3p-p heterojunction (B/APPH). The band gap of the BGQDs and Ag-LaFeO3matched well, promoting separation of electron-hole pairs and enhancing the carrier transport ability. The introduced Ag catalytically oxidized benzene into CO2and H2O in gas-sensing reactions. We optimized the selectivity of the B/APPH by benzene molecular imprinting. Our results show that B/APPH possesses a high response (17.5) and good selectivity, repeatability, and accuracy at a low operating temperature (65 °C) for detection of as little as 1 ppm of benzene. The heterojunction between the BGQDs and Ag-LaFeO3improved the carrier-transport ability and reduced the operating temperature while maintaining the high sensing response and selectivity. The ability to modulate carrier-transport developed in this work will guide work on high performance gas sensors based on metal oxide semiconductors. © 2018 The Royal Society of Chemistry.","36","Iron compounds","Benzene - Boron - Carrier transport - Chemical sensors - Energy gap - Gas detectors - Gas sensing electrodes - Graphene - Heterojunctions - Lanthanum compounds - Metals - MOS devices - Nanocrystals - Oxide semiconductors - Semiconductor quantum dots - Temperature - Transistors","Benzene detection - Boron-doped graphene - Electron hole pairs - Low operating temperature - Metal oxide semiconductor - Metal oxide semiconductor gas sensors - Molecular imprinting - Operating temperature","549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 641.1 Thermodynamics - 701.1 Electricity: Basic Concepts and Phenomena - 714.2 Semiconductor Devices and Integrated Circuits - 761 Nanotechnology - 801 Chemistry - 804 Chemical Products Generally - 804.1 Organic Compounds - 914.1 Accidents and Accident Prevention","Number: 51562038, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 2017FB086, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China (No. 51562038), and Yunnan Basic Applied Research Project (No. 2017FB086).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Influence of temperature-pressure coupling characteristics on desorption performance of adsorption refrigeration unit","20184205947492","","Du, Wenping (1); Li, Ming (1); Wang, Yunfeng (1); He, Jinghong (2); Feng, Zhikang (1); Zhang, Xiaodie (1) ","(1) Solar Energy Research Institute, Yunnan Normal University, Kunming; Yunnan; 650500, China (2) School of Physics and Electronic Sciences, Chuxiong Normal University, Chuxiong; Yunnan; 675000, China ","Wang, Yunfeng(wangyf@ynnu.edu.cn) ","Huagong Xuebao/CIESC Journal","Huagong Xuebao","","Chemical Industry Press","69","4","1445-1453","April 1, 2018","","","","2018","Chinese","04381157","","","10.11949/j.issn.0438-1157.20170858","","","","","","HUKHAI","Journal article (JA)","The mass transfer performance is limited by the unstable heat source temperature during the desorption process ofa solar energy adsorption refrigeration cycle. However, the pressure regulation can be used as an effective compensation method for mass transfer enhancement. The expressions of desorption ratio(λ) and desorption rate are given by building a theoretical model of constant temperature desorption. The effect of mass transfer enhancement through pressure swing was calculated. The theoretical resultsrevealed the regularities thatthe desorption ratio(λ)would increase with the decrease of the system pressure at different desorption temperatures. The results showed that there were the same effects on the improvement of desorption rate through reducing the pressure of the system of 10 kPa or increasing the heat source temperature of 6-8. In addition, a solar adsorption unit tube adsorption refrigeration platform with activated carbon-methanol as working pair was constructed. Experiments were carried out under different desorption temperatures and system pressures, and the theoretical results were verified by experiments. The results showed that when the system pressure decreased by 14 kPa, at the desorption temperature of 90, 100 and 110, the desorption ratio(λ) increased by 20.5%, 15.1% and 12.1%, and the average desorption rate increased by 49.3%, 44.6% and 37.1%, respectively. The experimental results are in good agreement with the theoretical calculation. The coupling relationship between the temperature and pressure on desorption performance was obtained. Finally, the method of lowering pressure for enhanced desorption is proposed in a practical application of solar adsorption refrigeration system. © All Right Reserved.","30","Desorption","Activated carbon - Adsorption - Heat transfer performance - Mass transfer - Refrigeration - Solar energy","Desorption temperatures - Effective compensation method - Experimental validations - Mass transfer enhancement - Mass transfer performance - Solar adsorption refrigeration - System pressure - Temperature and pressures","641.3 Mass Transfer - 644.1 Refrigeration Methods - 657.1 Solar Energy and Phenomena - 802.3 Chemical Operations - 804 Chemical Products Generally","Number: 51466017, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Supported by the National NaturalScience Foundation of China (51466017) and the Project on Co-establishing China-Laos Joint Lab for Renewable Energy (2015DFA60120).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Stripping voltammetric determination of europium via ultraviolet-trigger synthesis of ion imprinted membrane","20182205252912","","Chen, Jin (1); Bai, Huiping (2); Li, Yande (1); Zhang, Jiayao (1); Liu, Peng (1); Cao, Qiue (1) ","(1) School of Chemical Science and Technology, Key Laboratory of Medicinal Chemistry for Nature Resource, Ministry of Education, Yunnan University, Kunming; 650091, China (2) School of Material Science and Technology, Key Laboratory of Micro/Nano Materials and Technology, Yunnan University, Kunming; 650091, China ","Cao, Qiue(qecao@ynu.edu.cn) ","Sensors and Actuators, B: Chemical","Sens Actuators, B Chem","","Elsevier B.V.","271","","329-335","15 October 2018","","","","2018","English","09254005","","","10.1016/j.snb.2018.05.127","","","","","","SABCEB","Journal article (JA)","To solve the problem that the ion-imprinted membrane modified on glassy carbon electrode (GCE) usually easily falls off, a screen printed electrode (SPE) which has a relative rough surface than GCE, was selected as the base electrode for preparation of an ion-imprinted sensor for determination of Eu(III). The sensor was obtained by modifying SPE successively with carboxylic multiwalled carbon nanotubes (MWCNs-COOH) as signal amplifying element and Eu(III) ion-imprinted membrane (Eu(III)-IIM) as specific recognition material. To avoid damaging SPE by thermal initiation, the Eu(III)-IIM was prepared via radical photopolymerization at 380 nm using azobisisobutyronitrile (AIBN) as initiator. Differential pulse adsorptive stripping voltammetry (DPASV) was used for determination of Eu3+by the obtained sensor. After the detection condition was optimized in detail, the sensor showed a linear response to Eu3+in the concentration range of 1.0 × 10−7–1.0 × 10−3mol L−1with the detection limit of 4.0 × 10−8mol L−1. The obtained sensor possesses of good regeneration, stability and practicability, it can maintain more than 95% of its original response after used more than 30 times or stored in the water for two months. The satisfactory results with the relative standard deviation (RSD) of less than 3.5% (n = 5) were obtained for the determination of europium in water samples by the novel sensor. © 2018","32","Europium compounds","Europium - Glass membrane electrodes - Ions - Multiwalled carbon nanotubes (MWCN) - Photopolymerization - Yarn","Adsorptive stripping voltammetry - Carboxylic multi-walled carbon nanotubes - Ion imprinted - Radical photopolymerization - Relative standard deviations - Screen printed electrodes - Ultraviolet trigger - Voltammetric determination","547.2 Rare Earth Metals - 704.1 Electric Components - 741.1 Light/Optics - 761 Nanotechnology - 819.4 Fiber Products","Number: 2017FB012, Acronym: -, Sponsor: Yunnan Provincial Science and Technology Department; Number: 20125301110005, Acronym: -, Sponsor: -; Number: 21465025, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was financially supported by the Natural Science Foundation of China ( 21465025 ), the Doctoral Fund of Ministry of Education of China ( 20125301110005 ) and the Science Foundation of Yunnan Provincial ( 2017FB012 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Photosynthetic characteristics explain the high growth rate for Eucalyptus camaldulensis: Implications for breeding strategy","20183205653878","","Yang, Ying-Jie (1, 3); Tong, You-Gui (2); Yu, Guo-Yun (2); Zhang, Shi-Bao (1); Huang, Wei (1) ","(1) Department of Economic Plants and Biotechnology, Kunming Institute of Botany, Chinese Academy of Sciences, Kunming; Yunnan; 650201, China (2) Forestry Bureau of Dongchuan County, Dongchuan, Kunming; Yunnan; 654100, China (3) University of Chinese Academy of Sciences, Beijing; 100049, China ","Huang, Wei(279790263@qq.com) ","Industrial Crops and Products","Ind. Crops Prod.","","Elsevier B.V.","124","","186-191","15 November 2018","","","","2018","English","09266690","","","10.1016/j.indcrop.2018.07.071","","","","","","ICRDEW","Journal article (JA)","Eucalypt wood is a valuable raw material for pulping worldwide. Because of its high growth rate, Eucalyptus camaldulensis has been introduced for plantation production in many tropical and subtropical areas in China. However, photosynthetic mechanisms underlying the rapid growth rate of E. camaldulensis are not well known. Furthermore, little is known about the relative photosynthetic limitations that complicate breeding strategies for this species. In the present study, we examined the photosynthetic characteristics for leaves of E. camaldulensis and observed stomata on both adaxial and abaxial surfaces, with their density being higher on the latter. Regardless of which surface was exposed to sunlight, the actual whole-leaf photosynthesis of E. camaldulensis reached 42.00 μmol CO2 m−2 s−1, which is much higher than that reported for other C3 plants. Although both surfaces showed high photosynthetic rates, photosynthesis and intrinsic water-use efficiency were always greater on the abaxial surface, mainly because of differences in mesophyll conductance (gm). Analysis of quantitative limitations revealed that gm was the most constraining factor for photosynthesis while stomatal conductance was much less important. Taken together, our results imply that gm is a potential target for simultaneous improvement of photosynthesis and photosynthetic water-use efficiency in E. camaldulensis, and we propose that increased gm is an important trait for breeding of that species. © 2018 Elsevier B.V.","43","Growth rate","Efficiency - Photosynthesis - Plants (botany) - Tropics","Eucalyptus camaldulensis - Intrinsic water-use efficiencies - Mesophyll conductance - Photosynthetic characteristics - Photosynthetic rate - Stomata - Stomatal conductance - Water use efficiency","443 Meteorology - 741.1 Light/Optics - 913.1 Production Engineering","Number: -, Acronym: -, Sponsor: Youth Innovation Promotion Association of the Chinese Academy of Sciences; Number: 2016347, Acronym: CAS, Sponsor: Chinese Academy of Sciences; Number: 31670343, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This study was supported by the Youth Innovation Promotion Association of the Chinese Academy of Sciences (grant number 2016347 ), and by the National Natural Science Foundation of China (grant number 31670343 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
