Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Spatial Distribution Characteristics of A(H7N9) Human Infections in China between 2013 and 2014","20184406003143","","Dong, Wen (1, 2) ","(1) School of Information Science and Technology, Yunnan Normal University, Kunming, China (2) GIS Technology Engineering, Research Centre for West-China, Resources and Environment of Educational Ministry, Yunnan Normal University, Kunming, China ","Dong, Wen(dong_wen121@163.com) ","ACM International Conference Proceeding Series","ACM Int. Conf. Proc. Ser.","Guilin University of Technology; International Engineering and Technology Institute, Hong Kong","Association for Computing Machinery","","","238-242","May 9, 2018","Proceedings of the 3rd International Conference on Intelligent Information Processing, ICIIP 2018","","1 of 1","2018","English","","","9781450364966","10.1145/3232116.3232675","","3rd International Conference on Intelligent Information Processing, ICIIP 2018","May 19, 2018 - May 20, 2018","Guilin, China","140156","","Conference article (CA)","Novel avian-origin influenza A(H7N9) virus has caused numerous disease outbreaks in wild bird populations and domestic poultry, and threatened human health severely in recent years. In this study, statistically significant hot spots, cold spots, and spatial outliers of A(H7N9) human infections in China between 2013 and 2014 were identified by using the Anselin Local Moran's I statistic, and statistically significant spatial clusters of high value of cases number (hot spots) and low value of cases number (cold spots) were detected by using the Getis-Ord Gi∗statistic. Results of the cluster and outlier analysis revealed that Jiangsu, Zhejiang, Shanghai, Fujian and Guangdong were core areas of H7N9 epidemic during the study period, which was consistent with the results of the hot spot analysis in this study. Consequently, the eastern and the southeast coast of China could be regarded as the key regions of epidemic surveillance of A(H7N9) human infections in China in the future. This study also showed that the use of GIS and the local spatial autocorrelation analysis in epidemiological surveillance systems can be very effective and helpful not only in preventing and controlling future epidemics but also in analyzing cases data to identify high-risk areas. © 2018 ACM.","15","Risk assessment","Epidemiology - Geographic information systems - Spatial variables measurement - Statistics - Viruses","Cluster and outlier analysis - Disease outbreaks - Distribution characteristics - H7N9 - Local moran's i - Spatial autocorrelation analysis - Spatial outlier - Surveillance systems","461.7 Health Care - 461.9 Biology - 903.3 Information Retrieval and Use - 914.1 Accidents and Accident Prevention - 922.2 Mathematical Statistics - 943.2 Mechanical Variables Measurements","Number: 41661087, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The study was supported by the National Natural Science Foundation of China (grant No. 41661087).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The morphological characteristics of gully systems and watersheds in Dry-Hot Valley, SW China","20184005900353","","Xu, Zhen (1); Qin, Fachao (1); Zhang, Bin (1); Deng, Qingchun (1); Liu, Hui (1); Jin, Jie (2); Shi, Liangtao (2) ","(1) School of Land and Resources, China West Normal University, Nanchong; 637009, China (2) Tropical Eco-agriculture Institute, Yunnan Academy of Agricultural Sciences, Yuanmou; 651300, China ","Qin, Fachao(larcqfc@163.com) ","Acta Geochimica","Acta Geochim.","","Science Press","37","6","854-866","December 1, 2018","","","","2018","English","20960956","23657499","","10.1007/s11631-018-0299-y","","","","","","","Journal article (JA)","Gully systems and watersheds are geomorphic units with clear boundaries that are relatively independent of basin landscapes and play an important role in natural geography. In order to explore the morphological characteristics of gully systems and watersheds in the Dry-Hot Valley [South West (SW) China], gullies are interpreted from online Google images with high resolution and watersheds are extracted from digital elevation model at a scale of 1:50,000. The results show that: (1) There are 17,382 gullies (with a total area of 1141.66 km2) and 42 watersheds in the study area. (2) The average gully density of the study area (D) is 4.29 km/km2, gully frequency (F) is 14.39 gullies/km2, the branching ratio (B) is 5.13, the length ratio (L) is 3.12, and the coefficient of the main and tributary gullies (M) is 0.06. The degree of gully erosion is strong to extremely strong, the main development intensity of gully erosion ranges from intense to moderate, and the type of gully system is tributary. (3) The watershed areas (A) are between 0.39 and 96.43 km2, the relief ratio (R) is from 0.10 to 0.19, the circularity ratio (C) is from 0.30 to 0.83, the texture ratio (T) is from 0.82 to 39.35, and the dominant geomorphological texture type is fine. (4) There is a quantitative relationship between F and D:F = 0.624D2 (R =0.84) and T is closely related to D, F, M (R2 > 0.7). A, R and C are related to M (R2 > 0.5). The development of gully systems is the result of coupling effects between multiple factors. In this area, the degree of erosion and the condition of the main and tributary gullies can be controlled by the degree of topographic breakage in the watershed, which provides some theoretical basis for the evaluation of gully erosion by the latter. In addition, the scale, relief, and shape have a significant impact on the locations of the main and tributary gullies. For tributary gullies, attention should be paid to the interception and control of runoff and sediment in the small confluence branches in order to prevent gully expansion and head advance. These features can inform the development of targeted measures for the control of soil erosion. © 2018, Science Press, Institute of Geochemistry, CAS and Springer-Verlag GmbH Germany, part of Springer Nature.","39","Landforms","Erosion - Online systems - Soil conservation - Watersheds","Degree of erosion - Digital elevation model - Dry-hot valleys - Gully system - Morphological characteristic - Multiple factors - Quantitative relationships - Runoff and sediments",,"Number: ESP201301, Acronym: -, Sponsor: Education Department of Sichuan Province; Number: 16ZB0182, Acronym: -, Sponsor: Education Department of Sichuan Province; Number: 17YC105, Acronym: CWNU, Sponsor: China West Normal University; Number: 2017JY0189, Acronym: SPDST, Sponsor: Department of Science and Technology of Sichuan Province; ","Acknowledgements The authors are grateful for financial support from the Meritocracy Research Funds of China West Normal University (17YC134, 17YC105), Project of Sichuan Provincial Department of Education and Ecological Security Key Laboratory of Sichuan Province (ESP201301), the Project of Science & Technology Department of Sichuan Province (2018SZ0337, 2017JY0189), the Project of Sichuan Provincial Department of Education (16ZB0182, 18TD0025, 18ZA0465).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on complex 3D tree modeling based on L-system","20181705111210","","Gang, Chen (1, 2); Bin, Chen (2, 3); Yuming, Liu (4); Hui, Li (4) ","(1) Chengdu Institute of Computer Application, Chinese Academy of Sciences, Chengdu; 610041, China (2) University of Chinese Academy of Sciences, Beijing; 100049, China (3) Guangzhou Institute of Electric Technology, Chinese Academy of Science, Guangzhou; 510070, China (4) Electronic Dispatch Control Center of Yunnan Power Grid Group Co. LTD, China ","Gang, Chen(chengangfzu@foxmail.com) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","China University of Petroleum; Sun Yat-sen University","Institute of Physics Publishing","322","6","","March 29, 2018","2017 International Symposium on Application of Materials Science and Energy Materials, SAMSE 2017 - Chapter 5 Artificial Intelligence","","6 of 7","2018","English","17578981","1757899X","","10.1088/1757-899X/322/6/062005","062005","2017 International Symposium on Application of Materials Science and Energy Materials, SAMSE 2017","December 28, 2017 - December 29, 2017","Shanghai, China","135775","","Conference article (CA)","L-system as a fractal iterative system could simulate complex geometric patterns. Based on the field observation data of trees and knowledge of forestry experts, this paper extracted modeling constraint rules and obtained an L-system rules set. Using the self-developed L-system modeling software the L-system rule set was parsed to generate complex tree 3d models.The results showed that the geometrical modeling method based on l-system could be used to describe the morphological structure of complex trees and generate 3D tree models. © Published under licence by IOP Publishing Ltd.","7","Forestry","Iterative methods","Field observation data - Geometric patterns - Geometrical modeling - Iterative systems - L-systems - Model constraints - Morphological structures - Rule set","921.6 Numerical Methods",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Effect of Concrete Creep on the displacement of single tower single cable plane Extradosed Cable-stayed Bridge","20181705041197","","Shi, Jing-Xian (1); Ran, Zhi-Hong (2) ","(1) Oxbridge College, Kunming University of Science and Technology, KunMing; 650106, China (2) Yunnan University, KunMing; 650106, China ","","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","","Institute of Physics Publishing","128","1","","March 26, 2018","3rd International Conference on Energy Equipment Science and Engineering, ICEESE 2017","","1 of 1","2018","English","17551307","17551315","","10.1088/1755-1315/128/1/012091","012091","2017 3rd International Conference on Energy Equipment Science and Engineering, ICEESE 2017","December 28, 2017 - December 31, 2017","Beijing, China","135642","","Conference article (CA)","Extradossed Cable-stayed Bridge is both cable-stayed Bridge and Continuous rigid frame bridge mechanics feature, Beam is the main force components, cable is supplement.This article combined with a single tower and single cable plane Extradossed cable-stayed bridge in Yunnan, use different creep calculation models and analysis deflection caused by creep effects. The results showing that deflection caused by creep effect is smaller than the same span continuous rigid frame bridge, the value is about 2cm. On the other hand the deflection is increasing with ambient humidity decreases, therefore in the dry environment the calculation model is relatively large in the pre-camber. In the choice of RC creep model is significant in the dry areas. © Published under licence by IOP Publishing Ltd.","10","Cable stayed bridges","Cables - Creep - Rigidity","Ambient humidity - Calculation models - Concrete creep - Continuous rigid frame bridges - Creep calculations - Dry environment - Extradosed cable-stayed bridges - Force component","401.1 Bridges - 951 Materials Science",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Medical image fusion based on variational and nonlinear structure tensor","20183805818711","","Wang, Xiaobei (1); Nie, Rencan (1, 2); Guo, Xiaopeng (1) ","(1) School of Information Science and Engineering, Yunnan University, Kunming Yunnan, China (2) School of Automation, Southeast University, Nanjing; 210096, China ","Wang, Xiaobei(18314475549@163.com) ","MATEC Web of Conferences","MATEC Web Conf.","","EDP Sciences","189","","","August 10, 2018","2018 2nd International Conference on Material Engineering and Advanced Manufacturing Technology, MEAMT 2018","","1 of 1","2018","English","","2261236X","","10.1051/matecconf/201818910021","10021","2nd International Conference on Material Engineering and Advanced Manufacturing Technology, MEAMT 2018","May 25, 2018 - May 27, 2018","Beijing, China","139050","","Conference article (CA)","Medical image fusion plays an important role in detection and treatment of disease. Although numerous medical image fusion methods have been proposed, most of them decrease the contrast and lose the image information. In this paper, a novel MRI and CT image fusion method is proposed combining rolling guidance filter, structure tensor, and nonsubsampled shearlet transform (NSST). First, the rolling guidance filter and the sum-modified laplacian (SML) operator are introduced in the algorithm to construct the weight maps in non-linear domain, then the fused gradient is firstly obtained by a new weighted structure tensor fusion method, and the fused image is firstly acquired in NSST domain, finally, a new energy functional is defined to constrain the gradient and pixel information of the final fused image close to the pre-fused gradient and the pre-fused image, experimental results show that the proposed method can retain the edge information of source images effectively and preserve the reduction of contrast. © 2018 The Authors, published by EDP Sciences.","9","Image fusion","Computerized tomography - Edge detection - Image processing - Magnetic resonance imaging - Manufacture - Medical imaging - Tensors","Edge information - Image information - Nonlinear structure tensor - Pixel information - Shearlet transforms - Source images - Structure tensors - Sum-Modified-Laplacian","537.1 Heat Treatment Processes - 723.2 Data Processing and Image Processing - 723.5 Computer Applications - 746 Imaging Techniques - 921.1 Algebra","Number: 61365001, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61463052, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research was financially supported by the National Natural Science Foundation of China (nos. 61463052 and 61365001).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The effects of Ga3+substitution on local structure and photoluminescence of Tb3Al5O12:Ce garnet phosphor","20180704805282","","Bi, Jun (1, 2, 3); Wang, Xuejiao (4); Molokeev, Maxim S. (5, 6, 7); Zhu, Qi (1, 2); Li, Xiaodong (1, 2); Chen, Jialin (3); Sun, Xudong (1, 2); Kim, Byung-Nam (8); Li, Ji-Guang (1, 2, 8) ","(1) Key Laboratory for Anisotropy and Texture of Materials (Ministry of Education), Northeastern University, Shenyang; Liaoning; 110819, China (2) Institute of Ceramics and Powder Metallurgy, School of Materials Science and Engineering, Northeastern University, Shenyang; Liaoning; 110819, China (3) State Key Laboratory of Advanced Technologies for Comprehensive Utilization of Platinum Metals, Kunming Institute of Precious Metal, Kunming; Yunnan; 650106, China (4) College of New Energy, Bohai University, New Songshan District, Jinzhou; Liaoning; 121013, China (5) Laboratory of Crystal Physics, Kirensky Institute of Physics, Federal Research Center KSC SB RAS, Krasnoyarsk; 660036, Russia (6) Department of Physics, Far Eastern State Transport University, Khabarovsk; 680021, Russia (7) Siberian Federal University, Krasnoyarsk; 660041, Russia (8) Research Center for Functional Materials, National Institute for Materials Science, 1-1 Namiki, Tsukuba; Ibaraki; 305-0044, Japan ","Wang, Xuejiao(wangxuejiao@bhu.edu.cn) ","Ceramics International","Ceram Int","","Elsevier Ltd","44","7","8684-8690","May 2018","","","","2018","English","02728842","","","10.1016/j.ceramint.2018.02.104","","","","","","CINNDH","Journal article (JA)","(Tb0.985Ce0.015)3(Al1-xGax)5O12garnet phosphors (x = 0, 0.1, 0.2, 0.3, and 1.0) were prepared by calcining their coprecipitated precursors in air at 1500 °C, followed by reduction in hydrogen at 1200 °C. Rietveld refinement of the XRD results suggested that the Ga dopant predominantly resides at the octahedral Al site of the garnet lattice. Ga doping led to linearly expanded lattice constant, cell volume and theoretical density of the garnet compound and successively lower intensity and longer average fluorescence lifetime of the ~ 570 nm emission of Ce3+. Blue shifted emission and 4f(2F5/2)→5d1(E2g) excitation and red shifted 4f(2F5/2)→5d2(E2g) excitation were also observed for the Ce3+activator at a higher Ga content. The phenomena were interpreted by considering the band structure of the host, distortion of the CeO8polyhedron, and centroid shift and field splitting of the Ce3+5d energy levels. © 2018 Elsevier Ltd and Techna Group S.r.l.","30","Garnets","Cerium compounds - Crystal structure - Doping (additives) - Gallium - Phosphors - Photoluminescence - Rietveld refinement","Blue shifted emissions - Co-precipitated - Fluorescence lifetimes - Ga doping - Garnet lattices - Garnet phosphors - Local structure - Theoretical density","549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 741.1 Light/Optics - 801 Chemistry - 933.1.1 Crystal Lattice","Number: 20170520103, Acronym: -, Sponsor: Doctoral Start-up Foundation of Liaoning Province; Number: 17-52-53031, Acronym: RFBR, Sponsor: Russian Foundation for Basic Research; Number: 51672039, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51702020, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Funded in part by the National Natural Science Foundation of China (Grant nos. 51672039 and 51702020 ), the Doctoral Research Fund of Liaoning Province (Grant no. 20170520103 ), and the Russian Foundation for Basic Research ( 17-52-53031 ). Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Increase in IgG-binding Capacity of Recombinant Protein a Immobilized on Heterofunctional Amino and Epoxy Agarose","20183405734984","","Zhang, Xufeng (1); Duan, Ya (1); Han, Nanyu (2, 3); Wu, Yunsong (4) ","(1) College of Chemistry and Chemical Engineering, Yunnan Normal University, Kunming; 650500, China (2) School of Life Sciences, Yunnan Normal University, Kunming; 650500, China (3) Engineering Research Center of Sustainable and Utilization of Biomass Energy, Ministry of Education, Yunnan Normal University, Kunming; 650500, China (4) Blood Purification Center, First People's Hospital of Kunming, Kunming; 650500, China ","Zhang, Xufeng(xfzhang_ynnu@126.com) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","381","1","","August 16, 2018","4th Annual International Workshop on Materials Science and Engineering, IWMSE 2018","","1 of 1","2018","English","17578981","1757899X","","10.1088/1757-899X/381/1/012042","012042","4th Annual International Workshop on Materials Science and Engineering, IWMSE 2018","May 18, 2018 - May 20, 2018","Xi'an, Shanxi, China","138632","","Conference article (CA)","Protein an affinity materials were widely used in purification of monoclonal antibodies and treatment of autoantibody-associated diseases. Due to the low binding capacity of protein A affinity materials compared to other ion exchange materials, protein A affinity materials are often discussed to be the bottleneck among current purification processes and diseases treatment. In this study, the heterofunctional amino and epoxy agarose was used to immobilize the recombinant protein A (rSpA). The immobilization courses of rSpA and the effect of pH and ionic strength and amino density of the heterofunctional supports on the coupling efficiencies of rSpA were investigated. The optimum conditions for rSpA immobilized on the heterofuntional supports were determined as pH 8.0, the ionic strength of 5 mM borate buffer, and the amino density of 15 μmol g-1. Moreover, the 3D structure of B domain from protein A was analyzed by PyMol software and the web-based program MemBrain. The most likely immobilization sites of B domain were located at the Lys-49 and Lys-50, exposing the IgG-binding pocket to the medium. After immobilization, the remaining epoxy groups were blocked with the ethanolamine to obtain the rSpA affinity materials with different ligand density for antibody adsorption from the human plasma. The static and dynamic IgG-binding capacities were determined to be 42 and 32 mg g-1, respectively. The high IgG-binding capacities could be attributed to the oriented attachment of rSpA on the heterofunctional supports, and these results demonstrate that the heterofunctional amino and epoxy agarose is very promising to permit the oriented covalent attachment of rSpA, and that way to prepare affinity materials with high binding capacity. © 2018 Institute of Physics Publishing. All rights reserved.","27","Recombinant proteins","Binding sites - Diseases - Ion exchange - Ionic strength - Monoclonal antibodies - Purification","Antibody adsorptions - Coupling efficiency - Covalent attachment - Ion-exchange materials - Optimum conditions - Oriented attachment - Purification process - Web-based programs","461.9.1 Immunology - 801.2 Biochemistry - 801.4 Physical Chemistry - 802.2 Chemical Reactions - 804.1 Organic Compounds","Number: 2014FB139, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2014Z046, Acronym: -, Sponsor: Yunnan Provincial Department of Education; Number: 21464017, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research was financially supported by the National Science Foundation of China (Grant No. 21464017), Natural Science Foundation of Yunnan Province (Grant No. 2014FB139), and Science Research Foundation of Yunnan Provincial Education Department (Grant No. 2014Z046).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Phosphoric acid pretreatment enhances the specific surface areas of biochars by generation of micropores","20181905174332","","Chu, Gang (1); Zhao, Jing (1); Huang, Yu (1); Zhou, Dandan (1); Liu, Yang (1); Wu, Min (1); Peng, Hongbo (1); Zhao, Qing (2); Pan, Bo (1); Steinberg, Christian E.W. (3) ","(1) Faculty of Environment Science and Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650500, China (2) Institute of Applied Ecology, Chinese Academy of Sciences, Shenyang; 110016, China (3) Faculty of Life Sciences, Institute of Biology, Freshwater and Stress Ecology, Humboldt-University at Berlin, Arboretum, Späthstr. 80/81, Berlin; 12437, Germany ","Pan, Bo(panbocai@gmail.com) ","Environmental Pollution","Environ. Pollut.","","Elsevier Ltd","240","","1-9","September 2018","","","","2018","English","02697491","18736424","","10.1016/j.envpol.2018.04.003","","","","","","ENPOEK","Journal article (JA)","Biochars are being increasingly applied in soil for carbon sequestration, fertility improvement, as well as contamination remediation. Phosphoric acid (H3PO4) pretreatment is a method for biochar modification, but the mechanism is not yet fully understood. In this work, biochars and the raw biomass were treated by H3PO4 prior to pyrolysis. Due to an acid catalysis and crosslink, the micropores of the pretreated particles were much more than those without H3PO4 pretreatment, resulting in the dramatical enhancement of specific surface areas of the pretreated particles. Crystalline cellulose (CL) exhibited a greater advantage in the formation of micropores than of amorphous lignin (LG) with H3PO4 modification. The formation mechanisms of micropores were: (a) H+ from H3PO4 contributes to micropores generation via H+ catalysis process; (b) the organic phosphate bridge protected the carbon skeleton from micropore collapse via the crosslinking of phosphate radical. The sorption capacities to carbamazepine (CBZ) and bisphenol A (BPA) increased after H3PO4 modification, which is ascribed to the large hydrophobic surface areas and more abundant micropores. Overall, H3PO4 pretreatment produced biochars with large surface area and high abundance of porous structures. Furthermore, the H3PO4 modified biochars can be applied as high adsorbing material as well as P-rich fertilizer. H3PO4 pretreatment enhances the sorption of organic pollutants on biochars by generation of micropores. © 2018 Elsevier Ltd","49","Microporosity","Amides - Carbon - Catalysis - Hydrophobicity - Organic pollutants - Phosphoric acid - Sorption - Specific surface area - Surface chemistry","Biochars - Carbon sequestration - Crystalline cellulose - H3PO4 treatment - Hydrophobic surfaces - Micropores - Organic contaminant - Sorption capacities",,"Number: 41663013, Acronym: -, Sponsor: National Natural Science Foundation of China; Number: 2016FA040, Acronym: -, Sponsor: -; ","This research was supported by National Natural Scientific Foundation of China ( 41663013 , U1602231 and 41703121 ), and Yunnan applied basic research project ( 2016FA040 ). Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Lysophospholipids induce innate immune transdifferentiation of endothelial cells, resulting in prolonged endothelial activation","20183205670745","","Li, Xinyuan (1, 2); Wang, Luqiao (1, 3); Fang, Pu (1, 2); Sun, Yu (1, 2); Jiang, Xiaohua (1, 2); Wang, Hong (1, 2); Yang, Xiao-Feng (1, 2) ","(1) Centers for Metabolic Disease Research, Cardiovascular Research, and Thrombosis Research, Temple University Lewis Katz School of Medicine, Philadelphia; PA; 19140, United States (2) Department of Pharmacology, Microbiology, and Immunology, Temple University Lewis Katz School of Medicine, Philadelphia; PA; 19140, United States (3) Department of Cardiovascular Medicine, First Affiliated Hospital of Kunming Medical University, Kunming; Yunnan; 650031, China ","Yang, Xiao-Feng(xfyang@temple.edu) ","Journal of Biological Chemistry","J. Biol. Chem.","","American Society for Biochemistry and Molecular Biology Inc., 9650 Rockville Pike, Bethesda, MD 20814, United States","293","28","11033-11045","2018","","","","2018","English","00219258","1083351X","","10.1074/jbc.RA118.002752","","","","","","JBCHA3","Journal article (JA)","Innate immune cells express danger-associated molecular pattern (DAMP) receptors, T-cell costimulation/coinhibition receptors, and major histocompatibility complex II (MHC-II). We have recently proposed that endothelial cells can serve as innate immune cells, but the molecular mechanisms involved still await discovery. Here, we investigated whether human aortic endothelial cells (HAECs) could be transdifferentiated into innate immune cells by exposing them to hyperlipidemia–up-regulated DAMP molecules, i.e. lysophospholipids. Performing RNA-seq analysis of lysophospholipid-treated HAECs, we found that lysophosphatidylcholine (LPC) and lysophosphatidylinositol (LPI) regulate largely distinct gene programs as revealed by principal component analysis. Metabolically, LPC up-regulated genes that are involved in cholesterol biosynthesis, presumably through sterol regulatory element–binding protein 2 (SREBP2). By contrast, LPI up-regulated gene transcripts critical for the metabolism of glucose, lipids, and amino acids. Of note, we found that LPC and LPI both induce adhesion molecules, cytokines, and chemokines, which are all classic markers of endothelial cell activation, in HAECs. Moreover, LPC and LPI shared the ability to transdifferentiate HAECs into innate immune cells, including induction of potent DAMP receptors, such as CD36 molecule, T-cell costimulation/coinhibition receptors, and MHC-II proteins. The induction of these innate-immunity signatures by lysophospholipids correlated with their ability to induce up-regulation of cytosolic calcium and mitochondrial reactive oxygen species. In conclusion, lysophospholipids such as LPC and LPI induce innate immune cell transdifferentiation in HAECs. The concept of prolonged endothelial activation, discovered here, is relevant for designing new strategiesfor managing cardiovascular diseases. © 2018 Li et al.","59","Endothelial cells","Biochemistry - Chemical activation - Cytology - Genes - Molecules - Phospholipids - Principal component analysis - Proteins - T-cells","Cardio-vascular disease - Human aortic endothelial cells - Lysophosphatidylcholine - Major histocompatibility complex - Molecular mechanism - Reactive oxygen species - Sterol regulatory elements - Trans differentiations","461 Bioengineering and Biology - 801.2 Biochemistry - 804 Chemical Products Generally - 804.1 Organic Compounds - 922.2 Mathematical Statistics - 931.3 Atomic and Molecular Physics","Number: 17SDG33671051, Acronym: AHA, Sponsor: American Heart Association; Number: DK104116, Acronym: NIH, Sponsor: National Institutes of Health; Number: DK113775, Acronym: NIH, Sponsor: National Institutes of Health; Number: HL110764, Acronym: NHLBI, Sponsor: National Heart, Lung, and Blood Institute; Number: HL117654, Acronym: NHLBI, Sponsor: National Heart, Lung, and Blood Institute; Number: HL130233, Acronym: NHLBI, Sponsor: National Heart, Lung, and Blood Institute; Number: HL131460, Acronym: NHLBI, Sponsor: National Heart, Lung, and Blood Institute; Number: HL132399, Acronym: NHLBI, Sponsor: National Heart, Lung, and Blood Institute; Number: HL138749, Acronym: NHLBI, Sponsor: National Heart, Lung, and Blood Institute; Number: -, Acronym: NIDDK, Sponsor: National Institute of Diabetes and Digestive and Kidney Diseases; Number: -, Acronym: NIH, Sponsor: National Institutes of Health; ","This work was supported by Grants HL131460, HL132399, HL138749, HL130233, HL110764, and HL117654 from the NHLBI, National Institutes of Health and Grants DK104116 and DK113775 from the NIDDK, National Institutes of Health (to X.-F. Y. and H. W.) and American Heart Association Scientist Development Grant 17SDG33671051 (to P. F.). The authors declare that they have no conflicts of interest with the contents of this article. The content is solely the responsibility of the authors and does not necessarily represent the official views of the National Institutes of Health.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Online Handwritten New Tai Lue Character Recognition Using SVM","20184406018402","","Yu, Yong (1); Yu, Peng Fei (1); Li, Hai Yan (1); Li, Hong Song (1) ","(1) Yunnan University, School of Information, Kunming, China ","","Proceedings of 2018 2nd IEEE Advanced Information Management, Communicates, Electronic and Automation Control Conference, IMCEC 2018","Proc. IEEE Adv. Inf. Manag., Commun., Electron. Autom. Control Conf., IMCEC","Chongqing Global Union Academy of Science and Technology; Global Union Academy of Science and Technology; IEEE Beijing Section; Xi'an Peihua University","Institute of Electrical and Electronics Engineers Inc.","","","70-74","September 20, 2018","Proceedings of 2018 2nd IEEE Advanced Information Management, Communicates, Electronic and Automation Control Conference, IMCEC 2018","","1 of 1","2018","English","","","9781538618035","10.1109/IMCEC.2018.8469488","8469488","2nd IEEE Advanced Information Management, Communicates, Electronic and Automation Control Conference, IMCEC 2018","May 25, 2018 - May 27, 2018","Xi'an, China","140123","","Conference article (CA)","T36 character recognition technology has been widely developed during these years, but the character recognition study for the new Tai Lue has been lagged. As a result, the digital processes of new Tai Lue have been in troubles. To solve this problem, this paper proposed an online handwritten character recognition method of new Tai Lue based on SVM. Firstly, the handwritten new Tai Lue characters are preprocessed, and then the features of these characters are extracted. Furthermore, the feature set is optimized by Sequential floating backward selection to get a new feature set with small size. Finally, SVM is used to train and test the handwritten new Tai Lue characters with the optimal parameters which obtained by Cross-Validation method. The experimental results whose Top-5 recognition rate reaches 98.86% show that SVM is effective in online handwritten character recognition for new Tai Lue. © 2018 IEEE.","11","Character recognition","Information management","Cross-validation methods - Digital process - Feature sets - Hand written character recognition - New Tai Lue character - Optimal parameter - Recognition rates - Top-5",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on the Influence of Building Materials on Indoor Pollutants and Pollution Sources","20181004863317","","Wang, Yao (1) ","(1) School of Fine Arts, Yunnan Normal University, China ","Wang, Yao(772967536@qq.com) ","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","","Institute of Physics Publishing","108","4","","January 30, 2018","2017 3rd International Conference on Environmental Science and Material Application, ESMA 2017 - 3. Environmental Engineering and Technology","","4 of 5","2018","English","17551307","17551315","","10.1088/1755-1315/108/4/042024","042024","2017 3rd International Conference on Environmental Science and Material Application, ESMA 2017","November 25, 2017 - November 26, 2017","Chongqing, China","134810","","Conference article (CA)","The paper summarizes the achievements and problems of indoor air quality research at home and abroad. The pollutants and pollution sources in the room are analyzed systematically. The types of building materials and pollutants are also discussed. The physical and chemical properties and health effects of main pollutants were analyzed and studied. According to the principle of mass balance, the basic mathematical model of indoor air quality is established. Considering the release rate of pollutants and indoor ventilation, a mathematical model for predicting the concentration of indoor air pollutants is derived. The model can be used to analyze and describe the variation of pollutant concentration in indoor air, and to predict and calculate the concentration of pollutants in indoor air at a certain time. The results show that the mathematical model established in this study can be used to analyze and predict the variation law of pollutant concentration in indoor air. The evaluation model can be used to evaluate the impact of indoor air quality and evaluation of current situation. Especially in the process of building and interior decoration, through pre-evaluation, it can provide reliable design parameters for selecting building materials and determining ventilation volume. © Published under licence by IOP Publishing Ltd.","16","Indoor air pollution","Air quality - Building materials - Chemical analysis - Environmental technology - Forecasting - Quality control","Design parameters - Evaluation modeling - Indoor air pollutants - Indoor air quality - Indoor ventilations - Physical and chemical properties - Pollutant concentration - Pollution sources","451 Air Pollution - 451.2 Air Pollution Control - 454 Environmental Engineering - 913.3 Quality Assurance and Control",,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
