Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Umine: Study on prevalent co-locations mining from uncertain data sets","20182605381991","Wu, Pingping (1); Wang, Lizhen (2); Yang, Wenjing (1); Su, Zhulin (1) ","(1) Dianchi College of Yunnan University, Kunming, China (2) School of Information Science and Engineering, Yunnan University, Kunming, China ","Wu, Pingping(fjwpingping@126.com) ","Communications in Computer and Information Science","Commun. Comput. Info. Sci.","","Springer Verlag","849","","472-481","2018","Geo-Spatial Knowledge and Intelligence - 5th International Conference, GSKI 2017, Revised Selected Papers","2 of 2","2018","English","18650929","","9789811308956","10.1007/978-981-13-0896-3_47","","5th International Conference on Geo-Spatial Knowledge and Intelligence, GSKI 2017","December 8, 2017 - December 10, 2017","Chiang Mai, Thailand","214469","","Conference article (CA)","We can collect a large amount of spatial data by utilizing sensor positioning technology and wearable devices. However, most of the acquired data are uncertain because of the gaps in data collection or to maintain subject privacy. Thus, we investigate co-location pattern mining problem in the context of uncertain data. The prevalent co-location pattern under uncertain environments has two different definitions. The first definition, referred as the expected prevalent co-location, employs the expected interest degree of co-location to measure whether this pattern is frequent. The second definition, referred as the probabilistic prevalent co-location, uses the probabilistic formulations to measure frequency. Here a novel system called UMine is proposed to compare this two different definitions with a user-friendly interface. The core of a system such as this is the mining algorithm, and UMine is integrated with the expected mining method, probabilistic mining method, and approximate mining method. In this paper, the system is introduced in detail, and the comparison between these two types of definitions is implemented. The experimental results show that the difference between these two definitions’ result sets changes as the threshold changes. By flexibly adjusting the parameters, users can observe interesting patterns in the data. In addition, the demonstration provides data generation and preprocessing function while showing its practicality for either real-world or synthetic data sets. The study can also provide support for the further uncertain Co-location patterns mining research. © Springer Nature Singapore Pte Ltd. 2018.","15","Data visualization","Data mining - Flow visualization - Location - Wearable technology","Co-location patterns - Possible worlds - Probabilistic formulation - Spatial co-location patterns - Uncertain data sets - Uncertain datas - Uncertain environments - User friendly interface","631.1 Fluid Flow, General - 723.2 Data Processing and Image Processing","Number: 2016ZZX304, Acronym: -, Sponsor: Applied Basic Research Foundation of Yunnan Province; ","Acknowledgment. This paper was supported by the Research Foundation of Educational Department of Yunnan Province (No. 2016ZZX304).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Multi-mass trammel pendulum model of fluid lateral sloshing for tank vehicle","20185206305398","Yang, Xiu-Jian (1); Xing, Yun-Xiang (1); Wu, Xiang-Ji (1); Zhang, Kun (1) ","(1) Faculty of Transportation Engineering, Kunming University of Science and Technology, Kunming; Yunnan; 650500, China ","","Jiaotong Yunshu Gongcheng Xuebao/Journal of Traffic and Transportation Engineering","Jiaotong Yunshu Gongcheng Xuebao","","Chang'an University","18","5","140-151","October 1, 2018","","","2018","Chinese","16711637","","","","","","","","","","Journal article (JA)","To deeply investigate the lateral dynamics of tank vehicle, the equivalent mechanical model of fluid lateral sloshing for a tank with elliptical(circular) sectional shape was studied. The predicting precision of the trammel pendulum(TP) model was evaluated by the computational fluid dynamics (CFD) software FLUENT, and the effects of fill level, tank sectional ellipticity, and excitation frequency on the model's predicting precision were analyzed. A generalized multi-mass TP model was proposed, the mass and distance between each part of fluid pendulum were reasonably distributed to adapt to the variations in tank sectional ellipticity and fill level. The dynamics equation for the generalized multi-mass TP model was derived based on the Lagrange approach. The method to determine the parameters of mass ratio and distance between the two masses, and the fitting formulas of double mass TP(DMTP) model were presented. The predicting precision of the proposed DMTP model was evaluated by the CFD method. Analysis result shows that the sloshing moment gained from the TP model is generally less than that computed by the CFD method, and the predicting error generally increases as the fill level increases. The predicting error of the peak sloshing moment increases from 15% to 65% when the fill level increases from 30% to 80%. This is mainly because the TP model is fitted under the conditions of small initial fluid incline angle and free sloshing. When the fill level and sloshing frequency are relatively high, both the length of pendulum arm and the sloshing fluid mass are less than the actual cases. The proposed DMTP model presents a relatively stable and high predicting precision in most conditions of fill levels, tank sectional ellipticities and excitation frequencies. Comparing with the TP model, when excitation frequency is 0.2 and 0.3 Hz, respectively, the mean value of the root mean square error(RMSE) of the predicted maximum sloshing moment in the DMTP model decreases by 54.2% and 43.9%, respectively, and the standard deviation decreases by 45.1% and 31.2%, respectively. The predicting precision of the proposed DMTP model is obviously higher than that of the TP model, and the DMTP model can especially well make up for the deficiency of low predicting precision of the TP model in the case of high fill level. 22 figs, 31 refs. © 2018, Editorial Department of Journal of Traffic and Transportation Engineering. All right reserved.","31","Computational fluid dynamics","Automotive engineering - Errors - Fits and tolerances - Forecasting - Mean square error - Pendulums - Tanks (containers) - Vehicles","Equivalent mechanical models - Excitation frequency - Fluid sloshing - Root mean square errors - Sloshing frequency - Standard deviation - Tank vehicles - Vehicle dynamics","619.2 Tanks - 664 Automotive Engineering, General - 723.5 Computer Applications - 922.2 Mathematical Statistics",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Synthesis of isoamoxyphthalocyanine-attapulgite composites and its efficient photocatalytic degradation of malachite green under visible-light irradiation","20174904493712","Ju, Lijun (1); Zhang, Yuzhe (2); Xu, Henan (3); Li, Beibei (2); Li, Zhongyu (1, 2); Xu, Song (1) ","(1) Jiangsu Key Laboratory of Advanced Catalytic Materials and Technology, School of Petrochemical Engineering, Changzhou University, Changzhou; 213164, China (2) School of Environmental and Safety Engineering, Changzhou University, Changzhou; 213164, China (3) PetroChina Southwest Pipeline Company, Dehong State, Yunnan; 678400, China ","Li, Zhongyu(zhongyuli@mail.tsinghua.edu.cn) ","Journal of Materials Science: Materials in Electronics","J Mater Sci Mater Electron","","Springer New York LLC","29","5","3876-3883","March 1, 2018","","","2018","English","09574522","1573482X","","10.1007/s10854-017-8325-0","","","","","","","Journal article (JA)","Immobilizing of attapulgite into phthalocyanine not only enhanced the catalytic efficiency of metal phthalocyanine compound materials but also prevented the aggregation of phthalocyanines. Therefore, a novel isoamoxyphthalocyanine-attapulgite (ZnPc(3-iso-PeO)4-ATP) composites were fabricated by the ultrasonic impregnation menthod. The as-prepared ZnPc(3-iso-PeO)4-ATP composites were characterized by powder X-ray diffraction, Fourier transform infrared spectra, scanning electron microscopy (SEM), transmission electron microscopy, thermogravimetric analysis and UV–Vis diffuse reflectance spectroscopy spectra. The photocatalytic activities of as-obtained photocatalysts were measured by the degradation of malachite green (MG) under visible-light irradiation. The optimal conditions for the degradation of MG were determined with changing kind of catalysts and the ratio of phthalocyanine to attapulgite. In the ZnPc(3-iso-PeO)4-ATP system, it was demonstrated that preventing the aggregation of phthalocyanines was helpful to enhance the photocatalytic property. It was found that the degradation efficiency of MG reached 70% after 50 min when the ratio of ZnPc(3-iso-PeO)4to ATP was up to 2:1. Furthermore, the possible visible-light photocatalytic mechanism of ZnPc(3-iso-PeO)4-ATP composites for the photodegradation of MG was also discussed. The excellent activity is mainly attributed to its more effective separation of electron–hole pairs. © 2017, Springer Science+Business Media, LLC, part of Springer Nature.","24","Photodegradation","Carbonate minerals - Degradation - Efficiency - High resolution transmission electron microscopy - Irradiation - Light - Photocatalysis - Scanning electron microscopy - Spectroscopy - Thermogravimetric analysis - Transmission electron microscopy - X ray diffraction","Diffuse reflectance spectroscopy - Fourier transform infrared spectra - Photo catalytic degradation - Photocatalytic activities - Photocatalytic property - Powder X ray diffraction - Ultrasonic impregnation - Visible-light irradiation","482.2 Minerals - 741.1 Light/Optics - 741.3 Optical Devices and Systems - 801 Chemistry - 802.2 Chemical Reactions - 913.1 Production Engineering","Number: CJ20140053, Acronym: -, Sponsor: Natural Science Foundation of Tianjin City; Number: BK20150259, Acronym: -, Sponsor: Natural Science Foundation of Jiangsu Province; ","Fig. 13 TOC diagram of ZnPc(3-iso-PeO)4, ZnPc(3-iso-PeO)4-ATP (2:1) and oxidized-ATP Acknowledgements This work was financially supported by the Natural Science Foundation of Jiangsu Province, China (BK20150259) and the Natural Science Foundation of Changzhou City, China (CJ20140053).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Anatase TiO2 single crystals with dominant {0 0 1} facets: Synthesis, shape-control mechanism and photocatalytic activity","20181104912955","Tong, Huifen (1); Zhou, Yingying (1); Chang, Gang (1); Li, Pai (1); Zhu, Ruizhi (2); He, Yunbin (1) ","(1) Hubei Collaborative Innovation Center for Advanced Organic Chemical Materials, Hubei Key Lab of Ferro & Piezoelectric Materials and Devices, Ministry-of-Education Key Laboratory for the Green Preparation and Application of Functional Materials, School of Materials Science and Engineering, Hubei University, No. 368 Youyi Avenue, Wuchang, Wuhan; 430062, China (2) Key Laboratory of Tobacco Chemistry of Yunnan Province, R&D Center of China Tobacco Yunnan Industrial Co., Ltd., China ","Chang, Gang(changgang@hubu.edu.cn) ","Applied Surface Science","Appl Surf Sci","","Elsevier B.V.","444","","267-275","30 June 2018","","","2018","English","01694332","","","10.1016/j.apsusc.2018.03.069","","","","","","ASUSEE","Journal article (JA)","Anatase TiO2 micro-crystals with 51% surface exposing highly active {0 0 1} facets are prepared by hydrothermal synthesis using TiF4 as Ti resource and HF as morphology control agent. In addition, anatase TiO2 single crystals exposing large {0 0 1} crystal facets are facilely synthesized with “green” NaF plus HCl replacing HF for the morphology control. A series of comparative experiments are carried out for separately studying the effects of F− and H+ concentrations on the growth of TiO2 crystals, which have not been understood very much in depth so far. The results indicate that both F− and H+ synergistically affect the synthesis of truncated anatase octahedrons, where F− is preferentially adsorbed on the {0 0 1} facets resulting in lateral growth of these facets and H+ adjusts the growth rate of anatase TiO2 along different orientations by tuning the hydrolysis rate. Based on this information, anatase TiO2 single crystals with small size (1.3 μm) and large exposure of {0 0 1} facets (45%) are successfully prepared under optimal conditions ([H+]/[F−] = 20:1). Photocatalytic activities of the as-prepared products toward methylene blue photo-degradation are further tested. It is revealed that both crystal size and percentage of {0 0 1} facets are decisive for the photocatalytic performance, and the crystals with a small size (1.3 μm) and large exposure of {0 0 1} facets (45%) are catalytically most active. This work has clarified the main factors that control the growth process and morphology of anatase TiO2 single crystals for achieving superior photocatalytic properties. © 2018 Elsevier B.V.","35","Single crystals","Aromatic compounds - Chlorine compounds - Hydrothermal synthesis - Morphology - Photocatalysis - Sodium compounds - Titanium dioxide","Anatase TiO2 - Comparative experiments - Morphology control - Optimal conditions - Photocatalytic activities - Photocatalytic performance - Photocatalytic property - Shape control","802.2 Chemical Reactions - 804.1 Organic Compounds - 804.2 Inorganic Compounds - 933.1 Crystalline Solids - 951 Materials Science","Number: 11774082, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 2015CFA119, Acronym: -, Sponsor: Natural Science Foundation of Hubei Province; Number: 2016AAA031, Acronym: -, Sponsor: Natural Science Foundation of Hubei Province; Number: 51572073, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 51672074, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work is financially supported by the National Natural Science Foundation of China (Grant Nos. 51572073, 51672074, 11774082), Natural Science Foundation of Hubei Province (Grant Nos. 2015CFA119, 2016AAA031), the Key Laboratory of Tobacco Chemistry Foundation of Yunnan Province (Grant No. 2016539200340109), Wuhan Youth Science and Technology Morning Program (Grant No. 2014072704011252), and Wuhan international scientific and technological cooperation project (Grant No. 2016030409020222).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A probabilistic method to enhance understanding of nutrient limitation dynamics of phytoplankton","20174604411663","Liang, Zhongyao (1); Wu, Sifeng (1); Chen, Huili (1); Yu, Yanhong (2); Liu, Yong (1) ","(1) College of Environmental Science and Engineering, Key Laboratory of Water and Sediment Sciences (MOE), Peking University, Beijing; 100871, China (2) Yunnan Key Laboratory of Pollution Process and Management of Plateau Lake-Watershed, Kunming; 650034, China ","Liu, Yong(yongliu@pku.edu.cn) ","Ecological Modelling","Ecol. Model.","","Elsevier B.V.","368","","404-410","January 24, 2018","","","2018","English","03043800","","","10.1016/j.ecolmodel.2017.11.004","","","","","","ECMODT","Journal article (JA)","Determination of the limiting nutrient of phytoplankton is critical to the lake eutrophication management. The average value of total nitrogen/total phosphorus (TN/TP) ratio is widely used to determine the limiting nutrient; while it suffers from the risk of the incorrect description of data and neglecting dynamics of the nutrient limitation. A probabilistic method was thereby proposed in this study to explore dynamics of nutrient limitation, including (a) indicator definition as the probability of TN/TP ratio failing in Redfield ratio line (PFR), indicating the possibility of TN limitation, to improve a probabilistic measure for the nutrient limitation; (b) Bayesian ANOVA analysis for posterior distributions of different treatments; and (c) dynamics determination as PFRs to show dynamics of nutrient limitation. Lake Xingyun in Southwestern China was taken as a case to explore the interannual and seasonal dynamics of the nutrient limitation. According to modeling results, we deducted that (a) for the interannual dynamics, the limiting nutrient shifted from TP to TN; and (b) for the seasonal dynamics, TN and TP were co-limiting. Deductions were further confirmed by the observed data. With the proposed probabilistic method, the co-limitation of TN and TP was identified for the seasonal dynamics; while using the average ratio solely denied the possibility of co-limitation. The current study also revealed that, due to neglecting the interannual and seasonal dynamics of nutrient limitation, the average ratio might mislead the eutrophication management strategy by recommending reducing TN and TP concentration together. The proposed probabilistic method demonstrated that TN was the limiting nutrient during the growing season of the phytoplankton in recent years and actions should focus on the TN concentration reduction. © 2017 Elsevier B.V.","63","Nutrients","Analysis of variance (ANOVA) - Dynamics - Eutrophication - Lakes - Phytoplankton - Probability distributions","Bayesian - Concentration reduction - Management strategies - Posterior distributions - Probabilistic measures - Probabilistic methods - Seasonal dynamics - TN/TP ratio","471 Marine Science and Oceanography - 922 Statistical Methods - 922.1 Probability Theory","Number: 2015CB458900, Acronym: -, Sponsor: -; Number: 51721006, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by National Basic Research Program of China (2015CB458900) and the National Natural Science Foundation of China (No. 51721006). Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Flotation of carbon from a vanadium leaching residue of unroasted stone coal","20183905847658","Lv, Hao-Zi (1); Xie, Xian (1); Tong, Xiong (1); Chen, Lu-Zheng (1); Chen, Yu-Meng (1) ","(1) Faculty of Land Resource Engineering, Kunming University of Science and Technology, Kunming, Yunnan; 650093, China ","Xie, Xian(xianxie2008@kmust.edu.cn) ","International Journal of Oil, Gas and Coal Technology","Int. J. Oil Gas Coal Technol.","","Inderscience Enterprises Ltd.","19","2","217-229","2018","","","2018","English","17533317","17533309","","10.1504/IJOGCT.2018.10015550","","","","","","","Journal article (JA)","The purpose of this study is to investigate the feasibility of carbon recovery through flotation from a vanadium leaching residue of unroasted stone coal. The flotation process was investigated by way of pH measurement, X-ray diffraction (XRD) and scanning electron microscopy-energy dispersive spectroscopy (SEM-EDS). The washing-flotation test shows that some soluble substances in the residue inhibit coal flotation. The pH tests and dosage tests for sodium hydroxide and lime indicate that the precipitation of calcium sulphate in the pulp is disadvantageous to flotation. Besides, the sodium silicate is found to be beneficial to the flotation, and colloidal H4SiO4 is major active constituent in the pulp. Under optimal flotation conditions, a flotation concentrate was produced at a mass weight of 12.48%, with ash and combustible recovery products at 47.86% and 59.92%, respectively. Flotation is proved to have been an effective method for carbon recovery from vanadium leaching residues of unroasted stone coal. Copyright © 2018 Inderscience Enterprises Ltd.","20","Flotation","Carbon - Coal - Energy dispersive spectroscopy - Leaching - Lime - Metal recovery - Scanning electron microscopy - Silicates - Sodium hydroxide - Sulfur compounds - Vanadium","Active constituents - Calcium sulphate - Coal flotation - Combustible recovery - Flotation process - Flotation tests - Soluble substances - Stone coal","524 Solid Fuels - 543.6 Vanadium and Alloys - 802.3 Chemical Operations - 804 Chemical Products Generally - 804.2 Inorganic Compounds","Number: -, Acronym: KUST, Sponsor: Kunming University of Science and Technology; Number: 2012BAB07B01, Acronym: -, Sponsor: -; ","Xian Xie is a Professor of Mineral Processing Engineering and has received his PhD in Marmatite Flotation from the Kunming University of Science and Technology, China. He has over ten years experience in academia and has been engaged in over 20 research projects supported by national and international","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Co-precipitation synthesis of alumina doped yttria stabilized zirconia","20174304313363","Xiao, Jie (1); Han, Qiaolin (2); Yu, Fangyong (2, 3); Zhang, Yanjia (1); Wu, Hao (1); Li, Xue (1); Zeng, Xiaoyuan (1); Dong, Peng (1); Zhang, Yingjie (1); Liu, Jiang (2) ","(1) National and Local Joint Engineering Laboratory for Lithium-ion Batteries and Materials Preparation Technology, Key Laboratory of Advanced Battery Materials of Yunnan Province, Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming; 650093, China (2) Guangzhou Key Laboratory of Surface Chemistry of Energy Materials, New Energy Research Institute, School of Environment and Energy, South China University of Technology, Guangzhou; 510006, China (3) School of Chemical Engineering, Shandong University of Technology, Zibo; 255049, China ","Zhang, Yingjie(zyjkmust@126.com) ","Journal of Alloys and Compounds","J Alloys Compd","","Elsevier Ltd","731","","1080-1088","January 15, 2018","","","2018","English","09258388","","","10.1016/j.jallcom.2017.10.130","","","","","","JALCEU","Journal article (JA)","Co-precipitation method is applied to fabricate different amount of Al2O3–doped yttria stabilized zirconia (YSZ). The crystal phase, microstructure and electrical properties of the sample with access of Al2O3are studied by X-ray diffraction (XRD), scanning electron microscope (SEM) and electrochemical impedance spectroscopy (EIS), simultaneously a comparison is made with pure YSZ. When doping weight percentage of Al2O3varies from 0 to 4%, the grain size decreases and existence of Al2O3does not introduce new phase but pure cubic structure of YSZ can be observed. The lattice parameter increases first until doping 1 wt% Al2O3, then decreases with more doping amount. YSZ doped with different amount of Al2O3has different ionic conductivity. As YSZ is doped with 0.5 wt%, 2 wt%, 3 wt% or 4 wt% Al2O3, the total ionic conductivity for each sample is lower than pure YSZ. Among all of the samples, the highest conductivity value belongs to the specimen of YSZ doped with 1 wt% Al2O3owing to increased grain boundaries, reaching to 0.0334 S cm−1. © 2017 Elsevier B.V.","28","Yttria stabilized zirconia","Alumina - Aluminum oxide - Coprecipitation - Crystal microstructure - Electrochemical impedance spectroscopy - Grain boundaries - Ionic conductivity - Scanning electron microscopy - X ray diffraction - Yttrium oxide - Zirconia","Coprecipitation method - Coprecipitation synthesis - Crystal phase - Cubic structure - Grain size - Weight percentages - Yttria-stabilized zirconias (YSZ)","801 Chemistry - 802.3 Chemical Operations - 804.2 Inorganic Compounds - 933.1.1 Crystal Lattice","Number: KKZ3201652004, Acronym: -, Sponsor: -; Number: -, Acronym: -, Sponsor: Analysis and Testing Foundation of Kunming University of Science and Technology; Number: 51604132, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 21276097, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: -, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 14051784, Acronym: -, Sponsor: Applied Basic Research Foundation of Yunnan Province; Number: 2014ZT05N200, Acronym: -, Sponsor: Guangdong Innovative and Entrepreneurial Research Team Program; ","This work was supported by the National Science Foundation of China (NSFC, Grant No. 21276097 and 51604132 ), the Applied Basic Research Plan of Yunnan Province (No. 14051784 ), the Scientific Research Start-up Fund of Kunming University of Science and Technology of Introducing Talents (No. KKZ3201652004 ), the Analysis and Testing Foundation of Kunming University of Science and Technology and the Guangdong Innovative and Entrepreneurial Research Team Program (No. 2014ZT05N200 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Effect of microwave heating on the microstructures and kinetics of carbothermal reduction of pyrolusite ore","20182005197888","Ye, Qianxu (1); Chen, Jin (1); Chen, Guo (1, 2, 3); Peng, Jinhui (1); Srinivasakannan, C. (4); Ruan, Rongsheng (2, 5) ","(1) State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization, Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming; 650093, China (2) Key Laboratory of Resource Clean Conversion in Ethnic Regions of Education Department of Yunnan, Joint Research Centre for International Cross-border Ethnic Regions Biomass Clean Utilization in Yunnan, Yunnan Minzu University, Kunming; 650500, China (3) Hunan Provincial Key Laboratory of Efficient and Clean Utilization of Manganese Resources, Central South University, Changsha; Hunan; 410083, China (4) Chemical Engineering Program, The Petroleum Institute, Abu Dhabi, United Arab Emirates (5) Center for Biorefining, Bioproducts and Biosystems Engineering Department, University of Minnesota, 1390 Eckles Ave., Saint Paul; MN; 55108, United States ","Chen, Jin(jinchen@kmust.edu.cn) ","Advanced Powder Technology","Adv Powder Technol","","Elsevier B.V.","29","8","1871-1878","August 2018","","","2018","English","09218831","15685527","","10.1016/j.apt.2018.04.025","","","","","","APTEEE","Journal article (JA)","This article focuses on the development of phase transformation and morphology of low-grade pyrolusite during carbothermal reduction using microwave heating. The XRD, SEM and EDS results show that selective carbothermal reduction of MnxOyand FexOyin pyrolusite is easy to realize with microwave heating, which can reduce MnO2to MnO, and Fe2O3to Fe3O4, rather than FeO. It was also observed that the phases of Mn2O3, Mn3O4and MnO appear at 300 °C, 450 °C and 500 °C, respectively. The MnO phase, formed by the accumulation of MnO sphere particle with a diameter of 266.75–420.05 nm, is loose and porous. At a temperature of 750 °C, the Mn2SiO4layer of about 316 nm in thickness, tightly wrapping SiO2particle is generated at the interface between MnO and SiO2embedded with MnO. Above 650 °C, Fe2O3in pyrolusite can be transformed into a very dense Fe3O4phase. © 2018 The Society of Powder Technology Japan","54","Carbothermal reduction","Hematite - Magnetite - Manganese oxide - Microwave heating - Microwaves - Ore reduction - Phase transitions - Silica","Low grade - Pyrolusite",,"Number: 2012FD015, Acronym: -, Sponsor: Applied Basic Research Foundation of Yunnan Province; Number: 20125314120014, Acronym: -, Sponsor: -; Number: 2016TP1007, Acronym: HSTD, Sponsor: Hunan Provincial Science and Technology Department; Number: 2015BAB17B00, Acronym: -, Sponsor: Guangzhou Science and Technology Program key projects; ","Financial supports from the Key Projects in the National Science & Technology Pillar Program during the Twelfth Five-year Plan Period (No.: 2015BAB17B00 ), Specialized Research Fund for the Doctoral Program of Higher Education (No.: 20125314120014 ) and the Applied Foundation Fund of Yunnan Province of China (No.: 2012FD015 ), and the Hunan Provincial Science and Technology Plan Project , China (No. 2016TP1007 ) were sincerely acknowledged.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on Optimization of School Layout after Rural School Consolidation","20190306386072","Yang, Ying (1); Sun, Yaling (2); Yang, Wenzheng (1) ","(1) Yunnan Normal University, School of Information, Kunming, China (2) Yunnan Normal University, School of Education Sciences and Management, Kunming, China ","","International Conference on Geoinformatics","Int. Conf. Geoinformatics","","IEEE Computer Society","2018-June","","","December 3, 2018","Proceedings - 2018 26th International Conference on Geoinformatics, Geoinformatics 2018","1 of 1","2018","English","2161024X","21610258","9781538676196","10.1109/GEOINFORMATICS.2018.8557058","8557058","26th International Conference on Geoinformatics, Geoinformatics 2018","June 28, 2018 - June 30, 2018","Kunming, China","143470","","Conference article (CA)","With the apparent advance to urbanization and the decrease of rural school-age population, a great number of schools in rural area have been small. In order to improve the education quality of rural schools, small rural schools are merged dramatically. After the consolidation rural school, the larger quantity and small scale problems in rural area have been solved, and the economies of scale and education quality have been improved. However, many problems emerge. For example, the distance from home to school is farther, the cost of family education becomes higher, and the school management is more complex. Adopting ArcGIS, this research explores the distribution of the rural primary schools in a mountainous county of China and assesses the school distribution and the existing problems. It is found that the distribution of educational resources in Zhenyuan County is not balanced. Via Proximity analysis, one can find that some villages are far from school, the actual service areas of the school increase, and some villages are in the service blind area. In the end, recommendation is offered that schools cannot be merged at present, instead, the necessary small schools and teaching points in countryside must be set and the network analysis is conducted to offer some suggestions on school location. © 2018 IEEE.","12","Rural areas","Economics - Geographic information systems","Economies of scale - Education quality - Educational resource - Existing problems - Rural primary schools - Rural schools - School layout - Spatial analysis","903.3 Information Retrieval and Use - 971 Social Sciences","Number: 2017M623080, Acronym: -, Sponsor: China Postdoctoral Science Foundation; Number: 71764036, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research is partial funded by National Natural Science Foundation of China (No.71764036), China Postdoctoral Science Foundation funded project (No. 2017M623080).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Variational Bayesian Learning for Beta Mixture Model and Its Application","20184105916243","Lai, Yu-Ping (1); Gao, Ning (1); He, Wen-Da (1); Ping, Yuan (2); Du, Chun-Lai (1); Wang, Bao-Cheng (1); Ding, Hong-Wei (3) ","(1) School of Computer, North China University of Technology, Beijing; 100144, China (2) School of Information Engineering, Xuchang University, Xuchang; Henan; 461000, China (3) School of Information Science and Engineering, Yunnan University, Kunming; Yunnan; 650091, China ","Ding, Hong-Wei(dhw1964@163.com) ","Tien Tzu Hsueh Pao/Acta Electronica Sinica","Tien Tzu Hsueh Pao","","Chinese Institute of Electronics","46","7","1787-1792","July 1, 2018","","","2018","Chinese","03722112","","","10.3969/j.issn.0372-2112.2018.07.036","","","","","","TTHPAG","Journal article (JA)","Beta mixture model (BMM) is an important non-Gaussian probability model, which has been widely used in statistical analysis of the bounded data. It is hard to perform parameter estimation for BMM, due to its complex function format. An efficient variational Bayesian learning method has been proposed to deal with this problem. With the variational distribution and by iteratively maximizing the lower bound of the original variational object function, the approximating distribution which is the closest to the true Bayesian posterior distribution is obtained. Both synthetic and real data are experimented to demonstrate the effectiveness and the merits of the proposed approach. © 2018, Chinese Institute of Electronics. All right reserved.","14","Speech enhancement","Bayesian networks - Iterative methods - Mixtures","Bayesian estimations - Beta distributions - Model Selection - Object categorization - Variational inference","751.5 Speech - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory - 921.6 Numerical Methods",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
