Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Numerical studies on heat transfer and pressure drop characteristics of flat finned tube bundles with various fin materials","20174804462755","Peng, Y. (1); Zhang, S.J. (1); Shen, F. (1); Wang, X.B. (2); Yang, X.R. (2); Yang, L.J. (2) ","(1) State Power Investment Central Research Institute, South Zone of the Future Science and Technology Park, Beijing, China (2) Key Laboratory of Condition Monitoring and Control for Power Plant Equipment, Ministry of Education, School of Energy Power and Mechanical Engineering, North China Electric Power University, No. 2 Beinong Road, Changping District, Beijing, China ","","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","Yunnan Normal University","Institute of Physics Publishing","93","1","","November 9, 2017","2017 International Conference on New Energy and Future Energy System, NEFES 2017","1 of 1","2017","English","17551307","17551315","","10.1088/1755-1315/93/1/012067","012067","2nd International Conference on New Energy and Future Energy System, NEFES 2017","September 22, 2017 - September 25, 2017","Kunming, China","131774","","Conference article (CA)","The air-cooled heat exchanger plays an important role in the field of industry like for example in thermal power plants. On the other hand, it can be used to remove core decay heat out of containment passively in case of a severe accident circumstance. Thus, research on the performance of fins in air-cooled heat exchangers can benefit the optimal design and operation of cooling systems in nuclear power plants. In this study, a CFD (Computational Fluid Dynamic) method is implemented to investigate the effects of inlet velocity, fin spacing and tube pitch on the flow and the heat transfer characteristics of flat fins constructed of various materials (316L stainless steel, copper-nickel alloy and aluminium). A three dimensional geometric model of flat finned tube bundles with fixed longitudinal tube pitch and transverse tube pitch is established. Results for the variation of the average convective heat transfer coefficient with respect to cooling air inlet velocity, fin spacing, tube pitch and fin material are obtained, as well as for the pressure drop of the cooling air passing through finned tube. It is shown that the increase of cooling air inlet velocity results in enhanced average convective heat transfer coefficient and decreasing pressure drop. Both fin spacing and tube pitch engender positive effects on pressure drop and have negative effects on heat transfer characteristics. Concerning the fin material, the heat transfer performance of copper-nickel alloy is superior to 316L stainless steel and inferior to aluminium. © Published under licence by IOP Publishing Ltd.","11","Heat convection","Air - Air intakes - Aluminum - Austenitic stainless steel - Computational fluid dynamics - Cooling - Cooling systems - Copper alloys - Drops - Fins (heat exchange) - Heat transfer coefficients - Inlet flow - Nickel alloys - Nuclear fuels - Nuclear power plants - Pressure drop - Thermoelectric power plants - Tubes (components)","316 L stainless steel - Air-cooled heat exchanger - Convective heat transfer Coefficient - Heat transfer and pressure drop characteristics - Heat transfer characteristics - Heat transfer performance - Thermal power plants - Transverse tube pitch","541.1 Aluminum - 544.2 Copper Alloys - 545.3 Steel - 548.2 Nickel Alloys - 613 Nuclear Power Plants - 615.4 Thermoelectric Energy - 616.1 Heat Exchange Equipment and Components - 619.1 Pipe, Piping and Pipelines - 631.1 Fluid Flow, General - 641.2 Heat Transfer - 723.5 Computer Applications - 804 Chemical Products Generally",,"Number: 2015ZX06004004, Acronym: -, Sponsor: National Key Laboratory of Science and Technology on Communications; ","This work is supported by the National Key Science and Technology Project (2015ZX06004004).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The membrane separation mechanism in protein concentration from the extract of waste press cake in biofuel manufacturing process of Jatropha seeds","20174804462839","Chung, T.W. (1); Chen, C.K. (1); Hsu, S.H. (1) ","(1) Department of Chemical Engineering, Chung Yuan Christian University, Taoyuan; 32023, Taiwan ","","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","Yunnan Normal University","Institute of Physics Publishing","93","1","","November 9, 2017","2017 International Conference on New Energy and Future Energy System, NEFES 2017","1 of 1","2017","English","17551307","17551315","","10.1088/1755-1315/93/1/012007","012007","2nd International Conference on New Energy and Future Energy System, NEFES 2017","September 22, 2017 - September 25, 2017","Kunming, China","131774","","Conference article (CA)","Protein concentration process using filter membrane has a significant advantage on energy saving compared to the traditional drying processes. However, fouling on large membrane area and frequent membrane cleaning will increase the energy consumption and operation cost for the protein concentration process with filter membrane. In this study, the membrane filtration for protein concentration will be conducted and compared with the recent protein concentration technology. The analysis of operating factors for protein concentration process using filter membrane was discussed. The separation mechanism of membrane filtration was developed according to the size difference between the pore of membrane and the particle of filter material. The Darcy's Law was applied to discuss the interaction on flux, TMP (transmembrane pressure) and resistance in this study. The effect of membrane pore size, pH value and TMP on the steady-state flux (Jst) and protein rejection (R) were studied. It is observed that the Jstincreases with decreasing membrane pore size, the Jstincreases with increasing TMP, and R increased with decreasing solution pH value. Compare to other variables, the pH value is the most significant variable for separation between protein and water. © Published under licence by IOP Publishing Ltd.","24","Microfiltration","Concentration (process) - Energy conservation - Energy utilization - Flow of fluids - Membranes - pH - Pore size - Proteins - Thermomechanical pulping process","Manufacturing process - Membrane filtrations - Membrane separation - Protein concentrations - Separation mechanism - Significant variables - Steady state fluxes - Transmembrane pressures","525.2 Energy Conservation - 525.3 Energy Utilization - 631.1 Fluid Flow, General - 801.1 Chemistry, General - 802.3 Chemical Operations - 804.1 Organic Compounds - 811.1 Pulp and Paper - 951 Materials Science",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Cloud bank model based on AHP resource scheduling strategy research","20143017988052","Li, Hao (1); Jia, Shuwei (1); Yang, Fan (1); Wang, Renxiang (1) ","(1) School of Software, Yunnan University, Kunming, Yunnan, 650091, China ","","Proceedings - 2013 International Conference on Cloud Computing and Big Data, CLOUDCOM-ASIA 2013","Proc. - Int. Conf. Cloud Comput. Big Data, CLOUDCOM-ASIA","Chung Hua University; et al.; Fujian Normal University; Fuzhou University; Nanjing University of Post and Telcom; University of Stavanger","IEEE Computer Society","","","493-496","2013","Proceedings - 2013 International Conference on Cloud Computing and Big Data, CLOUDCOM-ASIA 2013","","2013","English","","","9781479928293","10.1109/CLOUDCOM-ASIA.2013.49","6821038","2013 International Conference on Cloud Computing and Big Data, CLOUDCOM-ASIA 2013","December 16, 2013 - December 18, 2013","Fuzhou, Fujian, China","106431","","Conference article (CA)","Under the circumstances of the cloud bank model, this paper studies resource scheduling problem on cloud computing. Considering the the user's needs for optimal allocation of resources and the shortest time to complete the total task, cloud computing resource scheduling of analytic hierarchy process model (AHP) is established. Under this model, conduct simulation experiment through the CloudSim platform. Results show that the AHP algorithm under the model, while protecting users' (quality of service) QoS, is even shorter than the general algorithm in completing the total task time. It is an effective resource scheduling algorithm. © 2014 IEEE.","12","Scheduling algorithms","Analytic hierarchy process - Big data - Cloud computing - Hierarchical systems - Quality of service - Scheduling","Analytic hierarchy - Cloud bank models - Cloud banks - Cloudsim - Optimal allocation - Resource scheduling algorithms - Resource-scheduling - User's needs","722.4 Digital Computers and Systems - 723.2 Data Processing and Image Processing - 912.2 Management - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Delay-dependent robust L2 - L∞ filter design for uncertain delta-operator time delay systems","20084011615987","Xiao, Xiaoqing (1); Zhou, Lei (1); Zhang, Zhenjuan (2); Lu, Guoping (3) ","(1) School of Science, Nantong University, Nantong, Jiangsu 226007, China (2) School of Electronics and Information, Nantong University, Nantong, Jiangsu 226007, China (3) College of Electrical Engineering, Nantong University, Nantong, Jiangsu 226007, China ","Zhang, Z.(zhang.zj@ntu.edu.cn) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","653-657","2008","Proceedings of the 27th Chinese Control Conference, CCC","","2008","English","","","9787900719706","10.1109/CHICC.2008.4605059","4605059","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","This paper discusses the robust l2 - l∞ filter design for Delta-operator uncertain time delay systems. Applying the linear matrix inequality (LMI) technique, a sufficient condition of the existence of l2 - l∞ filter is proposed and the design method of robust l2 - l∞ filter for Delta-operator uncertain time delay systems is derived. A numerical example shows the effectiveness of the method proposed.","20","Delay control systems","Design - Linear matrix inequalities - Numerical methods - Passive filters - Robustness (control systems) - Time delay - Timing circuits","Delay dependent - Delta operators - Design method - Filter designs - Linear matrix inequality techniques - Time-delay systems - Uncertain time-delay system - Uncertainty","703.2 Electric Filters - 713 Electronic Circuits - 713.4 Pulse Circuits - 731.1 Control Systems - 921.1 Algebra - 921.6 Numerical Methods",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Simulation of hybrid propulsion system using LSRG and single cylinder engine","20174804462738","Han, C. (1, 2); Ohyama, K. (1); Wang, W.Q. (2) ","(1) 3-30-1 Wajirohigashi, Higahsi-ku Fukuoka, Japan (2) Nanjing University of Science and Technology, China ","","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","Yunnan Normal University","Institute of Physics Publishing","93","1","","November 9, 2017","2017 International Conference on New Energy and Future Energy System, NEFES 2017","1 of 1","2017","English","17551307","17551315","","10.1088/1755-1315/93/1/012050","012050","2nd International Conference on New Energy and Future Energy System, NEFES 2017","September 22, 2017 - September 25, 2017","Kunming, China","131774","","Conference article (CA)","Nowadays, more and more people are beginning to use hybrid vehicles (HVs). The drive system of HVs needs to produce the electric energy with the electric generator and gearbox powered by an engine. Therefore, the structure becomes complex and the cost is high. To solve this issue, this research proposes a new drive system design that combines the engine and a linear switched reluctance generator (LSRG). When the engine is operating, the LSRG can simultaneously assist the engine's mechanical output or can generate power to charge the battery. In this research, three research steps are executed. In the first step, the LSRG is designed according to the size of normal engine. Then, finite element analysis is used to get the data of flux linkage and calculate the inductance and translator force. Finally, Simulink models of control system are constructed to verify the performance of LSRG. © Published under licence by IOP Publishing Ltd.","12","Engine cylinders","Digital storage - Finite element method - Hybrid vehicles - Propulsion - Reluctance motors - Synchronous generators","Drive systems - Electric energies - Flux linkages - Hybrid propulsion systems - Linear switched reluctance generators - Simulink models - Single cylinder engine","432 Highway Transportation - 612.1.1 Internal Combustion Engine Components - 705.2.1 AC Generators - 705.3.1 AC Motors - 722.1 Data Storage, Equipment and Techniques - 921.6 Numerical Methods",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Overview of offshore wind farm configurations","20174804462841","Wei, Q. (1); Wu, B. (1); Xu, D. (1); Zargari, N.R. (2) ","(1) Ryerson University, 350 Victoria St, Toronto; ON, Canada (2) Rockwell Automation, 135 Dundas St, Cambridge; ON, Canada ","","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","Yunnan Normal University","Institute of Physics Publishing","93","1","","November 9, 2017","2017 International Conference on New Energy and Future Energy System, NEFES 2017","1 of 1","2017","English","17551307","17551315","","10.1088/1755-1315/93/1/012009","012009","2nd International Conference on New Energy and Future Energy System, NEFES 2017","September 22, 2017 - September 25, 2017","Kunming, China","131774","","Conference article (CA)","Offshore wind energy has been attracting great attention. Compared with onshore wind power systems, offshore wind power applications present significantly greater economic challenges mainly due to the required bulky and costly offshore substation. To lower the cost of offshore wind power systems, various configurations are proposed in both industry and academia. The present work investigates existing offshore wind farm configurations. © Published under licence by IOP Publishing Ltd.","21","Offshore wind farms","Electric utilities","Economic challenges - Off-shore wind energy - Off-shore wind power - Offshore substations - Offshore wind power systems - Onshore winds","615.8 Wind Power (Before 1993, use code 611 )",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Effects of setting angle and chord length on performance of four blades bionic wind turbine","20174804462873","Yang, Z.X. (1, 2); Li, G.S. (1, 2); Song, L. (1, 2); Bai, Y.F. (1, 2) ","(1) Institute of Systems Science and Engineering, Henan Engineering Laboratory of Wind Power Systems, Luoyang, Henan, China (2) Henan University of Science and Technology, 48 Xiyuan Road, Luoyang; 471003, China ","","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","Yunnan Normal University","Institute of Physics Publishing","93","1","","November 9, 2017","2017 International Conference on New Energy and Future Energy System, NEFES 2017","1 of 1","2017","English","17551307","17551315","","10.1088/1755-1315/93/1/012041","012041","2nd International Conference on New Energy and Future Energy System, NEFES 2017","September 22, 2017 - September 25, 2017","Kunming, China","131774","","Conference article (CA)","With the energy crisis and the increasing environmental pollution, more and more efforts have been made about wind power development. In this paper, a four blades bionic wind turbine was proposed, and the outline of wind turbine was constructed by the fitted curve. This paper attempted to research the effects of setting angle and chord length on performance of four blades bionic wind turbine by computational fluid dynamics (CFD) simulation. The results showed that the setting angle and chord length of the bionic wind turbine has some significant effects on the efficiency of the wind turbine, and within the range of wind speed from 7 m/s to 15 m/s, the wind turbine achieved maximum efficiency when the setting angle is 31 degree and the chord length is 125 mm. The conclusion will work as a guideline for the improvement of wind turbine design. © Published under licence by IOP Publishing Ltd.","23","Turbine components","Bionics - Computational fluid dynamics - Energy policy - Turbomachine blades - Wind effects - Wind power - Wind turbines","Chord lengths - Computational fluid dynamics simulations - Energy crisis - Environmental pollutions - Maximum Efficiency - Setting angles - Turbine designs - Wind power development","443.1 Atmospheric Properties - 461.1 Biomedical Engineering - 525.6 Energy Policy - 615.8 Wind Power (Before 1993, use code 611 ) - 617 Turbines and Steam Turbines - 723.5 Computer Applications",,"Number: 70671035, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 71071078, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 172102210246, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: -, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The authors were supported financially by the National Natural Science Foundation of China (NSFC) under grant No. 71071078 & No. 70671035, and the 2017 Henan science and technology plan project No. 172102210246.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An exploratory analysis on software developers' bug-introducing tendency over time","20170503295490","Li, Yihao (1); Li, Dong (2); Huang, Fuqun (3); Lee, Shou-Yu (1); Ai, Jun (4) ","(1) Department of Computer Science, University of Texas at Dallas, Richardson; TX, United States (2) CEPREI Lab, Guangzhou, China (3) Institute of Interdisciplinary Scientists, Seattle; WA, United States (4) School of Reliability and Systems Engineering, Beihang University, Beijing, China ","Li, Yihao(yxl107221@utdallas.edu) ","Proceedings - 2016 International Conference on Software Analysis, Testing and Evolution, SATE 2016","Proc. - Int. Conf. Softw. Anal., Test. Evol., SATE","","Institute of Electrical and Electronics Engineers Inc.","","","12-17","December 9, 2016","Proceedings - 2016 International Conference on Software Analysis, Testing and Evolution, SATE 2016","1of1","2016","English","","","9781509045174","10.1109/SATE.2016.9","7780187","2016 International Conference on Software Analysis, Testing and Evolution, SATE 2016","November 3, 2016 - November 4, 2016","Kunming, Yunnan, China","125365","","Conference article (CA)","Understanding how software developers' erroneous tendency changes across time has significant implications for building fault-proneness prediction models and guiding software evolution testing. This paper initiates the investigation on software developers' bug-introducing tendency through an exploratory analysis. Five metrics are proposed to capture software developers' bug-introducing tendency and its correlated factors. A total of 76 software developers, working in four widely used software programs from GitHub, have been analyzed. The initial findings are presented. © 2016 IEEE.","24","Software testing",,"Bug-introducing commit - Bug-introducing tendency - Human errors - Metrics - Software developer","723.5 Computer Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Cost-sensitive local collaborative representation for software defect prediction","20170503295505","Wu, Fei (1); Jing, Xiao-Yuan (1, 2); Dong, Xiwei (1); Cao, Jicheng (1); Xu, Baowen (2); Ying, Shi (2) ","(1) College of Automation, Nanjing University of Posts and Telecommunications, Nanjing, China (2) State Key Laboratory of Software Engineering, School of Computer, Wuhan University, Wuhan, China ","Wu, Fei(wufei_8888@126.com) ","Proceedings - 2016 International Conference on Software Analysis, Testing and Evolution, SATE 2016","Proc. - Int. Conf. Softw. Anal., Test. Evol., SATE","","Institute of Electrical and Electronics Engineers Inc.","","","102-107","December 9, 2016","Proceedings - 2016 International Conference on Software Analysis, Testing and Evolution, SATE 2016","1of1","2016","English","","","9781509045174","10.1109/SATE.2016.24","7780202","2016 International Conference on Software Analysis, Testing and Evolution, SATE 2016","November 3, 2016 - November 4, 2016","Kunming, Yunnan, China","125365","","Conference article (CA)","Recently, representative sparse representation based classifiers, namely dictionary learning and collaborative representation based classifier (CRC), has been introduced into software defect prediction (SDP) and demonstrated to be effective for SDP. The dictionary learning based SDP method needs relatively large computational cost, while collaborative representation based method can significantly reduce the computational cost and achieve comparable prediction effects as the former. In this paper, we aim to preserve the desirable efficiency of collaborative representation based SDP method and further improve its prediction effect. We propose a cost-sensitive local collaborative representation (CLCR) approach for SDP. CLCR firstly efficiently finds the neighboring modules of a given test (query) module using CRC. Then CLCR represents the test module as a linear combination of its neighbors and uses the representation error for prediction. To solve the class-imbalance problem, CLCR further incorporates the cost-sensitive factor into the representation coefficients in the prediction phase. Experiments on five projects of the NASA dataset demonstrate the effectiveness of the proposed approach as compared with several related SDP methods. © 2016 IEEE.","32","Software testing","Costs - Forecasting - NASA","Class imbalance problems - Collaborative representation classifications - Collaborative representations - Computational costs - Dictionary learning - Linear combinations - Software defect prediction - Sparse representation","723.5 Computer Applications - 911 Cost and Value Engineering; Industrial Economics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis and evaluation of the applicability of green energy technology","20174804462764","Xu, Z.J. (1); Song, Y.K. (1) ","(1) College of Management, Capital Normal University, Beijing; 100089, China ","","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","Yunnan Normal University","Institute of Physics Publishing","93","1","","November 9, 2017","2017 International Conference on New Energy and Future Energy System, NEFES 2017","1 of 1","2017","English","17551307","17551315","","10.1088/1755-1315/93/1/012076","012076","2nd International Conference on New Energy and Future Energy System, NEFES 2017","September 22, 2017 - September 25, 2017","Kunming, China","131774","","Conference article (CA)","With the seriousness of environmental issues and the shortage of resources, the applicability of green energy technology has been paid more and more attention by scholars in different fields. However, the current researches are often single in perspective and simple in method. According to the Theory of Applicable Technology, this paper analyzes and defines the green energy technology and its applicability from the all-around perspectives of symbiosis of economy, society, environment and science & technology etc., and correspondingly constructs the evaluation index system. The paper further applies the Fuzzy Comprehensive Evaluation to the evaluation of its applicability, discusses in depth the evaluation models and methods, and explains in detail with an example. The author holds that the applicability of green energy technology involves many aspects of economy, society, environment and science & technology and can be evaluated comprehensively by an index system composed of a number of independent indexes. The evaluation is multi-object, multi-factor, multi-level and fuzzy comprehensive, which is undoubtedly correct, effective and feasible by the Fuzzy Comprehensive Evaluation. It is of vital theoretical and practical significance to understand and evaluate comprehensively the applicability of green energy technology for the rational development and utilization of green energy technology and for the better promotion of sustainable development of human and nature. © Published under licence by IOP Publishing Ltd.","12","Environmental technology","Fuzzy set theory - Sustainable development","Analysis and evaluation - Development and utilizations - Environmental issues - Evaluation index system - Evaluation models - Fuzzy comprehensive evaluation - Green energy technologies - Multi-objects","454 Environmental Engineering - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory",,"Number: 2017, Acronym: -, Sponsor: -; Number: -, Acronym: MOST, Sponsor: Ministry of Science and Technology; ","This paper is funded by the Project of Soft Science (2017) from Technology Talent Service Center, Ministry of Science and Technology.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Development turbine blade for ultramicro hydro power generation by 3D printer system","20174804462851","Kamimura, T. (1); Itoh, H. (1); Sugiura, K. (1) ","(1) Osaka Prefecture University College of Technology, 26-12 Saiwai-cho, Neyagawa, Osaka; 572-8572, Japan ","","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","Yunnan Normal University","Institute of Physics Publishing","93","1","","November 9, 2017","2017 International Conference on New Energy and Future Energy System, NEFES 2017","1 of 1","2017","English","17551307","17551315","","10.1088/1755-1315/93/1/012019","012019","2nd International Conference on New Energy and Future Energy System, NEFES 2017","September 22, 2017 - September 25, 2017","Kunming, China","131774","","Conference article (CA)","We have developed micro generation system for effective use of unutilized energy and the spread of a self-controlled dispersion energy supply system. The turbine blade was designed for achieving high performance by special shape. The turbine type was called quasi-Peace turbine type. Turbine with a diameter of 30cm is made of metal, it was created by the 5-axis milling machine. The experimental apparatus was fabricated by the 3D printer. An experiment was carried out in the scale down model. The specific speed of this turbine was much lower than that of existing turbines. © Published under licence by IOP Publishing Ltd.","5","Turbomachine blades","3D printers - Milling machines - Printing presses - Turbine components","5-axis milling machine - Dispersion energies - Experimental apparatus - Hydro-power generation - Micro generation systems - Printer systems - Scale down model - Unutilized energy","603.1 Machine Tools, General - 617 Turbines and Steam Turbines - 745.1.1 Printing Equipment",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on frequency characteristics of wireless power transmission system based on magnetic coupling resonance","20174804462751","Liang, L.H. (1); Liu, Z.Z. (1); Hou, Y.J. (2); Zeng, H. (1); Yue, Z.K. (1); Cui, S. (1) ","(1) School of Electrical Engineering, Shandong University, Shandong Province Jinan; 250014, China (2) Energy Research Institute, Shandong Academy of Sciences, Shandong Province Jinan; 250061, China ","","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","Yunnan Normal University","Institute of Physics Publishing","93","1","","November 9, 2017","2017 International Conference on New Energy and Future Energy System, NEFES 2017","1 of 1","2017","English","17551307","17551315","","10.1088/1755-1315/93/1/012063","012063","2nd International Conference on New Energy and Future Energy System, NEFES 2017","September 22, 2017 - September 25, 2017","Kunming, China","131774","","Conference article (CA)","In order to study the frequency characteristics of the wireless energy transmission system based on the magnetic coupling resonance, a circuit model based on the magnetic coupling resonant wireless energy transmission system is established. The influence of the load on the frequency characteristics of the wireless power transmission system is analysed. The circuit coupling theory is used to derive the minimum load required to suppress frequency splitting. Simulation and experimental results verify that when the load size is lower than a certain value, the system will appear frequency splitting, increasing the load size can effectively suppress the frequency splitting phenomenon. The power regulation scheme of the wireless charging system based on magnetic coupling resonance is given. This study provides a theoretical basis for load selection and power regulation of wireless power transmission systems. © Published under licence by IOP Publishing Ltd.","12","Inductive power transmission","Electric power transmission networks - Energy policy - Magnetic couplings - Magnetism - Power transmission - Resonance - Transmissions","Circuit modeling - Coupling resonance - Frequency characteristic - Frequency splittings - Power regulation - Wireless charging system - Wireless energy transmission - Wireless power transmission systems","525.6 Energy Policy - 602 Mechanical Drives and Transmissions - 602.2 Mechanical Transmissions - 701.2 Magnetism: Basic Concepts and Phenomena - 706.1.1 Electric Power Transmission - 931.1 Mechanics",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis of optimal design of low temperature economizer","20174804462871","Song, J.H. (1, 2); Wang, S. (1, 2) ","(1) Guangdong Electric Power Grid Co. Ltd., Electric Power Research Institute, Guangzhou, Guangdong, China (2) School of Energy and Power Engineering, North China Electric Power University, Baoding, Hebei, China ","","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","Yunnan Normal University","Institute of Physics Publishing","93","1","","November 9, 2017","2017 International Conference on New Energy and Future Energy System, NEFES 2017","1 of 1","2017","English","17551307","17551315","","10.1088/1755-1315/93/1/012039","012039","2nd International Conference on New Energy and Future Energy System, NEFES 2017","September 22, 2017 - September 25, 2017","Kunming, China","131774","","Conference article (CA)","This paper has studied the Off-design characteristic of low temperature economizer system based on thermodynamics analysis. Based on the data from one 1000 MW coal-fired unit, two modes of operation are contrasted and analyzed. One is to fix exhaust gas temperature and the other one is to take into account both of the average temperature difference and the exhaust gas temperature. Meanwhile, the cause of energy saving effect change is explored. Result shows that: in mode 1, the amount of decrease in coal consumption reduces from 1.11 g/kWh (under full load) to 0.54 g/kWh (under half load), and in mode 2, when the load decreases from 90% to 50%, the decrease in coal consumption reduces from 1.29 g/kWh to 0.84 g/kWh. From the result, under high load, the energy saving effect is superior, and under lower work load, energy saving effect declines rapidly when load is reduced. When load changes, the temperature difference of heat transfer, gas flow, the flue gas heat rejection and the waste heat recovery change. The energy saving effect corresponding changes result in that the energy saving effect under high load is superior and more stable. However, rational adjustment to the temperature of outlet gas can alleviate the decline of the energy saving effect under low load. The result provides theoretical analysis data for the optimal design and operation of low temperature economizer system of power plant. © Published under licence by IOP Publishing Ltd.","20","Temperature","Coal - Economizers - Energy conservation - Flow of gases - Gases - Heat transfer - Optimal systems - Waste heat - Waste heat utilization","Coal fired units - Economizer system - Energy-saving effect - Exhaust gas temperatures - Low temperatures - Modes of operation - Temperature differences - Thermodynamics analysis","524 Solid Fuels - 525 Energy Management and Conversion - 616.1 Heat Exchange Equipment and Components - 631.1.2 Gas Dynamics - 641.1 Thermodynamics - 641.2 Heat Transfer - 961 Systems Science",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"3.0 MeV proton-irradiation induced non-radiative recombination center in the GaAs middle cell and the GaInP top cell of triple-junction solar cells","20174804462748","Wang, J.L. (1); Yi, T.C. (1); Zheng, Y. (1); Wu, R. (1); Wang, R. (1) ","(1) Key Laboratory of Beam Technology and Materials Modification, Ministry of Education, College of Nuclear Science and Technology, Beijing Normal University, Beijing; 100875, China ","","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","Yunnan Normal University","Institute of Physics Publishing","93","1","","November 9, 2017","2017 International Conference on New Energy and Future Energy System, NEFES 2017","1 of 1","2017","English","17551307","17551315","","10.1088/1755-1315/93/1/012060","012060","2nd International Conference on New Energy and Future Energy System, NEFES 2017","September 22, 2017 - September 25, 2017","Kunming, China","131774","","Conference article (CA)","3.0 MeV proton-irradiation effects on the GaAs middle cell and the GaInP top cell of n+-p GaInP/GaAs/Ge triple-junction (3J) solar cells have been analyzed using temperature-dependent photoluminescence (PL) technique. The E5 (Ec- 0.96 eV) electron trap in the GaAs middle cell, the H2 (Ev+ 0.55 eV) hole trap in the GaInP top cell are identified as the proton irradiation-induced non-radiative recombination centers, respectively, causing the performance degradation of the triple-junction solar cells. The GaAs middle cell is less resistant to proton irradiation than the GaInP top cell. © Published under licence by IOP Publishing Ltd.","17","Proton irradiation","Gallium arsenide - III-V semiconductors - Semiconducting gallium - Semiconductor alloys - Solar cells","GaInP/GaAs/Ge - Irradiation effect - Non-radiative recombinations - Performance degradation - Temperature dependent photoluminescences - Triple junction (3J) - Triple junction solar cells","702.3 Solar Cells - 712.1.1 Single Element Semiconducting Materials - 804 Chemical Products Generally",,"Number: 11375028, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 10675023, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 11675020, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 11075018, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This study was supported by the National Natural Science Foundation of China under Grant Nos. 10675023, 11075018, 11375028, and 11675020.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
