Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Phase transformation processes in karst-type bauxite deposit from Yunnan area, China","20174104252012","","Zhang, Li (1); Park, Changyun (1); Wang, Genhou (2); Wu, Chunjiao (3); Santosh, M. (2, 4); Chung, Donghoon (1); Song, Yungoo (1) ","(1) Department of Earth System Sciences, Yonsei University, 50, Yonsei-ro, Seodaemun-gu, Seoul; 03722, Korea, Republic of (2) China University of Geosciences, Beijing; 100083, China (3) The Second Detachment of the Gold Headquarters of Chinese People's Armed Police Force, Huhhot; Inner Mongolia; 010000, China (4) Department of Earth Sciences, University of Adelaide, Adelaide; SA; 5005, Australia ","Song, Yungoo(yungoo@yonsei.ac.kr) ","Ore Geology Reviews","Ore Geol. Rev.","","Elsevier B.V.","89","","407-420","October 2017","","","","2017","English","01691368","","","","10.1016/j.oregeorev.2017.06.026","","","","","","","Journal article (JA)","Bauxite is the only resource of aluminum metal and forms through weathering, leaching, and deposition (i.e., bauxitization processes). Here we characterize the bauxite deposit in Yunnan area, China, through mineralogical and textural characteristics using XRD, SEM-EDX, and micro-Raman analyses. The Al-oxyhydroxide polymorphs (AlO(OH)) such as diaspore and boehmite are the dominant phases in most of the samples. Gibbsite (Al(OH)3) is the main mineral in two samples from Quaternary bauxite, and these three Al-rich minerals mixed with goethite, hematite, kaolinite, and small amounts of TiO2polymorphs (anatase and rutile). Considering the textural characteristics and the stratigraphy of the bauxite deposit, some of the Al-oxyhydroxides and Ti-oxides are inferred to be products of the bauxitization in the lateritic soil during late Permian weathering. In the subsequent transgression stage, the earlier formed (Al-rich minerals and anatase) phases were transformed to diaspore or boehmite as spherulitic form and to rutile, respectively, with the processes of diagenesis, burial metamorphism, tectonic movements and magmatic activity. Following crustal uplift in the Yunnan Province after the late Triassic, diaspore was transformed into boehmite and the bauxite deposit formed earlier was exposed again to weathering resulting in the formation of gibbsite, hematite, goethite, kaolinite, and anatase, with diaspore, boehmite, and rutile remaining as relics. Our study provides insights into phase transformation during bauxitization and subsequent processes. © 2017 Elsevier B.V.","63","Bauxite deposits","Aluminum coatings - Aluminum hydroxide - Corundum - Deposits - Hematite - Kaolinite - Oxide minerals - Phase transitions - Refractory materials - Stratigraphy - Titanium dioxide - Titanium oxides - Weathering","Bauxite - Bauxitization - Micro-Raman analysis - Oxyhydroxides - Phase transformation process - Tectonic movements - Textural characteristic - Yunnan province","481.1 Geology - 482.2 Minerals - 504.1 Light Metal Mines - 801.4 Physical Chemistry - 804.2 Inorganic Compounds - 812.2 Refractories - 813.2 Coating Materials",,"Number: KMIPA 2015-7110, Acronym: -, Sponsor: -; ","We are grateful to Prof. Maria Boni and anonymous reviewers for the valuable and constructive comments on the manuscript. This work was supported by a Korea Meteorological Administration Research and Development Program under Grant Number KMIPA 2015-7110 (to YS). Thanks for the help and guidance of geological field work from Prof. Changshun Wen, Prof. Hongrui Zhou, Yunnan Mineral Resource Bureau of Non-Ferrous Metals, Kunming Surveying and Designing Institution.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Empirical study on farmers' behavior change after technical training of pesticide use - Based on farmers investigation in Guangdong, Sichuan and Yunnan provincese","20100312634550","","Wenting, Song (1); Xinhong, Fu (1); Deping, Xiong (2); Yan, Wang (1) ","(1) College of Economics and Management, Sichuan Agricultural University, Ya'an, China (2) School of Business, Ningbo University, Ningbo, China ","Xinhong, F.(xinhongf@sina.com) ","Proceedings - International Conference on Management and Service Science, MASS 2009","Proc. - Int. Conf. Manage. Serv. Sci., MASS","Communication University of China; et al.; IEEE Wuhan Section; Institute of Policy and Management, Chinese Academy of Sciences; James Madison University; Wuhan University","IEEE Computer Society","","","","2009","Proceedings - International Conference on Management and Service Science, MASS 2009","","","2009","English","","","","9781424446391","10.1109/ICMSS.2009.5301270","5301270","International Conference on Management and Service Science, MASS 2009","September 20, 2009 - September 22, 2009","Wuhan, China","78838","","Conference article (CA)","To investigate farmers in Guangdong, Sichuan and Yunnan provinces randomly, the paper analyzes farmers' behavior change after technical training. 57.21% farmers will turn safe technical knowledge into actual scientific behaviors; all specific behaviors have changes in different degree after training. Further, whether farmers' behavior is changed that is as explained variable for logistic analysis. The results of SPSS show that different areas, safe technical knowledge, basis of pesticide purchase and some specific behaviors all have significant roles to farmers change behavior after training. ©2009 IEEE.","23","Behavioral research","Agriculture - Pesticides - Technical presentations","Behavior change - Empirical studies - Farmers - Logistic analysis - Pesticide use - Sichuan - Technical training - Yunnan province","803 Chemical Agents and Basic Industrial Chemicals - 821 Agricultural Equipment and Methods; Vegetation and Pest Control - 971 Social Sciences",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Integrating green hydropower certification with strategy environment assessment: Towards sustainable river basin development in Yunnan, China","20124515641864","","Peng, Shengjing (1, 2); Sun, Zhenhua (2); Ou, Xiaokun (1) ","(1) Institute of Ecology and Geobotany, Yunnan University, Kunming 650091, China (2) Xishuang Banna Tropical Botanical Garden, Chinese Academy of Sciences, Menglun 666303, China ","Ou, X. ","Proceedings - 2012 3rd International Conference on Digital Manufacturing and Automation, ICDMA 2012","Proc. - Int. Conf. Digit. Manuf. Autom., ICDMA","Aerospace Industries Association of Guangxi; Central South University; Guilin University of Aerospace Technology; Shanghai Normal University; Tsinghua University","IEEE Computer Society","","","500-505","2012","Proceedings - 2012 3rd International Conference on Digital Manufacturing and Automation, ICDMA 2012","","","2012","English","","","","9780769547725","10.1109/ICDMA.2012.119","6298565","2012 3rd International Conference on Digital Manufacturing and Automation, ICDMA 2012","July 31, 2012 - August 2, 2012","Guilin, Guangxi, China","93393","","Conference article (CA)","China currently put the development of its western region as one of the most important goals. This greatly stimulated the initiative of hydropower development in its ecological sensitive Yunnan Province. Yet the use of a single tool, like strategy environment assessment (SEA), to achieve sustainable hydropower exploitations remains challenge. Through exploring relationship between the SEA application and standards in green hydropower certification frameworks, this paper demonstrate an integrated stewardship. We believe a successful SEA extension could be promoted by this integration. © 2012 IEEE.","17","Sustainable development","Environmental impact - Environmental impact assessments - Hydroelectric power - Manufacture - Watersheds","Environment assessments - Green hydropower certifications - Hydro-power development - Strategic environmental assessments - Sustainable river basin development - Western region - Yunnan , China - Yunnan province","444.1 Surface Water - 454.2 Environmental Impact and Protection - 537.1 Heat Treatment Processes - 611.1 Hydroelectric Power Plants",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Distribution of exchangeable Ca and Mg in the soil environment of Yunnan Plateau","20134116833577","","Wang, Ai Guo (1, 2, 3); Wang, Wen (4); Hu, Chen Cheng (1, 2, 3); Li, Qin (1, 2, 3); He, Zhong Jun (5) ","(1) College of Geoscience and Surveying Engineering, China University of Mining and Technology, Beijing 100083, China (2) Chongqing Key Laboratory of Exogenic Mineralization and Mine Environment, Chongqing Institute of Geology and Mineral Resources, Chongqing 400042, China (3) Chongqing Research Center of State Key Laboratory of Coal Resources and Safe Mining, Chongqing 400042, China (4) College of Petroleum Engineering, Chongqing University of Science and Technology, Chongqing 401331, China (5) College of Resource and Environmental Science, Yunnan Agricultural University, Kunming 650201, China ","He, Z. J.(email:hezhongjun@hotmail.com) ","Advanced Materials Research","Adv. Mater. Res.","","Trans Tech Publications Ltd, Kreuzstrasse 10, Zurich-Durnten, CH-8635, Switzerland","726-731","","85-89","2013","Advances in Environmental Technologies","","","2013","English","10226680","","","9783037857427","10.4028/www.scientific.net/AMR.726-731.85","","2013 2nd International Conference on Energy and Environmental Protection, ICEEP 2013","April 19, 2013 - April 21, 2013","Guilin, China","99790","","Conference article (CA)","Ca and Mg in soil are essential nutrient elements for plants, and their exchangeable state is mainly effective. This paper studied the characteristic of statistics, distribution and exchangeable Ca/Mg for Chinese herbs plantation base soil of Yunnan Baiyao Group Co.LTD. The results of 214 soil samplings data show that 93.55% soil samplings of exchangeable Ca content were above 800 mg/kg, so the Baiyao base soil was rich in Ca element. 79.44% of the samples were seriously potential Mg deficiency. The moderate exchangeable Ca/Mg (between 5 and 10) accounts for 41.1%. Baiyao base soil with higher exchangeable Ca and Mg mainly distributed in southwest and north parts, and exchangeable Mg content in the southeast corner was also higher. © (2013) Trans Tech Publications, Switzerland.","17","Soils","Calcium - Magnesium - Plants (botany)","Ca elements - Chinese herbs - Distribution - Essential nutrients - Mg content - Soil environment - Soil sampling - Yunnan Plateau","461.9 Biology - 483.1 Soils and Soil Mechanics - 549.2 Alkaline Earth Metals",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An intelligent operational model of weather modification in Yunnan Province","20140517245813","","Zhao, Na (2, 3); Wang, Jian (1); Li, Peng (2); Du, Wei (1); Liu, Jin Zhuo (2); Jin, Yun Zhi (2) ","(1) College of Information Engineering and Automation, Computer Technology Application Key Laboratory of Yunnan Province, Kunming University of Science and Technology, Kunming, China (2) Yunnan University, Kunming, China (3) Key Laboratory in Software Engineering of Yunnan Province, Yunnan University, Kunming, China ","Wang, J.(zhaonayx@126.com) ","Advanced Materials Research","Adv. Mater. Res.","International Science and Education; Researcher Association, China; Beijing Gireida Education Research Center; VIP-Information Conference Center, China","Trans Tech Publications Ltd, Kreuzstrasse 10, Zurich-Durnten, CH-8635, Switzerland","886","","509-512","2014","Advanced Research on Material Science, Environment Science and Computer Science III","","","2014","English","10226680","","","9783038350118","10.4028/www.scientific.net/AMR.886.509","","2014 3rd International Conference on Material Science, Environment Science and Computer Science, MSESCS 2014","January 11, 2014 - January 12, 2014","Wuhan, China","102256","","Conference article (CA)","Based on the characteristics of weather modification in Yunnan Province, this paper proposed a weather modification operation model which aims to help operating managers with operating scenario and provide operating spots, fixed or mobile, with detailed intelligent decision-making information, including: operating spot, fire elevation, azimuth, amount of ammunition. The data that this model utilizes is from the conventional sounding materials, XDR radar and DPL radar together with the historical applications and actual usage. © (2014) Trans Tech Publications, Switzerland.","10","Weather modification","Computer science - Decision making - Materials science - Radar","Intelligent decision-making - Operation model - Operation scenario - Operational model - Yunnan province","951 Materials Science - 912.2 Management - 723 Computer Software, Data Handling and Applications - 722 Computer Systems and Equipment - 721 Computer Circuits and Logic Elements - 716.2 Radar Systems and Equipment - 443 Meteorology",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis of population, cultivated land and food security in Yunnan","20140817358756","","Wang, Jian Xiong (1); Chen, Jun (1) ","(1) College of Water Resources and hydropower and architecture, Yunnan agriculture university, Kunming, China ","","Applied Mechanics and Materials","Appl. Mech. Mater.","","Trans Tech Publications Ltd, Kreuzstrasse 10, Zurich-Durnten, CH-8635, Switzerland","507","","884-887","2014","Sustainable Development of Urban and Rural Areas","","","2014","English","16609336","16627482","","9783038350071","10.4028/www.scientific.net/AMM.507.884","","3rd International Conference on Civil Engineering and Transportation, ICCET 2013","December 14, 2013 - December 15, 2013","Kunming, China","102766","","Conference article (CA)","The situation and characteristics of the changes of cultivated land, food production and population in the process of urbanization in yunnan province nearly a decade are reviewed in this paper. Through the analysis and research of cultivated land area change rate and grain yield rate and rate of urbanization. Discusses the relations between and among population, cultivated land and grain production, Put forward some countermeasures and Suggestions. © (2014) Trans Tech Publications, Switzerland.","8","Land use","Food supply - Rural areas","Changes of cultivated lands - Cultivated lands - Food production - Food security - Grain production - Population - Yunnan - Yunnan province","403 Urban and Regional Planning and Development - 404.2 Civil Defense - 821 Agricultural Equipment and Methods; Vegetation and Pest Control",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Carrying capacity in China: Sustainable development and water resources in Yunnan province","20151300679973","","Zhang, Xianqi (1); Peng, Xiaofei (1); Wang, Chenbo (1); Pan, Feng (2) ","(1) College of Water Resources, North China University of Water Resources and Electric Power, Zhengzhou, Henan; 450045, China (2) Energy and Geoscience Institute, Department of Civil and Environmental Engineering, University of Utah, Salt Lake City; UT; 84108, United States ","Pan, Feng ","Nature Environment and Pollution Technology","Nat. Environ. Pollut. Technol.","","Technoscience Publications","13","3","589-594","2014","","","","2014","English","09726268","23953454","","","","","","","","","","Journal article (JA)","Research on water resources carrying capacity provides much-needed insight for sustainable development of society and the economy. This paper reports on human carrying capacity (sustainable population) in terms of water resources in Yunnan province, China, as well as socio-economic, ecological and environmental development under selected conditions. A sustainable water resources carrying capacity model is built, with analysis and forecasts of carrying capacity in 2010, 2020, 2030 and 2050. The results indicate that Yunnan province is trending toward water stress in the long term.","18","Water resources","Economics - Electric current carrying capacity (cables) - Planning - Sustainable development - Water conservation","Environmental development - Socio-economics - Sustainable water resources - Water resources carrying capacities - Water stress - Yunnan province","444 Water Resources - 706.2 Electric Power Lines and Equipment - 912.2 Management - 971 Social Sciences",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Spatial correlations among total, endemic, and threatened plant diversity in Northwest Yunnan, China","20142917960954","","Feng, Jian Meng (1) ","(1) Department of Life Science and Chemistry, Dali University, Dali 671000, China ","Feng, J. M.(fjm@pku.org.cn) ","Advanced Materials Research","Adv. Mater. Res.","","Trans Tech Publications Ltd","955-959","","814-820","2014","Advances in Environmental Technologies III","","","2014","English","10226680","16628985","","9783038351351","10.4028/www.scientific.net/AMR.955-959.814","","3rd International Conference on Energy and Environmental Protection, ICEEP 2014","April 26, 2014 - April 28, 2014","Xi'an, China","106221","","Conference article (CA)","Located in Southwest China, Northwest Yunnan has drawn much attention around the world because of its high plant richness. However, spatial associations among different diversity measures of seed plants in this region remain elusive. We compiled a database of spatial distribution of total, endemic, and threatened seed plants at county scale in Northwest Yunnan, and examined spatial associations among the three diversity measures and altitudinal range. We found similar spatial patterns of the three diversity measures, which were highest in the northern part of the region. Moreover, strong correlations among the three diversity measures were observed. Altitudinal range was positively correlated with total and endemic species diversity, while endemic species diversity explained more spatial variation of threatened species diversity. The spatial patterns of all three diversity measures were directly or indirectly correlated with altitudinal range, suggesting strong associations among controlling factors of the three diversity measures. Overall, our results showed strong spatial correlations among total, endemic, and threatened plant diversity in Northwest Yunnan, which should help land managers design cost-effective conservation plans in this region. © (2014) Trans Tech Publications, Switzerland.","61","Seed","Biodiversity - Conservation","Altitudinal range - Endemic plants - Habitat heterogeneities - Northwest Yunnan - Threatened plants - Total diversity","454 Environmental Engineering - 821.4 Agricultural Products",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Distribution of available Cu and Zn in the soil environment of yunnan plateau","20130215885089","","Wang, AiGuo (1); He, Zhongjun (2) ","(1) College of Geoscience and Surveying Engineering, China University of Mining and Technology, Beijing 100083, China (2) College of Resource and Environmental Science, Yunnan Agricultural University, Kunming 650201, China ","He, Z.(hezhongjun@hotmail.com) ","Advanced Materials Research","Adv. Mater. Res.","","Trans Tech Publications, P.O. Box 1254, Clausthal-Zellerfeld, D-38670, Germany","610-613","","3115-3121","2013","Progress in Environmental Science and Engineering","","","2013","English","10226680","","","9783037855508","10.4028/www.scientific.net/AMR.610-613.3115","","2nd International Conference on Energy, Environment and Sustainable Development, EESD 2012","October 12, 2012 - October 14, 2012","Jilin, China","94737","","Conference article (CA)","Cu and Zn are the essential trace nutrient elements and the important heavy metal elements. Available Cu and Zn are the parts directly absorbed by plant, but the higher concentration of them would impact the quality of plant product and endanger the human body health. Taking Chinese Herbs Plantation Base of Yunnan Baiyao Group Co.LTD as exemple, this paper analysis the distribution of available Cu, Zn in the southwest mountain soil. The results of 214 soil sampling point data show that the average content of available Cu is 0.69 mg&bullkg-1, with low and middle grade, and available Zn is 1.65 mg&bullkg-1, with high and middle grade, belong to the high variability of soil character. The data were interpolated by means of ordinary kringing coupled with a GIS to produce contour distribution maps of aviliable Cu and Zn. Far away from the pollution of production activities, the distribution of soil available Cu, Zn content have better consistency, and are mainly determained by soil parent materials. Terrain undulation on the regional is another impact with higher concentration in the ditch and inlet of reservoir. The highest values were 3.461 and 4.96 mg&bullkg-1, but they won't cause environmental pollution. © (2013) Trans Tech Publications, Switzerland.","32","Copper","Heavy metals - Plants (botany) - Soils - Trace elements - Zinc","Chinese herbs - Distribution - Distribution maps - Environmental pollutions - High variability - Human bodies - Metal elements - Mountain soils - Nutrient elements - Ordinary kringing - Parent materials - Plant products - Production activity - Soil environment - Soil sampling - Terrain undulation - Yunnan Plateau - Zn content","804 Chemical Products Generally - 801 Chemistry - 546.3 Zinc and Alloys - 544.1 Copper - 531 Metallurgy and Metallography - 483.1 Soils and Soil Mechanics - 461.9 Biology",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The influence of the Madden-Julian Oscillation activity anomalies on Yunnan's extreme drought of 2009-2010","20120214676972","","Lü, Jun Mei (1); Ju, Jian Hua (2); Ren, Ju Zhang (3); Gan, Wei Wei (4) ","(1) Chinese Academy of Meteorological Sciences, Beijing 100081, China (2) Yunnan Provincial Meteorological Service, Kunming 650034, China (3) Yunnan Institute of Meteorology, Kunming 650034, China (4) Department of Atmospheric Sciences, Yunnan University, Kunming 650091, China ","Ju, J. H.(jujh@cma.gov.cn) ","Science China Earth Sciences","Sci. China Earth Sci.","","Science in China Press","55","1","98-112","January 2012","","","","2012","English","16747313","","","","10.1007/s11430-011-4348-1","","","","","","","Journal article (JA)","Yunnan Province of China suffered a record-breaking drought that persisted from autumn 2009 into spring 2010. The present study examined the physical causes of this extreme drought event in terms of persistent anomalies of intraseasonal oscillation in the tropical atmosphere (the Madden-Julian Oscillation hereafter the MJO). The results show that the occurrence of severe drought in Yunnan was caused directly by deficient rainfall lasting from the summer of 2009 to the spring of 2010. Further exploration reveals a persistent positive variation of MJO index 1 from June to October. Accordingly, the convective activity over the Bay of Bengal (BOB) weakened continuously, and then an anomalous descending airflow was induced over the tropical Indian Ocean, resulted in the anomalous weakening of vertical Asian monsoon circulation in South Asia. Consequently, the transport of water vapor from the tropical Indian Ocean to Yunnan decreased abnormally, leading to persistent below-normal rainfall over Yunnan from summer to autumn in 2009. As a result, a severe drought began to appear in autumn. In the winter of 2009-2010, MJO index 1 remained persistently positive, indicating the continuous weakening of convective activity over the BOB. The atmospheric circulation associated with the persistent positive anomalies in the MJO also demonstrated anomalous patterns. Specifically, there was an anomalous high-pressure ridge stretching from South Asia through the Tibetan Plateau and into the western part of southwestern China. This indicates that the atmospheric circulation over Yunnan was dominated by vertical descending airflow in the high-pressure ridge. Simultaneously, the India-Burma trough was weakened, which resulted in unfavorable conditions for the transport of water vapor from the BOB to Yunnan, causing the observed persistent deficient precipitation in winter and the subsequently intensified drought. Therefore, the persistent anomalies in MJO activity in the tropical atmosphere played an important role in the occurrence of the extreme drought event in Yunnan in 2009-2010. © 2011 Science China Press and Springer-Verlag Berlin Heidelberg.","23","Climatology","Barium compounds - Drought - Rain - Tropical engineering - Tropics - Water vapor - Wind effects","Atmospheric circulation - Intraseasonal oscillations - Madden-Julian oscillation - persistent anomalies - Persistent positive anomalies - Tropical atmospheres - Tropical Indian ocean - Yunnan","443 Meteorology",,"Number: U0833602, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2010Z001, Acronym: CAMS, Sponsor: Chinese Academy of Meteorological Sciences; Number: 2009CA023, Acronym: -, Sponsor: -; Number: 40905043, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 40805036, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 40705026, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: GYHY200906017, Acronym: CMA, Sponsor: China Meteorological Administration; ","We are grateful to the three anonymous reviewers for their constructive comments. This work was supported by Union Fund of the National Natural Science Foundation of China and Yunnan Province (Grant No. U0833602), Special Project of the China Meteorological Administration (Grant No. GYHY200906017), National Natural Science Foundation of China (Grant Nos. 40705026, 40805036 and 40905043), Basic Research Fund of the Chinese Academy of Meteorological Sciences (Grant No. 2010Z001), and Science and Technology Program of Yunnan Province for the Development of Society (Grant No. 2009CA023).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Yunnan's fast-paced large hydropower development: A powershed-based approach to critically assessing generation and consumption paradigms","20164603007514","","Hennig, Thomas (1); Wang, Wenling (2); Magee, Darrin (3); He, Daming (4) ","(1) Faculty of Geography, Philipps-Universität Marburg, Deutschhausstr. 10, Marburg; 35037, Germany (2) Yunnan Key Laboratory of International Rivers and Transboundary Eco-security, Yunnan University, Wenjin Building, No. 2 North Road of the Green Lake, Kunming, Yunnan; 650091, China (3) Hobart and William Smith Colleges, 300 Pulteney Street, Geneva; NY; 14456, United States (4) Asian International River Center, Yunnan University, Kunming, Yunnan; 650091, China ","He, Daming(dmhe@ynu.edu.cn) ","Water (Switzerland)","Water","","MDPI AG, Postfach, Basel, CH-4005, Switzerland","8","10","","October 22, 2016","","","","2016","English","","20734441","","","10.3390/w8100476","476","","","","","","Journal article (JA)","Southwest China's Yunnan province is evolving into one of the world's largest hydro-power-producing regions. It already rivals the world's largest hydro-producing nations. However, five of Yunnan's six basins are international and therefore its hydropower development is of great academic and geopolitical interest. While the implementation of large projects on Yunnan's three large rivers (Jinsha, Mekong and Nu) is relatively well studied, hydropower development outside these three main streams is hardly known. Here, we identified 128 large hydropower projects (≥50 MW) having a capacity of 16.5 GW, along with another 16.4 GW of other types of power generation, neither of which has been discussed in the academic literature yet. The paper utilizes a powershed approach to study the rapid hydropower development underway in Yunnan, both in its implication and challenges (at basin and administrative level) as well as in its trade-offs within the broader electricity context. Yunnan's power generation and consumption patterns are characterized by diverging interests of local/provincial usage and export utilization. Within the province, the largest (hydro-) power users are energy/electricity intensive industries, which themselves have strong impacts on land use changes. Yunnan is also evolving as a major power exporter, already in 2013 exporting about one-third of its generated electricity mainly to Guangdong's Pearl River Delta. We see a need for a critical revision of those existing generation and consumption paradigms, which includes a rethinking of major development modes, both in terms of future hydropower generation and utilization projects as well as export obligations. © 2016 by the authors.","79","Hydroelectric power","Economic and social effects - Environmental impact - Land use - Rivers - Transmissions","China - Hydropower - Large dams - Powershed approach - River basins - Social and environmental impact - Yunnan","403 Urban and Regional Planning and Development - 454.2 Environmental Impact and Protection - 602.2 Mechanical Transmissions - 611.1 Hydroelectric Power Plants - 971 Social Sciences",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Correlation between grain production and the water supply in Yunnan","20140817358207","","Wang, Jian Xiong (1); Li, Pan (1) ","(1) College of Water Resources and hydropower and architecture, Yunnan agriculture university, Kunming, China ","","Applied Mechanics and Materials","Appl. Mech. Mater.","","Trans Tech Publications Ltd, Kreuzstrasse 10, Zurich-Durnten, CH-8635, Switzerland","501-504","","1977-1980","2014","Advances in Civil and Structural Engineering III","","","2014","English","16609336","16627482","","9783038350057","10.4028/www.scientific.net/AMM.501-504.1977","","3rd International Conference on Civil Engineering and Transportation, ICCET 2013","December 14, 2013 - December 15, 2013","Kunming, China","102766","","Conference article (CA)","In recent years in yunnan province grain production increase in volatility,The high and stable yield of grain without good irrigation. Agriculture is water conservation, Industrial and agricultural water use ratio is about 1:4 in China, the main contradiction of supply and demand of water resources in agriculture.Due to other reasons, agricultural water supply reliability will be further reduced.In the case of agricultural water situation has deteriorated, in order to ensure and enlarge the scale of regional food production,urgently needs to research and develop to solve the contradictory between food production and supply of water resources in this area. © (2014) Trans Tech Publications, Switzerland.","8","Grain (agricultural product)","Agriculture - Civil engineering - Economics - Industrial research - Water conservation - Water resources - Water supply","Agricultural water - Agricultural water use - Food production - Grain production - Supply and demand - Supply reliability - Yunnan province","971 Social Sciences - 901.3 Engineering Research - 821.4 Agricultural Products - 821 Agricultural Equipment and Methods; Vegetation and Pest Control - 446.1 Water Supply Systems - 444 Water Resources - 409 Civil Engineering, General",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The effect of prime moves and governors on the low frequency oscillations of Yunnan Power Grid","20115014604157","","Wang, Linmang (1, 2); Wang, Hongyu (1, 2) ","(1) North China Electric Power University, Yunnan Power Grid Company Postgraduate Workstation, 650217, China (2) School of Electrical and Electronic Engineering, North China Electric Power University, 102206, China ","Wang, L.(kid7851758@126.com) ","2011 International Conference on Electrical Machines and Systems, ICEMS 2011","Int. Conf. Electr. Mach. Syst., ICEMS","","IEEE Computer Society","","","","2011","2011 International Conference on Electrical Machines and Systems, ICEMS 2011","","","2011","English","","","","9781457710445","10.1109/ICEMS.2011.6073713","6073713","2011 International Conference on Electrical Machines and Systems, ICEMS 2011","August 20, 2011 - August 23, 2011","Beijing, China","87613","","Conference article (CA)","In the conventional models for the analysis of power system with low frequency oscillation(LFO), excitation systems are considered as the main components that cause the LFOs, the effect of prime moves and governors are usually ignored. The effect of different prime moves and governors on different oscillation modes is little, but great in damping. So the effect of prime moves and governors on the LFOs can't be ignored. In this paper, the LFO models are proposed considering prime moves and governors. The simulation of IEEE9 system and the actual Yunnan Power Grid is respectively carried. The results obtained by using eigenvalue and relativity method and it show that the prime moves and governors do have influence on the LFOs of Yunnan Power Gird. © 2011 IEEE.","10","Electric power transmission networks","Eigenvalues and eigenfunctions - Electric machinery - Governors","Conventional models - Eigen-value - Excitation system - Low-frequency oscillations - Oscillation mode - Power System - Yunnan power grid","602.1 Mechanical Drives - 706.1.1 Electric Power Transmission",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The applied research of hydroturbine prime mover and governor modeling of in the Yunnan Power Grid","20120314682478","","Wang, Linmang (1); Wang, Hongyu (2); Wang, Dada (2) ","(1) North China Electric Power University, Yunnan Power Grid Company Postgraduate Workstation, 650217, China (2) School of Electrical and Electronic Engineering, North China Electric Power University, 102206, China ","Wang, L. ","Procedia Engineering","Procedia Eng.","","Elsevier Ltd","23","","765-768","2011","2011 International Conference on Power Electronics and Engineering Application, PEEA 2011","","","2011","English","18777058","","","","10.1016/j.proeng.2011.11.2578","","2011 International Conference on Power Electronics and Engineering Application, PEEA 2011","December 24, 2011 - December 25, 2011","Shenzhen, China","88020","","Conference article (CA)","With the expansion of power system, the system simulation, fault simulation will be one of the most important work to ensure the operation of Yunnan Power Grid safe and stable. It is also proposed newer and higher requirement to the hydroturbine prime mover and governor models in the Yunnan Power Grid which is based on hydroturbine. In this paper, taking the Luoma River Hydropower Second Stage #2 as an example, a new modeling method of hydroturbine prime mover and governor through parameters-measured is proposed. © 2011 Published by Elsevier Ltd.","5","Electric power transmission networks","Governors - Hydraulic turbines - Power electronics","Applied research - Fault simulation - Hydroturbines - Model method - Power System - Prime movers - System simulations - Yunnan power grid","602.1 Mechanical Drives - 617.1 Hydraulic Turbines - 706.1.1 Electric Power Transmission",,"","This work is supported in part by Yunnan Power Grid Company 2011 Science and Technology Project üüThe Applied Research of Prime Moves and Governors Modeling Method in Yunnan Power Grid.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
