Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"1H-NMR-based water-soluble low molecular weight compound characterization and free fatty acid composition of five kinds of Yunnan dry-cured hams","20191306699376","","Liu, Shuyun (1, 2); Wang, Guiying (1, 2); Xiao, Zhichao (1, 2); Pu, Yuehong (1, 2); Ge, Changrong (1); Liao, Guozhou (1) ","(1) Livestock Product Processing and Engineering Technology Research Center of Yunnan Province, Yunnan Agricultural University, Kunming; 650201, China (2) College of Food Science and Technology, Yunnan Agricultural University, Kunming; 650201, China ","Liao, Guozhou(liaoguozhou@ynau.edu.cn) ","LWT","LWT","","Academic Press","108","","174-182","July 2019","","","","2019","English","00236438","","","10.1016/j.lwt.2019.03.043","","","","","","LBWTAP","Journal article (JA)","The aim of this study was to characterize the chemical composition of flavor precursor for five kinds of Yunnan dry-cured hams (Xuanwei, Nuodeng, Sanchuan, Heqing, and Saba ham). The water-soluble low molecular weight (WLOM) compound profiles of the hams were characterized using proton nuclear magnetic resonance spectroscopy (1H-NMR), and the free fatty acid compositions were analyzed using gas chromatography–mass spectrometry (GC-MS). In total, 48 WLOM compounds were identified, including amino acids, amino acids derivatives, organic acids, nucleic acids, vitamins, sugars, alcohols and small peptides. In addition, 16 free fatty acid compounds were detected. Compared with the other four hams, the Sanchuan ham had the highest total WLOM compounds and free fatty acid contents (P © 2019","51","Fatty acids","Amino acids - Curing - Drying - Gas chromatography - Mass spectrometry - Meats - Molecular weight - Multivariant analysis - Nuclear magnetic resonance - Nuclear magnetic resonance spectroscopy - Nucleic acids","Chemical compositions - Dry-cured ham - Free fatty acid - Low molecular weight - Low molecular weight compounds - Multivariate data analysis - Proton nuclear magnetic resonance spectroscopy - Water soluble compounds","801 Chemistry - 802.2 Chemical Reactions - 802.3 Chemical Operations - 804.1 Organic Compounds - 822.3 Food Products - 922 Statistical Methods - 931.3 Atomic and Molecular Physics",,"Number: 2017KJTX0013, Acronym: -, Sponsor: -; Number: 2018IA101, Acronym: -, Sponsor: -; ","This work was supported by the International Science and Technology Cooperation Project of Key R&D Programs in Yunnan Province ( 2018IA101 ) and the Special Fund for Swine Industry Technology System of Yunnan Modern Agriculture ( 2017KJTX0013 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Principal component analysis for alteration mapping: A case study, Jinghong area, Yunnan province, China","20142617865631","","Al Bassam, Bassam F. (1, 2); Hu, Guangdao (3, 4); Jin, Menggui (1) ","(1) School of Environmental Studies, China University of Geosciences, Wuhan 430074, China (2) College of Engineering, Al Mustansirya University, Baghdad, Iraq (3) State Key Laboratory of Geological Processes and Mineral Resources, China University of Geosciences, Wuhan 430074, China (4) Faculty of Earth Resources, China University of Geosciences, Wuhan 430074, China ","","Geomathematics and GIS Analysis of Resources, Environment and Hazards - Annual Conference of the International Association for Mathematical Geology, IAMG 2007","Geomathematics GIS Anal. Resour., Environ. Hazards - Annu. Conf. Int. Assoc. Math. Geol., IAMG","China Geological Survey; China University of Geosciences; et al.; International Association for Mathematical Geology; NSFC; York University","CONFERENCE SECRETARIAT,China University of Geosciences, IAMG 2007","","","557-560","2007","Geomathematics and GIS Analysis of Resources, Environment and Hazards - Annual Conference of the International Association for Mathematical Geology, IAMG 2007","","","2007","English","","","","","","Annual Conference of the International Association for Mathematical Geology: Geomathematics and GIS Analysis of Resources, Environment and Hazards, IAMG 2007","August 26, 2007 - August 31, 2007","Beijing, China","105720","","Conference article (CA)","Three Principal Component Analysis (PCA) techniques have been applied on TM data for remote detection of alteration zones related to copper mineralization in the Jinghong area; these techniques are selective two bands PCA, selective four bands PCA and standard six bands PCA. The statistical tables of relevant transformations have been used in selecting the appropriate Principal Component (PC) images for the hydrothermal alteration mapping. The results show that these three PCA techniques are considered to be suitable for alteration mapping in the area. With the support of field information, obvious alteration haloes extracted from these techniques could be interpreted as a result of intruded igneous bodies (mostly granitic) in the medium acidic rocks of the Manghuai formation (T2), their presence is controlled by NW-SE major fault structures and it has a positive association with the mineral deposits especially the copper polymetallic occurrences. Comparing the principal component color composite images, which are created by three PCA techniques, a color composite image created by applying selective two bands PCA technique is more reliable to visually interpret the type and the intensity of alteration haloes around the intrusive igneous bodies.","7","Principal component analysis","Clay alteration - Copper deposits - Geology - Hazards - Igneous rocks - Mapping - Minerals","Color composite image - Copper mineralization - Field informations - Hydrothermal alterations - Principal component - Principal Components - Remote detection - Statistical tables","405.3 Surveying - 481.1 Geology - 482.2 Minerals - 504.3 Heavy Metal Mines - 914.1 Accidents and Accident Prevention - 922.2 Mathematical Statistics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The genesis mechanism analysis of Qinglong landslide in the central region of Yunnan Province water source diversion reservoir area of the Jinsha River","20143218026140","","Song, Teng Jiao (1); Chen, Jian Ping (1); Li, Xin Jie (1); Yan, Ji Yu (1) ","(1) College of Construction Engineering, Jilin University, Changchun 130026, China ","","Applied Mechanics and Materials","Appl. Mech. Mater.","","Trans Tech Publications Ltd","580-583","","875-878","2014","Advances in Civil and Industrial Engineering IV","","","2014","English","16609336","16627482","9783038351658","10.4028/www.scientific.net/AMM.580-583.875","","4th International Conference on Civil Engineering, Architecture and Building Materials, CEABM 2014","May 24, 2014 - May 25, 2014","Haikou, China","106661","","Conference article (CA)","Qinglong landslide is a very typical landslide in the central region of Yunnan Province water source diversion reservoir area of the Jinsha River. The geological background of the landslide region is introduced, including Landform, stratum lithology and geological structure and hydrogeological condition. Based on the collected geological data and according to the results of site investigation, the complete picture of Qinglong landslide is provided. Then the image of 3d vision is made. The longitudinal profile and cross-sectional profile are drawn. At last, The genesis mechanism of Qinglong landslide is analyzed from the point of landform, Rock mass structure and Geological structure. The study is helpful to understand the status of other landslides and can provide the basis of appraisal of reservoir bank stability. © (2014) Trans Tech Publications, Switzerland.","5","Landslides","Hydrogeology - Landforms - Lithology - Reservoirs (water) - River diversion - Rivers - Water resources","Cross sectional profiles - Genesis mechanism - Geological background - Geological structures - Hydrogeological conditions - Jinsha river area - Longitudinal profile - Rock mass structure","441 Dams and Reservoirs; Hydro Development - 441.2 Reservoirs - 444 Water Resources - 444.1 Surface Water - 481.1 Geology - 484.1 Earthquake Measurements and Analysis",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research and application of the 3D mathematic model of ore-body based on suppac software - Yunnan white cattle factory silver polymetallic mine","20140217175031","","Li, Ying Ling (1); Gao, Jian Guo (1) ","(1) Kunming University of Science and Technology, Yunan Kunming 650093, China ","","Advanced Materials Research","Adv. Mater. Res.","","Trans Tech Publications Ltd, Kreuzstrasse 10, Zurich-Durnten, CH-8635, Switzerland","868","","84-87","2014","Exploration and Processing of Mineral Resources","","","2014","English","10226680","","9783037859742","10.4028/www.scientific.net/AMR.868.84","","3rd International Conference on Energy, Environment and Sustainable Development, EESD 2013","November 12, 2013 - November 13, 2013","Shanghai, China","101754","","Conference article (CA)","Three-dimensional models of deposit are the foundation of realizing digital mineral deposit, with the aid of mining software Surpac,it can establish deposit database, the three dimensional model of the mining surface,orebody and roadway of the yunnan white cow factory silver polymetallic deposit.The 3D model can show the vivid image of the mining topography and geomorphology, ore body position, gallery situation. The ore model of orebody grade founding by kriging can show the distribution change of orebody grade clearly, and finally estimate the amount of ore body. Comparing with the traditional estimation method of exploration report, we can find the estimation of mineral resources by software is accurate. With the year of exploration and research to the white cattle factory silver polymetallic mine,it shows that deposit is not only for layered and stratoid,but also lenticular and cystic and so on. It leads to the blindness of the exploration of mines because of the complex morphology and the large-scale mining but not being well intensive study,and then the mining benefit significantly reduced.Through the mine modeling,this paper not only display the spatial characteristics conveniently and intuitively,but also can calculate reserves quickly,improve the level of the mine production automation system. © (2014) Trans Tech Publications, Switzerland.","4","Three dimensional","Application programs - Automation - Deposits - Estimation - Mineral resources - Silver - Silver deposits - Surface topography - Three dimensional computer graphics","Digital - Entity modeling - Geological database - Orebody mode - Variograms","921 Mathematics - 732 Control Devices - 731 Automatic Control Principles and Applications - 723 Computer Software, Data Handling and Applications - 931.2 Physical Properties of Gases, Liquids and Solids - 617 Turbines and Steam Turbines - 547.1 Precious Metals - 532 Metallurgical Furnaces - 501 Exploration and Prospecting - 612 Engines",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A case study integrating field measurements and numerical analysis of high-fill slope stabilized with cast-in-place piles in Yunnan, China","20191306700598","","Zhao, Guoqing (1); Yang, Yuyou (1); Zhang, Haiqing (2); Zhang, Guolong (1) ","(1) School of Engineering and Technology, China University of Geosciences, Beijing; Beijing; 100083, China (2) College of Civil Engineering and Architecture, Hebei University, Hebei; 071002, China ","Yang, Yuyou(yangyuyou@cugb.edu.cn) ","Engineering Geology","Eng. Geol.","","Elsevier B.V.","253","","160-170","10 April 2019","","","","2019","English","00137952","","","10.1016/j.enggeo.2019.03.005","","","","","","EGGOAO","Journal article (JA)","A high-fill slope located in Zhenxiong County, Yunnan Province, China, was designed for building placement on its top platform. A reinforcement system consisting of a geogrid, front stability piles (FSPs), retaining sheets, prestressed anchors, and rear deeply buried piles (DBPs) has been used to stabilize the slope. Two typical slope sections were selected to study the high-fill slope stability and retaining mechanism of the reinforcement system. Field measurements of the horizontal displacement and strain in the piles, as well as the anchor working load, were collected and analyzed. In addition, a series of two-dimensional finite element method (FEM) analyses combined with a strength reduction technique was conducted to analyze two selected cross sections. The results show that the retaining structure behavior is closely related to the fill construction process of a high-fill slope. The deflection of the stabilizing pile increases almost linearly with the filling height in the initial stage of fill construction. The variation in the working load of the prestressed anchor shows an offset between prestress loss and increasing fill pressure. The FEM results can provide insight into the pile-soil interaction mechanism and its contribution to fill slope stabilization. The FSPs shift the sliding surface from through the slope toe to through the top of the FSPs. The anchors can reduce the bending moment by supplying additional bearing points. The DBPs can share a portion of the sliding thrust and effectively enhance the safety factor. This paper provides a reference for reinforcement system design for similar engineering projects considering high-fill slopes. © 2019 Elsevier B.V.","38","Slope protection","Anchorages (concrete construction) - Anchors - Numerical analysis - Piles - Reinforcement - Safety factor - Slope stability - Stabilization - Structural design - System stability","Field measurement - High fill slopes - Horizontal displacements - Pile soil interaction - Reinforcement systems - Stabilizing piles - Strength reduction technique - Two dimensional finite element method","406.2 Roads and Streets - 408.1 Structural Design, General - 408.2 Structural Members and Shapes - 671.2 Ship Equipment - 914.1 Accidents and Accident Prevention - 921.6 Numerical Methods - 951 Materials Science - 961 Systems Science",,"Number: 2017YFC0805008, Acronym: -, Sponsor: National Basic Research Program of China (973 Program); Number: 41472278, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The research described herein was funded by the National Key Research and Development Program of China (Grant Nos. 2017YFC0805008) and the National Natural Science Foundation of China (NSFC) (Grant Nos. 41472278). The financial support is gratefully acknowledged.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis of the thermal performance of a solar water heating system in a high-rise apartment in Yunnan","20140417220314","","Wang, Zhihao (1); Zhou, Zhiyong (1); Zhu, Chi (1); Zhong, Xin (1); Wang, Limin (1) ","(1) Kunming University of Science and Technology, Kunming 650500, China ","Wang, Z.(wangzhihao84@163.com) ","Energy Education Science and Technology Part A: Energy Science and Research","Energy Educ. Sct. Technol. Part A. Energy Sci. Res.","","Sila Science, University Mah Mekan Sok, No 24, Trabzon, Turkey","31","3","1729-1736","2013","","","","2013","English","1308772X","","","","","","","","","","Journal article (JA)","This paper presents the performance characteristics of a solar water heating system consisting of 84 m2 flat plate collector and a 5 m3 tank in a high-rise apartment in Yunnan. Solar radiation, ambient air temperature, wind speed and water temperatures in the heat storage tank were measured, then daily useful energy gain and average heat loss factor were calculated with the investigation data. Results showed that there was a clearly observed thermal stratification at the lowest part of the tank, daily useful energy gain and average heat loss factor value were 7.64 MJ/m2 and 9.04 W/ (m3•K) respectively. © Sila Science.","11","Solar water heaters","Apartment houses - Heat losses - Sun - Tanks (containers) - Thermal stratification","Ambient air temperature - Energy gain - Flat-plate collector - Heat storage tanks - Loss factor - Performance characteristics - Solar water heating systems - Thermal Performance","402.3 Residences - 443.1 Atmospheric Properties - 619.2 Tanks - 641.2 Heat Transfer - 657.1 Solar Energy and Phenomena - 657.2 Extraterrestrial Physics and Stellar Phenomena",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Corrigendum to “1H-NMR-based water-soluble low molecular weight compound characterization and free fatty acid composition of five kinds of Yunnan dry-cured hams” (LWT (2019) 108 (174–182), (S0023643819302385), (10.1016/j.lwt.2019.03.043))","20192507058505","","Liu, Shuyun (1, 2); Wang, Guiying (1, 2); Xiao, Zhichao (1, 2); Pu, Yuehong (1, 2); Ge, Changrong (1); Liao, Guozhou (1) ","(1) Livestock Product Processing and Engineering Technology Research Center of Yunnan Province, Yunnan Agricultural University, Kunming; 650201, China (2) College of Food Science and Technology, Yunnan Agricultural University, Kunming; 650201, China ","Liao, Guozhou(liaoguozhou@ynau.edu.cn) ","LWT","LWT","","Academic Press","112","","","September 2019","","","","2019","English","00236438","","","10.1016/j.lwt.2019.04.080","108079","","","","","LBWTAP","Erratum (ER)","The authors want to make readers aware of the following mistake. During the final submission of revision version for this manuscript's publication, the images in Fig. 5c were inadvertently replaced with wrong images, and there is an error in the title of Fig.5. The published version of Fig. 5c and the title of Fig.5 are therefore incorrect. The corrected version of the Fig. 5, as originally submitted and reviewed in all versions before the last, is shown below. The only change of Fig. 5c is the bar charts of “Total” concentrations of WLOM compounds of five types of Yunnan dry-cured hams. And in the title of Fig.5, the “VIP (Variable Importance in Projection) scores (b) plot” should be “VIP (Variable Importance in Projection) scores plot (b)”. The rest of the figure is identical to the published version. We apologize for this oversight and for any confusion that it has caused. Published version: © 2019 Elsevier Ltd",,,,,,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Dynamic monitoring of vegetation coverage in Shangri-La County of Northwest Yunnan based on MODIS-NDVI","20140717300530","","Deng, Yu (1); Wang, Jinliang (1); Rubiao, Ma (2) ","(1) College of Tourism and Geographical Science, Yunnan Normal University, Kunming, China (2) College of Vocational and Adult Education, Chuxiong Normal University, Chuxiong, China ","Rubiao, M.(mrb@cxtc.edu.cn) ","International Conference on Geoinformatics","Int. Conf. Geoinformatics","Henan University, Key Research Institute of; IEEE Geoscience and Remote Sensing Society (IEEE GRSS); Ministry of Education; The Geographical Society of Henan Province; Yellow River Civilization and Sustainable Development,","IEEE Computer Society","","","","2013","Proceedings - 2013 21st International Conference on Geoinformatics, Geoinformatics 2013","","","2013","English","2161024X","21610258","9781467362283","10.1109/Geoinformatics.2013.6626120","6626120","2013 21st International Conference on Geoinformatics, Geoinformatics 2013","June 20, 2013 - June 22, 2013","Kai Feng, China","102377","","Conference article (CA)","Vegetation Coverage is an important parameter to the development of climatic and ecological models. It is significant in monitoring ecological environment change and the recovery and reconstruction of vegetation. Shangri-La County, located in Northwest of Yunnan, upper and middle reaches of the Yangtze River, which is characterized by a difference in large elevation, landscape fragmentation, and ecological fragile environment. It has great significance to study the vegetation cover monitoring in this zone. The Dimidiate Pixel Model was used to extract vegetation coverage information using NDVI in 2000, 2006, and 2011 in Shangri-La County. Temporal and spatial pattern analyzed in the past 10 years in light of administrative division and geographic landform. The results showed that: (1) Respectively the data was 28.60%, 57.45% and 53.93% in 2000, 2006 and 2011, and now the data keeps on increasing; (2)The vegetation coverage in township level of study area is great different: Jinsha> Hutiaoxia> ShangJiang> Sanba> Dongwang> Xiaozhongdian> Nixi> Wujin> Geza> Luoji> Jiantang; (3) Vegetation coverage is increasing with altitude decreasing, the higher altitude and the lower vegetation coverage is. Whatever the elevation is, the vegetation coverage is increasing from 2000 to 2011, while vegetation coverage was decreasing by 10% nearly in the elevation of 4000-4500 from 2006 to 2011. © 2013 IEEE.","20","Vegetation","Ecology - Pixels - Radiometers","Dynamic monitoring - Ecological environments - Landscape fragmentation - MODIS - NDVI - Pixel models - Temporal and spatial pattern - Vegetation coverage","454.3 Ecology and Ecosystems - 944.7 Radiation Measuring Instruments",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Estimating TFP based on extended Solow residual value Method: A case study in Yunnan province","20163702808554","","Jie, Xu (1); Yu Wei, Huang (1); Ming Yu, Chen (1); Qiang, Zhang (1) ","(1) School of Management and Economics, Kunming University of Science and Technology, Kunming, China ","","2016 13th International Conference on Service Systems and Service Management, ICSSSM 2016","Int. Conf. Serv. Syst. Serv. Manag., ICSSSM","Institute of Electrical and Electronic Engineers (IEEE) Systems; Kunming University of Science and Technology; South China University of Technology; The Chinese University of Hong Kong; Tsinghua University","Institute of Electrical and Electronics Engineers Inc.","","","","August 9, 2016","2016 13th International Conference on Service Systems and Service Management, ICSSSM 2016","","1of1","2016","English","","","9781509028429","10.1109/ICSSSM.2016.7538597","7538597","13th International Conference on Service Systems and Service Management, ICSSSM 2016","June 24, 2016 - June 26, 2016","Kunming, China","123297","","Conference article (CA)","Since the reforming and opening up of China, domestic and foreign scholars have made deep researches on the total factor productivity of China, but the different estimation results led to much controversy. Herein, the new method is used to estimate the two key indexes of capital and labor input in the paper. Based on that, by extended Solow residual value Method to undertake an empirical study on the total factor productivity of Yunnan province and its contribution to economic growth. Result shows that since 2003 the growth rate of total factor productivity of Yunnan province is-0.96. The contributive rate of economic growth is-8.60%. The contributive rate of material capital is 64.63%, which indicated the economic growth of Yunnan province is mainly driven by capital investment. The contribution of technological progress to economic growth is negative; the contribution rate of human capital is 6%, the contribution to economic growth remains low. © 2016 IEEE.","13","Economics","Investments - Productivity","capital input - Capital investment - Empirical studies - Estimation results - labour input - Residual value - Technological progress - Total factor productivity","971 Social Sciences",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Simulation and regulation of market operation in hydro-dominated environment: The Yunnan case","20173404078673","","Chen, Fu (1, 2); Liu, Benxi (1, 2); Cheng, Chuntian (1, 2); Mirchi, Ali (3) ","(1) Institute of Hydropower System & Hydroinformatics, Dalian University of Technology, Dalian; 116024, China (2) Key Laboratory of Ocean Energy Utilization and Energy Conservation of Ministry of Education, Dalian University of Technology, Dalian; 116024, China (3) Department of Civil Engineering and Center for Environmental Resource Management, University of Texas at El Paso, 500 W University Ave, El Paso; TX; 79968, United States ","Cheng, Chuntian(ctcheng@dlut.edu.cn) ","Water (Switzerland)","Water","","MDPI AG, Postfach, Basel, CH-4005, Switzerland","9","8","","August 20, 2017","","","","2017","English","","20734441","","10.3390/w9080623","623","","","","","","Journal article (JA)","This paper presents an integrated method to obtain optimal market operation and regulation with the objective of reducing the market price and increasing the electricity consumption in hydro-dominated electricity markets, in which giant cascaded hydropower facilities along different rivers are main power suppliers. To this end, a comprehensive indicator composed of market prices and electricity consumption is proposed to evaluate the situation of hydro-dominated market operation. Moreover, an iterative algorithm is proposed to investigate the strategic behaviors of power suppliers and to simulate the operation of the market. Furthermore, an integrated solution methodology based on a multi-core parallel tabu genetic algorithm (MPTGA) is proposed to provide the optimal assignment of bilateral contracts, considering the market simulation, in order to achieve the optimal market regulation. The results from the case study, with real data based on Yunnan's electricity market, demonstrate that the proposed indicator and method are effective and efficient to simulate and regulate the market operation, and the effects of MPTGA are discussed last. © 2017 by the authors. Licensee MDPI, Basel, Switzerland.","29","Commerce","Electric industry - Electric power utilization - Genetic algorithms - Hydroelectric power - Iterative methods - Power markets","Bilateral contracts - Cascade hydropowers - Electricity-consumption - Integrated solutions - Iterative algorithm - Multi-core parallels - Optimal assignment - Simulation and regulation","611.1 Hydroelectric Power Plants - 706.1 Electric Power Systems - 921.6 Numerical Methods",,"Number: 2016M590225, Acronym: -, Sponsor: China Postdoctoral Science Foundation; Number: 51210014, Acronym: -, Sponsor: National Natural Science Foundation of China; Number: -, Acronym: -, Sponsor: National Center for International Joint Research on E-Business Information Processing; Number: 91547201, Acronym: -, Sponsor: National Natural Science Foundation of China; ","Acknowledgments: This study was supported by the National Natural Science Foundation of China (No. 91547201), the Major International Joint Research Project from the National Nature Science Foundation of China (51210014), and the China Postdoctoral Science Foundation (2016M590225).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Solution of dynamic stability problems in islanded Yunnan-Guangdong DC transmission system based on wide-area power system stabilizer","20141417541259","","Chen, Yiping (1, 2); Chen, Lei (3); Ye, Jun (2); Hou, Jun (2); Zhang, Yao (1) ","(1) School of Electric Power, South China University of Technology, Guangzhou 510640, China (2) China Southern Grid Power Dispatching and Control Center, Guangzhou 510623, China (3) Department of Electrical Engineering, Tsinghua University, Beijing 100084, China ","Chen, L.(chenlei08@mail.tsinghua.edu.cn) ","Dianli Xitong Zidonghua/Automation of Electric Power Systems","Dianli Xitong Zidonghue","","Automation of Electric Power Systems Press","38","5","31-35","March 10, 2014","","","","2014","Chinese","10001026","","","10.7500/AEPS20130715008","","","","","","DXZIE9","Journal article (JA)","Islanded operation of the DC sending system can reduce the impact of DC fault on the main system, thus enhancing the security of the system and increasing the capacity of the transmission corridor. In the islanded sending system of Yunnan-Guangdong DC transmission system, there are dynamic stability problems because the Xiaowan plant and Jin'anqiao plant are far away from Chuxiong converter station. The conventional power system stabilizer (PSS) effectively increases the damping of the oscillation mode between Xiaowan generators and Jin'anqiao generators, but exerts an adverse impact on the overvoltage control of the islanded system. This paper analyzes the cause according to the principle of the conventional PSS, then proposes a solution scheme using wide-area signals based PSS. The wide-area PSS based on the speed difference of generators can improve the dynamic stability of the islanded system, while avoiding the adverse impact on the overvoltage control. It has good feasibility in the islanded Yunnan-Guangdong DC sending system. The effectiveness of wide-area PSS is verified by simulation results. © 2014 State Grid Electric Power Research Institute Press.","16","Electric power transmission","Electric power system stability - Electrolysis - Energy transfer - Stability","DC system - Low frequency oscillations - Over-voltages - Power System Stabilizer - Reverse regulation","706.1 Electric Power Systems - 706.1.1 Electric Power Transmission - 801.4.1 Electrochemistry",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Paleogene Sedimentary and Structural Evolution of the Jianchuan-Lanping Basins, Western Yunnan and its Regional Tectonic Implications","20171903652801","","Shen, Qingqiang (1, 2); Cao, Kai (1, 3); Wang, Guocan (1, 3); Xu, Yadong (1, 4); Zhang, Kexin (1, 4) ","(1) School of Earth Sciences, China University of Geosciences, Wuhan; Hubei; 430074, China (2) Geological Survey Institution of Guangxi Zhuang Autonomous Region, Nanning; Guangxi; 530023, China (3) Center for Global Tectonics, State Key Laboratory of Geological Processes and Mineral Resources, China University of Geosciences, Wuhan; Hubei; 430074, China (4) State Key Laboratory of Biological and Environmental Geology, China University of Geosciences, Wuhan; Hubei; 430074, China ","Wang, Guocan(wgcan@cug.edu.cn) ","Geotectonica et Metallogenia","Geotecton. Metallog.","","Science Press","41","1","23-41","February 1, 2017","","","","2017","Chinese","10011552","20959508","","10.16539/j.ddgzyckx.2017.01.002","","","","","","","Journal article (JA)","The Cenozoic Lanping and Jianchuan basins are located at either side of the Ailaoshan-Red River Fault Zone, western Yunnan. This area is highly deformed as it was involved in the eastern Himalayan syntaxis. The sedimentary and deformation features of the basins have significant implications for the tectonic evolution of southeast margin of the plateau. The Paleogene deposition and subsequent structural activities in these two basins illustrate three phases of deformation, including strong compression deformation in the Early Eocene, extensional deformation in the Middle Eocene and the strike-slip deformation during Oligocene. The very first compression deformation exhibits as fold-thrust system in the Lanping area, thrust movement along the Ailaoshan-Red River Fault, and broad folds in the Jianchuan Basin. Regarding the sedimentation, the Paleocene Mengyejing Formation is characteristics by fine grained rocks and shore-lacustrine facies, while the Eocene Baoxiangsi Formation occurs as fluvial deposition and has the feature of foreland basin deposition. The switch from shore-lacustrine to fluvial deposition may result from the strong compression during the Eocene. Afterwards, the basins' tectonic regime transferred from the early compression to extension, and the intrusion of high-K granites and dikes during the Middle-Late Eocene indicates an extensional background. At the same time, the deposition was transformed from the fluvial facies of Baoxiangsi Formation to meandering fluvial facies with molasse features in the Eocene Jinsichang Formation. The absence of Oligocene sediments and the onset of the sinistral strike-slip along the Ailaoshan-Red River Fault suggest strike-slip deformation during the Oligocene. Therefore, the Jianchuan-Lanping Basins experienced twice kinematics transform at the Middle Eocene and Oligocene, which is also supported by the provenance study of the basins. Integrating the studies about the Eocene magmatism in the southeast plateau, the huge Oligocene strike-slip movements along the Chongshan and Gaoligong Shear Zones, and the rotation of the Baoshan Block at the southeast margin of the Tibetan Plateau, the Paleogene tectonic evolution includes compression during the Paleocene-Early Eocene, extension during the Middle-Late Eocene, and transpression during the Oligocene. © 2017, Science Press. All right reserved.","48","Strike-slip faults","Deformation - Rivers - Sedimentation - Sedimentology","Compression deformation - Extensional deformation - Jianchuan-Lanping Basins - Neo genes - Strike-slip deformation - Structural evolution - Tectonic changes - Tibetan Plateau","481.1 Geology - 484.1 Earthquake Measurements and Analysis - 802.3 Chemical Operations",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Mapping geochemical singularity using multifractal analysis: Application to anomaly definition on stream sediments data from Funin Sheet, Yunnan, China","20100412652299","","Bai, Jian (1, 2, 3); Porwal, Alok (4); Hart, Craig (3); Ford, Arianne (3); Yu, Le (3, 5) ","(1) School of Geoscience and Resources, China University of Geoscience, Beijing, 10008, China (2) Yunnan Bureau of Geology and Mineral Resources, Kunming, 650011, China (3) Centre for Exploration Targeting, University of Western Australia, Perth, 6009, Australia (4) Centre for Exploration Targeting, Western Australian School of Mines, Curtin University of Technology, Perth, WA 6845, Australia (5) Department of Earth Science, Zhejiang University, Hangzhou, 310027, China ","Bai, J.(jian.bai@hotmail.com) ","Journal of Geochemical Exploration","J. Geochem. Explor.","","Elsevier B.V.","104","1-2","1-11","January 2010/February 2010","","","","2010","English","03756742","","","10.1016/j.gexplo.2009.09.002","","","","","","","Journal article (JA)","Most conventional statistical methods aiming at defining geochemical concentration thresholds for separating anomalies from background have limited effectiveness in areas with complex geological settings. This paper uses multifractal analysis to combine the characteristics of geochemical frequency distribution and spatial dispersion in order to map geochemical singularities instead of using conventional statistically derived concentration thresholds. The model, termed radius-areal Productivity (r-P) model, employs a stable measure and a scale-increasing method to estimate geochemical singularities spatially on geochemical landscape for delineating potential anomalies. The model is applied to geochemical data of regional stream sediments from the Funin Sheet, Yunnan, China. © 2009 Elsevier B.V. All rights reserved.","27","Analytical geochemistry","Exploratory geochemistry - Fractals - Productivity","Concentration threshold - Frequency distributions - Geochemical anomaly - Geochemical concentrations - Geochemical singularity - Multifractal analysis - Productivity model - Spatial dispersion","481.2 Geochemistry - 921 Mathematics",,"","The Centre for Exploration Targeting of the University of Western Australia is sincerely appreciated for its excellent research environment and support for this research. Thanks are also due to the China Scholarship Council and Yunnan Bureau of Geology and Mineral Resources for funding this work. We thank Drs. Agnieszka Galuszka and Victor G. Mossotti, and an anonymous reviewer for their insightful comments which helped improve the manuscript.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
