Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Broadened operating pH range for adsorption/reduction of aqueous Cr(VI) using biochar from directly treated jute (Corchorus capsularis L.) fibers by H3PO4","20193707432558","","Chen, Mingxin (1); He, Feifei (2); Hu, Dongwen (1); Bao, Chongzhuo (1); Huang, Qiang (1) ","(1) School of Materials Science and Engineering, Yunnan University, Kunming; 650091, China (2) School of Agriculture, Yunnan University, Kunming; 650091, China ","Huang, Qiang(huangqiang@ynu.edu.cn) ","Chemical Engineering Journal","Chem. Eng. J.","","Elsevier B.V.","381","","","1 February 2020","","","","2020","English","13858947","","","","10.1016/j.cej.2019.122739","122739","","","","","CMEJAJ","Journal article (JA)","Biochar has attracted much attention as a green cost-effective adsorbent for heavy metal removals. However, previous studies generally found that biochar was only effective in a narrow low pH range for Cr(VI) removal, and less attention was paid to biochar which can be effectively operated in a wider range of pH. This study showed that the jute fiber-based biochar pretreated H3PO4 can availably remove and reduce Cr(VI) to Cr(III) in wastewater over a broadened operating pH range of 1–6, in which the intrinsic pH of Cr(VI) solution was included. For this, XRD, Raman, SEM, elemental analysis and N2 adsorption- desorption techniques were utilized to characterize the structure and compositions of the biochars. FTIR, XPS, Boehm titration and zeta potential measurements were performed to determine the surface group and charge distributions. It was revealed that in comparison with the biochar activated by KOH, H3PO4-treated biochar offered sufficient acidic groups such as phosphonic acid and carboxyl on the surface, from which the supplied protons could maintain the pH within a stable range of 1.9–3.4. XPS analysis exhibited that the electron-rich C–O, P–O and C–P bonds acted electron donating moieties to reduce high potential Cr(VI). Cr(VI) uptake experiments showed that Freundlich multilayer chemisorption occurred on the heterogeneous surface. Langmuir-Hinshelwood kinetic model suggested the surface reaction was the rate-controlling step. The examination for simulated samples confirmed that the H3PO4-treated biochar could control Cr(VI) pollution at the inherent pH in the environment. © 2019 Elsevier B.V.","72","Chromium compounds","Adsorption - Cost effectiveness - Heavy metals - Jute fibers - pH - Pollution control - Potassium hydroxide - Reduction - Surface reactions - X ray photoelectron spectroscopy","Bio chars - Heavy metal removal - Heterogeneous surface - Hexavalent chromium - Langmuir-Hinshelwood kinetics - pH range - Rate-controlling steps - Zeta potential measurements","531 Metallurgy and Metallography - 801.1 Chemistry, General - 802.2 Chemical Reactions - 802.3 Chemical Operations - 804.2 Inorganic Compounds - 819.1 Natural Fibers - 911.2 Industrial Economics",,"Number: 51964045, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The authors thank for the financial support from the National Natural Science Foundation of China (No. 51964045 ) and Program for Innovative Research in University of Yunnan Province, and the technical support from the Modern Analysis and Testing Center of Yunnan University . Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Enzymatic modification and antioxidant activity of russula alutacea polysaccharides","20181104895882","","Wang, Baijuan (1); Jiang, Mingzhong (2); Peng, Wen (1); Yang, Qingsong (3); Zhang, Xiaoyun (1); Yang, Yunxian (1); Zhao, Yan (1) ","(1) Yunnan Agricultural University, Kunming; 650201, China (2) Yunnan Police Officer Academy, Kunming; 650223, China (3) School of Ethnic Medicine, Yunnan Minzu University, Kunming; 650500, China ","Zhao, Yan(zhaoyankm@126.com) ","Chemical Engineering Transactions","Chem. Eng. Trans.","","Italian Association of Chemical Engineering - AIDIC","62","","1225-1230","2017","","","","2017","English","","22839216","","9788895608600","10.3303/CET1762205","","","","","","","Journal article (JA)","This paper aims to explore the effect of enzymatic modification on the antioxidant activity of Russula alutacea (R. alutacea) polysaccharides. To this end, the polysaccharides were extracted by water and precipitated by alcohol, and subjected to enzymatic modification. Then, the hydroxyl radicals, superoxide anions, DPPH radicals scavenging rates and reducing power were used to determine and compare the properties of the modified and unmodified R. alutacea polysaccharides. The results show that the polysaccharide content of the sample was 1.92%; the ability to scavenge hydroxyl radicals, superoxide anions and DPPH radicals increased with the concentration; the modified polysaccharides had higher scavenging rates than the unmodified polysaccharides, but the rates were similar at the same concentration; the free radicals scavenging rate of the modified polysaccharides was slower than that of ascorbic acid; in terms of the reducing power, the modified polysaccharides was stronger than unmodified polysaccharides, but far weaker than ascorbic acid. Copyright © 2017, AIDIC Servizi S.r.l.","22","Polysaccharides","Antioxidants - Ascorbic acid - Free radicals - Scavenging","Anti-oxidant activities - Enzymatic modification - Free radicals scavenging - Hydroxyl radicals - Modified polysaccharides - Polysaccharide contents - Scavenging rates - Superoxide anions","612.1 Internal Combustion Engines, General - 804.1 Organic Compounds",,"Number: 2014C070Y, Acronym: -, Sponsor: Yunnan Provincial Department of Education; Number: 2015FB147, Acronym: -, Sponsor: Applied Basic Research Foundation of Yunnan Province; Number: 2015ZR15, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 31460137, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61561054, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by Applied Basic Research Programs of Science and Technology Commission Foundation of Yunnan Province (No. 2015FB147), the Educational Commission of Yunnan Province, China (2014C070Y), National Natural Science Foundation of China (31460137, 61561054) and Yunnan Agricultural University Natural Science Foundation for Young Scientists Project (2015ZR15).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The Framework of Protein Function Prediction Based on Boolean Matrix Decomposition","20193407328026","","Liu, Lin (1); Tang, Lin (2); Tang, Mingjing (3); Zhou, Wei (4) ","(1) School of Information, Yunnan Normal University, Kunming; 650500, China (2) Key Laboratory of Educational Informatization for Nationalities, Yunnan Normal University, Ministry of Education, Kunming; 650500, China (3) President Office, Yunnan Normal University, Kunming; 650500, China (4) National Pilot School of Software, Yunnan University, Kunming; 650091, China ","Tang, Lin(maitanweng2@163.com) ","Jisuanji Yanjiu yu Fazhan/Computer Research and Development","Jisuanji Yanjiu yu Fazhan","","Science Press","56","5","1020-1033","May 1, 2019","","","","2019","Chinese","10001239","","","","10.7544/issn1000-1239.2019.20180274","","","","","","JYYFEY","Journal article (JA)","Protein is the most essential and versatile macromolecule of living cells, and thus the research on protein functions is of great significance in decoding the secret of life. Previous researches have suggested that prediction of protein function is essentially a multi-label classification problem. Nonetheless, the large number of protein functional annotation labels brings the huge challenge to various kinds of multi-label classifiers applied to protein function prediction. To achieve more accuracy prediction of protein function by multi-label classifiers, we consider the characteristics of high correlation between protein functional labels, and propose a framework of protein function prediction based on Boolean matrix decomposition (PFP-BMD). Meanwhile, considering the problem of hardly satisfying exact decomposition and column in condition simultaneously of current Boolean matrix decomposition algorithms, an exact Boolean matrix decomposition algorithm based on label clusters is proposed, which realizes the hierarchical extended clustering of labels by the label-associated matrix. What's more, we prove its ability of optimal Boolean matrix decomposition based on related deductions. The experimental results show that this exact Boolean matrix decomposition algorithm possesses considerable advantage in reducing the computational complexity in comparison with existing algorithms. In addition, the application of the proposed algorithm in PFP-BMD can effectively improve the accuracy of protein function prediction, and more importantly, reducing and restoring dimensions in the functional label space of proteins using this algorithm lays the foundation of a more efficient classification of various multi-label classifiers. © 2019, Science Press. All right reserved.","30","Boolean functions","Classification (of information) - Clustering algorithms - Forecasting - Proteins","Associated matrices - Boolean Matrix - Label space - Multi label classification - Protein function prediction","721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 804.1 Organic Compounds - 903.1 Information Sources and Analysis",,"Number: 61762089, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61862067, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the National Natural Science Foundation of China (61862067, 61762089), the PhD Startup Foundation of Yunnan Normal University (2016zb009), and the Yunnan Province Science and Technology Innovation Team Project of Yunnan University Data-Driven Software Engineering (2017HC012).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The research of electronic evidence admissibility and evidential power based on bayesian network","20114414461962","","Wu, Shaobing (1); Wang, Changmei (2); Li, Hongtu (1); Cui, Ying (1); Zhao, Qingshan (1); Jia, Xueming (1); Wang, Lan (1) ","(1) Yunnan Police Officer Academy, Kunming 650223, China (2) Yunnan Normal University, Kunming 650092, China ","Wu, S.(wsbqz@163.com) ","7th International Conference on Wireless Communications, Networking and Mobile Computing, WiCOM 2011","Int. Conf. Wirel. Commun., Networking Mob. Comput., WiCOM","Communication University of China; Engineering Information Institute; et al.; Huazhong University of Science and Technology; Jiangsu University; Wuhan University","IEEE Computer Society","","","","2011","7th International Conference on Wireless Communications, Networking and Mobile Computing, WiCOM 2011","","","2011","English","","","","9781424462520","10.1109/wicom.2011.6040537","6040537","7th International Conference on Wireless Communications, Networking and Mobile Computing, WiCOM 2011","September 23, 2011 - September 25, 2011","Wuhan, China","87058","","Conference article (CA)","With the rapid in global popularization, produced with the definition of the electronic evidence, concept appears. Thus cause the attention of people to electronic evidence. Electronic evidence acquisition and recoverable sex and proof force research become a hotspot of current researches and difficult problem. In this paper, on the basis of collecting large amounts of cases, this paper puts forward a kind of using bayesian network of electronic evidence to the recoverable sex and proof force research method in electronic evidence, so as to make a quantitative analysis and research of positive and significant contribution. © 2011 IEEE.","7","Bayesian networks","Mobile computing - Wireless telecommunication systems","Electronic evidences - Evidence admissibility - Evidential power - Hot spot - Large amounts - research methods","921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Developing distributed virtual machines for the Tri-Integration-Pattern Based Platform (TIPBP)","20065110314526","","Duan, Qing (1); Liang, Zhihong (1); Zhou, Hua (1); Liao, Hongzhi (1); Yang, Hongji (2) ","(1) Yunnan University, Kunming, Yunnan, 650091, China (2) De Montfort University, Leicester, LE1 9BH, United Kingdom ","Duan, Q.(qduan@ynu.edu.cn) ","Proceedings - SOSE 2005: IEEE International Workshop on Service-Oriented System Engineering","Proc. SOSE IEEE Int. Workshop Serv.-Oriented Syst. Eng.","IEEE Computer Society Technical Committee on Electronic Commerce","Institute of Electrical and Electronics Engineers Computer Society","2005","","143-148","2005","Proceedings - SOSE 2005: IEEE International Workshop on Service-Oriented System Engineering","","","2005","English","","","0769524389","9780769524382","10.1109/SOSE.2005.11","1551141","SOSE 2005: IEEE International Workshop on Service-Oriented System Engineering","October 20, 2005 - October 21, 2005","Beijing, China","68740","","Conference article (CA)","Virtual machine is a concept that has been used frequently in the computing world to solve different problems. It plays an important role that is continuing to extend the abilities of computer systems. In this paper, the concept of virtual machine is put into practice within Tri-Integration-Pattern Based Platform (TIPBP) in order to facilitate component assembly and application extension. The distributed virtual machines development aims to improve the performance of TIPBP. The paper presents the relationship between the distributed virtual machines and TIPBP, and details how to design the virtual machines at both server-side and client-side. © 2005 IEEE.","12","Virtual reality","Computation theory - Problem solving - Servers - Systems analysis - User interfaces","Component assembly - Tri-Integration-Pattern Based Platform (TIPBP) - Virtual machines","721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 722 Computer Systems and Equipment - 722.2 Computer Peripheral Equipment - 723 Computer Software, Data Handling and Applications - 723.4 Artificial Intelligence - 912.3 Operations Research","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Smart grid equipments condition monitoring based on rough set","20112914166101","","Zhang, Xi-Yuan (1); Wei, Wang (1); Huan, Wang (1) ","(1) Software School Yunnan University, Kunming, China ","Zhang, X.-Y.(xiyuandaisy@gmail.com) ","Advanced Materials Research","Adv. Mater. Res.","National University of Singapore; Asia Pacific Human-Computer Interaction Research Center","Trans Tech Publications, P.O. Box 1254, Clausthal-Zellerfeld, D-38670, Germany","267","","338-343","2011","Manufacturing Systems and Industry Application","","","2011","English","10226680","","","9783037851517","10.4028/www.scientific.net/AMR.267.338","","2011 International Conference on Materials Engineering for Advanced Technologies, ICMEAT 2011","May 5, 2011 - May 6, 2011","Singapore, Singapore","85576","","Conference article (CA)","In order to assess the condition of smart grid equipment in real time, a method of information processing for condition monitoring based on rough set theory is presented. The condition monitoring decision table is established by collecting different kinds of information of intelligent circuit breaker which is regarded as the condition attribute set. Then the approximate minimum reduction is found after using the discernible matrix algorithm of attribute reduction in rough set theory to reduce the attribute of the decision table and value reduction to eliminate the redundancy knowledge. Finally the condition classification rules which can provide the real-time basis for operation and maintenance of smart grid are extracted. © (2011) Trans Tech Publications, Switzerland.","8","Condition monitoring","Data processing - Decision tables - Decision theory - Industrial applications - Manufacture - Real time systems - Rough set theory - Smart power grids","Attribute reduction - Circuit breaker - Classification rules - Condition attributes - Matrix algorithms - Operation and maintenance - Real time - Rough set - Smart grid - Value reduction","961 Systems Science - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory - 921 Mathematics - 913.4 Manufacturing - 913 Production Planning and Control; Manufacturing - 723.2 Data Processing and Image Processing - 723.1 Computer Programming - 722.4 Digital Computers and Systems - 706.1 Electric Power Systems - 706 Electric Transmission and Distribution - 603 Machine Tools",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Causes analysis on the serious defect of enterprise environmental responsibility - Based on the perspective of law and economics","20174804462859","","Fa, L.N. (1) ","(1) Shanghai University of Political Science and Law (SHUPL), Post-doctor in Law, Fudan University, Shanghai, China ","Fa, L.N.(falinal2@163.com) ","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","Yunnan Normal University","Institute of Physics Publishing","93","1","","November 9, 2017","2017 International Conference on New Energy and Future Energy System, NEFES 2017","","1 of 1","2017","English","17551307","17551315","","","10.1088/1755-1315/93/1/012027","012027","2nd International Conference on New Energy and Future Energy System, NEFES 2017","September 22, 2017 - September 25, 2017","Kunming, China","131774","","Conference article (CA)","As the important Environmental Interests of Subjects, enterprises behoove to undertake the corresponding responsibility of Pollution Control and Environmental Protection. The current situations in our country, however, appear as the serious lack of enterprise environmental responsibility. Based on the analysis of law and economics, this article reaches the conclusion through game analysis and cost-benefit analysis that the prisoners dilemma of environmental interest game between enterprises is the inherent causes for the serious defect of enterprise environmental responsibility. Meanwhile, at the point of cost-benefit, the externality of environment illegal act results in the imbalanced cost-benefit, lacking of the motivation to control pollution and protect environment in an active way. © Published under licence by IOP Publishing Ltd.","5","Cost benefit analysis","Costs - Economic analysis - Environmental regulations - Pollution control","Causes analysis - Cost benefits - Current situation - Environmental responsibility - Game analysis - Prisoners dilemma","454.2 Environmental Impact and Protection - 911 Cost and Value Engineering; Industrial Economics - 911.2 Industrial Economics",,"","This article is funded by "China National Institute for SCO International Exchange and Judicial","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Three-dimensional facial feature points matching based on a combined support vector machine","20101812902973","","Ma, Hongjing (1); Zhang, Detong (1); Feng, Jun (1) ","(1) Northwest University 105#, 710127, China ","Ma, H.(mahongjingg@163.com) ","1st International Conference on Internet Multimedia Computing and Service, ICIMCS 2009","Int. Conf. Internet Multimedia Comput. Serv., ICIMCS","ACM SIGMM Beijing Chapter; National Science Foundation of China","Association for Computing Machinery (ACM)","","","139-144","2009","1st International Conference on Internet Multimedia Computing and Service, ICIMCS 2009","","","2009","English","","","","9781605588407","10.1145/1734605.1734639","","1st International Conference on Internet Multimedia Computing and Service, ICIMCS 2009","November 23, 2009 - November 25, 2009","Kunming, Yunnan, China","80025","","Conference article (CA)","Feature points searching or point correspondence matching is a challenge problem in computer vision and pattern recognition, which is very important perquisite for many applications such as image registration, object recognition and statistical model construction. In this paper, we propose an algorithm for facial feature points matching. Specifically, the candidate pre-matching sets are first selected for each feature points based on our previously proposed algorithm called relative angle - context distributions (RACD). Afterwards, Supported Vector Machine based classification is employed for final accurate corresponded location. The experimental results demonstrate that our algorithm achieves very good performance for most of the facial feature points. Copyright 2009 ACM.","10","Support vector machines","Object recognition","Challenge problems - Context distribution - Corresponding point matching - Facial feature points - Feature points locating - Point correspondence - Statistical modeling - Supported vector machines","723 Computer Software, Data Handling and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Relay node placement in heterogeneous wireless sensor networks with basestations","20091712046832","","Li, Shouwei (1); Chen, Guangting (1); Ding, Wei (1) ","(1) Hangzhou Dianzi University, Hangzhou 310037, China ","Li, S.(lswei114@stu.hdu.edu.cn) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","World Research Institutes","IEEE Computer Society","1","","573-577","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","","9780769535012","10.1109/CMC.2009.248","4797062","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75844","","Conference article (CA)","Two fundamental functions of the sensor nodes in a wireless sensor network are to sense its environment and to transmit sensed information to a basestation. Heterogeneous wireless sensor networks are composed of a large number of sensors equipped with different transmission and sensing capabilities. The basestations are more powerful than sensors. In this paper, we study a relay node placement problem, which aims to deploy a minimum number of relay nodes to establish directed paths from any sensor node to a basestation, in heterogeneous wireless sensor networks with basestations. For this problem, we present a polynomial time 6-approximation algorithm and give an example which shows that 5 is a lower bound of the approximation ratio of the algorithm. © 2009 IEEE.","16","Sensor nodes","Approximation algorithms - Base stations - Mobile computing - Polynomial approximation","Approximation ratios - Directed paths - Heterogeneous wireless sensor networks - Lower bounds - Polynomial-time - Relay node - Relay node placement","716.3 Radio Systems and Equipment - 921 Mathematics - 921.6 Numerical Methods",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Leaching of copper mine tailings from Tangdan","20123915472665","","Ma, Jian-Ye (1); Liu, Yun-Qing (1); Hu, Hui-Ping (1); Chen, Qi-Yuan (1) ","(1) School of Chemistry and Chemical Engineering, Central South University, Changsha 410083, China ","Liu, Y.-Q.(liuyun.q@163.com) ","Zhongnan Daxue Xuebao (Ziran Kexue Ban)/Journal of Central South University (Science and Technology)","Zhongnan Daxue Xuebao (Ziran Kexue Ban)","","Central South University of Technology","43","6","2059-2068","June 2012","","","","2012","Chinese","16727207","","","","","","","","","","ZDXZAC","Journal article (JA)","The leaching behaviors of the tailings of refractory copper oxide ore from Tangdan in Yunnan Province in various solutions were studied. The conditions of conventional leaching of tailings in ammonia-ammonium solutions were investigated. The effects of dosage of oxidant, time, total ammonia concentration, concentration ratio of NH4+to NH3, temperature, solid liquid ratio, oxidant feeding method and oxidation time on copper extraction were also studied, the optimum condition was gotten. H2O2was adopted as oxidant and the concentration was 11.2 mmol/L. The results show that in NH3·H2O- (NH4)2CO3system, the optimum leaching conditions are as follows: the temperature is 40°C, liquid solid ratio is 10/1, add H2O2content is 0.30 mL/g, then adding to (NH4)2CO3and NH3·H2O after 2 h, c(NH4+)=3.2 mol/L, c(NH3)=0.8 mol/L, reacting another 4 h, the copper extraction is 69.3%. In NH3·H2O-NH4Cl system, the temperature is 50°C, liquid solid ratio is 10/1, add H2O2content is 0.20 mL/g, then adding to NH4Cl and NH3·H2O after 2 h, c(NH4+)=2.25 mol/L, c(NH3)=0.75 mol/L, reacting another 6 h, the copper extraction is 70.6%.","9","Extraction","Ammonia - Chlorine compounds - Copper - Copper mines - Copper oxides - Leaching - Liquids - Ore tailings - Oxidants","Ammonia concentrations - Ammonia-ammonium solutions - Concentration ratio - Copper mine tailings - Optimum conditions - Optimum leaching conditions - Oxide ore tailings - Solid-liquid ratio","452.3 Industrial Wastes - 544.1 Copper - 802.3 Chemical Operations - 803 Chemical Agents and Basic Industrial Chemicals - 804.2 Inorganic Compounds",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The Advance of Support Tensor Machine","20184406029401","","Xiang, Yi (1); Jiang, Qian (1); He, Jing (1); Jin, Xin (2); Wu, Liwen (2); Yao, Shaowen (1) ","(1) Yunnan University, School of Software, Kunming, China (2) Yunnan University, School of Information, Kunming, China ","Jiang, Qian(hejing@ynu.edu.cn) ","Proceedings - 2018 IEEE/ACIS 16th International Conference on Software Engineering Research, Management and Application, SERA 2018","Proc. - IEEE/ACIS Int. Conf. Softw. Eng. Res., Manag. Appl., SERA","IEEE Computer Society; International Association for Computer and Information Sciences (ACIS)","Institute of Electrical and Electronics Engineers Inc.","","","121-128","September 28, 2018","Proceedings - 2018 IEEE/ACIS 16th International Conference on Software Engineering Research, Management and Application, SERA 2018","","1 of 1","2018","English","","","","9781538658864","10.1109/SERA.2018.8477228","8477228","16th IEEE/ACIS International Conference on Software Engineering Research, Management and Application, SERA 2018","June 13, 2018 - June 15, 2018","Kunming, China","140242","","Conference article (CA)","In recent years, tensor-based machine learning methods, in which the Support Tensor Machine (STM) is a typical technology, have gradually attracted the attention of researchers. Compared with Support Vector Machine (SVM), STM has superior generalization ability that can make full use of the structural information of data. However, it still faces many challenges due to the imperfection of its theoretical basis and model. In order to study the further development of STM, this paper provides a survey about the potential and existing problems in STM. © 2018 IEEE.","56","Tensors","Application programs - Engineering research - Support vector machines","Classification algorithm - Existing problems - Generalization ability - Machine learning methods - Structural information - Support tensor machine (STM) - Support tensor machines - Tensor decomposition","723 Computer Software, Data Handling and Applications - 901.3 Engineering Research - 921.1 Algebra",,"","This study is supported by the Key Laboratory of Software Engineering of Yunnan Province (No.2017SE206). We are also thankful for the support of the Scientific Research Fund of the Education Department of Yunnan Province (No. 2017YJS108), and the Doctoral Candidate Academic Award of Yunnan Province.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on the measurement and evaluation of trusted cloud service","20164502999308","","Ma, Zifei (2); Jiang, Rong (1); Yang, Ming (1); Li, Tong (2); Zhang, Qiujin (2) ","(1) School of Information, Yunnan University of Finance and Economics, Kunming; 650221, China (2) School of Software, Yunnan University, Kunming; 650091, China ","Jiang, Rong(jiangrong@ynu.edu.cn) ","Soft Computing","Soft Comput.","","Springer Verlag","22","4","1247-1262","February 1, 2018","","","","2018","English","14327643","14337479","","","10.1007/s00500-016-2412-7","","","","","","","Journal article (JA)","The survey shows that most of the potential cloud users worry about the trustworthiness problem of cloud computing service, and this problem has become one of the most important reasons to hinder development of cloud computing. Therefore, it is very necessary to measure and evaluate the trustworthy degree of cloud service provider (CSP). In consideration of lacking the trustworthiness evaluation and measurement studies for CSP, besides this, a few research results have not considered uncertainty and relevance among trustworthiness factors in the measuring process. So, this paper summarizes factors affecting cloud service trustworthiness in terms of six aspects: controllability, visualization, security, reliability, provider viability and user satisfaction, constructs the trustworthy cloud service attribute model, based on this model, proposes to use the Information Entropy and Markov Chain as the trustworthiness evaluation method to establish a model and proves the scientificity and rationality of this method, as well as verifies the feasibility through case analysis. © 2016, Springer-Verlag Berlin Heidelberg.","40","Trusted computing","Chains - Cloud computing - Distributed database systems - Markov processes - Network security - Reliability analysis - Uncertainty analysis","Attribute models - Cloud computing services - Cloud service providers - Information entropy - Measurement model - Measuring process - Trusted clouds - Trustworthiness evaluations","602.1 Mechanical Drives - 722.4 Digital Computers and Systems - 723 Computer Software, Data Handling and Applications - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Multi-focus image fusion method using S-PCNN optimized by particle swarm optimization","20172703886759","","Jin, Xin (1); Zhou, Dongming (1); Yao, Shaowen (2); Nie, Rencan (1); Jiang, Qian (1); He, Kangjian (1); Wang, Quan (1) ","(1) School of Information, Yunnan University, Cuihu Road, Kunming; 650091, China (2) School of Software, Yunnan University, Cuihu Road, Kunming; 650091, China ","Zhou, Dongming(zhoudm@ynu.edu.cn) ","Soft Computing","Soft Comput.","","Springer Verlag","22","19","6395-6407","October 1, 2018","","","","2018","English","14327643","14337479","","","10.1007/s00500-017-2694-4","","","","","","","Journal article (JA)","This paper proposed a novel image fusion method based on simplified pulse-coupled neural network (S-PCNN), particle swarm optimization (PSO) and block image processing method. In general, the parameters of S-PCNN are set manually, which is complex and time-consuming and usually causes inconsistence. In this paper, the parameters of S-PCNN are set by PSO algorithm to overcome these shortcomings and improve fusion performance. Firstly, source images are divided into several equidimension sub-blocks, and then, spatial frequency is calculated as the characteristic factor of the sub-block to get the whole source image’s characterization factor matrix (CFM), and by this way the operand can be effectively reduced. Secondly, S-PCNN is used for the analysis of the CFM to get its oscillation frequency graph (OFG). Thirdly, the fused CFM will be got according to the OFG. Finally, the fused image will be reconstructed according to the fused CFM and block rule. In this process, the parameters of S-PCNN are set by PSO algorithm to get the best fusion effect. By CFM and block method, the operand of the proposed method will be effectively reduced. The experiments indicate that the multi-focus image fusion algorithm is more efficient than other traditional image fusion algorithms, and it proves that the automatically parameters setting method is effective as well. © 2017, Springer-Verlag GmbH Germany.","46","Image fusion","Feature extraction - Image processing - Neural networks - Object recognition - Parameter estimation - Particle swarm optimization (PSO) - Processing","Characteristic factors - Characterization factors - Image fusion algorithms - Image fusion methods - Image processing - methods - Multifocus image fusion - Oscillation frequency - Pulse coupled neural network",,,"Number: 2017YJS108, Acronym: -, Sponsor: Scientific Research Fund of Liaoning Provincial Education Department; Number: 61640306, Acronym: -, Sponsor: National Natural Science Foundation of China; ","The authors thank the editors and the anonymous reviewers for their careful works and valuable suggestions for this study. This study was supported by the National Natural Science Foundation of China (No. 61365001, No. 61463052 and No. 61640306). We thank the support of Scientific Research Fund of Education Department of Yunnan Province (No. 2017YJS108) and Doctoral Candidate Academic Award of Yunnan Province. We also thank Dr. Jingyu Hou and Dr. Shin-Jye Lee for their valuable advises. The authors declare that there is no conflict of interests regarding the publication of this manuscript.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research and Application of Nano-Fluorescent Materials based on DNA","20183505761344","","Hou, Yani (1); Wang, Juning (1); Jin, Jiancheng (1); Shang, Congshan (1) ","(1) Xi'An Peihua University, Xi'an; 710125, China ","","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","2","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 1. Chemical Composed Materials and Biomaterials","","2 of 5","2018","English","17578981","1757899X","","","10.1088/1757-899X/394/2/022013","022013","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","The genetic material of life is DNA, which sustains all the functions of life, the study of the relationship between DNA and life activities from the perspective of molecular level is very important for the diagnosis and treatment of genetic diseases. The DNA molecule has excellent recognition ability and self-assembly ability, and that is why it is used as a nanometre material to construct the accurate nano-structure, and then design the nano-structure with various functions. The structure is not only controllable, simple to be prepared, but also easy to achieve biological functionalization. And that is the reason why the development of biosensors of nano-fluorescent materials is rapid. © Published under licence by IOP Publishing Ltd.","10","Biomaterials","Bridge decks - Composite materials - Diagnosis - DNA - Fluorescence - Manufacture - Nanostructured materials - Nanostructures - Self assembly","Biological functionalization - Biosensing - Fluorescent materials - Genetic materials - Recognition abilities - Research and application - Self assembly ability - Various functions","401.1 Bridges - 461.2 Biological Materials and Tissue Engineering - 461.6 Medicine and Pharmacology - 462.5 Biomaterials (including synthetics) - 537.1 Heat Treatment Processes - 741.1 Light/Optics - 761 Nanotechnology - 933 Solid State Physics - 951 Materials Science",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
