Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Robust controller design for a class of networked control systems","20084011616299","","Li, Zhang (1); Pan, Yong Cai (1) ","(1) School of Physics and Electronics, Hubei University, Wuhan, 430062, China ","Li, Z.(lizhang76@hubu.edu.cn) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","541-544","2008","Proceedings of the 27th Chinese Control Conference, CCC","","2008","Chinese","","","","9787900719706","10.1109/CHICC.2008.4605389","4605389","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","Networked control system is new hot-topic in control engineering. To solve the control problem of distributed industry environment with large scale and real time requirement, the networked control system wherein the control loops were closed through a real-time network was proposed. Based on the networked control systems, a new delayed state variable model for the system with multiple delays was presented. Considering the model uncertainty and fault, a sufficient condition on the existing of fault tolerant controller was proved. A method of designing the controller was also given. Simulation results proved that the controller could robustly preserve the performance in terms of network delays, model uncertainty and network fault.","10","Controllers","Design - Networked control systems - Uncertainty analysis","Fault tolerant controllers - Industry environment - Model uncertainties - Real time network - Real time requirement - Robust - Robust controller design - State-variable model","731.1 Control Systems - 732.1 Control Equipment - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Limit-cycle navigation method for mobile robot","20084011616077","","Kim, Donghan (1); Park, Chongkug (1) ","(1) Dept. of Electrical Engineering, Kyung Hee University, Seocheon-dong, Kihueng-gu Yongin-si 446-701, Korea, Republic of ","Kim, D.(donghani@khu.ac.kr) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","320-324","2008","Proceedings of the 27th Chinese Control Conference, CCC","","2008","English","","","","9787900719706","10.1109/CHICC.2008.4605157","4605157","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","There are two different approaches to the mobile robot navigation problem including that of robot soccer: deliberative and reactive. In the deliberative approach, a detailed geometric model of the world is used to create a plan that accomplishes the task. This approach suffers from high computational requirements and lacks of robustness in the face of the world's uncertainty. The reactive approach overcomes the disadvantages of the deliberative approach, but the design that could obtain a desired behavior is difficult. The work reported in this paper overcomes this difficulty by adapting a new navigation method, the limit-cycle navigation method. The defects of the potential field method are also presented. In the proposed method, with the information on the relative position of obstacles, target and robot, the obstacle that affects the robot's path is identified. Then, direction of turn, counter-clockwise or clockwise is decided using the radius of the virtual obstacle. Real experiments ascertain the merits of the proposed method.","11","Mobile robots","Clocks - Navigation - Sports","Computational requirements - Geometric modeling - Limit-cycle - Mobile Robot Navigation - Potential field methods - Relative positions - Robot navigation - Robot soccer","461.3 Biomechanics, Bionics and Biomimetics - 731.5 Robotics - 943.3 Special Purpose Instruments",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Robust control of rotation speed control of wind turbine based on closed-loop gain shaping","20084011616769","","Zhao, Linkun (1); Fan, Shaosheng (1) ","(1) Chang Sha University of Science and Technology, Changsha 410076, China ","Zhao, L.(zhaolk2003@163.com) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","773-777","2008","Proceedings of the 27th Chinese Control Conference, CCC","","2008","Chinese","","","","9787900719706","10.1109/CHICC.2008.4605793","4605793","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","A robust controller is designedoased on closed-loop gain shaping robust control theory for wind power generation system with the random of wind speed, the disturbance of wind torque, observation noise as well as the unmodelled uncertainty in high frequency. And the rotation speed control of generator by controlling the electromagnetism torque is realized. The results of the simulation show that it can fast track the instructions produced by MPPT and achieve the high efficiency transition from wind energy to electricity energy even if under the condition of strong wind torque, the observation noise perturbation and the large scale fluctuation of moment of inertia of generator, read papers conveniently.","10","Closed loop control systems","Electric power generation - Maximum power point trackers - Robust control - Speed control - Speed regulators - Wind - Wind power - Wind turbines","Closed-loop gain shaping - Control of wind turbines - Moment of inertia - Observation noise - Robust controllers - Rotation control - Uncertainty - Wind power generation systems","443.1 Atmospheric Properties - 615.8 Wind Power (Before 1993, use code 611 ) - 704.2 Electric Equipment - 731 Automatic Control Principles and Applications - 731.3 Specific Variables Control - 732.1 Control Equipment - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Vehicle detection based on magnetic declination","20084011616718","","Wen, Yu (1); Pan, Ni (1) ","(1) College of Information Engineering, China Jiliang University, Hangzhou 310018, China ","Wen, Y.(wenyu.edu@163.com) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","586-590","2008","Proceedings of the 27th Chinese Control Conference, CCC","","2008","Chinese","","","","9787900719706","10.1109/CHICC.2008.4605701","4605701","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","Geomagnetic vehicle detector (GVD) is a kind of traffic monitoring equipment based on the effect that passing vehicles disturb the geomagnetic field. Having the advantages of small size, easy installation and slight damage on the road surface, GVD is to be an attractive alternative to inductive loops. Current study on GVD is usually based on the vertical component of geomagnetic field and state machine algorithm, and is able to count traffic flow, sort vehicle type and measure vehicle speed. But the precision of these algorithms is usually affected by baseline drift and vehicle speed. A novel GVD method is presented here based on the sophisticated and widely applied magnetic declination measurement technology. With a proof test in the lab and data collected from field test, this paper proposed a vehicle detecting technology on the state machine algorithm. The results of experiment and analysis indicate that the GVD based on magnetic declination measurement is a proving traffic monitoring technology.","12","Vehicles","Geomagnetism - Traffic control","Detecting technology - Experiment and analysis - Geomagnetic fields - Magnetic declination - Magnetoresistive - Measurement technologies - Vehicle detection - Vertical component","481.3.2 Earth Magnetism and Terrestrial Electricity",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Energy consumption analysis of K rank fusion detection under noise uncertainty","20190506448952","","Qian, Jiwu (1); Chen, Yuebin (1); Chen, Chutian (1) ","(1) Yunnan Nationalities University, Yunnan University for Nationalities, Chenggong Campus, China ","Chen, Yuebin(cybuestc@sina.com) ","ACM International Conference Proceeding Series","ACM Int. Conf. Proc. Ser.","","Association for Computing Machinery","","","191-195","September 19, 2018","Proceedings of 2018 International Conference on Electronics and Electrical Engineering Technology, EEET 2018","1 of 1","2018","English","","","","9781450365413","10.1145/3277453.3277487","","2018 International Conference on Electronics and Electrical Engineering Technology, EEET 2018","September 19, 2018 - September 21, 2018","Tianjin, China","143552","","Conference article (CA)","In cognitive unlimited power, single-user spectrum sensing due to environmental impact and hardware factors has been difficult to meet its quasi-conformity. To solve this problem, multi-user spectrum sensing technology has been proposed. However, most of the current literature only focuses on improving the detection performance of the system, and ignores the system energy consumed by processing data in the process of cooperative sensing. Therefore, this paper analyzes the energy consumption in spectrum sensing. In the case of combining noise uncertainty, the system energy is studied based on the K rank fusion rule in the hard fusion criterion. Through experimental simulation, the energy consumed by the system is reduced as the noise uncertainty is reduced. © 2018 Association for Computing Machinery.","15","Uncertainty analysis","Cognitive radio - Data handling - Energy conservation - Energy utilization - Environmental impact","Co-operative spectrum sensing - Cooperative sensing - Detection performance - Energy consumption analysis - Experimental simulations - Noise uncertainties - Spectrum sensing - System energy","454.2 Environmental Impact and Protection - 525.2 Energy Conservation - 525.3 Energy Utilization - 716.3 Radio Systems and Equipment - 723.2 Data Processing and Image Processing - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Cloud computing: Security issues overview and solving techniques investigation","20154801616908","","Yang, Yu (1); Zhao, Chenggui (1); Gao, Tilei (1) ","(1) Yunnan University of Finance and Economics, Kunming; 650211, China ","Yang, Yu(yeongyuk@126.com) ","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","Lect. Notes Comput. Sci.","e.oman; Gutech; Omantel; Springer","Springer Verlag","8993","","152-167","2015","Intelligent Cloud Computing - 1st International Conference, ICC 2014, Revised Selected Papers","1 of 1","2015","English","03029743","16113349","","9783319198477","10.1007/978-3-319-19848-4_10","","1st International Conference on Intelligent Cloud Computing, ICC 2014","February 24, 2014 - February 26, 2014","Muscat, Oman","157579","","Conference article (CA)","Cloud computing is a new computing model which uses virtualization technology, distributed computing, parallel computing and other existing technologies to achieve cloud service virtualization and economies of scale, whilst increasingly overwhelming cloud security issues has brought great challenges and concerns to the cloud services providers and cloud users, especially trust and privacy issues with regard to cloud computing and cloud shared storage associated security issues. In the paper, we expound the basic concepts of cloud computing, deployment models, service models and key features, analyze and outline the currently highlighted cloud security issues, report the status quo of cloud computing security, investigate the prevalent and typical cloud computing security problem key solving techniques, and thus render a comprehensive cloud computing security technical reference model, which is composed of associated cloud security solving techniques that result from inevitably multi-faceted cloud security issues. The model is expected to alleviate prominent cloud security issues. This paper generalizes cloud security technology research directions and further development space of cloud security technology and standardization. © Springer International Publishing Switzerland 2015.","38","Cloud computing","Distributed database systems - Economics - Intelligent computing - Network security - Virtual reality - Virtualization","Cloud computing securities - Deployment models - Economies of scale - Reference modeling - Security issues - Shared storage - Trusted clouds - Virtualization technologies","722.4 Digital Computers and Systems - 723 Computer Software, Data Handling and Applications - 971 Social Sciences",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on Two Dimensional Visualization of Heart Sound Signal Based on Variant Model Theory","20190506436936","","Liu, Xiang (1); Sun, Jing (1); Wang, Weilian (1) ","(1) School of Information Science and Technology Biomedical Signal Laboratory, Yunnan University, Kunming, China ","","2018 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2018","IEEE Int. Conf. Signal Process., Commun. Comput., ICSPCC","City University of Hong Kong; The Chinese University of Hong Kong; The Hong Kong Polytechnic Unviersity; The University of Hong Kong; Xidian University","Institute of Electrical and Electronics Engineers Inc.","","","","December 6, 2018","2018 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2018","1 of 1","2018","English","","","","9781538679463","10.1109/ICSPCC.2018.8567750","8567750","8th IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2018","September 14, 2018 - September 16, 2018","Qingdao, Shangdong, China","143567","","Conference article (CA)","Cardiac auscultation plays an important role in the diagnosis of heart disease. Domestic and foreign researchers have done a lot of research on the analysis of heart sound signals from the point of view of signals, hoping to find an effective signal analysis method to assist doctors in the diagnosis of congenital heart disease. This paper introduces a new method to perform a series of logical transformations on the envelope of the heart sound signal, making it a two-dimensional scatter plot, and reflecting its characteristics in the case that the characteristics of the original signal are not substantially lost. In the dispersal point distribution map, different features of different pathological heart sound signals can be directly observed in the corresponding two-dimensional scatter plot. © 2018 IEEE.","8","Heart","Cardiology - Computation theory - Diagnosis - Diseases - Signal processing","Congenital heart disease - Envelope extraction - Heart sound signal - logical transformation - Scatter plots","461.2 Biological Materials and Tissue Engineering - 461.6 Medicine and Pharmacology - 716.1 Information Theory and Signal Processing - 721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory",,"Number: -, Acronym: -, Sponsor: National Natural Science Foundation of China; ","Supported by National Natural Science Foundation of China.NO. 61261008",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"North Indian Ocean tropical cyclone activities influenced by the Indian Ocean Dipole mode","20131916313106","","Yuan, JunPeng (1); Cao, Jie (1) ","(1) Department of Atmospheric Science, Yunnan University, Kunming, 650091, China ","Cao, J.(Caoj@ynu.edu.cn) ","Science China Earth Sciences","Sci. China Earth Sci.","","Science in China Press","56","5","855-865","May 2013","","","2013","English","16747313","","","","10.1007/s11430-012-4559-0","","","","","","","Journal article (JA)","Using Joint Typhoon Warning Center tropical cyclone (TC) track data over the North Indian Ocean (NIO), National Centers for Environmental Prediction monthly reanalysis wind and outgoing long-wave radiation data, and National Oceanic and Atmospheric Administration sea surface temperature data from 1981 to 2010, spatiotemporal distributions of NIO TC activity and relationships with local sea surface temperature (SST) were studied with statistical diagnosis methods. Results of empirical orthogonal function (EOF) analysis of NIO TC occurrence frequency show that the EOF1 mode, which accounts for 16% of total variance, consistently represents variations of TC occurrence frequency over the whole NIO basin. However, spatial distributions of EOF1 mode are not uniform, mainly indicating variations of westward-moving TCs in the Bay of Bengal. The prevailing TC activity variation mode oscillates significantly on a quasi-5 year interannual time scale. NIO TC activity is notably influenced by the Indian Ocean dipole (IOD) mode. When the Indian Ocean is in a positive (negative) phase of the IOD, NIO SST anomalies are warm in the west (east) and cold in the east (west), which can weaken (strengthen) convection over the Bay of Bengal and eastern Arabian Sea, and cause anticyclonic (cyclonic) atmospheric circulation anomalies at low levels. This results in less (more) TC genesis and reduced (increased) opportunities for TC occurrence in the NIO. In addition, positive (negative) IOD events may strengthen (weaken) westerly steering flow over the Bay of Bengal, which further leads to fewer (more) westward-moving TCs which appear in regions west of 90°E in that bay. © 2012 Science China Press and Springer-Verlag Berlin Heidelberg.","47","Oceanography","Atmospheric temperature - Hurricanes - Orthogonal functions - Storms - Submarine geophysics - Surface properties - Surface waters - Tropics","Atmospheric circulation anomaly - Empirical orthogonal function analysis - Indian Ocean dipole - Interannual variation - National centers for environmental predictions - National Oceanic and Atmospheric Administration - North indian oceans - Tropical cyclone","443 Meteorology - 444.1 Surface Water - 471.1 Oceanography, General - 921 Mathematics - 951 Materials Science",,"Number: 2009CC002, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: GYHY201106005, Acronym: -, Sponsor: Special Fund for Forest Scientific Research in the Public Welfare; Number: 2012FD001, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: U0933603, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Thanks go to the anonymous reviewers for their valuable comments. This work was supported by the National Natural Science Foundation of China (Grant No. U0933603), Special Scientific Research Fund of Meteorological Public Welfare Profession of China (Grant No. GYHY201106005), Natural Science Foundation of Yunnan Province (Grant No. 2009CC002) and Youth Foundation of Yunnan Province (Grant No. 2012FD001).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Queue-length analysis of continuous-time polling system with vacations using M-gated services","20100712710136","","Hongwei, Ding (1); Dongfeng, Zhao (1); Yifan, Zhao (1) ","(1) Department of Communication Engineering, Yunnan University, Kunming Yunnan, 650091, China ","Hongwei, D.(dhw1964@yahoo.cn) ","Applied Mechanics and Materials","Appl. Mech. Mater.","Intelligent Inf. Technol. Appl. Res. Assoc.; Wuhan Institute of Technology; Nanchang University; Wuhan University; Huazhong Normal University","Trans Tech Publications, P.O. Box 1254, Clausthal-Zellerfeld, D-38670, Germany","20-23","","427-431","2010","Information Technology for Manufacturing Systems","","2010","English","16609336","16627482","0878492879","9780878492879","","","2010 International Conference on Information Technology for Manufacturing Systems, ITMS 2010","January 30, 2010 - January 31, 2010","Macao, China","79273","","Conference article (CA)","In this paper we consider the polling system with multiple vacations an bulk arrival using M-gated services in continuous time. By the imbedded Markov chain theory, the generating functions of queue length at the station is obtained. Then computational equations are explicitly determined for the mean queue length. Especially we can obtain some corresponding results under some especial cases. The results reveal that our system model can guarantee better QoS and system stability, and it has better efficiency than that of traditional gated service. © (2010) Trans Tech Publications.","24","Queueing theory","Continuous time systems - Function evaluation - Information technology - Markov processes - Model structures - System stability - Voting machines","Bulk arrival - Computational equations - Continuous time - Generating functions - Markov Chain theory - Mean queue lengths - Multiple vacations - Polling system - Queue lengths - System models","961 Systems Science - 922.1 Probability Theory - 921.6 Numerical Methods - 921 Mathematics - 903 Information Science - 731.4 System Stability - 731.1 Control Systems - 723.5 Computer Applications - 716.1 Information Theory and Signal Processing - 601.1 Mechanical Devices - 408 Structural Design",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Discussion on the examinations of the normal and optimal operation of hydro-plants","20072110614335","","Wu, Dongping ; Zhao, Guang ","(1) Yunnan Energy Group Co., Kunming 650011, China ","Wu, D. ","Shuili Fadian Xuebao/Journal of Hydroelectric Engineering","Shuili Fadian Xuebao","","Tsinghua University Press, Beijing, China","26","2","5-8","April 2007","","","2007","Chinese","10031243","","","","","","","","","","","Journal article (JA)","Problem of the examination of hydro-plants is always the important and difficult problem of the management in generating corporation. There are same reasons such as the bugs and examination methods in the old system, this problem had not been settled in the past. Now, this paper puts forward the principle of the examination of hydro-plants, the measure of optimal operation of hydro-plants, the utility of the examination of normal and optimal operation of hydro-plants. It should be the efficacious running and fair examination of hydro-plants.","4",,,,,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"On the estimation of daily beam radiation on tilted surfaces","20114614518955","","Li, Guihua (1, 2); Yang, Yuqin (1); Tang, Runsheng (1) ","(1) Solar Energy Research Institute, Yunnan Normal University, Kunming 650092, China (2) Library of Chenggong Campus, Yunnan Normal University, Kunming 650500, China ","Li, G.(guihuali688@163.com) ","2011 International Conference on Electrical and Control Engineering, ICECE 2011 - Proceedings","Int. Conf. Electr. Control Eng., ICECE - Proc.","Beihang University; China Three Gorges University; et al.; Huazhong University of Science and Technology; Shanghai University; Tianjin University","IEEE Computer Society","","","3552-3555","2011","2011 International Conference on Electrical and Control Engineering, ICECE 2011 - Proceedings","","2011","English","","","","9781424481637","10.1109/ICECENG.2011.6058344","6058344","2nd Annual Conference on Electrical and Control Engineering, ICECE 2011","September 16, 2011 - September 18, 2011","Yichang, China","87268","","Conference article (CA)","In practical applications, it is essential to calculate the daily beam radiation on a tilted surface. The widely used correlation for estimating daily beam radiation on a tilted surface is the one suggested by Liu and Jordan. However, the method of Liu and Jordan was developed based on the assumption of no atmosphere over the earth, and is a typical approximate method. Results obtained in this work show that the deviation of annual collectible beam radiation on a tilted surface calculated based on Liu and Jordan method from those obtained based on monthly horizontal radiation and radiation predicted from clear sky situation increases with the increase in tilt and azimuth angles, Liu and Jordan method is suitable to estimate daily or annual beam radiation on a tilted surface with an azimuth angle less than 15, otherwise, other methods should be used. © 2011 IEEE.","8","Radiation","Earth atmosphere - Estimation","Approximate methods - Azimuth angles - Clear sky - Liu and Jordan method - Tilted surface","443.1 Atmospheric Properties - 921 Mathematics",,"Number: -, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; ","∗ To whom all correspondences should be addressed. This work is partial fulfillment of funded research program 2007B050M, financially supported by Natural Science Foundation of Yunnan Province, China.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An approach to modeling SaaS-oriented software service processes","20124015486920","","Wang, Juan (1); Luo, Wei (1); Wu, Xinjun (1); Li, Tong (2); Qian, Yan (3); Xie, Zhongwen (3) ","(1) School of Information Science and Engineering, Yunnan University, Kunming, China (2) School of Software, Key Laboratory in Software Engineering of Yunnan Province, Yunnan University, Kunming, China (3) School of Software, Yunnan University, Kunming, China ","Wang, J.(hardwork1111@sina.com.cn) ","Proceedings 2012 International Conference on System Science and Engineering, ICSSE 2012","Proc. Int. Conf. Syst. Sci. Eng., ICSSE","Dalian University of Technology; Liaoning University of Technology; University of Science and Technology Liaoning","IEEE Computer Society","","","573-577","2012","Proceedings 2012 International Conference on System Science and Engineering, ICSSE 2012","","2012","English","","","","9781467309455","10.1109/ICSSE.2012.6257252","6257252","2012 International Conference on System Science and Engineering, ICSSE 2012","June 30, 2012 - July 2, 2012","Dalian, Liaoning, China","92851","","Conference article (CA)","As the traditional software processes play an important role in improving the quality of software products, service processes are also essential to the service quality in the SaaS model. However, the systematic study about service processes is less at present. So, according to the present situation in which the existing software process theory can't efficiently support SaaS service processes under the cloud computing environment, basing on the existing software process theory, combining with the properties of the SaaS service process, I systematically and detailed describe the software service process under the cloud computing environment. This article mainly includes the following work: Firstly, the definition and four important properties of the SaaS model are analyzed, and then the broad and narrow service processes are discussed. Secondly, based on the four properties of the SaaS model, five important properties of service processes are analyzed. Finally, based on the Petri Net, not only the important components, such as processes, activities and tasks in service processes, are formally defined, but also the five important properties of service processes are embodied. Therefore, the works of this paper lay the foundation for further analysis the properties of the service process, simulation and optimization service processes. © 2012 IEEE.","9","Software as a service (SaaS)","Cloud computing - Computation theory - Computer software selection and evaluation - Petri nets","Cloud computing environments - Present situation - Quality of softwares - SaaS - Service process - Simulation and optimization - Software process - Software services","721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 722.4 Digital Computers and Systems - 723 Computer Software, Data Handling and Applications - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A linear solving method for rank 2 fundamental matrix of non-compulsory constraint","20101712895134","","Wang, Shimin (1); Wang, Juan (1); Zhao, Yue (1) ","(1) School of Mathematics and Statistics, Yunnan University, China ","Wang, S.(w.sm.1984@163.com) ","2009 IEEE International Conference on Robotics and Biomimetics, ROBIO 2009","IEEE Int. Conf. Rob. Biomimetics, ROBIO","City University of Hong Kong; et al.; IEEE Robotics and Automation Society; National University of Defense Technology; The Chinese University of Hong Kong","IEEE Computer Society","","","2102-2107","2009","2009 IEEE International Conference on Robotics and Biomimetics, ROBIO 2009","","2009","English","","","","9781424447756","10.1109/ROBIO.2009.5420506","5420506","2009 IEEE International Conference on Robotics and Biomimetics, ROBIO 2009","December 19, 2009 - December 23, 2009","Guilin, China","79947","","Conference article (CA)","Solving the fundamental matrix is an important research topic in computer vision. The relationship between the epipole and the parameters of fundamental matrix can be found from the fundamental matrix of rank 2. A new model is equivalent to the fundamental matrix of rank 2. The model of the fundamental matrix, whose rank equals 2 can be provided. According to the relationship between the parameters, the epipole and the fundamental matrix model, a linear method which avoids the objective function of unconstraint programming solving a nonlinear equation with the element 4 and the power 8 is provided. It realized stable estimation of the fundamental matrix. In the same scene, our algorithm compared with the 8-Points algorithm and the RANSAC algorithm, indicates that our algorithm has smaller errors under certain case. The comparison of results indicates our method algorithm is feasible and has stronger practicability by experiment. © 2009 IEEE.","10","Matrix algebra","Biomimetics - Nonlinear equations - Robotics","Epipolar - Epipole - Fundamental matrix - Fundamental matrix models - Objective functions - RANSAC algorithm - Research topics - Solving method","461.8 Biotechnology - 731.5 Robotics - 921.1 Algebra",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Harmonie evaluation of grid with multiple harmonic sources based on DIgSILENT","20151200671659","","Ma, Zhiheng (1); You, Guangzeng (2); Xu, Zheng (1) ","(1) Zhejiang University, Hangzhou, Zhejiang, China (2) Yunnan Power Grid Planning Research Center, Kunming, China ","","POWERCON 2014 - 2014 International Conference on Power System Technology: Towards Green, Efficient and Smart Power System, Proceedings","POWERCON - Int. Conf. Power Syst. Technol.: Towards Green, Effic. Smart Power Syst., Proc.","Chinese Society for Electrical Engineering (CSEE); IEEE Power and Energy Society","Institute of Electrical and Electronics Engineers Inc.","","","2332-2337","December 18, 2014","","1of1","2014","English","","","","9781479950324","10.1109/POWERCON.2014.6993857","6993857","2014 International Conference on Power System Technology, POWERCON 2014","October 20, 2014 - October 22, 2014","Chengdu, China","109837","","Conference article (CA)","A method for assessing harmonic level of a power system with the simulation software DIgSILENT/PowerFactory is introduced in this paper. The software provides detailed models of grid elements, which simplifies the harmonic evaluation process. Since the characteristic of the same kind harmonic sources are similar, the measurement data of one harmonic source can be used to represent the others. In this way, the simulation model of a power grid is established and the future harmonic level of the system can be estimated with the current measurement data. Based on this, a simulation model of HuangPing Area in YunNan Province is built according to the grid data of the future year. By calculation of harmonic flow, the harmonic level of this area in the future year is evaluated which gives the basis for monitoring the harmonic pollution. © 2014 IEEE.","12","Harmonic analysis","Computer software - Electric power transmission networks","DIgSILENT - harmonic evaluation - Harmonic measurements - Harmonic model - Harmonic simulation - Multiple Harmonic Sources","706.1.1 Electric Power Transmission - 723 Computer Software, Data Handling and Applications - 921.6 Numerical Methods",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Introduction to economic practicability high-rise building water supply and drainage design","20142917962191","","Li, Chong (1); Zhong, Chang Biao (1) ","(1) Yunnan University of Finance and Economics, Kunming, 650221, China ","","Advanced Materials Research","Adv. Mater. Res.","CEIS; IFST; National Chin-Yi University of Technology; Scientific.Net","Trans Tech Publications Ltd","971-973","","2096-2098","2014","New Technologies for Engineering Research and Design in Industry","","2014","English","10226680","16628985","","9783038351412","10.4028/www.scientific.net/AMR.971-973.2096","","2014 International Conference on Mechatronics and Intelligent Materials, MIM 2014","May 18, 2014 - May 19, 2014","Lijiang, China","106247","","Conference article (CA)","With the rapid development of China's economy and the increasing levels of science, our country's high-rise building height and number of layers is also increasing. Especially in the 21st century, our country develop toward the height of high-rise buildings ever higher, more layers, better equipped, more complete, more advanced technology more economically rational. High-rise building has become a symbol of a modern metropolis. However, due to the high-rise buildings have many people, so relevant norms on its construction and drainage system design and fire safety, reliability and economic practicality of a higher requirement, this requires a high-rise building water supply and drainage system on the technical design more reasonable, economic budget cost savings at the same time to achieve its design function. © (2014) Trans Tech Publications, Switzerland.","5","Tall buildings","Budget control - Design - Drainage - Partitions (building) - Water supply","Advanced technology - Drainage systems - Feed water - Firefighting - High rise building - Number of layers - Technical design - Water supply and drainages","401 Bridges and Tunnels - 402 Buildings and Towers - 406 Highway Engineering - 408 Structural Design - 442 Flood Control; Land Reclamation - 446.1 Water Supply Systems - 502 Mines and Quarry Equipment and Operations - 911 Cost and Value Engineering; Industrial Economics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
