Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Research of the new navigation signals characteristic","20091712046799","","Liu, Fang (1, 2); Tian, Minghao (1, 2); Feng, Yongxin (1); Pan, Chengsheng (2, 3) ","(1) Shenyang Ligong University, Liaoning, Shenyang 110168, China (2) Nanjing University of Science and Technology, Nanjing, 210094, China (3) Dalian University, Dalian, 116622, China ","Liu, F.(Onceowned58@tom.com) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","World Research Institutes","IEEE Computer Society","1","","409-413","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","","9780769535012","10.1109/CMC.2009.179","4797029","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75844","","Conference article (CA)","With the development of new satellite navigation system, the existing navigation signals haven't meet the demand of modernization. The new modulation methods appear gradually, for example the BOC modulation, the AltBOC modulation and TDDM spreading frequency spectrum methods, so based on the theory researching, their characteristic were researched and analysised. © 2009 IEEE.","10","Modulation","Computation theory - Mobile computing - Satellite navigation aids","BOC modulations - Frequency spectra - Navigation signals - New modulation - New satellites","655.2 Satellites - 721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Gray image edge detection new method using PCNN","20080911125074","","Li, Haiyan ; Zhou, Dongming ; Xu, Dan ",,"Li, H. ","Yi Qi Yi Biao Xue Bao/Chinese Journal of Scientific Instrument","Yi Qi Yi Biao Xue Bao","","Science Press, Beijing, 100085, China","28","SUPPL. 5","383-386","August 2007","","","","2007","Chinese","02543087","","","","","","","","","","YYXUDY","Journal article (JA)","This paper brings forward a new algorithm for gray image edge detection using the Pulse Coupled Neural Network (PCNN) which features parallel running. And the algorithm is analyzed and discussed theoretically. Grayscale image edge is corresponding to a non-synchronous firing matrix of neurons in neighboring field in PCNN. According to the gray level of the gray image and using the monolayer PCNN, the edges in a 256 colors gray image by doubly or once processed based on the gray scale levels are detected, and the algorithm is applicable. Experiment results show that the method is effective.","8",,,,,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Holocene palaeoseismologic record of earthquakes on the Zemuhe fault on the southeastern margin of the Tibetan Plateau","20131816306378","","Wang, Hu (1); Ran, Yongkang (1); Li, Yanbao (1); Gomez, Francisco (2); Chen, Lichun (1) ","(1) Key Laboratory of Active Tectonics and Volcano, Institute of Geology, China Earthquake Administration, Beijing 100029, China (2) Department of Geological Sciences, University of Missouri-Columbia, 101 Geological Science Building, Columbia, MO 65211, United States ","Ran, Y.(ykran@263.net) ","Geophysical Journal International","Geophys. J. Int.","","Oxford University Press","193","1","11-28","2013","","","","2013","English","0956540X","1365246X","","","10.1093/gji/ggs095","","","","","","","Journal article (JA)","Historical and instrumental records of large earthquakes within the southeastern region of the Tibetan Plateau appeared to show an irregular and complex behaviour in the seismic activity over a relatively short-time period. However, whether this kind of earthquake behaviour can be extrapolated over long-time periods is not well addressed. Herein, we present about an 8000 yr earthquake record using palaeoseismological techniques from the Zemuhe fault (ZMHF) to assess the earthquake behaviour and show the complexity of faulting within the region of the Tibetan Plateau. The ZMHF along with the Anninghe (ANHF) and Xiaojiang (XJF) faults, form the N-S-striking active fault zone at the tectonic boundary of the southeastern margin of the Tibetan Plateau. In the historical record, a large earthquake occurred in 1850 AD at M 7.5 along the ZMHF, with a coseismic left-lateral displacement of 3.6-4.8 m along the Daqingliangzi section where we excavated several trenches in a small triangular-shaped sag pond. We analyse the depositional sequences and deformation evidence in the trenches to recreate the sequence of earthquakes that occurred from the early Holocene until the present. From trenching and14C ages, five palaeoseismic events are identified and named Z through V from youngest to oldest at 1370 AD-present, 690-940 AD, 5900-1400 BC, 6590-6350 BC and 7380-7110 BC. We associate two young events Y and Z with the historical records of 814 AD M 7 and 1850 AD M 7.5, respectively. Moreover, integrated palaeoearthquake results on ages of one event occurred slightly younger than 1700-1100 BC and 1540-1270 BC from previous palaeoseismic studies, we further constrain the age of event X at 1700-1400 BC. The average recurrence interval of earthquakes at the Daqingliangzi section on the ZMHF is about 2300 yr. The recurrence interval of palaeoseismic events during the early Holocene and late Holocene is shorter than that of the middle-Holocene. The interval between event V and W is 1030-520 yr, 2514-2214 yr between X and Y and 1036 yr between Y and Z; however, the recurrence interval betweenWand X is much longer at 5190-4650 yr. Holocene surface-faulting events along the ZMHF appear to be unevenly spaced in time. The irregular recurrence intervals of earthquakes on the ZMHF might be related to complexity of fault interactions in the left-lateral fault system located along the eastern and northern boundaries of the Sichuan-Yunnan block and may indicate regional irregularities of large earthquakes within the southeastern region of the Tibetan Plateau. © The Authors 2013. Published by Oxford University Press on behalf of The Royal Astronomical Society.","47","Earthquakes","Faulting","Depositional sequences - Earthquake behaviours - Lateral displacements - Neotectonics - Palaeoseismology - Recurrence intervals - Seismicity and tectonics - Tectonic boundaries","484 Seismology - 484.1 Earthquake Measurements and Analysis",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Multimodal sensor medical image fusion based on nonsubsampled shearlet transform and S-PCNNs in HSV space","20183405732711","","Jin, Xin (1); Chen, Gao (2); Hou, Jingyu (3); Jiang, Qian (4); Zhou, Dongming (4); Yao, Shaowen (1) ","(1) School of Software, Yunnan University, Kunming; 650091, China (2) Department of Electronic Engineering, Tsinghua University, Beijing; 100084, China (3) School of Information Technology, Deakin University, Geelong; VIC; 3216, Australia (4) School of Information, Yunnan University, Kunming; 650091, China ","Hou, Jingyu(jingyu.hou@deakin.edu.au) ","Signal Processing","Signal Process","","Elsevier B.V.","153","","379-395","December 2018","","","","2018","English","01651684","","","","10.1016/j.sigpro.2018.08.002","","","","","","SPRODR","Journal article (JA)","Computational imaging plays an important role in medical treatment for providing more comprehensive medical images. This work proposes a new scheme to fuse computed tomography (CT), magnetic resonance (MRI), and positron emission tomography (PET) images into a single image. A novel two-stage medical image fusion scheme, which is based on non-subsampled shearlet transform (NSST) and simplified pulse coupled neural networks (S-PCNNs), is proposed in the hue-saturation-value (HSV) color space. Firstly, CT and MRI images are decomposed into a set of low and high frequency coefficients by NSST, PET images are transformed into the HSV color space, and then the V component of PET image in the HSV color space. Secondly, intersecting cortical models (ICMs) are utilized to extract the edges and outlines in a larger area from the high frequency coefficients, and S-PCNNs are employed to describe the subtly detailed information in a smaller area. Thirdly, different fusion rules are designed to fuse the corresponding low and high frequency coefficients. At last, the fused medical image is obtained by the inverse HSV and NSST transformation, successively. The experimental results show that the proposed scheme is effective, and it can fuse more information into the final images than conventional methods. © 2018","56","Color image processing","Color - Computerized tomography - Image fusion - Inverse problems - Magnetic resonance - Magnetic resonance imaging - Medical imaging - Neural networks - Object recognition - Positron emission tomography","Color space - Intersecting cortical models - Multi-sensor information fusion - Multimodal medical image fusions - Pulse coupled neural network - Shearlet transforms","701.2 Magnetism: Basic Concepts and Phenomena - 723.2 Data Processing and Image Processing - 723.5 Computer Applications - 741.1 Light/Optics - 746 Imaging Techniques",,"Number: 2017YJS108, Acronym: -, Sponsor: -; Number: -, Acronym: BIOINT, Sponsor: Biological Interactions Doctoral Programme; Number: 61640306, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61365001, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The authors thank the editors and the anonymous reviewers for their careful works and valuable suggestions for this paper. This work was supported by the National Natural Science Foundation of China (No. 61365001 and No. 61640306 ), Scientific Research Fund of Education Department of Yunnan Province in China (No. 2017YJS108 ) and Doctoral Candidate Academic Award of Yunnan Province in China.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An overview of hierarchical topic modeling","20170403288883","","Liu, Lin (1, 2); Tang, Lin (3); He, Libo (1); Zhou, Wei (4); Yao, Shaowen (4) ","(1) School of Information, Yunnan University, Kunming, Yunnan; 650091, China (2) School of Information, Yunnan Normal University, Kunming, Yunnan; 650092, China (3) Technology Department, Kunming Institute of Physics, Kunming, Yunnan; 650223, China (4) School of Software, Yunnan University, Kunming, Yunnan; 650091, China ","","Proceedings - 2016 8th International Conference on Intelligent Human-Machine Systems and Cybernetics, IHMSC 2016","Proc. - Int. Conf. Intell. Hum.-Mach. Syst. Cybern., IHMSC","","Institute of Electrical and Electronics Engineers Inc.","1","","391-394","December 13, 2016","Proceedings - 2016 8th International Conference on Intelligent Human-Machine Systems and Cybernetics, IHMSC 2016","","1of2","2016","English","","","","9781509007684","10.1109/IHMSC.2016.101","7783636","8th International Conference on Intelligent Human-Machine Systems and Cybernetics, IHMSC 2016","September 11, 2016 - September 12, 2016","Hangzhou, Zhejiang, China","125444","","Conference article (CA)","Topic correlations are common in real-world textual information. However, classic topic modeling isn't able to model the correlations among topics because of a single distribution over topics in each document. Therefore, hierarchical topic modeling is designed to relax this restriction. In this paper, hierarchical topic modeling is summarized by analysis of existing studies; especially, two important representatives of hierarchical topic models and their extension are focused on. To the best of our knowledge, this is the first effort to review the development of hierarchical topic modeling. © 2016 IEEE.","29","Modeling languages","Cybernetics - Man machine systems - Natural language processing systems","Generative process - Hierarchical topic - Hierarchical topic models - Real-world - Textual information - Topic Modeling","723.2 Data Processing and Image Processing",,"Number: 61540061, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61363021, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research was supported by the National Natural Science Foundation of China (no. 61363021, no. 61540061)",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on the blind separation algorithm and its improved algorithm based on maximizing the SINR","20140417228822","","Zhang, Hao (1); Yang, Yu-Hong (1); Zhu, Yi-Jun (1); Xin, Gang (1) ","(1) Information Engineering University, Zhengzhou, China ","","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","IEEE Int. Conf. Signal Process., Commun. Comput., ICSPCC","'IEEE Xi'an'; IEEE Hong Kong Section","IEEE Computer Society","","","","2013","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","","","2013","English","","","","9781479910274","10.1109/ICSPCC.2013.6663948","6663948","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","August 5, 2013 - August 8, 2013","Kunming, Yunnan, China","101981","","Conference article (CA)","The problem of noise amplification in the multichannel blind separation of communication signals is researched. A new algorithm and its improved algorithm to seek the separation matrix is proposed based on the idea of maximizing the signal-to-interference-plus-noise power ratio (SINR). When the condition number of the separation matrix is large, the separation matrix sought by this algorithm and its improved algorithm can beautifully solve the problem of separation performance degradation caused by noise amplification. Simulation results show that this algorithm and its improved algorithm can reduce the bit error rate effectively and improve the performance of blind separation, exhibiting practical application value. © 2013 IEEE.","10","Blind source separation","Bit error rate - Matrix algebra - Number theory - Signal interference - Signal to noise ratio","Blind separation - Communication signals - Condition numbers - Mixing matrix - Separation matrix - SINR","716.1 Information Theory and Signal Processing - 723.1 Computer Programming - 921.1 Algebra",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"On performance of MRC-FDE UWB system with direct sequence spreading","20140417228768","","Zuo, Xiaoya (1); Wang, Ding (1); Yao, Rugui (1) ","(1) Northwestern Polytechnical University, Xi'an, 710072, China ","","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","IEEE Int. Conf. Signal Process., Commun. Comput., ICSPCC","'IEEE Xi'an'; IEEE Hong Kong Section","IEEE Computer Society","","","","2013","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","","","2013","English","","","","9781479910274","10.1109/ICSPCC.2013.6663894","6663894","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","August 5, 2013 - August 8, 2013","Kunming, Yunnan, China","101981","","Conference article (CA)","Ultra Wideband (UWB) technology has become an ideal candidate for wireless personal area network (WPAN). UWB channel is characterized by rich multipath components. Single carrier block transmission with frequency domain equalization (SC-FDE) is an effective way to combat frequency selective channels. In order to collect full multipath diversity when operating FDE, direct sequence spreading is introduced to cyclic prefix (CP) block transmission UWB system. With maximal ratio combining (MRC) FDE, theoretical analysis show that full diversity could be strictly achieved. It is also demonstrated that the system shows a robust performance with short CP or even without CP. Finally, it is shown that the receiver complexity of the system is even lower than conventional linear frequency domain equalizers. Theoretical analysis results are verified by computer simulations. © 2013 IEEE.","18","Broadband networks","Carrier communication - Channel capacity - Communication channels (information theory) - Equalizers - Frequency domain analysis - Personal communication systems - Signal processing - Signal receivers - Ultra-wideband (UWB) - Wireless local area networks (WLAN)","Direct sequence spreading - Frequency domain equalization - Frequency selective channel - Maximal ratio combining (MRC) - Multi-path components - Single carrier block transmission - Ultra-wideband technology - Wireless personal area networks","713.5 Electronic Circuits Other Than Amplifiers, Oscillators, Modulators, Limiters, Discriminators or Mixers - 716.1 Information Theory and Signal Processing - 716.3 Radio Systems and Equipment - 921.3 Mathematical Transformations",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis of heart sound signals based on LabVIEW","20080911125004","","Xu, Fuqiang ; Wang, Weilian ","(1) Information School, Yunnan University, Kunming 650091, China ","Xu, F. ","Yi Qi Yi Biao Xue Bao/Chinese Journal of Scientific Instrument","Yi Qi Yi Biao Xue Bao","","Science Press, Beijing, 100085, China","28","SUPPL. 5","78-81","August 2007","","","","2007","Chinese","02543087","","","","","","","","","","YYXUDY","Journal article (JA)","In this paper, the method of analysis both of heart sound and ECG (electrocardiograph) signals based on LabVIEW was introduced. In this study, LabVIEW 8.2 was used to analyse heart sound of congenital heart disease. Some practical application examples were also given.","3",,,,,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Rendering realistic scenes based on ray tracing","20143017987138","","Rui, He (1); Hua, Qian Wen (2); Yu, Yang Xiao (2) ","(1) University of Hong Kong, Hong Kong, Hong Kong (2) Yunnan University, Kun Ming, China ","","Proceedings - 2014 IEEE Workshop on Electronics, Computer and Applications, IWECA 2014","Proc. - IEEE Workshop Electron., Comput. Appl., IWECA","","IEEE Computer Society","","","310-313","2014","Proceedings - 2014 IEEE Workshop on Electronics, Computer and Applications, IWECA 2014","","","2014","English","","","","9781479945658","10.1109/IWECA.2014.6845618","6845618","2014 IEEE Workshop on Electronics, Computer and Applications, IWECA 2014","May 8, 2014 - May 9, 2014","Ottawa, ON, Canada","106409","","Conference article (CA)","Ray tracing is an important theory in the area of computer graphics for producing photo realistic image. This paper implemented a classical ray tracer which is capable to render most geometric elements. This ray will be adopted tracer to render scenes from BART and produced animations respectively. We then designed a new scene on 3ds max 2014 and output its OBJ format, according to which, our ray tracer produced its corresponding animation, further demonstrating its performance in rendering any given scene represented in proper data format. We also produced some cartoon style images by our ray tracer and compared their quality with the first CG made film, toy story, rendered by Pixar's Render-Man. Finally, a path tracing method and photon mapping method into our ray tracer are applied to simulate caustic effects. The comparison and analysis of these two methods are given in the end. © 2014 IEEE.","6","Rendering (computer graphics)","Computer graphics - Ray tracing","3ds max - Comparison and analysis - Geometric elements - Global illumination - Path tracing - Photon mapping - Photorealistic images","723.5 Computer Applications - 741.1 Light/Optics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"On the existence and stability of a unique almost periodic sequence solution in discrete predator-prey models with time delays","20112214025423","","Li, Yongkun (1); Zhang, Tianwei (1); Ye, Yuan (2) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan 650091, China (2) Graduate School of Yunnan University, Yunnan University, Kunming, Yunnan 650091, China ","Ye, Y.(yye_yd@yahoo.com.cn) ","Applied Mathematical Modelling","Appl. Math. Model.","","Elsevier Inc., 360 Park Avenue South, New York, NY 10010, United States","35","11","5448-5459","November 2011","","","","2011","English","0307904X","","","","10.1016/j.apm.2011.04.034","","","","","","AMMODL","Journal article (JA)","In this paper, we consider an almost periodic discrete predator-prey models with time delays: where μ, ν are nonnegative integers. Sufficient conditions for the permanence of the system and the existence of a unique uniformly asymptotically stable positive almost periodic sequence solution are obtained by the theory of difference inequality and the work of [S.N. Zhang, G. Zheng, Almost periodic solutions of delay difference systems, Appl. Math. Comput. 131 (2002) 497-516]. The result of this paper is completely new. Some suitable examples are employed to illustrate the feasibility of the main results. © 2011 Elsevier Inc.","45","Ecology","Problem solving - Time delay","Almost periodic - Almost periodic solutions - Asymptotically stable - Delay - Difference systems - Discrete - Existence and stability - Nonnegative integers - Predator-prey models - Sufficient conditions","454.3 Ecology and Ecosystems - 713 Electronic Circuits - 731 Automatic Control Principles and Applications - 921 Mathematics",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An approach for dynamic evolution of component-based software","20104113281483","","Wang, Wei (1); Li, Tong (1) ","(1) Software School, Yunnan University, Kunming, Yunnan, China ","Wang, W.(wangwei@ynu.edu.cn) ","3rd International Symposium on Electronic Commerce and Security, ISECS 2010","Int. Symp. Electron. Commer. Secur., ISECS","","IEEE Computer Society","","","284-288","2010","3rd International Symposium on Electronic Commerce and Security, ISECS 2010","","","2010","English","","","","","10.1109/ISECS.2010.69","5557385","","","","","","Conference article (CA)","in this paper, we provide a new method, named dynamic software evolution method, for component based software evolution and this method is consisted of a collection of algorithms. Each algorithm achieve one software evolution objective, and all theses algorithm is meaningful for software evolution strategy design and better understanding component based software evolution process. © 2010 IEEE.","9","Evolutionary algorithms",,"Behavior relativities - Component based software - Component based software evolution - Component behavior - Dynamic evolution - Dynamic softwares - Software Evolution","461.9 Biology - 911.2 Industrial Economics - 921 Mathematics - 931.5 Gravitation, Relativity and String Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The natural microflora of Xuanwei ham and the no-mouldy ham production","2006209885447","","Wang, Xinghong (1); Ma, Ping (1); Jiang, DongFu (1); Peng, Qian (1); Yang, HongYa (1) ","(1) Yunnan Institute of Microbiology, Yunnan University, Kunming, 650091, China ","Wang, X.(wxihong@sina.com) ","Journal of Food Engineering","J Food Eng","","Elsevier Ltd","77","1","103-111","November 2006","","","","2006","English","02608774","","","","10.1016/j.jfoodeng.2005.06.047","","","","","","JFOEDH","Journal article (JA)","The natural microflora of Xuanwei ham in China was investigated and the results showed that there was a close relationship between yeast and ham quality. As the dominant microorganism, ham yeast played an important role in the quality of ham. Other mycelium fungi such as Penicillium and Aspergillus, which looked flourishing on the surface of ham, may not avail ham quality because they produce some mycotoxins. The quality of ham inoculated with yeast naturally isolated from ham was superior to that of traditional ones according to indices of color-fragrance-flavor and the contents of amino acids. By inoculating yeasts on ham and controlling the air humidity of ham room, a better quality ham called no-mouldy ham was developed successfully. © 2005 Elsevier Ltd. All rights reserved.","29","Microbiology","Amino acids - Atmospheric humidity - Fungi - Toxic materials - Toxicity - Yeast","Aspergillus - Microflora - No-mouldy ham - Xuanwei ham yeast","443.1 Atmospheric Properties - 461.7 Health Care - 461.9 Biology - 804 Chemical Products Generally - 804.1 Organic Compounds - 822.3 Food Products","Theoretical (THR); Experimental (EXP)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Distributed LT Codes on Multiple Layers Networks","20193707416983","LT","Zhang, Yan (1); Chen, Jianhua (2); Tang, Meng (2) ","(1) School of Software, Yunnan University, Kunming; 650500, China (2) School of Information, Yunnan University, Kunming; 650500, China ","Chen, Jianhua(chenjh@ynu.edu.cn) ","Dianzi Yu Xinxi Xuebao/Journal of Electronics and Information Technology","Dianzi Yu Xinxi Xuebao","","Science Press","41","7","1548-1554","July 1, 2019","","","","2019","Chinese","10095896","","","","10.11999/JEITdzyxxxb-41-7-1548","","","","","","DKXUEC","Journal article (JA)","Present researches on Distributed Luby's Transmission (DLT) codes are restricted on several-sources and one-layer-relay networks, thus the Multiple Layers Distributed LT (MLDLT) code for multiple-layers-relays networks is proposed. In MLDLT, sources are grouped and realys are layered in order that scores of sources can be connected to the only destination through the layered relays. By this scheme, the distributed communication between scores of sources and the destination can be performed. Through the and-or tree analysis, the linear procedures for the optimization of the relays' degree distributions are derived. On both lossless and lossy links, asymptotic performances of MLDLT are analized and the numberical simulations are experimented. The results demonstrate that MLDLT can achieve satisfying erasure floors on both lossless and lossy links. MLDLT is a feasible solution for the scores-sources and multiple-layers-realys networks. © 2019, Science Press. All right reserved.","19","Network layers","Codes (symbols) - Forestry - Network coding","And-or tree - Asymptotic performance - Degree distributions - Distributed communications - Distributed lt codes - Distributed Luby's Transmission (DLT) code - Feasible solution - Multiple layers","716.1 Information Theory and Signal Processing - 723 Computer Software, Data Handling and Applications - 723.2 Data Processing and Image Processing",,"Number: 61062005, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The National Natural Science Foundation of China (61062005).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Delta Shock Waves as Flux-Approximation Limit of Solutions to the Modified Chaplygin Gas Equations","20193007229885","","Liu, Jinjing (1); Liang, Jie (2); Yang, Hanchun (1) ","(1) Department of Mathematics, Yunnan University, Kunming; 650091, China (2) School of Information Science and Engineering, Yunnan University, Kunming; 650091, China ","Yang, Hanchun ","Acta Applicandae Mathematicae","Acta Appl Math","","Springer Netherlands","","","","2019","","","","2019","English","01678019","15729036","","","10.1007/s10440-019-00280-2","","","","","","AAMADV","Article in Press","By introducing a triple parameter flux perturbation including pressure in the modified Chaplygin gas equations, we prove that, as the triple parameter flux perturbation vanishes, any two-shock Riemann solution and any two-rarefaction-wave Riemann solution to the perturbed modified Chaplygin gas equations tend to a delta-shock and a vacuum solution to the transport equations, respectively. Then we show that, as a double parameter flux perturbation vanishes, any two-shock Riemann solution under a certain condition to the perturbed modified Chaplygin gas equations tends to a delta shock wave solution to the generalized Chaplygin gas equations. In addition, we also show that, as a single parameter flux perturbation vanishes, any two-shock solution satisfying certain initial data and any parameterized delta shock wave solution to the perturbed generalized Chaplygin gas equations tend to a delta shock wave solution to the generalized Chaplygin gas equations. Finally, we exhibit some representative numerical simulations to confirm the theoretical analysis. © 2019, Springer Nature B.V.","42","Shock waves","Equations of state - Gas dynamics - Gases","Chaplygin gas - Constant density - Delta shock waves - Transport equation - Vacuum state","631.1.2 Gas Dynamics - 931 Classical Physics; Quantum Theory; Relativity",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The research on design and application of blended learning based on learning context of Sakai","20113814346020","","Luo, Tingjin (1); Wei, Luo (2); Guang, Zhao (3); Jun, Lv (4) ","(1) School of Education, Yunnan University of Nationalities, Kunming, China (2) School of Economy and Management, Qujing Normal College, Qujing, China (3) Office of Teaching Affairs, Yunnan University of Nationalities, Kunming, China (4) School of Life Sciences, Yunnan University, Kunming, China ","Luo, T.(luotinjin@163.com) ","2011 International Conference on Internet Technology and Applications, iTAP 2011 - Proceedings","Int. Conf. Internet Technol. Appl., iTAP - Proc.","","IEEE Computer Society","","","","2011","2011 International Conference on Internet Technology and Applications, iTAP 2011 - Proceedings","","","2011","Chinese","","","","9781424472550","10.1109/ITAP.2011.6006117","6006117","","","","","","Conference article (CA)","Information technologies can improve instruction and learning contexts and conversational mode, promote instructional reform and innovation. In this article, we took full advantage of interaction and resource sharing of information technologies in education to integrate the advantages of class teaching and online learning in knowledge teaching and independent study, and build blended learning model based on Sakai teaching platform to improve learners to construct meaning and transfer knowledge. © 2011 IEEE.","12","E-learning","Electronic document exchange","Blended learning - Context - Design and application - Learning context - Online learning - Resource sharing - Teaching model - Teaching platform","723.5 Computer Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Qos routing algorithm using competitive PCNN","20125215835953","","Zhou, Dongming (1); Cai, Hong (1) ","(1) Information College, Yunnan University, Kunming 650091, China ","Zhou, D.(zhoudm@ynu.edu.cn) ","Applied Mechanics and Materials","Appl. Mech. Mater.","Science and Engineering Institute; Universiti Putra Malaysia","Trans Tech Publications, P.O. Box 1254, Clausthal-Zellerfeld, D-38670, Germany","229-231","","1908-1912","2012","Mechanical and Electrical Technology IV","","","2012","English","16609336","16627482","","9783037855102","10.4028/www.scientific.net/AMM.229-231.1908","","4th International Conference on Mechanical and Electrical Technology, ICMET 2012","July 24, 2012 - July 26, 2012","Kuala Lumpur, Malaysia","94581","","Conference article (CA)","The solution of the multi-constrained QoS routing is translated into a shortest path problem for a weighted graph, and the problem of multi-constrained QoS routing is successfully solved using the properties of pulse wave parallel propagation of the competitive PCNN. The number of iteration of our algorithm is dependent of the length of the globally optimal multi-constrained QoS routing between source node and destination node and independent of the number of nodes and edges and the complexity of network distribution structure. The method shows better computational performance and dominance and has important significance in both theory and applications. © (2012) Trans Tech Publications, Switzerland.","7","Network routing","Algorithms - Graph theory - Iterative methods","Competitive PCNN - Computational performance - Destination nodes - Number of iterations - Parallel propagation - Pulse wave - QoS routing - QoS routing algorithms - Shortest path problem - Source nodes - Weighted graph","721 Computer Circuits and Logic Elements - 723 Computer Software, Data Handling and Applications - 921 Mathematics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Recursive identification of servo system based on recursive particle swarm optimization","20140417228870","","Li, Baolei (1); Shi, Xinling (1); Chen, Jianhua (1); Gou, Changxing (1); Li, Tiansong (1); An, Zhenzhou (2) ","(1) Department of Electronic Engineering, Information School, Yunnan University, Kunming, Yunnan, China (2) School of Information Technology and Engineering, Yuxi Normal University, Yuxi, Yunnan, China ","Shi, X.(xlshi@ynu.edu.cn) ","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","IEEE Int. Conf. Signal Process., Commun. Comput., ICSPCC","'IEEE Xi'an'; IEEE Hong Kong Section","IEEE Computer Society","","","","2013","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","","","2013","English","","","","9781479910274","10.1109/ICSPCC.2013.6663996","6663996","2013 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2013","August 5, 2013 - August 8, 2013","Kunming, Yunnan, China","101981","","Conference article (CA)","In order to improve the tracking result in recursive identification of servo system, a novel recursive particle swarm optimization (RPSO) algorithm is proposed in this paper. The performances of the proposed algorithm are demonstrated by the online identifications of time-invariant and gradual servo system. © 2013 IEEE.","7","Particle swarm optimization (PSO)","Servomechanisms - Signal processing","On-line identification - Recursive identification - Recursive PSO - Time invariants","705 Electric Generators and Motors - 716.1 Information Theory and Signal Processing - 723 Computer Software, Data Handling and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
