Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Abstract type,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Rapid measurement of the diffusion coefficient of liquids using a liquid-core cylindrical lens: A method for analysing an instantaneous diffusive picture","20152400941482","Meng, Wei-Dong (1); Sun, Li-Cun (1); Zhai, Ying (1); Yang, Rui-Fen (1); Pu, Xiao-Yun (1) ","(1) Department of Physics, Yunnan University, Kunming; 650091, China ","Pu, Xiao-Yun(xypu@163.com) ","Wuli Xuebao/Acta Physica Sinica","Wuli Xuebao","","Institute of Physics, Chinese Academy of Sciences","64","11","","June 5, 2015","","","","2015","Chinese","10003290","","","10.7498/aps.64.114205","114205","","","","","WLHPAR","Journal article (JA)","This paper studies the equivalent refractive index method and other methods to measure the liquid diffusion coefficient. Based on this, a quick method to measure the liquid diffusion coefficient is proposed, i.e. using a specially designed asymmetric liquid-core cylindrical lens as both diffusive pool and imaging element. By means of this system with the liquid-core cylindrical lens to measure the diffusion coefficient, we can eliminate the spherical aberration and improve the accuracy in refractive index measurement. Based on the spatially resolving ability of the cylindrical lens in measuring the refractive index, only one instantaneous diffusive picture is required. Depending on the correspondence between the image width and the refractive index, we thus can quickly calculate the diffusion coefficient D by the Fick's second law. Then the diffusive process of ethylene glycol in water at 25 is investigated by this method. We calculate the diffusion coefficient between 660-3000 s with the method to analyse an instantaneous diffusion picture. At the beginning, injection will cause the liquid turbulent, and thus create a larger diffusion coefficient. In the course of diffusion, the influence of turbulence on the diffusion coefficient gradually decreases, but the image narrowing can make inaccurate results. Therefore, this method is required to be used at an appropriate time and an appropriate position to reduce experimental errors. After repeated experiments we can conclude that, between 1500-2700 s we may select the appropriate measurement of location for measuring liquid diffusion coefficient by the method to analyze an instantaneous diffusive picture. This not only can avoid the effect of turbulence but also avoid the effect of fewer sampling points. Compared with other methods reported in the literature, the results show that this method is characterized by short time (~20 ms) in data acquisition, faster measurement ( ©, 2015, Chinese Physical Society. All right reserved.","","18","Refractive index","Aberrations - Data acquisition - Diffusion - Diffusion in liquids - Ethylene - Ethylene glycol - Image analysis - Liquids - Turbulence","Cylindrical lens - Equivalent refractive index - Experimental errors - Fast measurement - Liquid diffusion coefficient - Rapid measurement - Refractive index measurement - Spherical aberrations","723.2 Data Processing and Image Processing - 741.1 Light/Optics - 804.1 Organic Compounds",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Synchronisation of generalised stochastic neural networks with delays and reaction-diffusion terms on timescales","20153301169323","Li, Yongkun (1); Meng, Xiaofang (1) ","(1) Department of Mathematics, Yunnan University, Kunming; Yunnan; 650091, China ","Li, Yongkun(yklie@ynu.edu.cn) ","International Journal of Dynamical Systems and Differential Equations","Int. J. Dyn. Syst. Differ. Equ.","","Inderscience Enterprises Ltd.","5","3","248-266","2015","","","","2015","English","17523583","17523591","","10.1504/IJDSDE.2015.071005","","","","","","","Journal article (JA)","This paper investigates the synchronisation problem of generalised stochastic neural networks with mixed time-varying delays and reaction-diffusion terms on timescales. Base on Lyapunov stability theory and inequality skills, we establish some sufficient conditions to ensure the global exponential synchronisation of generalised stochastic neural networks with mixed time-varying delays and reaction-diffusion terms on timescales. Finally, we give an example to illustrate the effectiveness of our results. Copyright © 2015 Inderscience Enterprises Ltd.","","47","Stochastic systems","Diffusion in liquids - Neural networks - Synchronization - Time delay - Time varying control systems - Time varying networks","Delays - Lyapunov stability theory - Mixed time-varying delays - Reaction-diffusion terms - Stochastic neural network - Time-scales","703.1 Electric Networks - 713 Electronic Circuits - 731.1 Control Systems - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"LELE: Leader election with load balancing energy in wireless sensor network","20091712050286","Shirmohammadi, Mohammad Mehdi (1); Faez, Karim (2); Chhardoli, Mostafa (1) ","(1) Islamic Azad University hamedan branch, Hamedan, Iran (2) EE department of Amirkabir University of Technology, Tehran, Iran ","Faez, K.(kfaez@aut.ac.ir) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","2","","106-110","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","","2009","English","","","9780769535012","10.1109/CMC.2009.227","4797097","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75845","","Conference article (CA)","In this article the LEACH (low energy adaptive clustering hierarchy) in the homogeneous wireless sensor networks (WSNs) was considered and a new protocol with an approach toward promoting LEACH was introduced. In the new protocol which is called LELE (leader election with load balancing energy), the major work was how to elect the leader which was done through changing the sensor's energy, LELE protocol compares the amount of energy and distance of a node with its neighbouring sensors to elect it as leader. And, finally the sensor with the higher energy (has more suitable position as compared with the neighbouring nodes ) for chosen as the leader. After simulating the new protocol and comparing it with theprevious protocol it was well observed that LELE in addition to balancing the energy and throughput, increases the network's lifetime as compared with that of LEACH. In the new protocol the time distance between the observation of the first dead sensor andthe last sensor's having lost its energy is so short.","","8","Internet protocols","Leaching - Low power electronics - Mobile computing - Sensor nodes","LEACH (low energy adaptive clustering hierarchy) - Leader election - Neighbouring nodes - New protocol - Time distance - Wireless sensor network (WSNs)","722 Computer Systems and Equipment - 723 Computer Software, Data Handling and Applications - 802.3 Chemical Operations",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Solvent extraction of palladium(II) with 2-hexyl-5-methyl benziminazole sulfide","20151100648019","Liu, Yan (1); Huang, Zhangjie (1); Chen, Muhan (1); Chen, Lei (1) ","(1) Department of Chemistry, Yunnan University, Kunming, China ","Huang, Zhangjie ","Journal of Chemical and Pharmaceutical Research","J. Chem. Pharm. Res.","","Journal of Chemical and Pharmaceutical Research, 3/668 Malviya Nagar, Jaipur, Rajasthan, India","6","6","2634-2640","2014","","","","2014","English","","09757384","","","","","","","","","Journal article (JA)","A new extractant of 2-hexyl-5-methyl benziminazole sulfide (HMBMS) was synthesized and used in the extraction of Pd(II) from hydrochloric acid solution. Pd(II) was extracted quantitatively with HMBMS in kerosene. Thiourea solution could be used as stripping agent. Extraction parameters of Pd(II), including 2-hexyl-5-methyl benziminazole sulfide (HMBMS) concentration, contact time of aqueous and organic phases, organic/aqueous (O/A) phase ratio and hydrochloric acid concentration of aqueous phase, were studied in detail. The extraction saturation capacity of Pd(II) was determined from 0.1mol L-1 HCl solution with 30% (v/v) HMBMS and its experimental value exceeded 10 g L-1 under the experimental conditions. Pd(II) and Pt(IV) could be separated effectively and the separation coefficient of Pd(II) and Pt(IV) (βPd/Pt) reached 1.5×104 when HMBMS and HC1 concentration were fixed at 20% (V/V) and 0.1 mol L-1, respectively. Stripping of Pd(II) from loaded organic phase was performed using thiourea solution. © 2014, Journal of Chemical and Pharmaceutical Research. All Rights Reserved.","","12","Palladium compounds","Extraction - Hydrochloric acid - Palladium - Platinum - Separation - Solvent extraction - Sulfur compounds - Thioureas","2-hexyl-5-methyl benziminazole sulfide - Acid concentrations - Experimental conditions - Experimental values - Extraction parameters - Hydrochloric acid solution - Saturation capacities - Separation coefficients","547.1 Precious Metals - 802.3 Chemical Operations - 803 Chemical Agents and Basic Industrial Chemicals - 804.1 Organic Compounds",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Semiparametric Bayesian joint models of multivariate longitudinal and survival data","20142417811948","Tang, Nian-Sheng (1); Tang, An-Min (1); Pan, Dong-Dong (1) ","(1) Department of Statistics, Yunnan University, Kunming 650091, China ","Tang, N.-S.(nstang@ynu.edu.cn) ","Computational Statistics and Data Analysis","Comput. Stat. Data Anal.","","Elsevier B.V.","77","","113-129","September 2014","","","","2014","English","01679473","","","10.1016/j.csda.2014.02.015","","","","","","CSDADW","Journal article (JA)","Joint models for longitudinal and survival data are often used to investigate the association between longitudinal data and survival data in many studies. A common assumption for joint models is that random effects are distributed as a fully parametric distribution such as multivariate normal distribution. The fully parametric distribution assumption of random effects is relaxed by specifying a centered Dirichlet Process Mixture Model (CDPMM) for a general distribution of random effects because of some good properties of CDPMM such as inducing zero mean and continuous probability distribution of random effects. A computationally feasible Bayesian case-deletion diagnostic based on the divergence is proposed to identify the potential influential cases in the joint models. Several simulation studies and a real example are used to illustrate our proposed methodologies. © 2014 Elsevier B.V. All rights reserved.","","47","Random processes","Normal distribution","Bayesian Analysis - Case-deletion diagnostics - Dirichlet process - Joint models - Longitudinal data - Survival data","922.1 Probability Theory",,"Number: 20115301110004, Acronym: -, Sponsor: -; Number: 11225103, Acronym: -, Sponsor: China National Funds for Distinguished Young Scientists; Number: 11301465, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The research was supported by grants from the National Science Fund for Distinguished Young Scholars of China ( 11225103 ), and the Research Fund for the Doctoral Program of Higher Education of China ( 20115301110004 ) the National Natural Science Foundation of China ( 11301465 ). Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Coordination mechanism for selfish scheduling under a grade of service provision","20130716012898","Guan, Li (1); Li, Jianping (1) ","(1) Department of Mathematics, Yunnan University, Kunming 650091, China ","Li, J.(jianping@ynu.edu.cn) ","Information Processing Letters","Inf. Process. Lett.","","Elsevier B.V.","113","8","251-254","2013","","","","2013","English","00200190","","","10.1016/j.ipl.2013.01.014","","","","","","IFPLAT","Journal article (JA)","In this paper, we study the problem of selfish scheduling game under a grade of service provision, where all machines and all jobs are labeled with the different grade of service (GoS) levels such that a job J can be assigned to execute on machine M only when the GoS level of machine M is not higher than the GoS level of job J. We consider two coordination mechanisms for this selfish scheduling game: the makespan policy and the LG-LPT policy. For the first mechanism, we show that the price of anarchy is exactly 32 for two machines and Θ(logmloglogm) for m (≥3) machines, respectively. For the second mechanism, we point out that the price of anarchy is 54 for two machines and 2-1m-1 for m (≥3) machines, respectively, and we finally analyze the convergence to a Nash equilibrium of the induced game. © 2013 Elsevier B.V.","","8","Scheduling","Costs","Coordination mechanisms - Grade of service - Makespan - Price of anarchy - Selfish scheduling","911 Cost and Value Engineering; Industrial Economics - 912.2 Management",,"Number: 10861012, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61063011, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","✩Supported by the National Natural Science Foundation of China [Nos. 10861012, 61063011], the Project of the First 100 High-level Overseas Talents of Yunnan Province IRTSTYN. * Corresponding author. Tel.: +86 871 65033700. E-mail addresses: guanli@ynu.edu.cn (L. Guan), jianping@ynu.edu.cn (J. Li).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Existence and global exponential stability of almost periodic solution for high-order BAM neural networks with delays on time scales","20142217759399","Li, Yongkun (1); Wang, Chao (1); Li, Xia (1) ","(1) Department of Mathematics, Yunnan University, Kunming 650091, Yunnan, China ","Li, Y.(yklie@ynu.edu.cn) ","Neural Processing Letters","Neural Process Letters","","Kluwer Academic Publishers","39","3","247-268","June 2014","","","","2014","English","13704621","1573773X","","10.1007/s11063-013-9302-0","","","","","","NPLEFG","Journal article (JA)","In this paper, by using a fixed point theorem and by constructing a suitable Lyapunov functional, we study the existence and global exponential stability of almost periodic solution for high-order bidirectional associative memory neural networks with delays on time scales. An examples shows the feasibility of our main results. © 2013 Springer Science+Business Media New York.","","22","Time measurement","Associative processing - Fixed point arithmetic - Lyapunov functions - Neural networks","Almost periodic solutions - BAM neural network - Bi-directional associative memory neural networks - Fixed point theorems - Global exponential stability - Lyapunov functionals - Neutral network - Time-scales","723.2 Data Processing and Image Processing - 921 Mathematics - 921.6 Numerical Methods - 943.3 Special Purpose Instruments",,"Number: 10971183, Acronym: -, Sponsor: -; ","Acknowledgements This work is supported by the National Natural Sciences Foundation of People’s Republic of China under Grant 10971183 and this work was also supported by IRTSTYN.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The security analysis of WPA encryption in wireless network","20122415104684","Zhang, Lei (1); Yu, Jiang (1); Deng, Zugao (1); Zhang, Renfei (1) ","(1) School of Information, Yunnan University, Kunming, China ","Zhang, L.(305333759@qq.com) ","2012 2nd International Conference on Consumer Electronics, Communications and Networks, CECNet 2012 - Proceedings","Int. Conf. Consum. Electron., Commun. Networks, CECNet - Proc.","IEEE","IEEE Computer Society","","","1463-1467","2012","2012 2nd International Conference on Consumer Electronics, Communications and Networks, CECNet 2012 - Proceedings","","","2012","Chinese","","","9781457714153","10.1109/CECNet.2012.6202145","6202145","2012 2nd International Conference on Consumer Electronics, Communications and Networks, CECNet 2012","April 21, 2012 - April 23, 2012","Three Gorges, China","90025","","Conference article (CA)","This paper discusses the security problems existing in the encryption methods of WPA/WPA2 in wireless network and analyses the cracking method of WPA/WPA2 encryption. BackTrack5 that was lately issued is adopted to capture the 4-way handshake package in Linux System. Then, the handshake packets are copied to Win7 and cracked by EWSA-GPU. The comparison and analysis of data via this method with that of via cracking WPA/WPA2 by BackTrack4 prove that this method can greatly improve the cracking speed. Finally some encrypted strategies that against the new cracking methods are disposed. © 2012 IEEE.","","10","Network security","Computer operating systems - Cracks - Cryptography - Wireless networks","4-way handshake - Comparison and analysis - encrypted strategies - Encryption methods - Linux systems - Security analysis - Security problems - WLAN security","716.3 Radio Systems and Equipment - 723 Computer Software, Data Handling and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Palmprint recognition based on subclass discriminant analysis","20141217470831","Yu, Pengfei (1); Li, Haiyan (1); Zhou, Hao (1); Xu, Dan (1) ","(1) School of Information, Yunnan University, Kunming 650091, China ","Yu, P.(pfyu@ynu.edu.cn) ","Lecture Notes in Electrical Engineering","Lect. Notes Electr. Eng.","","Springer Verlag","277 LNEE","","465-472","2014","Computer Engineering and Networking - Proceedings of the 2013 International Conference on Computer Engineering and Network, CENet 2013","","","2014","English","18761100","18761119","9783319017655","10.1007/978-3-319-01766-2_53","","3rd International Conference on Computer Engineering and Network, CENet 2013","July 20, 2013 - July 21, 2013","Shanghai, China","103053","","Conference article (CA)","Subspace-based palmprint recognition methods, such as principal components analysis and linear discriminant analysis, assume that each class can be grouped in a single cluster. However, this assumption is not reasonable at some situations where a class is assembled in two or more clusters. In order to solve this problem, a novel palmprint recognition method based on subclass discriminant analysis is proposed in this chapter. Each palmprint class is divided into a set of subclasses that can be separated easily in the new subspace representation. After that, the Euclidean distance and nearest neighbor method are employed as the similarity measurement. Experimental results conducted on a database of 86 hands (10 impressions per hand) show that the equal error rate (EER) of the proposed method yields promising result of EER = 0.67 % for verification rate, which demonstrates that the proposed method is effective to solve the problem mentioned above. © 2014 Springer International Publishing Switzerland.","","15","Principal component analysis","Anthropometry - Computer networks - Discriminant analysis - Nearest neighbor search - Palmprint recognition","Equal error rate - Euclidean distance - Linear discriminant analysis - Nearest neighbor method - Principal components analysis - Similarity measurements - Subclass discriminant analyses (SDA) - Subspace representation","461.3 Biomechanics, Bionics and Biomimetics - 723.5 Computer Applications - 921.5 Optimization Techniques - 922 Statistical Methods - 922.2 Mathematical Statistics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Riemann problem for the isentropic relativistic Chaplygin Euler equations","20122315098854","Cheng, Hongjun (1); Yang, Hanchun (1) ","(1) Department of Mathematics, Yunnan University, Kunming 650091, China ","Cheng, H.(hjcheng@ynu.edu.cn) ","Zeitschrift fur Angewandte Mathematik und Physik","Z. Angew. Math. Phys.","","Birkhauser Verlag AG","63","3","429-440","June 2012","","","","2012","English","00442275","","","10.1007/s00033-012-0199-7","","","","","","","Journal article (JA)","This paper studies the Riemann problem of the isentropic relativistic Euler equations for a Chaplygin gas. The solutions exactly include five kinds. The first four consist of different contact discontinuities while the rest involves delta-shock waves. Under suitable generalized Rankine-Hugoniot relation and entropy condition, the existence and uniqueness of delta-shock solutions are established. © 2012 Springer Basel AG.","","35","Euler equations","Partial differential equations - Shock waves","Chaplygin gas - Contact discontinuities - Delta shock waves - Entropy conditions - Existence and uniqueness - Generalized rankine-hugoniot relations - Isentropic relativistic euler equations - Riemann problem","921 Mathematics - 921.2 Calculus - 931 Classical Physics; Quantum Theory; Relativity",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Almost periodic solutions of shunting inhibitory cellular neural networks on time scales","20121014834350","Li, Yongkun (1); Wang, Chao (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan 650091, China ","Li, Y.(yklie@ynu.edu.cn) ","Communications in Nonlinear Science and Numerical Simulation","Comm. Nonlinear Sci. Numer. Simul.","","Elsevier B.V.","17","8","3258-3266","August 2012","","","","2012","English","10075704","","","10.1016/j.cnsns.2011.11.034","","","","","","","Journal article (JA)","In this paper shunting inhibitory cellular neural networks (SICNNs) with time-varying and continuously distributed delays are considered on time scale T. Without assuming the global Lipschitz conditions of activation functions, some new sufficient conditions for the existence and asymptotic stability of the almost periodic solutions are established on time scales. Two numerical examples are given to illustrate our feasible results. © 2011 Elsevier B.V.","","22","Cellular neural networks","Asymptotic stability - Time measurement","Activation functions - Almost periodic solutions - Continuously distributed delays - Lipschitz conditions - Shunting inhibitory cellular neural networks - Time varying - Time-scales","723.4 Artificial Intelligence - 943.3 Special Purpose Instruments",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Whispering gallery mode fiber laser based on PDMS substrate","20130315906820","Zhang, Yuanxian (1); Zhang, Xiaoxiao (1); Liu, Chun (1); Pu, Xiaoyun (1) ","(1) Department of Physics, Yunnan University, Kunming, Yunnan 650091, China ","Pu, X.(xypu@163.com) ","Zhongguo Jiguang/Chinese Journal of Lasers","Zhongguo Jiguang","","Science Press","39","11","","November 2012","","","","2012","Chinese","02587025","","","10.3788/CJL201239.1102001","1102001","","","","","ZHJIDO","Journal article (JA)","A whispering-gallery-mode (WGM) fiber laser integrated on a polydimethylsiloxane (PDMS) chip is presented which consists of a multimode quartz optical fiber, plastic wedge optical fiber, lasing dye solution, a glass and a PDMS substrate. A multimode quartz unclad optical fiber with a diameter of 279 μm and a plastic wedge optical fiber with a diameter of 200 μm are coupled and fixed on a glass substrate, and the length and width of the glass substrate are 2 cm and 1 cm, respectively. By pouring liquid PDMS on the glass substrate and oven dry, a flexible PDMS substrate (thickness is about 400 μm) is shaped. Then a fiber channel (length is 0.4 cm, both width and height are 400 μm) is carved in the contact position between PDMS and the coupled optical fiber. After injecting ethanol solutions of rhodamine 6G into the channel and packaging by a cover glass, a WGM laser chip integrated on a PDMS substrate is fabricated. Pumped by evanescent wave along the quartz optical fiber axis, low threshold energy of 8.5 μJ and directional WGM lasing emission has been successfully achieved on a PDMS chip.","","17","Whispering gallery modes","Chip scale packages - Fiber lasers - Glass - Lasers - Microchannels - Multimode fibers - Optical fiber fabrication - Optical fibers - Optical resonators - Plastic optical fibers - Polydimethylsiloxane - Quartz - Silicones - Substrates","Contact position - Directional emission - Ethanol solutions - Glass substrates - Lasing emissions - Multimode quartz optical fiber - Polydimethylsiloxane PDMS - Quartz optical fiber","482.2 Minerals - 714.2 Semiconductor Devices and Integrated Circuits - 714.3 Waveguides - 741.1.2 Fiber Optics - 741.3 Optical Devices and Systems - 744.1 Lasers, General - 744.4 Solid State Lasers - 812.3 Glass - 815.1.1 Organic Polymers",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Theoretical study of the fiber nonlinear polarization sensing based on whispering gallery modes","20132816495277","Yang, Rui (1); Jin, Hai-Peng (1) ","(1) Department of Physics, Yunnan University, Kunming, Yunnan, 650091, China ","","Proceedings of SPIE - The International Society for Optical Engineering","Proc SPIE Int Soc Opt Eng","Chinese Optical Society (COS); The Society of Photo-Optical Instrumentation Engineers (SPIE)","SPIE","8561","","","2012","Advanced Sensor Systems and Applications V","","","2012","English","0277786X","1996756X","9780819493163","10.1117/12.999651","856116","Advanced Sensor Systems and Applications V","November 5, 2012 - November 6, 2012","Beijing, China","97616","PSISDG","Conference article (CA)","We have developed an observable sensitive fiber nonlinear polarization sensing method based on the whispering gallery mode (WGM). The spectral position of the WGM excited by evanescence field shifts in response to the refractive index change of the fiber's dielectric caused by nonlinear polarization interaction with incident light field or surrounded electromagnetic filed. Theoretical resonance spectral shift equation was derived and calculation showed that a sensitivity of approximately 0.0172∼0.0196 RIU (refractive index unit) per nm at least was achieved due to the extremely high Q factor associated with the WGM. © 2012 SPIE.","","14","Whispering gallery modes","Nonlinear optics - Optical fibers - Optical resonators - Polarization - Q factor measurement - Refractive index","Incident light - Nonlinear polarizations - Refractive index changes - Refractive index units - Resonance shift - Spectral position - Spectral shift - Theoretical study","714.3 Waveguides - 741 Light, Optics and Optical Devices - 942.2 Electric Variables Measurements",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A novel way to improve facial expression recognition by applying Fast Fourier Transform","20153101098085","Zhang, Dehai (1); Ding, Da (1); Li, Jin (1); Liu, Qing (1) ","(1) School of Software, Yunnan University, Kunming, Yunnan; 650091, China ","","Lecture Notes in Engineering and Computer Science","Lect. Notes Eng. Comput. Sci.","","Newswood Limited","2209","January","423-426","2014","Proceedings of the International MultiConference of Engineers and Computer Scientists, IMECS 2014","","1of1","2014","English","20780958","","","","","International MultiConference of Engineers and Computer Scientists, IMECS 2014","March 12, 2014 - March 14, 2014","Kowloon, Hong kong","113107","","Conference article (CA)","Facial expression recognition is prevalent in research area, and Principal Component Analysis (PCA) is a very common method in use. Noticing that few researches focus on pre-processing of images, which also enhances the results of PCA algorithm, we propose an improved approach of PCA based on facial expression recognition algorithm using Fast Fourier Transform (FFT), which combines amplitude spectrum of one image with phase spectrum of another image as a mixed image. As our experiment is based on color images, we convert color space and extract skin from background to detect identified face. Testing and evaluating in several ways, the experimental results indicate our approach is effective.","","12","Face recognition","Color - Fast Fourier transforms - Image enhancement - Principal component analysis","Amplitude spectra - Color images - Color space - Facial expression recognition - PCA algorithms - Phase spectra - Pre-processing","741.1 Light/Optics - 921.3 Mathematical Transformations - 922.2 Mathematical Statistics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Almost automorphic solution for neutral type high-order Hopfield neural networks with delays in leakage terms on time scales","20142817933337","Li, Yongkun (1); Yang, Li (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan 650091, China ","Li, Y.(yklie@ynu.edu.cn) ","Applied Mathematics and Computation","Appl. Math. Comput.","","Elsevier Inc.","242","","679-693","September 1, 2014","","","","2014","English","00963003","","","10.1016/j.amc.2014.06.052","","","","","","AMHCBQ","Journal article (JA)","In this paper, using the existence of the exponential dichotomy of linear dynamic equations on time scales, a fixed point theorem and the theory of calculus on time scales, some sufficient conditions for the existence and global exponential stability of almost automorphic solutions for a class of neutral type high-order Hopfield neural networks (HHNNs) with delays in leakage terms on time scales are obtained. Finally, a numerical example is provided to illustrate the feasibility of our results and our results also show that the continuous-time neural network and its discrete-time analogue have the same dynamical behaviors. The results of this paper are completely new even when the time scale T=R or Z and show that the delays in the leakage term do harm to the existence and global exponential stability of almost automorphic solutions. © 2014 Elsevier Inc. All rights reserved.","","54","Hopfield neural networks","Asymptotic stability - Calculations - Continuous time systems - Dynamical systems - Fixed point arithmetic - Time measurement","Almost automorphic - Continuous-time neural networks - Fixed point theorems - Global exponential stability - High-order Hopfield neural networks - Leakage terms - Linear dynamic equations - Time-scales","921 Mathematics - 921.6 Numerical Methods - 943.3 Special Purpose Instruments - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Almost periodic solution for a food-limited population model with delay and feedback control","20104713406554","Dou, Xiaoyan (1); Li, Yongkun (1) ","(1) Department of Mathematics, Yunnan University, Kunming, Yunnan 650091, China ","Li, Y.(yklie@ynu.edu.cn) ","International Journal of Computational and Mathematical Sciences","Int. J. Comput. Math. Sci.","","WASET - World Academy of Science, Engineering and","5","4","174-179","Autumn 2011","","","","2011","English","20103905","20103913","","","","","","","","","Journal article (JA)","In this paper, we consider a food-limited population model with delay and feedback control. By applying the comparison theorem of the differential equation and constructing a suitable Lyapunov functional, sufficient conditions which guarantee the permanence and existence of a unique globally attractive positive almost periodic solution of the system are obtained.","","25","Feedback control","Differential equations - Lyapunov functions","Almost periodic solutions - Comparison theorem - Lyapunov functionals - Permanence - Population model - Positive almost periodic solutions","731.1 Control Systems - 921 Mathematics - 921.2 Calculus",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Review on torque distribution strategies for four in-wheel motor drive electric vehicles","20183505760612","Li, Yong (1); Deng, Huifan (2); Xu, Xing (1); Jiang, Haobin (2) ","(1) Automotive Engineering Research Institute, Jiangsu University, Zhenjiang, China (2) School of Automotive and Traffic Engineering, Jiangsu University, Zhenjiang, China ","Li, Yong(liyongthinkpad@outlook.com) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","4","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 3. Energy Materials","","4 of 5","2018","English","17578981","1757899X","","10.1088/1757-899X/394/4/042041","042041","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","Electric vehicle (EV) with four independent in-wheel motor is over-actuated systems. The wheel torque distribution can be realized through a large number of methods to satisfy the economic and safety demands. This paper aims at providing a review of the economic-based torque distribution strategies, safety-based torque distribution strategies and coordination control of torque distribution strategies based on both safety and economy. This paper not only provides a comprehensive analysis of torque distribution strategies for in-wheel-motor EVs but also puts forward the future and emphasis of future study, which will promote the development of torque distribution strategy with safety and economy for in-wheel-motor drive EVs. © Published under licence by IOP Publishing Ltd.","","60","Traction motors","Bridge decks - Composite materials - Electric drives - Electric vehicles - Manufacture - Safety engineering - Torque - Vehicle wheels","Comprehensive analysis - Coordination control - In-wheel motor - Number of methods - Overactuated systems - Torque distribution","401.1 Bridges - 537.1 Heat Treatment Processes - 601.2 Machine Components - 914 Safety Engineering - 931.2 Physical Properties of Gases, Liquids and Solids - 951 Materials Science",,"Number: SZJJ2017-076, Acronym: -, Sponsor: -; Number: 15JDG164, Acronym: -, Sponsor: -; Number: BK20160525, Acronym: -, Sponsor: Natural Science Foundation of Jiangsu Province; Number: BE2017129, Acronym: -, Sponsor: -; ","This work was supported in part by the Natural Science Foundation of Jiangsu Province (BK20160525), the Open Research Subject of Key Laboratory of Vehicle Measurement, Control and Safety of Sichuan Province (SZJJ2017-076), the Primary Research & Development Plan of Jiangsu Province (BE2017129) and the Initial Funding for Advanced Talents at Jiangsu University (15JDG164).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
