Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article or Paper number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Link to ProQuest Dissertations,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Evaluation of ecosystem service based on scenario simulation of land use in Yunnan Province","20180904846397","","Zhang, Hong (1); Liao, Xiaoli (2); Zhai, Tianlin (2) ","(1) School of Urban and Environment, Yunnan University of Finances and Economics, Kunming; Yunnan; 650221, China (2) Faculty of Resources and Environmental Science, Hubei University, Wuhan; Hubei; 430062, China ","Zhang, Hong(zhanghong0957@sina.com) ","Physics and Chemistry of the Earth","Phys. Chem. Earth","","Elsevier Ltd","104","","58-65","April 2018","","","2018","English","14747065","","","","10.1016/j.pce.2017.12.001","","","","","","PCEHAI","Journal article (JA)","","Climate change and rapid urbanization are important factors restricting future land use. Situational analysis, as an important foundation for the optimization of land use, needs to focus on the impact of climate factors and socio-economic factors. In this paper, the Markov model and the DLS (Simulation of Land System Dynamics) model are combined for the first time, and the land use pattern in 2020 is simulated based on the data of land use in 2000 and 2010 as well as the climate, soil, topography and socio-economic factors of Yunnan Province. In his paper, we took Yunnan Province as the case study area, and selected 12 driving factors by logistic regression method, then the land use demands and layout of Yunnan Province in 2020 has been forecasted and simulated under business as usual (BAU) scenario and farmland protection (FP) scenario and the changes in ecosystem service value has been calculated. The result shows that: (1) after the regression analysis and ROC (Relative Operating Characteristics) test, the 12 factors selected in this paper have a strong ability to explain the land use change in Yunnan Province. (2) Under the two scenarios, the significant reduction of arable land area is a common feature of land use change in Yunnan Province in the future, and its main land use type will be construction land. However, under FP scenario, the current situation where construction land encroach on arable land will be improved. Compared with the change from 2000 to 2010, the trend of arable land, forest land, water area, construction land and unused land will be the same under the two scenarios, whereas the change trend of grassland was opposite. (3) From 2000 to 2020, the value of ecosystem services in Yunnan Province is on the rise, but the ecosystem service value under FP scenario is higher than that of the ecosystem services under BAU scenario. In general, land use in 2020 in Yunnan Province continues the pattern of 2010, but there are also significant spatial differences. Under the BAU scenario, the construction land is mainly in the south of Lijiang City and the northeastern part of Kunming. Under the FP scenario, the new construction land is concentrated near the Lashi dam in northern Yunnan Province, and the high-quality arable land in the valley will be better protected. The research results can provide reference for the optimization of land use pattern in Yunnan Province, and provide scientific basis for land use management and planning. Based on the value of ecosystem services, we should implement the policy of strict protection of arable land, both to ensure food supply and promote the healthy development of ecological environment. © 2017 Elsevier Ltd","45","Land use","Climate change - Climate models - Dynamic light scattering - Economics - Ecosystems - Factor analysis - Food supply - Forestry - Markov processes - Regression analysis","Ecosystem service values - Ecosystem services - Logistic regression method - Markov model - Relative operating characteristics - Spatial patterns - Value of ecosystem services - Yunnan province","403 Urban and Regional Planning and Development - 443 Meteorology - 443.1 Atmospheric Properties - 454.3 Ecology and Ecosystems - 741.1 Light/Optics - 822.3 Food Products - 921 Mathematics - 922.1 Probability Theory - 922.2 Mathematical Statistics - 971 Social Sciences",,"Number: 71363061, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research was financially supported by the National Natural Science Foundation of China (Grant no. 71363061 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Tectonics of western Yunnan Province, China","20130415943502","","Wu, Francis T. (1); Wang, Peide (1) ","(1) Department of Geological Sciences, State University of New York, Binghamton, NY 13901, United States ","Wu, F.T. ","Geology","Geology","","Geological Society of America","16","2","153-157","1988","","","1988","English","00917613","19432682","","","10.1130/0091-7613(1988)0162.3.CO;2","","","","","","GLGYBA","Journal article (JA)","","Seismicity and focal mechanism of aftershocks in Jianchuan Basin in western Yunnan Province, China, show that the basin was formed mainly by listric normal faulting parallel to the eastern edge of the basin. Similar basins in this region are generally elongated in the north-south direction and bounded by north-south normal faults and northeast-striking left-lateral strike-slip faults, or northwest-striking right-lateral strike-slip faults. An analysis of the Landsat image over this area shows that these faults divide western Yunnan into many blocks. The relative motion of the blocks is consistent with a nearly north-south compressive stress and a nearly east-west tensile stress. © 1988 Geological Society of America.",,"Fault slips","Strike-slip faults","Eastern edge - Focal mechanism - Landsat images - Normal faulting - Normal faults - Relative motion - Right lateral strike slip fault - Western yunnan","484.1 Earthquake Measurements and Analysis",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The Discovery of Early-Middle Ordovician Granitic Gneiss from the Giant Lincang Batholith in Sanjiang Area of Western Yunnan and Its Geological Implications","20185106253669","","Peng, Zhimin (1); Zhang, Ji (2); Guan, Junlei (1); Zhang, Zhang (1); Han, Wenwen (2); Fu, Yuzhen (3) ","(1) Chengdu Center of China Geological Survey, Chengdu; 610081, China (2) Institute No.280 of CNNC, Guanghan; 618300, China (3) College of Earth Sciences, Chengdu University of Technology, Chengdu; 610059, China ","Zhang, Ji(1047108631@qq.com) ","Diqiu Kexue - Zhongguo Dizhi Daxue Xuebao/Earth Science - Journal of China University of Geosciences","Diqiu Kexue Zhongguo Dizhi Daxue Xuebao","","China University of Geosciences","43","8","2571-2585","August 1, 2018","","","2018","Chinese","10002383","","","","10.3799/dqkx.2018.102","","","","","","DIKEEL","Journal article (JA)","","There are little research on the Early Paleozoic magma events of the giant Lingcang batholith in Sangjiang area.Early Paleozoic granitic gneiss was recognized for the first time from the Lincang batholith in Shuangjiang area of western Yunnan.LA-ICP-MS U-Pb dating and Hf isotopic analysis of zircons, combined with geochemical characteristics of two granitic gneiss samples are applied in this paper.The zircon U-Pb ages of 476.9±1.9 Ma and 465.7±1.9 Ma are obtained from two samples, which indicates that two granitic gneisses were formed in Middle-Late Ordovician.SiO2 content of the granitic gneisses ranges from 70.67% to 74.03%.The K2O/Na2O ratio is greater than 1, ranging from 1.04 to 1.55, and belonging to peraluminous S-type granitoids.They also enriched in LILEs (Rb, Th and U), but strongly depleted in HFSEs (Nb, Ta, Ti and Zr), showing strongly fractionated REE pattern, with apparently negative Eu anomalies.Their zircons have negative ΕHf(t) values (-7.2 to -0.7, average -3.0), and Hf isotope crust model ages (tDMC) are basically the same (average 1 639 Ma, 1 630 Ma).It is suggested that granitic gneiss may have originated from partial melting of ancient crustal materials.Based on the above analyses, granitic gneiss is formed by partial melting of ancient crustal materials that was caused by the eastward subduction of the Paleo-Tethys, and is the response of the magmatic events during subduction of the Paleo-Tethys.It shows that there was subduction in the Changning-Menglian ocean in the Early Ordovician, and the evolution history of the Tethys in the Changning-Menglian combination can be traced back to the Early Ordovician. © 2018, Editorial Department of Earth Science. All right reserved.","46","Metamorphic rocks","Binary alloys - Geochemistry - Geochronology - Hafnium - Isotopes - Lead alloys - Melting - Silicate minerals - Zircon","Changning-Menglian suture - Granitic gneiss - Paleo-Tethys - Sangjiang area - Western yunnan - Zircon U-Pb dating","481 Geology and Geophysics - 482.2 Minerals - 482.2.1 Gems - 546.1 Lead and Alloys - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 802.3 Chemical Operations",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A biogenic volatile organic compounds emission inventory for Yunnan Province","2005369338999","","Wang, Zhi-Hui (1); Bai, Yu-Hua (1); Zhang, Shu-Yu (2) ","(1) College of Environmental Sciences, Peking University, Beijing 100871, China (2) Journal of Peking University, Peking University, Beijing 100871, China ","Zhi-Hui, W.(zhiwang@ic.sunysb.edu) ","Journal of Environmental Sciences","J. Environ. Sci.","","Chinese Academy of Sciences","17","3","353-359","2005","","","2005","English","10010742","","","","","","","","","","","Journal article (JA)","","The first detailed inventory for volatile organic compounds (VOC) emissions from vegetation over Yunnan Province, China was presented. The spatially and temporally resolved inventory was developed based on a geographic information system (GIS), remote sensing (RS) data and field measurement data, such as digitized land-use data, normalized difference vegetation index (NDVl) and temperature data from direct real-time measurement. The inventory has a spatial resolution of 5 km × 5 km and a time resolution of 1 h. Urban, agriculture, and natural land-use distributions in Yunnan Province were combined with biomass factors for each land-use category to produce a spatially resolved biomass inventory. A biogenic emission inventory was developed by combining the biomass inventory with hourly emission rates for tree, shrub and ground cover species of the study area. Correcting for environmental factors, including light intensity and temperature, a value of 1.1 × 1012 gC for total annual biogenic VOC emissions from Yunnan Province, including 6.1 × 1011 gCfor isoprene, 2.1 × 1011 gC for monoterpenes, and 2.6 × 1011 gC for OVOC was obtained. The highest VOC emissions occurred in the northwestern, southwestern and north region of Yunnan Province. Some uncertainties were also discussed in this study. © 2005 Science Press. All rights reserved.","33","Volatile organic compounds","Algorithms - Geographic information systems - Industrial emissions - Land use - Remote sensing - Vegetation","Biogenic VOC - Emissions inventory - Isoprene - Monoterpene - Yunnan, Peoples Republic of China","451.1 Air Pollution Sources - 804.1 Organic Compounds","Theoretical (THR); Experimental (EXP)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Application of P-A fractal model for characterizing distributions of pyrrhotites in seven layers of basalts in Gejiu District, Yunnan, China","20091412008207","","Li, Zeng-Hua (1, 2); Cheng, Qiu-Ming (2, 3); Xie, Shu-Yun (2, 3, 4); Xu, De-Yi (2, 3, 5); Xia, Qing-Lin (2); Zhang, Sheng-Yuan (6) ","(1) North China Geological Exploration Bureau, Tianjin 300181, China (2) State Key Laboratory of Geological Processes and Mineral Resources, China University of Geosciences, Wuhan 430074, China (3) Department of Earth and Space Science and Engineering, York University, Toronto M3J1P3, Canada (4) Faculty of Earth Sciences, China University of Geosciences, Wuhan 430074, China (5) Faculty of Economics and Management, China University of Geosciences, Wuhan 430074, China (6) Institute of Natural Resources and Environment Engineering, Shijiazhuang University of Economics, Shijiazhuang 050031, China ","Li, Z.-H.(lizenghua@gmail.com) ","Diqiu Kexue - Zhongguo Dizhi Daxue Xuebao/Earth Science - Journal of China University of Geosciences","Diqiu Kexue Zhongguo Dizhi Daxue Xuebao","","China University of Geosciences","34","2","275-280","March 2009","","","2009","Chinese","10002383","","","","10.3799/dqkx.2009.027","","","","","","DIKEEL","Journal article (JA)","","The study on micro-pores of soils, pore-fracture-holes of sedimentary rocks and microstructures of minerals at different scales has attracted more and more attention. Typical fractal models, including P-A and box-counting methods, have also been used for such kind of studies. Basalts from seven sections in Laochang deposit, Yunnan Province, are well developed, but their forming processes and their contributions to deposits of Sn and other metals are still in issue. Based on the GIS-based P-A and box-counting fractal models, this paper focuses on the size distribution and irregularity analysis of pyrrhotites of the basalts. Three parameters DA (fractal dimension of area), DPA (fractal dimension of area and perimeter) and DP (fractal dimension of perimeter) of pyrrhotite are calculated. The results show that, from the first-section basalt to the seventh-section basalt, with the depth of rock body increasing, the values of DA and DP change a little, but the value of DPA shows an increasing trend. This indicates that the shapes of pyrrhotites become more and more irregular as the depth increases, probably due to the increase of temperature and pressure.","18","Fractal dimension","Basalt - Deposits - Iron ores - Sedimentary rocks - Textures","Box-counting - Box-counting method - Fractal model - Micro texture - Temperature and pressures - Three parameters - Yunnan , China - Yunnan province","482.2 Minerals - 504.3 Heavy Metal Mines - 921 Mathematics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Yunnan informatization level measurement and analysis of its contribution on economic growth","20113314244633","","Sun, Liangtao (1) ","(1) Business College, Honghe University, Mengzi, China ","Sun, L.(liangtaosun@qq.com) ","Communications in Computer and Information Science","Commun. Comput. Info. Sci.","","Springer Verlag","211 CCIS","PART 4","275-280","2011","Advances in Education and Management - International Symposium, ISAEBD 2011, Proceedings","","2011","English","18650929","","","9783642230615","10.1007/978-3-642-23062-2_41","","","","","","","Conference article (CA)","","According to the experience of developed countries, promoting industrialization by informatization not only can improve products' level and quality, but also could upgrade the production environment, reduce consumption on energy and raw material, and increase economic benefit. The government and people pay more attention on how many contributions have been made by informatization level on economic growth in Yunnan. At the beginning, this paper estimates the informatization level in Yunnan by informatization index determination. Then, it analyzes the contribution of informatization development level of Yunnan on economic growth through regression analysis modeled in improved Cobb-Douglas production function. At last, it gives some suggestions on how to improve the informatization level of Yunnan and promote economic growth. © 2011 Springer-Verlag Berlin Heidelberg.","5","Economic analysis","Regression analysis","Cobb-Douglas production function - contribution - Developed countries - Economic growths - information - Measurement and analysis - Production environments - Yunnan","911.2 Industrial Economics - 922.2 Mathematical Statistics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The main problems and countermeasures for development of logistics industry in Southern Yunnan","20120614754593","","Li, Fuchang (1) ","(1) School of Economics and Management, Yunnan Normal University, Kunming, China ","Li, F.(fuchanglikt@126.com) ","Proceedings - 2011 4th International Conference on Information Management, Innovation Management and Industrial Engineering, ICIII 2011","Proc. - Int. Conf. Inf. Manage., Innov. Manage. Ind. Eng., ICIII","","IEEE Computer Society","2","","353-356","2011","Proceedings - 2011 4th International Conference on Information Management, Innovation Management and Industrial Engineering, ICIII 2011","","2011","English","","","","9780769545233","10.1109/ICIII.2011.230","6114667","4th International Conference on Information Management, Innovation Management and Industrial Engineering, ICIII 2011","November 26, 2011 - November 27, 2011","Shenzhen, China","88233","","Conference article (CA)","","Southern Yunnan is south by Southeast Peninsula, north by the vast continent of Asia. It is a bridge connecting the hinterland of Asia, Southeast Asia and South Asian Subcontinent, and has natural geographical advantages for logistics development. The International channel construction in Yunnan can directly reduce transportation distance, save transportation time and reduce logistics costs. However, there are still many deficiencies in Southern Yunnan's Logistics Development .in this paper, we analyzes the problems of Southern Yunnan's Logistics Development, and Put forward policy proposals for the development of logistics industry. © 2011 IEEE.","10","Information management","Engineering - Industrial engineering - Logistics","Logistics costs - Logistics development - Logistics industry - Problems and countermeasures - Shortcomings - Southern Yunnan - Transportation distance - Transportation time","912.1 Industrial Engineering",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Antioxidant and Antiobesity Effects of Melanoidins from Yunnan Grown Arabica","20190906569970","","Wang, Yao (1); Wang, Xiaona (1); Zhang, Xuehui (1); Yin, Jianzhong (1); Pan, Hongmei (1); Wu, Zhishuang (1); Feng, Yuemei (1); Wu, Shaoxiong (1); Wang, Songmei (1) ","(1) College of Public Health, Kunming Medical University, Kunming; 650500,, China ","Wu, Shaoxiong(sxwcn@sina.com) ","Shipin Kexue/Food Science","Shipin Kexue/Food Sc.","","Chinese Chamber of Commerce","40","1","183-189","January 15, 2019","","","2019","Chinese","10026630","","","","10.7506/spkx1002-6630-20170917-242","","","","","","","Journal article (JA)","","Objective: To study the antioxidant and antiobesity effects of melanoidin from Yunnan grown arabica. Methods: Total melanoidins from medium roasted arabica were extracted by hot water extraction method, and then were fractionated into three fractions: > 100 kDa (M1), 10-100 kDa (M2) and 3) by ultrafiltration. The antioxidant capacity of four samples was determined by hydroxyl radical scavenging, 1, 1-diphenyl-2-picrylhydrazyl radical scavenging and total reducing power assays. The effects of the total melanoidins at different concentrations on body mass, body fat content, blood lipid levels, body fat ratio, adipose tissue morphology and liver tissue morphology in a rat model of high-fat dietinduced obesity were determined. Results: All melanoidin samples had antioxidant activity varying with molecular mass at identical concentrations. The total melanoidins at all doses reduced body mass and body fat content in the obese rats. Histological examination showed that the liver tissue structure in the melanoidin treated rats at medium and high doses remained intact, accompanied by homogeneous hepatocytes and cytoplasm as well as clear nuclei. In addition to being intact and orderly arranged, the hepatocytes of the high-dose treated rats were smaller than those of the model group. Conclusion: The total melanoidins and three fractions from Yunnan grown arabica all had strong antioxidant capacity. The total melanoidins had an antiobesity effect by inhibiting body mass gain and reducing fat accumulation in the liver and consequently protecting the liver. © 2019, China Food Publishing Company. All right reserved.","37","Physiological models","Antioxidants - Cytology - Extraction - Positive ions - Rats - Tissue","1 ,1-diphenyl-2-picrylhydrazyl - Anti-oxidant activities - Antiobesity - Antioxidant effect - Histological examination - Melanoidins - Reducing power assays - Yunnan grown arabica","461.2 Biological Materials and Tissue Engineering - 802.3 Chemical Operations - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Rare earth element geochemistry and U-Pb age of zircons from granites in Tengchong-Lianghe area, western Yunnan","20102713051953","","Cong, Feng (1); Lin, Shi-Liang (1); Xie, Tao (1); Li, Zai-Hui (1); Zou, Guang-Fu (1); Liang, Ting (2) ","(1) Chengdu Center, China Geological Survey, Chengdu 610081, China (2) State Key Laboratory of Geological Processes and Mineral Resources, China University of Geosciences, Wuhan 430074, China ","Cong, F.(congfeng04@mails.gucas.ac.cn) ","Jilin Daxue Xuebao (Diqiu Kexue Ban)/Journal of Jilin University (Earth Science Edition)","Jilin Daxue Xuebao (Diqiu Kexue Ban)","","Jilin University Press","40","3","573-580","May 2010","","","2010","Chinese","16715888","","","","","","","","","","JDXDA8","Journal article (JA)","","Based on detailed regional geological survey, the internal textures, rare earth elementcomposition and U-Pb age of zircons from granites in Tengchong-Lianghe area, western Yunnan, were studied by cathodoluminescence (CL) and LA-ICP-MS, respectively. Both the oscillatory zoning and chondrite-normalized REE pattern characterized by a steeply-rising slope from the LREE to the HREE with the obviously positive Ce anomaly and negative Eu anomaly, indicate the magmatic genesis of these zircons from the granites. The zircons in the granite (D0053) yield a weighted mean 206Pb/238U age of (127.9 ± 1.0) Ma (MSWD=2.9, n=27). Those in granite (D4310) yield a weighted mean 206Pb/238U age of (58.3 ± 0.5) Ma (MSWD=1.8, n=21). The results indicate that there happened widely the Early Cretaceous and Early Tertiary granitic magmatisms in Tengchong-Lianghe area, western Yunnan, as the magmatic response to the tethys evolution.","19","Uranium alloys","Binary alloys - Exploratory geochemistry - Granite - Lead alloys - Rare earth elements - Rare earths - Silicate minerals - Textures - Zircon","Ce anomalies - Early Cretaceous - Element compositions - Eu anomalies - Oscillatory zoning - U-Pb ages - Weighted mean - Western yunnan","481.2 Geochemistry - 482.2 Minerals - 482.2.1 Gems - 546.1 Lead and Alloys - 547 Minor, Precious and Rare Earth Metals and Alloys - 547.2 Rare Earth Metals - 804.2 Inorganic Compounds",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Development index system study for Yunnan Province China","20110813688620","","Liang, Ziqing (1); Lu, Xuejiao (1); Song, Chongfang (1) ","(1) School of Economics and Management, Yunnan Normal University, Kunming Yunnan, China ","Liang, Z.(673076750@qq.com) ","Proceedings - 3rd International Conference on Information Management, Innovation Management and Industrial Engineering, ICIII 2010","Proc. - Int. Conf. Inf. Manage., Innov. Manage. Ind. Eng., ICIII","","IEEE Computer Society","3","","458-460","2010","Proceedings - 3rd International Conference on Information Management, Innovation Management and Industrial Engineering, ICIII 2010","","2010","English","","","","9780769542799","10.1109/ICIII.2010.430","5694775","","","","","","Conference article (CA)","","Many countries have carrying out study for its own development index system. However, because of the countries, provinces and regional differences, development indicator system established in various regions is not operable for other regions. For Yunnan Province, as a border and minority areas, need to establish its own accepted development index system required for comparable, operability, comprehensive, systematic, forward-looking and dynamic. In this paper, Yunnan Province development index system is constructed, and development index system is weighted distribution. © 2010 IEEE.","9","Information management","Engineering - Industrial engineering","Forward looking - Index systems - Indicator system - Regional differences - Subsystem - Weight distributions - Weighted distribution - Yunnan province","912.1 Industrial Engineering",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on Location Planning and Countermeasures to Resettle Residents in Poor Areas - Taking Anle Village, Yunxian County, Yunnan Province as an Example","20191706823618","","Li, Lingxu (1); Xu, Zongheng (2); Ma, Minchang (3) ","(1) Dianchi College of Yunnan University, Kunming, China (2) Department of Tourism and Geographic Science, Yunnan Normal University, Kunming, China (3) Changchun Institute of Technology, Changchun, China ","Xu, Zongheng(xuzongheng208@163.com) ","Advances in Intelligent Systems and Computing","Adv. Intell. Sys. Comput.","","Springer Verlag","929","","1502-1507","2019","Application of Intelligent Systems in Multi-modal Information Analytics","1 of 1","2019","English","21945357","","","9783030157388","10.1007/978-3-030-15740-1_195","","International Conference on Intelligent Systems Applications in Multi-modal Information Analytics, 2019","February 19, 2019 - February 20, 2019","Shenyang, China","225009","","Conference article (CA)","","As a special poverty alleviation method, relocation poverty alleviation plays an irreplaceable role in the process of poverty alleviation and development in areas with limited natural resources and inconvenient transportation. It fundamentally changes the production and living conditions of people living and solves the poverty problem of the poor population in such areas. But in the process of relocation, some problems should not be overlooked. Taking Anle village, Yunxian County, Yunnan Province as the research object, based on the analysis of the location and geological features of Anle village and the introduction of the current poverty alleviation relocation, At the same time, the necessity of relocation poverty alleviation in Anle village is analyzed, and the problems are explored from the perspective of site selection planning, and the corresponding measures are proposed at last. © 2019, Springer Nature Switzerland AG.","10","Relocation","Intelligent systems - Radar countermeasures - Rural areas - Site selection","Corresponding measures - Geological features - Living conditions - Location planning - Poverty alleviation - Research object - Yunnan province","716.2 Radar Systems and Equipment - 723.4 Artificial Intelligence",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Identification of nanofibers in the Chinese herbal medicine: Yunnan Baiyao","20100812723227","","Lenaghan, Scott C. (1); Xia, Lijin (1); Zhang, Mingjun (2) ","(1) 206 Dougherty Hall, University of Tennessee, 1512 Middle Dr, Knoxville, TN 37996, United States (2) 408 Dougherty Hall, University of Tennessee, 1512 Middle Dr, Knoxville, TN 37996, United States ","Zhang, M. ","Journal of Biomedical Nanotechnology","J. Biomed. Nanotechnol.","","American Scientific Publishers","5","5","472-476","October 2009","","","2009","English","15507033","15507041","","","10.1166/jbn.2009.1056","","","","","","","Journal article (JA)","","Yunnan Baiyao is a traditional Chinese herbal medicine that has been used to treat wounds for over 100 years. Here, we use Atomic Force Microscopy (AFM) to determine nano-scale structures of the Yunnan Baiyao. AFM images revealed uniform nanofibers present in relatively high abundance in a solution of this medicine. Fibers were typically 25.1 nm in diameter and ranged in length from 86-726 nm due to processing. Due to the unique adhesive and structural properties of nanofibers, we concluded that these fibers may play a role in platelet aggregation, leading to clotting, and the sealing of wounds. Copyright © 2009 American Scientific Publishers All rights reserved.","28","Medicine","Adhesives - Atomic force microscopy - Nanofibers - Plant extracts","AFM image - Chinese herbal medicines - Nanoscale structure - Platelet aggregation - Traditional Chinese herbal medicine - Yunnan Baiyao","461.6 Medicine and Pharmacology - 461.9 Biology - 741.3 Optical Devices and Systems - 761 Nanotechnology - 933 Solid State Physics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A Big-Data-Analysis-Based Research Study on the Changes Both in the Dependence on Foreign Trade and in the Trade Structure (2000-2015) of the Yunnan Province of China","20182805538925","","Jiang, Meiying (1); Niu, Lede (1); Zhang, Yifang (2); Wang, Zhipeng (2); Ren, Xiaoling (2) ","(1) School of Tourism and Geographical Sciences, Yunnan Normal University, Kunming, Yunnan; 650500, China (2) Research Center for the Opening of Southwest China and Frontier Security, Yunnan Normal University, Kunming, Yunnan; 650500, China ","","Proceedings - 3rd International Conference on Intelligent Transportation, Big Data and Smart City, ICITBS 2018","Proc. - Int. Conf. Intell. Transp., Big Data Smart City, ICITBS","Communication Research Institute of Changsha University of Science and Technology; Cooperative Vehicle Infrastructure System; et al.; Hunan Key Laboratory of Smart Highway; St. John's University; Xiamen University Tan Kah Kee College","Institute of Electrical and Electronics Engineers Inc.","2018-January","","235-239","April 5, 2018","Proceedings - 3rd International Conference on Intelligent Transportation, Big Data and Smart City, ICITBS 2018","1 of 1","2018","English","","","","9781538642016","10.1109/ICITBS.2018.00068","","3rd International Conference on Intelligent Transportation, Big Data and Smart City, ICITBS 2018","January 25, 2018 - January 26, 2018","Xiamen, China","135790","","Conference article (CA)","","This research is based on the statistics database of the World Bank (data.worldbank.org.on), big data related to the monitoring of foreign trade, and relevant statistics data from China's statistics database. And big data analysis was applied to study the changes both in the dependence on foreign trade and in the trade structure of the Yunnan province of China. According to the research results, Yunnan's degree of dependence on foreign trade had increased from 7.46% in 2000 to 11.22% in 2015; however, such rate of increase is slower than the expectation based on Yunnan's growth rates of GDP and total foreign trade volume. From the data about the structure of dependence on import and export trade, we can see that Yunnan's dependence on export trade, though keeps fluctuating, had been growing slowly in a general view, and the fluctuant dependence on import trade had also been in a growing trend, though the growth is not obvious. In terms of foreign trade pattern, Yunnan's foreign trade mainly consists of general trade and small border trade. General trade have shared a higher proportion in and made more contribution to Yunnan's foreign trade, and the proportion of general trade in Yunnan's total value of import and export is growing in general, while the proportion of small border trades in the same is decreasing. © 2018 IEEE.","4","Big data","Data handling - Information analysis - International trade - Smart city","Foreigntrade - Import and export trade - Import and exports - Rate of increase - Research results - Research studies - structural changes - Yunnan province","723.2 Data Processing and Image Processing - 903.1 Information Sources and Analysis",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
