Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Abstract type,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Comprehensive rehabilitation treatment and nursing after a surgical repair of hand tendon injuries","20153601247141","Wang, Ji-Hong (1); Guo, Zhong-Yan (2) ","(1) College of Nursing, Beihua University, Jilin, China (2) Affiliated Hospital, Beihua University, Jilin, China ","","Medicine Sciences and Bioengineering - Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","Medicine Sciences and Bioengineering - Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","","CRC Press/Balkema","","","207-210","2015","","","1 of 1","2015","English","","","9781138026841","","","Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","August 16, 2014 - August 17, 2014","Kunming, Yunnan, China","118459","","Conference article (CA)","The aim of this study was to summarize and analyze methods for the postoperative rehabilitation care of hand tendon injuries. Methods: Twenty-five cases with hand tendon injuries underwent a comprehensive rehabilitation care, including psychological care, postoperative functional exercise, and application of hand function training apparatus according to different circumstances, different degrees, and surgical period. The results showed that the comprehensive postoperative rehabilitation care of tendon injuries with the supervision and guidance of hand function rehabilitation exercise by doctors and nurses could play an important role in the functional rehabilitation after a surgery in patients with hand tendon injuries. In the functional nursing, restoration of the rehabilitation desire of patients is important to enable them to transform from a passive acceptance to an active rehabilitation exercise. The early comprehensive rehabilitation training of patients with hand injuries may be helpful in the prevention of tendon adhesion and ankylosis. © 2015 Taylor & Francis Group, London.","","5","Patient rehabilitation","Nursing - Surgery - Tendons","Active rehabilitations - Hand function - Hand injuries - Postoperative rehabilitations - Rehabilitation training - Surgical repair - Tendon adhesions - Tendon injuries","461 Bioengineering and Biology",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Changes in the lake area of Tonle Sap: Possible linkage to runoff alterations in the Lancang River?","20182605375861","Ji, Xuan (1, 2); Li, Yungang (1, 2); Luo, Xian (1, 2); He, Daming (1, 2) ","(1) Asian International Rivers Center, Yunnan University, Kunming; 650091, China (2) Yunnan Key Laboratory of International Rivers and Transboundary Eco-Security, Yunnan University, Kunming; 650091, China ","He, Daming(dmhe@ynu.edu.cn) ","Remote Sensing","Remote Sens.","","MDPI AG, Postfach, Basel, CH-4005, Switzerland","10","6","","June 1, 2018","","","","2018","English","","20724292","","10.3390/rs10060866","866","","","","","","Journal article (JA)","Tonle Sap Lake is the largest freshwater lake in Southeast Asia. Water development infrastructures are increasingly being constructed in the Lancang-Mekong River Basin, which is a major concern considering its potential impact on Tonle Sap Lake. This study aimed to investigate variations in the area of the lake and discuss their possible linkage to runoff alterations in the Lancang River (Upper Mekong) by comparing runoff at the Yunjinghong hydrological station before and after significant changes in runoff trends that occurred in 2008. First, four commonly used water body extraction methods (MNDWI, NDWI, NDVI, and EVI) were compared and MNDWI was found to provide a better and more stable performance. Based on MOD09A1 data, MNDWI was used to extract the water area of the lake from 2000 to 2014, and characteristics of variations in the area before and after 2008 were analyzed. The water area of Tonle Sap Lake displayed an overall decreasing trend, and specifically decreased by 8.3% during the flood season and by 1.5% on average during the dry season after 2008. Seasonal variations in the water area of Tonle Sap Lake were dominantly influenced by runoff from the Mekong River. Compared with the period 2000-2007, runoff at Yunjinghong station were increased during the dry season (20.74%) and decreased during the flood season (34.25%) between 2008 and 2014. Changes in upstream runoff contributed to runoff at the Stung Treng station in the lower Mekong River by 6.17% (dry season) and -2.41% (flood season). Evidently, the operation of dams in the Lancang River does not primarily account for the area decrease of Tonle Sap Lake during the flood season. In contrast, runoff increase during the dry season mitigates the area decrease of Tonle Sap Lake to a certain extent. © 2018 by the authors.","","62","Extraction","Drought - Floods - Lakes - Rivers - Runoff","Mekong River - Mekong river basins - MODIS - Seasonal variation - Stable performance - Tonle saps - Water index - Water-body extractions","444 Water Resources - 444.1 Surface Water - 802.3 Chemical Operations",,"Number: 41661099, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was funded by the National Key R & D Program of China (Grant No. 2016YFA0601601) and National Natural Science Foundation of China (Grant No. 41661099).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Cryptographic sequence on variant maps","20180204641577","Yang, Zhonghao (1) ","(1) School of Software, Yunnan University, Kunming, China ","","Proceedings of the 2017 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2017","Proc. IEEE/ACM Int. Conf. Adv. Soc. Netw. Anal. Min., ASONAM","ACM SIGMOD; Gemalto; IEEE Computer Society; IEEE TCDE; Springer Nature","Association for Computing Machinery, Inc","","","1065-1071","July 31, 2017","Proceedings of the 2017 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2017","","1 of 1","2017","English","","","9781450349932","10.1145/3110025.3110152","","9th IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2017","July 31, 2017 - August 3, 2017","Sydney, NSW, Australia","131927","","Conference article (CA)","In modern cyberspace environments, big data streams are the most important issue in people's daily lives, each person consumes a larger number of data streams every day. Security risks of storage and transmission of data streams may lead to personal privacy disclosure, it is important for network security to have useful tools facing challenges. Randomness testing provides useful tools to secure results of stream ciphers. Based on multiple statistical probability distributions, this paper presents a visual scheme, variant maps, to measure a whole cryptographic sequence into multiple 1D and 2D maps. Mapping mechanism and sample cases are provided. © 2017 Copyright is held by the owner/author(s)","","17","Network security","Big data - Cryptography - Digital storage - Probability distributions","Big data streams - Mapping mechanism - Number of datum - Personal privacy - Random sequence - Randomness testing - Security risks - Transmission of data","722.1 Data Storage, Equipment and Techniques - 723 Computer Software, Data Handling and Applications - 723.2 Data Processing and Image Processing - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Bayesian local influence analysis of general estimating equations with nonignorable missing data","20163702807128","Zhang, Yan-Qing (1); Tang, Nian-Sheng (1) ","(1) Department of Statistics, Yunnan University, Kunming; 650091, China ","Tang, Nian-Sheng(nstang@ynu.edu.cn) ","Computational Statistics and Data Analysis","Comput. Stat. Data Anal.","","Elsevier B.V.","105","","184-200","January 1, 2017","","","","2017","English","01679473","","","10.1016/j.csda.2016.08.010","","","","","","CSDADW","Journal article (JA)","Bayesian empirical likelihood (BEL) method with missing data depends heavily on the prior specification and missing data mechanism assumptions. It is well known that the resulting Bayesian estimations and tests may be sensitive to these assumptions and observations. To this end, a Bayesian local influence procedure is proposed to assess the effect of various perturbations to the individual observations, priors, estimating equations (EEs) and missing data mechanism in general EEs with nonignorable missing data. A perturbation model is introduced to simultaneously characterize various perturbations, and a Bayesian perturbation manifold is constructed to characterize the intrinsic structure of these perturbations. The first- and second-order adjusted local influence measures are developed to quantify the effect of various perturbations. The proposed methods are adopted to systematically investigate the tenability of nonignorable missing mechanism assumption, the sensitivity of the choice of the nonresponse instrumental variable and the sensitivity of EEs assumption, and goodness-of-fit statistics are presented to assess the plausibility of the posited EEs. Simulation studies are conducted to investigate the performance of the proposed methodologies. An example is analyzed. © 2016 Elsevier B.V.","","28","Statistical tests","Bayesian networks - Estimation","Empirical likelihood - Estimating equations - Goodness of fit - Instrumental variables - Local influence - Missing data","921 Mathematics - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory - 922.2 Mathematical Statistics",,"Number: 2015HC028, Acronym: -, Sponsor: -; Number: MH, Acronym: -, Sponsor: -; Number: 11225103, Acronym: -, Sponsor: China National Funds for Distinguished Young Scientists; ","The authors are grateful for the Editor, an Associate Editor and a referee for their valuable suggestions and comments that greatly improved the manuscript. This research was supported by grants from the National Science Fund for Distinguished Young Scholars of China ( 11225103 ) and the Scientific Research Innovation Team of Yunnan Province (No. 2015HC028 ). Appendix A Gibbs sampler together with the Metropolis–Hastings (MH) algorithm for implementing the MCMC algorithm is presented in Appendix A.1 . The first- and second-order partial derivatives of the log likelihood function for the perturbed model with respect to perturbation are given in Appendix A.2 . A.1",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Practice and reflection on the integration and optimization of general surgery teaching course system","20153601247101","Jing, Shu (1); Sun, Wei-Jing (2); Jiang, Wei-Hai (1) ","(1) Affiliated Hospital of Beihua University, Jilin City, China (2) College of Pharmacy, Beihua University, Jilin City, China ","Jiang, Wei-Hai(455066235@qq.com) ","Medicine Sciences and Bioengineering - Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","Medicine Sciences and Bioengineering - Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","","CRC Press/Balkema","","","521-524","2015","","","1 of 1","2015","English","","","9781138026841","","","Proceedings of the 2014 International Conference on Medicine Sciences and Bioengineering, ICMSB 2014","August 16, 2014 - August 17, 2014","Kunming, Yunnan, China","118459","","Conference article (CA)","At present, a prominent contradiction between the obvious reduction of teaching hour and the difficulty to guarantee the quality of medical teaching has brought us into a dilemma. The aim of this study is to deal with how to resolve the contradiction described above through integrating and optimizing the teaching course of general surgery teaching course system. The clinical medical undergraduates were selected as the investigation objects, the optimization of various teaching links was taken as the main line to carry on the practice of whole integration of general surgery course system, the feasibility of integration and optimization was evaluated by analyzing the teaching result.The integration and optimization of general surgery course teaching system may be a method to solve the problem, which would enhance the learning efficiency of students, improve their learning effect, save some time for the students to promote their multi-dimensional development and have more opportunity to choose what they like to do, and also enable the teachers to have more time to dedicate themselves to the scientific research and the teaching research. The study should provide a theoretical and practical basis for the next preparation of undergraduate student’s training plan and syllabus. © 2015 Taylor & Francis Group, London.","","3","Teaching","Clinical research - Curricula - Integration - Students - Surgery","Course teachings - General surgery - Learning effects - Learning efficiency - Multi dimensional - Scientific researches - Teaching researches - Undergraduate students","461.6 Medicine and Pharmacology - 901.2 Education - 921.2 Calculus",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Highly sensitive formaldehyde gas sensor based on hierarchically porous Ag-loaded ZnO heterojunction nanocomposites","20171403515080","Xing, Xinxin (1); Xiao, Xuechun (1); Wang, Lihong (1); Wang, Yude (1) ","(1) Department of Physics, Yunnan University, Kunming; 650091, China ","Wang, Yude(wangyd99@163.com) ","Sensors and Actuators, B: Chemical","Sens Actuators, B Chem","","Elsevier B.V.","247","","797-806","2017","","","","2017","English","09254005","","","10.1016/j.snb.2017.03.077","","","","","","SABCEB","Journal article (JA)","In this paper, a convenient solution combustion method to synthesis hierarchically porous Ag-loaded ZnO heterojunction nanocomposites with various Ag contents was reported. The analysis of X-ray diffraction (XRD), scanning electron microscopy (SEM), transmission electron microscopy (TEM), X-ray photoelectron spectroscopy (XPS) and Brunauer-Emmett-Teller (BET) nitrogen adsorption-desorption were conducted to characterize the ingredients, microstructure and surface morphology. Ag and ZnO show separate phases due to the reduction of Ag+and the faster crystallization rate of ZnO. The as-synthesized powders were used as gas sensing materials to fabricate gas sensors. The gas-sensing performance was tested towards 100 ppm formaldehyde at an optimum operating temperature of 240 °C and Ag-loaded ZnO (with the different Ag atomic ratio) based gas sensors showed a superior gas-sensing performance comparing with pure ZnO. Especially 1 at% Ag-loaded ZnO has the highest gas response as 170.42. The possible gas-sensing mechanism was discussed in this paper. For example, the influence of surface area, the formation of heterostructure, Ag elements, adsorbed oxygen and so on. © 2017 Elsevier B.V.","","50","X ray photoelectron spectroscopy","Chemical detection - Chemical sensors - Combustion - Formaldehyde - Gas adsorption - Gas detectors - Gases - Heterojunctions - High resolution transmission electron microscopy - II-VI semiconductors - Nanocomposites - Scanning electron microscopy - Silver - Transmission electron microscopy - X ray diffraction - Zinc oxide","As-synthesized powder - Brunauer emmett tellers - Crystallization rates - Gas sensing mechanism - Hierarchically porous - Nitrogen adsorption desorption - Operating temperature - Solution combustion method","547.1 Precious Metals - 714.2 Semiconductor Devices and Integrated Circuits - 741.3 Optical Devices and Systems - 761 Nanotechnology - 801 Chemistry - 802.3 Chemical Operations - 804.1 Organic Compounds - 804.2 Inorganic Compounds - 914.1 Accidents and Accident Prevention - 933 Solid State Physics",,"Number: 51262029, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by National Natural Science Foundation of China (No. 51262029).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Fluorescence radiation characteristics based on evanescent wave pumping in a microfluidic chip","20173003988121","Chu, Yu-Fei (1); Zhang, Yuan-Xian (1); Liu, Chun (1); Pu, Xiao-Yun (1) ","(1) Depatment of Physics, Yunnan University, Kunming; 650091, China ","Pu, Xiao-Yun(xypu@163.com) ","Wuli Xuebao/Acta Physica Sinica","Wuli Xuebao","","Institute of Physics, Chinese Academy of Sciences","66","10","","May 20, 2017","","","","2017","Chinese","10003290","","","10.7498/aps.66.104208","104208","","","","","WLHPAR","Journal article (JA)","A bare quartz optical fiber is implanted in a microfluidic channel of polydimethylsiloxane (PDMS) substrate. Pumping the microfluid by a continuous wave laser with a wavelength of 532 nm along the fiber axis, the fluorescent spectra from the channel filled with lower refractive index (RI) dye solution are obtained. Due to the fact that the evanescent field of the pump beam is homogeneous around fiber, the fluorescent emission from the rim of fiber is uniform. It is found experimentally that the fluorescent emission intensity decreases with the axial distance of fiber, and the intensity is very sensitive to the RI of the dye solution and the dye concentration. For the dye solution with a large RI, the emitted fluorescent intensity attenuates along the fiber axis more obviously than that of the dye solution with a small RI. For the high dye concentration solution, the emitted fluorescent intensity attenuates along the fiber axis also more significantly than that of the low dye concentration solution. Therefore, it is possible to obtain a uniform fluorescence radiation along the fiber axis by selecting a suitably smaller RI and a lower dye concentration solution. The observed experimental phenomena are well explained based on the mechanism of evanescent wave pumping fluorescent radiation. Based on the features of fluorescent emission in the microfluidic chip, a PDMS chip with three micro-channels is designed and fabricated. After injecting ethanol solutions of rhodamine 640, rhodamine B and rhodamine 6 G separately into the three channels and pumpingthese solutions by evanescent wave along the optical fiber axis, three fluorescence emissions with different wavelength ranges are successfully observed in a single PDMS chip. © 2017 Chinese Physical Society.","","26","Fluorescence","Continuous wave lasers - Dies - Electromagnetic wave reflection - Evanescent fields - Fluidic devices - Microchannels - Microfluidics - Optical fiber fabrication - Optical fibers - Polydimethylsiloxane - Pumping (laser) - Refractive index - Silicones","Evanescent wave - Fluorescence emission - Fluorescence radiations - Fluorescent intensity - Fluorescent light sources - Fluorescent radiation - Microfluidic chip - Polydimethylsiloxane (PDMS) substrates","534.1 Foundries - 632.2 Hydraulic Equipment and Machinery - 632.5.1 Microfluidics - 701 Electricity and Magnetism - 711 Electromagnetic Waves - 741.1 Light/Optics - 741.1.2 Fiber Optics - 744.1 Lasers, General - 815.1.1 Organic Polymers",,"Number: -, Acronym: CAS, Sponsor: Chinese Academy of Sciences; Number: 11404282, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61465014, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Project supported by the National Natural Science Foundation of China (Grant Nos. 11404282, 61465014), the Chinese Academy of Sciences "Light of West China" Program, and the Young Backbone Teachers Training Program of Yunnan University, China.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Message from general co-chairs and program co-chairs","20113514269132","Lai, K.K. (1); Wang, Shouyang (2); Ching, W.K. (3); Yu, Lean (2) ","(1) City University of Hong Kong, Hong Kong, Hong Kong (2) Chinese Academy of Sciences, China (3) University of Hong Kong, Hong Kong, Hong Kong ","Lai, K.K. ","Proceedings - 4th International Joint Conference on Computational Sciences and Optimization, CSO 2011","Proc. - Int. Jt. Conf. Comput. Sci. Optim., CSO","Chinese Academy of Sciences (CAS); National Natural Science Foundation of China (NSFC); Academy of Mathematics and Systems Science of CAS; Beijing University of Chemical Technology; Institute of Systems Science of CAS","IEEE Computer Society, 445 Hoes Lane - P.O.Box 1331, Piscataway, NJ 08855-1331, United States","","","xxviii-xxx","2011","Proceedings - 4th International Joint Conference on Computational Sciences and Optimization, CSO 2011","","","2011","English","","","9780769543352","10.1109/CSO.2011.8","5957591","4th International Joint Conference on Computational Sciences and Optimization, CSO 2011","April 15, 2011 - April 19, 2011","Kunming, Lijiang, Yunnan, China","86175","","Journal article (JA)","","",,,,,,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Priority polling strategy for wireless sensor networks","20102212965049","Liu, Qianlin (1); Zhao, Dongfeng (1) ","(1) Department of Communication Engineering, Yunnan University, Kunming, China ","Liu, Q.(liuqianlin@sina.com) ","2009 1st International Conference on Information Science and Engineering, ICISE 2009","Int. Conf. Inf. Sci. Eng., ICISE","City University of Hong Kong; Computer Society of Jiangsu province; et al.; Georgia State University; Howard University; University of Kentucky","IEEE Computer Society","","","4062-4065","2009","2009 1st International Conference on Information Science and Engineering, ICISE 2009","","","2009","English","","","9780769538877","10.1109/ICISE.2009.852","5455407","1st International Conference on Information Science and Engineering, ICISE2009","December 26, 2009 - December 28, 2009","Nanjing, China","80401","","Conference article (CA)","Wireless Sensor Network (WSN) is a novel information acquiring and processing technology. To increase the life of WSN, each sensor node has to transmit the queuing data efficiently and conserve its energy, how to share the query of transmission for the collected information of sensor nodes becomes a new problem. Based on polling scheme with the unique characteristics of contention-free of access, this paper presents an efficient strategy of priority polling scheme which consists of a key node and N common nodes, provided with exhaustive service and limited-1 service in discrete time respectively. By the embedded Markov chain theory and the probability generation function method, we give closed form expressions for obtaining the mean queue length and the mean waiting time characteristics of the sensor nodes, and the analytical results are verified through extensive computer simulations. The performance results reveal that this new scheme can be enrolled in design of MAC protocols to improve the efficiency of data transmission and reduce unnecessary energy consumption for sensor nodes, and it can be used for differentiating priority service to guarantee better QoS in WSN.","","15","Sensor nodes","Energy efficiency - Energy utilization - Markov processes - Medium access control - Queueing theory - Wireless sensor networks","Exhaustive service - Limited-1 service - Mean queue lengths - Mean waiting time - Polling schemes","525.2 Energy Conservation - 525.3 Energy Utilization - 722 Computer Systems and Equipment - 722.3 Data Communication, Equipment and Techniques - 723 Computer Software, Data Handling and Applications - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Human settlement environmental problems and countermeasures in the northwest region of Yunnan province","2001035572609","Du, Pengfei ; Zhang, Huiyan ; Du, Wentao ",,"","Qinghua Daxue Xuebao/Journal of Tsinghua University","Qinghua Daxue Xuebao","","Press of Tsinghua University","40","9","38-43","Sep 2000","","","","2000","Chinese","10000054","","","","","","","","","QDXKE8","Journal article (JA)","To explore the main problems of the northwest region of Yunnan province, and to bring forward strategic planning countermeasures, the ecologic-environmental status of the northwest region of Yunnan province is analyzed and assessed by integrating qualitative analysis method and quantitative assessment method. The main environmental problems of this region are: (1) urban environmental quality is deteriorating and the trend is disconcerting; (2) ecologic-environmental crisis is getting more and more serious; (3) the efforts made on environmental protection is far from the requirement. The protection of ecologic-environment and bio-diversity and culture-diversity of the northwest region of Yunnan province may greatly affect the social and economical development and ecologic-environmental protection of its downstream. To solve these problems, mass work should be done, such as enhancing people's environmental consciousness, improving environmental management and increasing environmental protection investment.","(Edited Abstract)","10","Environmental engineering","Sustainable development - Ecosystems - Environmental protection - Economic and social effects","Human settlement - Culture diversity","454.1 Environmental Engineering, General - 454.2 - 454.3 - 901.4 ","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Realization of open cloud computing federation based on mobile agent","20101212793328","Zhang, Zehua (1); Zhang, Xuejie (1) ","(1) School of Information Science and Engineering, Yunnan University, Kunming, China ","Zhang, Z.(zehuazh@ynu.edu.cn) ","Proceedings - 2009 IEEE International Conference on Intelligent Computing and Intelligent Systems, ICIS 2009","Proc. - IEEE Int. Conf. Intelligent Comput. Intelligent Syst., ICIS","City University of Hong Kong; IEEE Beijing Section; Iwate Prefectural University; Shanghai Jiaotong University; Xiamen University","IEEE Computer Society","3","","642-646","2009","Proceedings - 2009 IEEE International Conference on Intelligent Computing and Intelligent Systems, ICIS 2009","","","2009","English","","","9781424447541","10.1109/ICICISYS.2009.5358085","5358085","2009 IEEE International Conference on Intelligent Computing and Intelligent Systems, ICIS 2009","November 20, 2009 - November 22, 2009","Shanghai, China","79567","","Conference article (CA)","Although cloud computing is generally recognized as a technology which will has a significant impact on IT in the future. However, Cloud computing is still in its infancy, currently, there is not a standard available for it, portability and interoperability is also impossible between different Cloud Computing Service Providers, therefore, handicaps the widely deploy and quick development of cloud computing, there is still a long distance to the fine scenery which theoretically depicted by cloud computing. We analyze the problems in the current state of the art, put forward that Open Cloud Computing Federation is an inevitable approach for the widely use of cloud computing and to realize the greatest value of it. Accordingly, we proposal the MABOCCF (Mobile Agent Based Open Cloud Computing Federation) mechanism in this paper, it combines the advantages of Mobile Agent and cloud computing to provide a realization for the Open Cloud Computing Federation, MABOCCF can span over multiple heterogeneous Cloud Computing platforms and realizes portability and interoperability, it can be a beginning of open cloud computing federation and a future part of cloud computing. We also present in this paper the rationalities and the motivations for the combination of Mobile Agent and Cloud Computing, finally, a prototype is given with a performance analysis. ©2009 IEEE.","","14","Mobile cloud computing","Cloud computing - Computer software portability - Intelligent computing - Intelligent systems - Interoperability - Mobile agents","Cloud computing platforms - Cloud computing services - Federation - Interoperablility - Performance analysis - State of the art - Value of IT","722.4 Digital Computers and Systems - 723 Computer Software, Data Handling and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The influence of the size of silver ultra-fine particles and an external field voltage on the theoretical spectral distribution of the long-wavelength quantum yield for an Ag-CsO2 thin film","2002256982214","Yang, Hai (1, 2, 4); Chen, Shi-Bo (1); Ma, Yong (1); Yang, Zhi (3); Li, Chao-You (2); Cai, Wu-De (2); Gang-Liu (2) ","(1) Adult Education College, Yunnan University, Kunming 650091, China (2) Department of Physics, Yunnan Normal University, Kunming 650092, China (3) Department of Chemistry, Yunnan Normal University, Kunming 650092, China (4) Department of Physics, Yunnan Normal University, Kunming 650092, Yunnan Province, China ","Yang, H.(kmyangh@263.net) ","Journal of Optics A: Pure and Applied Optics","J Opt A Pure Appl Opt","","Institute of Physics Publishing","4","3","353-357","May 2002","","","","2002","English","14644258","","","10.1088/1464-4258/4/3/324","","","","","","JOAOF8","Journal article (JA)","The dependence of the spectral distribution of the long-wavelength quantum yield for an Ag-CsO2 thin film on the size of silver ultra-fine particles embedded in a CsO2 semiconductor and on external voltages are predicted and discussed theoretically. The theoretical results show that an increase in the size of the silver ultra-fine particles, obviously causes the quantum yield values of this thin film to increase, and makes the full widths at half maximum become narrow, and leads to the emergence of an exactly Gaussian form. It is also pointed out that the critical diameters of the silver ultra-fine particles between discrete electron eigenstates (quantum sizes region) and quasicontinuous energy bands for the energy band of silver ultra-fine particles in CsO2 are less than 3.1 nm. Quantificational explanations of the observed quantum yield in the visible and near-infrared regions are given. Without the external field voltage, it is found that the theoretical curves for 6.2 and 3.1 nm silver ultra-fine particles are in good agreement with the experimental results reported by other researchers.","","21","Thin films","Band structure - Eigenvalues and eigenfunctions - Electric potential - Infrared radiation - Particle size analysis - Photoemission - Quantum theory - Schottky barrier diodes - Semiconducting silver compounds - Spectrum analysis","External field voltage","933 Solid State Physics - 931.4 Quantum Theory; Quantum Mechanics - 921.1 Algebra - 943.3 Special Purpose Instruments - 741.1 Light/Optics - 712.1.2 Compound Semiconducting Materials - 701.1 Electricity: Basic Concepts and Phenomena - 714.2 Semiconductor Devices and Integrated Circuits","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Exponential robust stability of stochastic interval Hopfield neural networks with time-varying delays","20084011616562","Li, Xiaolin (1) ","(1) Department of Mathematics, Shanghai University, Shanghai 200444, China ","Li, X.(xlli@shu.edu.cn) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","701-704","2008","Proceedings of the 27th Chinese Control Conference, CCC","","","2008","English","","","9787900719706","10.1109/CHICC.2008.4605578","4605578","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","In this paper, the exponential robust stability for stochastic interval Hopfield neural networks with time-varying delays is investigated. Based on Lyapunov functional approach and linear matrix inequality (LMI) technique, the sufficient conditions are proposed to ensure stochastic interval Hopfield neural networks to be exponential robustly stable.","","27","Hopfield neural networks","Linear matrix inequalities - Lyapunov functions - Robustness (control systems) - Stochastic systems - Time delay - Time varying control systems - Time varying networks","Linear matrix inequality techniques - Lyapunov functionals - Robust stability - Stochastic interval - Time varying- delays","703.1 Electric Networks - 713 Electronic Circuits - 731.1 Control Systems - 921 Mathematics - 921.1 Algebra",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Delay-dependent robust control for a class of uncertain delta-operator systems with time-varying delays","20084011616380","Han, Yanwu (1); Tang, Hongji (1); Zhang, Xiaomei (1) ","(1) School of Science, Nantong University, Nantong 226007, China ","Han, Y.(hyw@ntu.edu.cn) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","101-104","2008","Proceedings of the 27th Chinese Control Conference, CCC","","","2008","English","","","9787900719706","10.1109/CHICC.2008.4605476","4605476","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","The problem of robust control for a class of delta-operator systems with time varying delays and linear fractional uncertainties is investigated. Attention is focused on the design of a delay-dependent state feedback controller which guarantees the asymptotically stable of the corresponding closed-loop system for all admissible uncertainties. Based on Lyapunov-Krasovkii functional, the delay-dependent sufficient condition is obtained in terms of linear matrix inequalities. Numerical example is presented to illustrate the effectiveness of the proposed method.","","9","Time varying control systems","Closed loop systems - Linear matrix inequalities - Numerical methods - Robust control - State feedback - Time delay","Asymptotically stable - Delay dependent - Delta operator system - Delta operators - Linear fractional uncertainty - Lyapunov-Krasovkii functional - State feedback controller - Time varying- delays","713 Electronic Circuits - 731 Automatic Control Principles and Applications - 731.1 Control Systems - 921.1 Algebra - 921.6 Numerical Methods - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
