Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article or Paper number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Link to ProQuest Dissertations,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Reservoir characteristics of marine shale in the Malong block of eastern Yunnan Province and comparison analysis","20161302154508","","Li, Ang (1, 2, 3); Ding, Wenlong (1, 2, 3); Zhang, Guoliang (4); Zhang, Mingquan (5); Zhang, Zongxi (5); Yan, Baozhen (4); Zhou, Chuanxun (4); Chen, Zhizhu (5); Bai, Peng (5) ","(1) School of Energy Resources, China University of Geosciences (Beijing), Beijing; 100083, China (2) Key Laboratory for Shale Gas Exploration and Assessment (Ministry of Land and Resources), China University of Geosciences (Beijing), Beijing; 100083, China (3) Key Laboratory for Marine Reservoir Evolution and Hydrocarbon Abundance Mechanism (Ministry of Education), China University of Geosciences (Beijing), Beijing; 100083, China (4) Beijing Wide Land Energy Investment Management Co., Ltd, Beijing; 100195, China (5) Yunnan Coal Geological Survey, Kunming; 650218, China ","Ding, Wenlong(dingwenlong2006@126.com) ","Earth Science Frontiers","Earth Sci. Front.","","Science Frontiers editorial department","23","2","176-189","March 1, 2016","","","2016","Chinese","10052321","","","","10.13745/j.esf.2016.02.018","","","","","","","Journal article (JA)","","Based on the latest drilling data, the laboratory test results of shale core samples from Well Maye-1 and combined with the geologic survey of field outcrops, this paper systematically studies the reservoir characteristics of the Lower Cambrian Qiongzhusi shale in the Malong block of eastern Yunnan Province from organic geochemical characteristics, mineral constituents, reservoir properties and fracture characteristics. The Qiongzhusi shale of study area is characterized by high organic content with TOC over 2%. The black shale was all high-over mature because of the old Qiongzhusi Formation. The major mineralogical compositions of shale are detrital minerals, carbonatite minerals and clay minerals. The black shale has a high brittleness mineral content and the brittleness index averages at 0.62. Clay minerals are mainly composed of illite, followed by the I/S layers and chlorite, and the kaolinite content is low. Qiongzhusi shale is characterized by low porosity and permeability and various pore types dominated by inkbottle-shaped pores, plate-like pores and slit-shaped pores. Nanoscale mesopores in shale play an important role. The specific surface area and total pore volume are low with an average of 9.18 m2/g and 10.38×10-3cm3/g, respectively. The fissures of shale reservoir are mainly of high angle crack. Carbonaceous shale in the upper part of target layer is characterized by well-developed fissures and silty shale in the lower part of target layer possesses undeveloped fissures. TOC and brittle minerals contents promote the development of fissures. Compared with typical marine shale from home and abroad, the shale from Qiongzhusi Formation in the Malong block of eastern Yunnan Province is mainly composed of silty shale with some thin carbonaceous shale. Barnett shale from Fort Worth, Longmaxi shale from Jiaoshiba area and Niutitang shale from Cen'gong block are mainly carbonaceous and siliceous shale. So the lithofacies of Qiongzhusi shale is poorer than that of the other three kinds of marine shale. The TOC content of Qiongzhusi shale is moderate, lower than that of the other three kinds of marine shale. The brittleness minerals content of Qiongzhusi shale is similar to that of Longmaxi shale and slightly lower than that of Niutitang shale. Qiongzhusi shale is characterized by good brittleness. The reservoir property and development of organic matter pores of Barnett shale and Longmaxi shale are better than those of Qiongzhusi shale and Niutitang shale. The organic matter pores in Qiongzhusi shale mainly develop in the mixture of organic matter and clay. The fissure development of Qiongzhusi shale is poorer than that of Barnett shale, Longmaxi shale and Niutitang shale. In addition, the gas content of Qiongzhusi shale is lower than that of other three kinds of marine shale, and Qiongzhusi shale has a strong adsorption ability. © 2016, Editorial Office of Earth Science Frontiers. All right reserved.","13","Carbonaceous shale","Biogeochemistry - Biological materials - Brittleness - Fracture mechanics - Geochemical surveys - Kaolinite - Oil shale - Organic compounds - Plasticity","Comparison analysis - Malong block - Marine shales - Qiongzhusi Formation - Reservoir characteristic","461.2 Biological Materials and Tissue Engineering - 481.1 Geology - 481.2 Geochemistry - 482.2 Minerals - 512.1 Petroleum Deposits - 804.1 Organic Compounds - 931.1 Mechanics - 951 Materials Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on the vibrational spectra and XRD characters of Huanglong jade from Longling County, Yunnan Province","20145000326439","","Pei, Jing-Cheng (1); Fan, Lu-Wei (2); Xie, Hao (3) ","(1) Gemological Institute, China University of Geosciences, Wuhan; 430074, China (2) Yifu Museum, China University of Geosciences, Wuhan; 430074, China (3) Wuhan University of Engineering Science, Wuhan; 430200, China ","Xie, Hao ","Guang Pu Xue Yu Guang Pu Fen Xi/Spectroscopy and Spectral Analysis","Guang Pu Xue Yu Guang Pu Fen Xi","","Science Press","34","12","3411-3414","December 1, 2014","","","2014","Chinese","10000593","","","","10.3964/j.issn.1000-0593(2014)12-3411-04","","","","","","GYGFED","Journal article (JA)","","Based on the conventional test methods, the infrared absorption spectrum, Raman spectrum and X-ray diffraction (XRD) were employed to study the characters of the vibration spectrum and mineral composition of Huanglong jade. The testing results show that Huanglong jade shows typical vibrational spectrum characteristics of quartziferous jade. The main infrared absorption bands at 1 162, 1 076, 800, 779, 691, 530 and 466 cm-1were induced by the asymmetric stretching vibration, symmetrical stretching vibration and bending vibration of Si-O-Si separately. Especially the absorption band near 800 cm-1is split, which indicates that Huanglong jade has good crystallinity. In Raman spectrum, the main strong vibration bands at 463 and 355 cm-1were attributed to bending vibration of Si-O-Si. XRD test confirmed that Quartz is main mineral composition of Huanglong jade and there is a small amount of hematite in red color samples which induced the red color of Huanglong jade. This is the first report on the infrared, Raman and XRD spectra feature of Huanglong jade. It will provide a scientific basis for the identification, naming and other research for huanglong jade. ©, 2014, Science Press. All right reserved.","7","Absorption spectroscopy","Hematite - Infrared absorption - Light absorption - Raman scattering - Silicate minerals - Stretching - Testing - Vibrational spectra - X ray diffraction","Asymmetric stretching - Bending vibrations - Huanglong jade - Mineral composition - Scientific basis - Spectrum characteristic - Stretching vibrations - Vibration spectra","482.2 Minerals - 535.2 Metal Forming - 711 Electromagnetic Waves - 741.1 Light/Optics - 931.3 Atomic and Molecular Physics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Ore-forming source of copper deposits in E'meishan basalt area in northeast Yunnan province","20072210632506","","Qian, Zhuang-Zhi (1); Xu, Cui-Ling (1); Zhang, Zheng-Jun (2); Jiang, Chang-Yi (1); Hou, Shu-Guang (3); Tang, Dong-Mei (1, 4) ","(1) Chang'an University, Xi'an 710054, China (2) Territory Resources Department of Yunnan, Kunming 650011, China (3) Yunnan Institute of Geological Sciences, Kunming 650011, China (4) Key Lab. of Mineral Resources, Institute of Geology and Geophysics, Chinese Academy of Sciences, Beijing 100029, China ","Qian, Z.-Z.(zyxyqzz8@chd.edu.cn) ","Kuangwu Yanshi","Kuangwu Yanshi","","Kuangwu Yanshi, 1 Erxianqiao Dongsanlu, Chengdu Sichuan, 610059, China","27","1","78-82","March 2007","","","2007","Chinese","10016872","","","","","","","","","","","Journal article (JA)","","To further discuss the metallogenic material source of copper deposits in the district of Emeishan flood basalts in northeastern Yunnan province, the authors study the trace elements of Co, Cr, Ni, Pb, Th, U and Pb-isotope compositions of the mineral in ore and basalts of country rocks. Average Pb contents are 7.87 × 10-6 and 7.13 × 10-6, Th contents are 5.27 × 10-6 and 6.27 × 10-6, U contents are 1.16 × 10-6 and 0.97 × 10-6 respectively. The contents of Th, U, Ph indicate that the material sources of ore and basalts are similar. The contents of Co,Cr,Ni show that Cr content is lower, though Co, Ni values are higher than that of upper-crust, which illustrates that the metallogenic material are not coming from upper-crust. Pb-isotope compositions of the main mineral in copper ore are as follows:average 206Pb/204Pb value is 18. 344, average 207Pb/204Pb value is 15.620 2, average 208Pb/204Pb value is 38.653 9, which are similar to those of basalts(average 206Pb/204Pb value is 18.805 3, average 207Pb/204Pb value is 15.602 7, average 208Pb/204Pb value is 39.250 8). In the diagram of 206Pb/204Pb versus to 207Pb/204Pb and 206Pb/204Pb versus to 208Pb/204Pb, the data dots show linear relationship, which indicates the same Pb source between the basalts and copper ore. So it is concluded that the metallogenic material of the three types of copper deposits lying in the district of Emeishan flood basalts coming from the local basalt.","9","Copper deposits","Basalt - Geochemistry - Geochronology - Mineralogy - Trace elements","Isotope composition - Metallogenic material source","481.1 Geology - 481.2 Geochemistry - 482.1 Mineralogical Techniques - 482.2 Minerals - 504.3 Heavy Metal Mines - 544.1 Copper","Theoretical (THR)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Micro-and submicrostructural evidence for high-temperature brittle-ductile transition deformation of hornblende: Case study of high-grade mylonites from Diancangshan, western Yunnan","20073910822934","","Cao, ShuYun (1, 2); Liu, JunLai (1, 2); Hu, Ling (1, 2) ","(1) State Key Laboratory of Geological Processes and Mineral Resources (GPMR), China University of Geosciences, Beijing 100083, China (2) Key Laboratory of Lithosphere Tectonics and Lithoprobing Technology, Ministry of Education, China University of Geosciences, Beijing 100083, China ","Liu, J.L.(jliu@cugb.edu.cn) ","Science in China, Series D: Earth Sciences","Sci. China Ser. D Earth Sci.","","Springer Verlag, Tiergartenstrasse 17, Heidelberg, D-69121, Germany","50","10","1459-1470","September 2007","","","2007","English","10069313","18622801","","","10.1007/s11430-007-0063-3","","","","","","","Journal article (JA)","","OM (optical microscope)/TEM (transmission electron microscope) micro-and submicrostructural analysis of hornblende rocks sheared at high temperatures from the Diancangshan area, western Yunnan reveals evidence for deformation in the brittle-ductile transition of hornblende at middle crustal level (about 637°C and 0.653 GPa) and mechanisms of deformation in the transitional regime are further discussed. Sheared hornblende rocks at middle crustal level have typical mylonitic microstructures, shown by coarse porphyroclasts and fine matrix grains. Different mineral phases in the rocks show distinct deformation characteristics. Hornblende and feldspar grains are intensely deformed with obvious grainsize reduction, but quartz grains are recrystallized dominantly by grain growth. Hornblende grains show typical brittle-ductile transition nature. Initial crystallographic orientations of porphyroclasts have strong effects on the behavior of grains during deformation. There are mainly two types of porphyroclasts, type I 'hard' porphyroclasts and type II 'soft' porphyroclasts, with [001] perpendicular and parallel to external shear stresses respectively. 'Hard' porphyroclasts generally occur as competent grains that are rarely deformed or sometimes deformed by fracturing and dislocation tangling. 'Soft' porphyroclasts are highly deformed primarily by dislocation tangling (as shown in the cores of the porphyroclasts), but twinning, dislocation glide and climb probably due to hydrolytic weakening also contribute to dynamic recrystallization of the porphyroclasts into fine grains in the matrix. The micro-and submicrostructures of the two types of porphyroclasts and fine-grained matrix provide powerful evidence for the behavior of brittle-ductile transition of hornblende grains. It is concluded that twinning nucleation is one of the most important processes that operate during dynamic recrystallization of hornblende crystals at the brittle-ductile transition. (100) [001] twin gliding and dislocation creep (dislocation glide and climb) are mutually enhanced during twinning nucleation. As a newly discovered mechanism of dynamic recrystallization, it may have played more important roles than ever recognized during dynamic recrystallization of crystals with twins in the brittle-ductile transition. © Science in China press 2007.","39","Mineralogy","Brittleness - Deformation - Ductility - Dynamic recrystallization - Microstructure - Minerals - Nucleation - Rocks - Twinning","Brittle-ductile transition deformation - High-grade mylonites - Hornblende rocks","481.1 Geology - 482 Mineralogy - 482.2 Minerals - 801.4 Physical Chemistry - 933.1.2 Crystal Growth - 951 Materials Science","Theoretical (THR)","Number: 2006BAB01A03, Acronym: MEST, Sponsor: Ministry of Education, Science and Technology; Number: 1212010661311, Acronym: CGS, Sponsor: China Geological Survey; Number: 2002CB412607, Acronym: -, Sponsor: -; Number: GPMR200637, Acronym: -, Sponsor: -; ","Received November 22, 2006; accepted March 8, 2007 doi: 10.1007/s11430-007-0063-3 †Corresponding author (email: jliu@cugb.edu.cn; shuyuncao@163.com) Supported by the State Key Research "973" Plan of China (Grant No. 2002CB412607), Geological Survey of China Project (Grant No. 1212010661311) and the State Key Laboratory of Geological Processes and Mineral Resources (Grant No. GPMR200637), and the Project of Ministry of Science and Technology (Grant No. 2006BAB01A03)",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on the benefit of ethnic culture tourism industry in Yunnan based on method of SSA","20153801285235","","Xie, Hongyu (1); Yi, Jidong (2); Gan, Jianhou (2); Zhao, Zhilin (3) ","(1) College of Travelism and Geography Sciences, Yunnan Normal University, Kunming, China (2) Key Laboratory of Educational Informalization for Nationalities, Ministry of Education, YNNU, Kunming, China (3) College of Travelism and Geography Sciences, YNNU, Kunming, China ","","Industrial, Mechanical and Manufacturing Science - Proceedings of the 2014 International Conference on Industrial, Mechanical and Manufacturing Science, ICIMMS 2014","Industrial Mech. Manuf. Sci. Proc. Intl. Conf. Indust. Mech. Manuf. Sci.","","CRC Press/Balkema","","","125-130","2015","","1 of 1","2015","English","","","","9781138026568","","","International Conference on Industrial, Mechanical and Manufacturing Science, ICIMMS 2014","June 12, 2014 - June 13, 2014","Tianjin, China","113899","","Conference article (CA)","","Based on the method of Shift-Share Analysis (referred to as SSA), the benefits between the ethnic culture tourism industry of Yunnan and the domestic tourism industry of China; the relationship between the benefit of ethnic culture tourism industry and the total GDP in Yunnan during the period of 2003–2012 were analyzed. This paper showed that the developing trend of ethnic culture tourism industry in Yunnan during the ten years is increasing year by year, the regional competitive advantage became stronger and stronger, which also showed a growth momentum to the benefit of the domestic tourism industry; at the same time, it also contributed to the GDP of Yunnan at the same period. Through the analysis, the conclusion is that ethnic culture tourism industry should be developed vigorously in Yunnan where it is rich in ethnical culture resources, and the local ethnic cultural tourism should be seen as a pillar industry to develop, so that it can become the new growth point for the development of regional economy in Yunnan. © 2015 Taylor & Francis Group, London.","5","Competition","Regional planning","Competitive advantage - Developing trend - Domestic tourisms - Ethnic culture tourism - Industrial benefits - Regional economy - Shift-Share analysis - Tourism industry","403.2 Regional Planning and Development - 911.2 Industrial Economics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Experimental and numerical investigations of a catastrophic long-runout landslide in Zhenxiong, Yunnan, southwestern China","20162902606539","","Yin, Yueping (1); Xing, Aiguo (2); Wang, Gonghui (3); Feng, Zhen (4); Li, Bin (4); Jiang, Yao (3) ","(1) China Institute of Geo-Environment Monitoring, Beijing; 100081, China (2) State Key Laboratory of Ocean Engineering, Shanghai Jiao Tong University, Shanghai; 200240, China (3) Research Center on Landslides, Disaster Prevention Research Institute, Kyoto University, Uji; 611-0011, Japan (4) Institute of Geomechanics, Chinese Academy of Geological Sciences, Beijing; 100081, China ","Xing, Aiguo(xingaiguo@sjtu.edu.cn) ","Landslides","Landslides","","Springer Verlag","14","2","649-659","April 1, 2017","","","2017","English","1612510X","16125118","","","10.1007/s10346-016-0729-z","","","","","","","Journal article (JA)","","On 11 January 2013, a catastrophic landslide of ∼0.2 million m3due to a prolonged low-intensity rainfall occurred in Zhenxiong, Yunnan, southwestern China. This landslide destroyed the village of Zhaojiagou and killed 46 people in the distal part of its path. The displaced landslide material traveled a horizontal distance of ∼800 m with a vertical drop of ∼280 m and stopped at 1520 m a.s.l. To examine the possible mechanism and behavior of the landslide from initiation to runout, the shear behavior of soil samples collected from the sliding surface and runout path was examined by means of ring shear tests. The test results show that the shear strength of sample from the sliding surface is less affected by shear rate while the shear rate has a negative effect on the shear strength of runout path material. It is suggested that the source and runout path materials follow the frictional and Voellmy rheology, respectively. Post-failure behavior of the landslide was modeled by using a DAN-W model, and the numerical results show that the selected rheological relationships and parameters based on the results of ring shear tests may provide good performance in modeling the Zhenxiong landslide. © 2016, Springer-Verlag Berlin Heidelberg.","34","Shear flow","Landslides - Numerical models - Shear deformation","Failure behaviors - Long run outs - Ring shear tests - Shear behavior - W model","631.1 Fluid Flow, General - 921 Mathematics",,"Number: 2012BAK10B01, Acronym: MOST, Sponsor: Ministry of Science and Technology of the People's Republic of China; Number: 41372332, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 41272382, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This study was supported by the Ministry of Science and Technology of the People's Republic of China (No. 2012BAK10B01) and National Natural Science Foundation of China (Nos. 41272382 and 41372332). We are grateful to Prof. O. Hungr for supplying a copy of the DAN-W software.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Separation test of ilmenite in Yunnan","20142417825201","","Ran, Jin Cheng (1, 2); Liu, Quan Jun (1, 2); Zhang, Zhi Guo (1, 2) ","(1) Kunming University of Science and Technology, Kunming, China (2) State Key Laboratory of Complex Nonferrous Metal Resources Clean Utilization, Yunnan, China ","Liu, Q. J.(kmliuqj@sina.com) ","Applied Mechanics and Materials","Appl. Mech. Mater.","Engineering Village; et al; INTIEA; National Institute of Technology Rourkela; trans tech publications inc.; Universitatea Politehnica Din Bucuresti","Trans Tech Publications","556-562","","205-208","2014","Mechatronics Engineering, Computing and Information Technology","","2014","English","16609336","16627482","","9783038351153","10.4028/www.scientific.net/AMM.556-562.205","","2014 International Conference on Mechatronics Engineering and Computing Technology, ICMECT 2014","April 9, 2014 - April 10, 2014","Shanghai, China","105616","","Conference article (CA)","","Because of the low ilmenite grade and fine dissemination size, a lot of low-magnetic flaky phlogopite in the run-of-mine ore and it can not effectively remove the phlogopite by the high gradient magnetic separation, so it is very difficult to sorting. We decided take the process of low intensity magnetic separation - high gradient magnetic separation and gravity separation discarding tailing - high gradient magnetic separation and shaking concentrate. Then we obtained satisfaction index - the grade and the recovery of TiO2 were 43.32% and 74.41% in the ilmenite concentrates, the grade and recovery of Fe were 66.83% and 56.77% in the iron concentrates. It provides a feasible way for such ilmenite separation. © (2014) Trans Tech Publications, Switzerland.","3","Ilmenite","Information technology - Magnetic separation - Metal recovery - Mica - Separation","Gravity separation - High gradient magnetic separation - Ilmenite concentrate - Iron concentrates - Low intensity magnetic separations - Run-of-mine ores - TiO","482.2 Minerals - 531 Metallurgy and Metallography - 802.3 Chemical Operations - 903 Information Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Difference of microwave expansion characteristics between tobacco stems from typical tobacco-growing areas in Yunnan","20135017089113","","Zi, Wenhua (1, 2); Long, Minghai (2); Chen, Lin (2); Zuo, Jingjian (2); Lin, Nan (2); Peng, Jinhui (1) ","(1) Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Kunming 650093, China (2) Yunnan Reascend Tobacco Technology (Group) Co. Ltd., Kunming 650106, China ","Peng, J.(jhpeng@kmust.edu.cn) ","Tobacco Science and Technology","Tob. Sci. Technol.","","Editorial Office of Tobacco Science and Technology, No.2 Fengyang Street,, Hi-technology Industries Development Zone, Zhengzhou, 450001, China","","7","8-11","July 2013","","","2013","Chinese","10020861","","","","","","","","","","","Journal article (JA)","","After being expanded by microwave, the expansion characteristics of the tobacco stems from the typical tobacco-growing areas in Yunnan were tested. The differences of stem's expansion characteristics and their influencing factors were studied with histogram, variance analysis and cluster analysis. The results showed that: 1) The expansion characteristics of tobacco stems differed between growing areas, tobacco varieties and stalk positions. 2) The stems from Kunming featured better expansion characteristics, which could be used as the major material to produce stem granules. 3) The effects of growing area, tobacco variety, stalk position and their interactions on stem expansion characteristics reached extremely significant level (P<0.01). The interaction of the 3 factors and that of tobacco variety and stalk position impacted greater influences than did each single factor, growing area impacted greater influences than did tobacco variety and stalk position. 4) Cluster analysis indicated that stem samples could be clustered into 3 categories according to expansion rate, i. e. categories of high, moderate and low expansion rates, although the rule of sample classification affected by interaction was not obvious.","29","Tobacco","Cluster analysis - Expansion - Microwaves","Expansion rate - Intuitive analysis - Low expansion - Sample classification - Tobacco stems - Tobacco varieties - Variance analysis","711 Electromagnetic Waves - 723 Computer Software, Data Handling and Applications - 821.4 Agricultural Products - 922 Statistical Methods - 951 Materials Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Differential rotation in the western Sichuan-Yunnan Block and its geological implications: New palaeomagnetic evidence from the Cretaceous red beds in the southeastern margin of the Tibetan Plateau","20192907187061",": ","Wang, Heng (1); Yang, Zhenyu (2) ","(1) Institute of Geology, China Earthquake Administration, Beijing; 100029, China (2) College of Resources, Environment and Tourism, Capital Normal University, Beijing; 100048, China ","Yang, Zhenyu(zhenyu.yang@cnu.edu.cn) ","Acta Geophysica Sinica","Acta Geophys. Sin.","","Science Press","62","5","1789-1808","May 1, 2019","","","2019","Chinese","00015733","","","","10.6038/cjg2019L0786","","","","","","","Journal article (JA)","","The collision of India and Eurasia has produced significant crustal deformation in the Tibetan Plateau and its periphery. However its mechanism along faults in the southeastern margin of the plateau remains poorly understood. To address this issue, we carry out a palaeomagnetic investigation of Cretaceous red beds in the Sanchahe area on the eastern Yupaojiang Fault in the western Sichuan-Yunnan Block in order to determine the range of rotation along the fault. The area is divided into two segments by Sanchahe town, and the bedding attitudes are defined by two plunging fold axes. The mean direction of the High Temperature Component (HTC) from the southern segment of the Sanchahe area is Ds=29.3°, Is=45.7°, ks=54.3, α95=6.6° after tilt correction, and Ds=30.6°, Is=46.6°, κ=69.3, α95=5.8° after tilt correction using an inclined fold axis. The HTC direction for the northern segment is Ds=350.4°, Is=42.1°, κ=69.4, α95=9.2° after tilt correction, and Ds=347.4°, Is=41.9°, ks= 96.6, α95=7.8° after tilt correction using an inclined fold axis. The southern segment experienced 20.5°±4.8° of clockwise rotation, whereas the northern segment experienced 22.7°±6.6° of anticlockwise rotation with respect to East Asia. Compared with previous palaeomagnetic results in this area, our results suggest that the Sichuan-Yunnan Block experienced ~20° of clockwise rotation, and ~20° of anticlockwise rotation in the northern segment of the Sanchahe area relative to the South China Block. This indicates a ~40° range of anticlockwise rotation in the northern segment of the Sanchahe area relative to the southern segment of the Sanchahe area, and that intense local deformation occurred along the Yupaojiang Fault which induced the formation of detachments in the upper crust. © 2019, Science Press. All right reserved.","89","Rotation","Clocks - Deformation - Faulting - Geomagnetism - High temperature effects","Cretaceous - Palaeomagnetism - Sichuan - Tectonic rotations - Tibetan Plateau","481.3.2 Earth Magnetism and Terrestrial Electricity - 484.1 Earthquake Measurements and Analysis - 931.1 Mechanics - 931.2 Physical Properties of Gases, Liquids and Solids - 943.3 Special Purpose Instruments",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Rare earth elements in the lignite from Mile Basin, Yunnan, China: Implications for seawater influence during peat accumulation","20192607115668","","Liu, Jingjing (1); Dai, Shifeng (1) ","(1) China University of Mining and Technology, Beijing, China ","","2018 International Pittsburgh Coal Conference, PCC 2018","Int. Pittsburgh Coal Conf., PCC","","International Pittsburgh Coal Conference","","","","2018","2018 International Pittsburgh Coal Conference, PCC 2018","1 of 1","2018","English","","","1890977357","9781890977351","","","35th Annual International Pittsburgh Coal Conference, PCC 2018","October 15, 2018 - October 18, 2018","Xuzhou, Jiangsu Province, China","148606","","Conference article (CA)","","",,,,,,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Rainfall thresholds for the occurrence of debris flows in the Jiangjia Gully, Yunnan Province, China","20152500962962","","Zhuang, Jianqi (1, 2); Cui, Peng (3); Wang, Gonghui (4); Chen, Xiaoqing (3); Iqbal, Javed (5); Guo, Xiaojun (3) ","(1) School of Geological Engineering and Surveying of Chang'an University, Key Laboratory of Western China Mineral Resources and Geological Engineering, Xi'an; 710054, China (2) Institute of Geo-hazards Mitigation of Chang'an University, Xi'an; 710054, China (3) Institute of Mountain hazards and Environment, CAS, Chengdu; 610064, China (4) Research Centre on Landslides, Disaster Prevention Research Institute, Kyoto University, Gokasho, Uji, Kyoto; 611-0011, Japan (5) Department of Earth Sciences, COMSATS Institute of Information Technology, Abbottabad, Pakistan ","Zhuang, Jianqi ","Engineering Geology","Eng. Geol.","","Elsevier B.V.","195","","335-346","September 01, 2015","","","2015","English","00137952","","","","10.1016/j.enggeo.2015.06.006","","","","","","EGGOAO","Journal article (JA)","","The Jiangjia Gully (JJG), Yunnan Province, China, is one of several debris flow gullies that characterize the topography of mountainous areas in China. Rainfall-triggered debris flows are frequent in the JJG. In order to model and predict these debris flow occurrences, we analyzed precipitation parameters (including intensity-duration thresholds and rainfall event-duration thresholds) that triggered past debris flow events in the JJG. Since the JJG is unique, any model used for predicting debris flows in this gully must be developed using data from only this gully. Furthermore, the effects of normalized precipitation and antecedent precipitation on debris flows in the JJG were considered. Debris flow data and precipitation data were compiled from 47 debris flow events in 1993, 1994, 1998-2001, 2004 and 2006 in JJG. All of these debris flows were triggered following a precipitation event with a duration of 6. h or less, with most of the precipitation events exhibiting a duration of 3 to 6. h. Only three rainfall events with a duration of less than 1. h and average intensity between 1.0 and 42.0. mm/h produced debris flows. The 90%, 70% and 50% probability curves for debris flow events were then constructed. Intensity-duration (I-D) and rainfall event-duration (RE-D) thresholds were then used for debris flow modeling based on preliminary tests and comparisons. Antecedent precipitation was found not to be a significant factor in triggering debris flows in the JJG; however, intraday precipitation played a significant role. Normalized precipitation threshold curves from adjacent areas were not well-correlated with the patterns observed in the JJG. Determination of unique thresholds for each gully is necessary for developing an effective prediction system. © 2015.","68","Debris","Forecasting - Landforms - Rain","Debris flow occurrences - Debris flows - Jiangjia Gully - Precipitation data - Precipitation events - Precipitation threshold - Probability curves - Rainfall thresholds","443.3 Precipitation - 481.1 Geology",,"Number: 973, Acronym: -, Sponsor: -; Number: 2014CB744703, Acronym: -, Sponsor: -; Number: PolyU, Acronym: IMHE, Sponsor: Institute of Mountain Hazards and Environment; Number: 41202244, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","We are thankful to Prof. Hong Yong and Hu Kaiheng at the Institute of Mountain Hazards and Environment, CAS for their valuable suggestions and assistance with this study. The authors sincerely appreciate the assistance with data collection provided by Dr. Lin Yongming, Dr. Ge Yonggang and Dr. Zhu Xinghua from the Institute of Mountain Hazards and Environment, CAS and Chen Wenbo from the CEE of the PolyU of HongKong. We express special thanks to the staff of Dongchuan Debris Flow Observation and Research Station of the Institute of Mountain Hazards and Environment, CAS, for their cooperation. This work was financially supported by the National Natural Science Foundation of China ( 41202244 ) and the National Key Fundamental Research Program of China (973) ( 2014CB744703 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Origin of high and variable heavy hydrocarbon gases of coal in Enhong syncline of Yunnan Province in China","20192607115823","","Lan, Fengjuan (1) ","(1) China University of Mining and Technology, Xuzhou, China ","Lan, Fengjuan(lanfj1986@126.com) ","2018 International Pittsburgh Coal Conference, PCC 2018","Int. Pittsburgh Coal Conf., PCC","","International Pittsburgh Coal Conference","","","","2018","2018 International Pittsburgh Coal Conference, PCC 2018","1 of 1","2018","English","","","1890977357","9781890977351","","","35th Annual International Pittsburgh Coal Conference, PCC 2018","October 15, 2018 - October 18, 2018","Xuzhou, Jiangsu Province, China","148606","","Conference article (CA)","","",,,,,,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
