Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Approach to Mining Length-Two Loops From the Log Without 'aba' Pattern","20190306377986","","Lin, Lei-Lei (1, 3); Zhou, Hua (2); Dai, Fei (2, 3); Zhu, Rui (1, 3); Li, Tong (1, 3) ","(1) School of Software, Yunnan University, Kunming; 650091, China (2) School of Big Data and Intelligence Engineering, Southwest Forestry University, Kunming; 650224, China (3) Key Laboratory for Software Engineering of Yunnan Province, Yunnan University, Kunming; 650091, China ","Dai, Fei(daifei@swfu.edu.cn) ","Ruan Jian Xue Bao/Journal of Software","Ruan Jian Xue Bao","","Chinese Academy of Sciences","29","11","3278-3294","November 1, 2018","","","2018","Chinese","10009825","","","","10.13328/j.cnki.jos.005478","","","","","","RUXUEW","Journal article (JA)","The current research in mining length-two loops depends on 'aba' pattern. However, the pattern does not necessarily appear in the logs that satisfies local completeness. This research aims at finding ways to mine length-two loops without the pattern. It results in a new algorithm (αL+-algorithm) that is based on the α-algorithm. First, an order vector matrix is established by tasks in logs to abstract variant structures of length-two loops. Then, distinction between loops and concurrency structure is obtained by event's frequency and location in traces. Finally, proximity and circuit abstraction are used to eliminate the interference caused by the concurrent branches. The experimental results show that the αL+-algorithm can handle length-two loops with or without 'aba' pattern. In addition, the αL+- algorithm is implemented in the ProM tool. © Copyright 2018, Institute of Software, the Chinese Academy of Sciences. All rights reserved.","25","Abstracting","Petri nets","Local completeness - Log abstraction - Process mining - Vector matrix","903.1 Information Sources and Analysis - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory",,"Number: 2016FB102, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 61462095, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61662085, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61702442, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","National Natural Science Foundation of China (61462095, 61702442, 61662085); Yunnan Province Natural Science Foundation (2016FB102); Talent Project of Yunnan Province (C6143002); Open Fund Project of Key Laboratory of Software Engineering of Yunnan Province (2017SE201, 2016SE202); Yunnan Provincial Department of Education Science Research Fund (2017YJS107, 2017ZZX227); Graduate Innovation Project of Yunnan University (YDY17095).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Two dimensional Riemann-type problem and shock diffraction for the Chaplygin gas","20194007486371","","Wang, Qin (1); Zhang, Jingqin (1); Yang, Hanchun (1) ","(1) Department of Mathematics and Statistics, Yunnan University, Kunming, Yunnan; 650091, China ","Wang, Qin(mathwq@ynu.edu.cn) ","Applied Mathematics Letters","Appl Math Lett","","Elsevier Ltd","101","","","March 2020","","","2020","English","08939659","18735452","","","10.1016/j.aml.2019.106046","106046","","","","","AMLEEL","Journal article (JA)","We are concerned with the two-dimensional Riemann-type problems of the isentropic Euler system for the Chaplygin gas with initial data being two constant states outside a convex cornered wedge. We establish a global theory of existence of self-similar solution. Our results on shock intersections can be applied to solve the shock diffraction problem. © 2019 Elsevier Ltd","24","Diffraction","Mathematical techniques","2-D Riemann-type problem - Chaplygin gas - Euler system - Isentropic - Self-similar solution - Shock diffraction - Wave interactions",,,"Number: 201807035046, Acronym: CSC, Sponsor: China Scholarship Council; Number: 11761077, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The authors would like to thank the anonymous reviewers for their helpful comments and suggestions. The research of Qin Wang was supported in part by National Natural Science Foundation of China ( 11761077 ), and China Scholarship Council ( 201807035046 ). Qin Wang would also like to thank the hospitality and support of Mathematical Institute of University of Oxford during his visit in 2019&ndash;2020.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Application of adaptive generalized mathematical morphology theory in de-noising of ECG signals","20182705386269","","Dou, Liyun (1); Xu, Dan (1); Liu, Yicheng (1); Chen, Hao (1) ","(1) Information College, Yunnan University, Kunming; 650504, China ","Dou, Liyun(18213862720@163.com) ","2017 9th IEEE International Conference on Communication Software and Networks, ICCSN 2017","IEEE Int. Conf. Commun. Softw. Netw., ICCSN","54th Institute; CETC; et al.; Guangdong University of Technology; IEEE; University of Electronic Science and Technology of China","Institute of Electrical and Electronics Engineers Inc.","2017-January","","870-874","December 19, 2017","2017 9th IEEE International Conference on Communication Software and Networks, ICCSN 2017","1 of 1","2017","English","","","","9781509038220","10.1109/ICCSN.2017.8230236","","9th IEEE International Conference on Communication Software and Networks, ICCSN 2017","May 6, 2017 - May 8, 2017","Guangzhou, China","133995","","Conference article (CA)","The traditional methods have disadvantages of large computation and poor results in the preprocessing of electrocardiogram (ECG) signal. Morphological filter is faster and simple, besides, the effectiveness of it is approved adequately. However, it will cause statistical bias phenomenon. This paper proposes the adaptive generalized morphological filter can improve the accuracy of filtering and reduce the bias caused by the inappropriate selection of the structural elements. By this method the characteristics of the ECG signal can be effectively maintained and distortion of signals is small. Various experimental results show that the method can effectively remove noise in ECG signals, and better filtering than wavelet method and traditional morphological method. Experiments results being satisfactory, for a robust de-noising which provides a cleaned ECG signal for detection of QRS complexes. © 2017 IEEE.","11","Biomedical signal processing","Computation theory - Electrocardiography - Mathematical morphology - Signal denoising","adaptive - De-noising - ECG signals - Electrocardiogram signal - Generalized morphological filter - Mathematical morphology theories - Morphological filters - Structural elements","461.6 Medicine and Pharmacology - 716.1 Information Theory and Signal Processing - 721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory",,"Number: 61163019, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61540062, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61271361, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 2014FA021, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","ACKNOWLEDGMENT This work is supported by NSFC projects (No. 61163019, No. 61540062, No.61271361), Key project of Yunnan applied basic research program (No. 2014FA021), and Digital Media Technology Key Laboratory of Universities in Yunnan.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Portrait editing on face fusion using LP","20182605382706","","Huang, Fan (1); Zhou, Dongming (1); Nie, Rencan (1); Cai, Guanghui (1); He, Kangjian (1); Wang, Quan (1) ","(1) Information College, Yunnan University, Kunming; 650500, China ","Zhou, Dongming(zhoudm@ynu.edu.cn) ","2017 9th IEEE International Conference on Communication Software and Networks, ICCSN 2017","IEEE Int. Conf. Commun. Softw. Netw., ICCSN","54th Institute; CETC; et al.; Guangdong University of Technology; IEEE; University of Electronic Science and Technology of China","Institute of Electrical and Electronics Engineers Inc.","2017-January","","1328-1331","December 19, 2017","2017 9th IEEE International Conference on Communication Software and Networks, ICCSN 2017","1 of 1","2017","English","","","","9781509038220","10.1109/ICCSN.2017.8230325","","9th IEEE International Conference on Communication Software and Networks, ICCSN 2017","May 6, 2017 - May 8, 2017","Guangzhou, China","133995","","Conference article (CA)","Aiming at the current medical cosmetology, late into the film and television both photo editing and predicting the baby looks specific application in the field of entertainment, this paper proposes a face fusion technology based on Laplacian pyramid (LP). Firstly, Harris corner detection technology is introduced in the technology whether source face image and the target face image features at the same level, and the features are extracted. Then according to the requirements of reality, the needs of the face portrait are generated by reconstructing LP algorithm. Finally, according to the fusion effect, the shadow compensation is executed. Experimental results show that this technique is efficient and can adapt to various face editing conditions and requirements, and the fusion effects meet the practical requirements. © 2017 IEEE.","12","Edge detection","Laplace transforms","Face fusion - Face images - Harris corner detection - Laplacian Pyramid - LP algorithms - Photoediting - Practical requirements - Shadow compensations","921.3 Mathematical Transformations",,"Number: 61365001, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61463052, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","ACKNOWLEDGMENT This research was financially supported by the National Natural Science Foundation of China (Grant Nos. 61365001 and 61463052).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Based on the network connection LAN Trojan detection system design and implementation","20121414928951","","Yang, Hengfen (1); Wang, Xiaojun (2); Shu, PingPing (2); Zhao, Ga (2); Yang, Jun (2) ","(1) School of Economics, Yunnan University, China (2) School of Information Science and Engineering, Yunnan University, China ","Yang, H.(hfyang@ynu.edu.cn) ","Advanced Materials Research","Adv. Mater. Res.","Fujian University of Technology; Xiamen University; Fuzhou University; Huaqiao University; University of Wollongong","Trans Tech Publications, P.O. Box 1254, Clausthal-Zellerfeld, D-38670, Germany","468-471","","514-518","2012","Automation Equipment and Systems","","2012","English","10226680","","","","10.4028/www.scientific.net/AMR.468-471.514","","3rd international Conference on Manufacturing Science and Engineering, ICMSE 2012","March 27, 2012 - March 29, 2012","Xiamen, China","88899","","Conference article (CA)","In view of present LAN network security situation, analyzed the main methods to prevent Trojan and defects, we propose a network connection by monitoring and testing features found Trojan approach, and programming Web-based Trojan detection system connected to the LAN. System uses a modular design approach, the entire system is divided into Packet capture, Packet analysis, and Display, three modules can be run independently. Practice shows that this system is stable, fast, accurate analysis, and the use of high commercial value. © (2012) Trans Tech Publications.","10","Local area networks","Error detection - Manufacture - Network security - Systems analysis","Accurate analysis - Detection system - Entire system - Modular designs - Network connection - Packet analysis - Packet capture - Security situation - Sniffer - System use - Testing features - Trojans","537.1 Heat Treatment Processes - 721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 723 Computer Software, Data Handling and Applications - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Multi-level blended learning exploration and practice on experimental teaching system","20121414929278","","Yang, Hengfen (1); Zhao, Ga (2); Wang, Xiaojun (2); Shu, Pingping (2); Yang, Jun (2) ","(1) School of Economics, Yunnan University, China (2) School of Information Science and Engineering, Yunnan University, China ","Yang, H.(hfyang@ynu.edu.cn) ","Advanced Materials Research","Adv. Mater. Res.","Fujian University of Technology; Xiamen University; Fuzhou University; Huaqiao University; University of Wollongong","Trans Tech Publications, P.O. Box 1254, Clausthal-Zellerfeld, D-38670, Germany","468-471","","2115-2118","2012","Automation Equipment and Systems","","2012","English","10226680","","","","10.4028/www.scientific.net/AMR.468-471.2115","","3rd international Conference on Manufacturing Science and Engineering, ICMSE 2012","March 27, 2012 - March 29, 2012","Xiamen, China","88899","","Conference article (CA)","Student is the subject of the experimental teaching activities, cultivating the ability of independent study and technological innovation is the main aspect in experimental teaching reform. This paper analyzed the problems of traditional teaching model, explored and practiced the multilevel experimental teaching pattern which is based on the blended learning, it made the teachers fully play the leading role, and it fully reflected the subject status of students, it also roused the enthusiasm of students by the use of multi-platforms, media and environments. The multilevel experimental teaching pattern which is based on the blended learning can effectively cultivate the innovation ability of students, and it has achieved good results in practice. © (2012) Trans Tech Publications.","4","Students","Manufacture","B-learning - Blended learning - Innovation abilities - Multi-level - Self-paced study - Teaching model - Teaching patterns - Teaching systems - Technological innovation","537.1 Heat Treatment Processes - 901.2 Education",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Improvement of TF-IDF Algorithm Based on Knowledge Graph","20184406029376","","Wang, Yanpeng (1); Zhang, Dehai (1); Yuan, Ye (1); Liu, Qing (1); Yang, Yun (1) ","(1) Yunnan University, Software College, Kunming, China ","","Proceedings - 2018 IEEE/ACIS 16th International Conference on Software Engineering Research, Management and Application, SERA 2018","Proc. - IEEE/ACIS Int. Conf. Softw. Eng. Res., Manag. Appl., SERA","IEEE Computer Society; International Association for Computer and Information Sciences (ACIS)","Institute of Electrical and Electronics Engineers Inc.","","","19-24","September 28, 2018","Proceedings - 2018 IEEE/ACIS 16th International Conference on Software Engineering Research, Management and Application, SERA 2018","1 of 1","2018","English","","","","9781538658864","10.1109/SERA.2018.8477196","8477196","16th IEEE/ACIS International Conference on Software Engineering Research, Management and Application, SERA 2018","June 13, 2018 - June 15, 2018","Kunming, China","140242","","Conference article (CA)","The TF-IDF algorithm is commonly used for text information retrieval and data mining. The traditional TF-IDF algorithm does not consider the domain characteristics of the article, and does not consider the distribution ratio. Currently, the solution proposed by many scholars only solves the problems of distribution ratio and the like, and does not solve the problem that the domain keywords have unreasonable weights. The problem has led to the use of domain-specific applications where relevant keywords in some areas have not been given appropriate weights. This paper proposes an improved method based on domain knowledge graph. This method will mainly consider the application of the legal field, and use the legal knowledge graph to make improvements to the TF-IDF algorithm, so as to achieve the reasonable weight assigned to the domain-related keywords in text feature extraction. Experiments show that this method can effectively improving the accuracy of the extraction. © 2018 IEEE.","23","Data mining","Application programs - Engineering research - Extraction - Problem solving","Distribution ratio - Domain knowledge - Domain-specific application - Knowledge graphs - Legal field - Text information retrievals - TF-IDF - TF-IDF algorithms","723 Computer Software, Data Handling and Applications - 723.2 Data Processing and Image Processing - 802.3 Chemical Operations - 901.3 Engineering Research",,"","This work is supported by: (i) Natural Science Foundation China (NSFC) under the Grant No. 61402397, 61263043 and 61663046; (ii) Yunnan Applied Fundamental Research Project under the Grant No. 2016FB104; (iii) Yunnan Provincial Young academic and technical leaders reserve talents under the Grant No. 2017HB005; (iv) Yunnan Provincial Innovation Team under the Grant No. 2017HC012; (v) The National Nature Science Fund Project (61562093), Key Project of Applied Basic Research Program of Yunnan Province (2016FA024); (vi) MOE Key Laboratory of Educational Informatization for Nationalities (YNNU) Open Funding Project (EIN2017001).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Multi-focus image fusion framework using total variation and phase congruency","20193407338913","","Mei, Jiatian (1); Nie, Rencan (1); Zhou, Dongming (1); Liu, Dong (1) ","(1) Information College, Yunnan University, Kunming; 650500, China ","","2018 IEEE 4th International Conference on Computer and Communications, ICCC 2018","IEEE Int. Conf. Comput. Commun., ICCC","IEEE; SIE","Institute of Electrical and Electronics Engineers Inc.","","","1633-1636","December 2018","2018 IEEE 4th International Conference on Computer and Communications, ICCC 2018","1 of 1","2018","English","","","","9781538683392","10.1109/CompComm.2018.8781019","8781019","4th IEEE International Conference on Computer and Communications, ICCC 2018","December 7, 2018 - December 10, 2018","Chengdu, China","150224","","Conference article (CA)","Multi-scale decomposition (MSD) strategy is wildly applied to extract characteristics at different scales in image fusion field, and then the different image components will stay in different layers. To avoid the negatively impact that using the same fusion rule on different scales, a Gaussian filter MSD-based of fusion method with total variation (TV) and phase congruency (PC) is proposed in this paper. This framework consists of three parts: First, decompose the source images into base layer and detail layer through Gaussian filter; Then, TV and PC are set as the representations of base and detail layers, respectively; Finally, combine the fusing two layers to reconstruct the fused image. Some fusion methods and several quantitative analyses are displayed, and the experimental results show that the proposed method has a superior performance compared with some other popular fusion methods, both in human vision and objective evaluations. © 2018 IEEE.","20","Image fusion","Image processing - Pulse shaping circuits","Component - Different layers - Image components - Multi-scale Decomposition - Multifocus image fusion - Objective evaluation - Phase congruency - Total variation","713.4 Pulse Circuits - 723.2 Data Processing and Image Processing",,"Number: 61365001, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research was financially supported by the National Natural Science Foundation of China (No. 61463052 and 61365001).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Infrared and visible image fusion using modified PCNN and visual saliency detection","20191006602850","","Ding, Zhaisheng (1); Zhou, Dongming (1); Nie, Rencan (1); Hou, Ruichao (1); Liu, Yanyu (1) ","(1) Information College, Yunnan University, Kunming; 650504, China ","Zhou, Dongming(zhoudm@ynu.edu.cn) ","Proceedings of SPIE - The International Society for Optical Engineering","Proc SPIE Int Soc Opt Eng","","SPIE","10836","","","2018","2018 International Conference on Image and Video Processing, and Artificial Intelligence","1 of 1","2018","English","0277786X","1996756X","","9781510623101","10.1117/12.2513889","108360E","2018 International Conference on Image and Video Processing, and Artificial Intelligence, IVPAI 2018","August 15, 2018 - August 17, 2018","Shanghai, China","141615","PSISDG","Conference article (CA)","As an important branch of multi-source image fusion, infrared and visible image fusion not only inherits the basic theory and method of image fusion, but also has its own characteristics. Visual saliency detection method reflects the significant information in infrared image, and the feature has the consistent in the object information and background details with the infrared and visible light images. So, this paper proposed a novel framework of infrared and visible image fusion by using visual saliency and non-subsampled shearlet transformation. Comparing the proposed fusion method with some existing algorithms, the experimental results show that the proposed method can not only highlight the object information, but also can preserve the abundant background information effectively in the visible light image. Copyright © 2018 SPIE.","18","Image fusion","Artificial intelligence - Infrared imaging - Light - Video signal processing - Visualization","Background information - Infrared and visible image - Multi-source images - NSST - Object information - Visible image - Visible light images - Visual saliency detections","716.4 Television Systems and Equipment - 723.2 Data Processing and Image Processing - 723.4 Artificial Intelligence - 741.1 Light/Optics - 746 Imaging Techniques",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Text features extraction based on tf-idf associating semantic","20193407338960","","Liu, Qing (1); Wang, Jing (1); Zhang, Dehai (1); Yang, Yun (1); Wang, Naiyao (1) ","(1) Software College, Yunnan University, Kunming; 650091, China ","","2018 IEEE 4th International Conference on Computer and Communications, ICCC 2018","IEEE Int. Conf. Comput. Commun., ICCC","IEEE; SIE","Institute of Electrical and Electronics Engineers Inc.","","","2338-2343","December 2018","2018 IEEE 4th International Conference on Computer and Communications, ICCC 2018","1 of 1","2018","English","","","","9781538683392","10.1109/CompComm.2018.8780663","8780663","4th IEEE International Conference on Computer and Communications, ICCC 2018","December 7, 2018 - December 10, 2018","Chengdu, China","150224","","Conference article (CA)","The TF-IDF (term frequency-inverse document frequency) algorithm is based on word statistics for text feature extraction. Which considers only the expressions of words that are same in all texts, such as ASCLL, without considering that they could be represented by their synonyms. Separating words with the same or similar meanings will result in the loss of partial information when text feature were extracted. The representation of words needs to extract the similarity of words, and the similarity among words needs to be obtained by the meaning of words in texts. In order to improve the accuracy of text feature extraction, this paper uses the word2vec model to train the word vector in the corpus to obtain its semantic features. After excluding words with low TF-IDF value, the density clustering algorithm is used to cluster the remaining words according to word vector similarity. As a result, similar words are clustered together and can be represented to each other. Experiments show that using the TF-IDF algorithm again, constructing a VSM (vector space model) with these clusters as feature units can effectively improve the accuracy of text feature extraction. © 2018 IEEE.","16","Clustering algorithms","Extraction - Feature extraction - Semantics - Text processing - Vector spaces - Vectors","Clustering - Semantic features - Text feature - TF-IDF - Word vectors","802.3 Chemical Operations - 903.1 Information Sources and Analysis - 921 Mathematics - 921.1 Algebra",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Multi-focus image fusion combining focus-region-level partition and pulse-coupled neural network","20181104899664","","He, Kangjian (1); Zhou, Dongming (1); Zhang, Xuejie (1); Nie, Rencan (1); Jin, Xin (1) ","(1) Information College, Yunnan University, Kunming; 650504, China ","Zhou, Dongming(zhoudm@ynu.edu.cn) ","Soft Computing","Soft Comput.","","Springer Verlag","","","1-15","March 8, 2018","","","2018","English","14327643","14337479","","","10.1007/s00500-018-3118-9","","","","","","","Article in Press","Multi-scale transforms (MST)-based methods are popular for multi-focus image fusion recently because of the superior performances, such as the fused image containing more details of edges and textures. However, most of MST-based methods are based on pixel operations, which require a large amount of data processing. Moreover, different fusion strategies cannot completely preserve the clear pixels within the focused area of the source image to obtain the fusion image. To solve these problems, this paper proposes a novel image fusion method based on focus-region-level partition and pulse-coupled neural network (PCNN) in nonsubsampled contourlet transform (NSCT) domain. A clarity evaluation function is constructed to measure which regions in the source image are focused. By removing the focused regions from the source images, the non-focus regions which contain the edge pixels of the focused regions are obtained. Next, the non-focus regions are decomposed into a series of subimages using NSCT, and subimages are fused using different strategies to obtain the fused non-focus regions. Eventually, the fused result is obtained by fusing the focused regions and the fused non-focus regions. Experimental results show that the proposed fusion scheme can retain more clear pixels of two source images and preserve more details of the non-focus regions, which is superior to conventional methods in visual inspection and objective evaluations. © 2018 Springer-Verlag GmbH Germany, part of Springer Nature",,"Image fusion","Data handling - Image enhancement - Neural networks - Pixels","Gaussians - Multifocus image fusion - Non-sub-sampled contourlet transforms - Pulse coupled neural network - Region partition","723.2 Data Processing and Image Processing",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Geology, geochronology and geochemistry of granitic intrusions and the related ores at the Hongshan Cu-polymetallic deposit: Insights into the Late Cretaceous post-collisional porphyry-related mineralization systems in the southern Yidun arc, SW China","20160801993398","","Zu, Bo (1); Xue, Chunji (1); Chi, Guoxiang (2); Zhao, Xiaobo (1); Li, Chao (3); Zhao, Yun (1); Yalikun, Yaxiaer (1); Zhang, Guozhen (1); Zhao, Yi (1) ","(1) State Key Laboratory of Geological Processes and Mineral Resources, Faculty of Earth Sciences and Resources, China University of Geosciences, Beijing; 100083, China (2) Department of Geology, University of Regina, Regina; S4S 0A2, Canada (3) National Research Center for Geoanalysis, Beijing; 100037, China ","Xue, Chunji(chuji.xue@cugb.edu.cn) ","Ore Geology Reviews","Ore Geol. Rev.","","Elsevier B.V.","77","","25-42","September 01, 2016","","","2016","English","01691368","","","","10.1016/j.oregeorev.2016.02.002","","","","","","","Journal article (JA)","The Hongshan Cu-polymetallic deposit is located in the southern Yidun arc in southwestern China, where both subduction-related (Late Triassic) and post-collisional (Late Cretaceous) porphyry-skarn-epithermal mineralization systems have been previously recognized. In this study, two distinct magmatic events, represented by diorite porphyry and quartz monzonite porphyry, have been revealed in the Hongshan deposit, with zircon SHRIMP U-Pb ages of 214 ± 2 Ma and 73.4 ± 0.7 Ma, respectively. The 73 Ma age is comparable to the Re-Os ages of 77 to 80 Ma of ore minerals from the Hongshan deposit, indicating that the mineralization is related to the Late Cretaceous quartz monzonite porphyries rather than Late Triassic diorite porphyries. The Late Triassic diorite porphyries belong to the high-K calc-alkaline series and show arc magmatic geochemical characteristics such as enrichment in Rb, Ba, Th and U and depletion in HFSEs, indicating that they were formed during the westward subduction of the Garzê-Litang Ocean. In contrast, the Late Cretaceous quartz monzonite porphyries show shoshonitic I-type geochemical characteristics, with high SiO2, K2O, LILE, low HREE, Y and Yb contents, and high LREE/HREE and La/Yb ratios. These geochemical characteristics, together with the Sr-Nd-Pb isotopic compositions (average (87Sr/86Sr)i= 0.7085; ΕNd(t) = -6.0;206Pb/204Pb = 19.064,207Pb/204Pb = 15.738,208Pb/204Pb = 39.733) suggest that the quartz monzonite porphyries originated from the partial melting of the ancient lower crust in response to underplating of mafic magma from subduction metasomatized mantle lithosphere, possibly triggered by regional extension in the post-collisional tectonic stage. The S isotopic compositions (δ34SV-CDT= 3.81‰ to 5.80‰) and Pb isotopic compositions (206Pb/204Pb = 18.014 to 18.809,207Pb/204Pb = 15.550 to 15.785, and208Pb/204Pb = 38.057 to 39.468) of ore sulfides indicate that the sulfur and metals were derived from mixed mantle and crustal sources. It is proposed that although the Late Triassic magmatic event is not directly related to mineralization, it contributed to the Late Cretaceous mineralization system through the storage of large amounts of sulfur and metals as well as water in the cumulate zone in the mantle lithosphere through subduction metasomatism. Re-melting of the mantle lithosphere including the hydrous cumulate zone and ancient lower crust during the post-collisional stage produced fertile magmas, which ascended to shallow depths to form quartz monzonite porphyries. Hydrothermal fluids released from the intrusions resulted in porphyry-type Mo-Cu ores in and near the intrusions, skarn-type Cu-Mo ores in the country rocks above the intrusions, and hydrothermal Pb-Zn ores in the periphery. © 2016 Elsevier B.V.","76","Lead alloys","Binary alloys - Copper alloys - Deposits - Geochemistry - Geochronology - Isotopes - Melting - Mineralogy - Molybdenum alloys - Neodymium alloys - Ores - Osmium alloys - Quartz - Rhenium alloys - Silicate minerals - Strontium alloys - Sulfur - Sulfur compounds - Ternary alloys - Zinc alloys - Zircon","Collisional - Cretaceous shoshonitic I-type intrusions - Mantle lithosphere - Polymetallic - Yunnan , China","481 Geology and Geophysics - 482 Mineralogy - 543.3 Molybdenum and Alloys - 544.2 Copper Alloys - 546.1 Lead and Alloys - 546.3 Zinc and Alloys - 547.1 Precious Metals - 547.2 Rare Earth Metals - 549.2 Alkaline Earth Metals - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 802.3 Chemical Operations - 804 Chemical Products Generally",,"Number: -, Acronym: CAS, Sponsor: Chinese Academy of Sciences; Number: -, Acronym: CUGB, Sponsor: China University of Geosciences, Beijing; Number: 40772061, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 2009CB421005, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 41072069, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 40930423, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research is jointly funded by NSFC ( 41072069 , 40930423 and 40772061 ) and the 973 Program ( 2009CB421005 ). We would like to thank Kejun Hou at the CAGS, Li Liu at the China University of Geosciences, Mu Liu at the Beijing Research Institute of Uranium Geology, and Fukun Chen at the Chinese Academy of Sciences for their assistance with geochemical and isotopic analyses. We are grateful to Prof. David Symons, Prof. Pusheng Zeng, Zhenxin Ding, Chen Dong and Bo Feng for helpful discussions and assistance during the drafting of this paper. Prof. Jingwen Mao and two anonymous reviewers are thanked for their constructive and detailed review of this manuscript.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A Regularized Locality Projection-Based Sparsity Discriminant Analysis for Face Recognition","20180204626634","","Yu, Chuanbo (1); Nie, Rencan (1); Zhou, Dongming (1) ","(1) Information College, Yunnan University, Kunming; 650500, China ","Yu, Chuanbo(zhoudm@ynu.edu.cn) ","International Journal of Pattern Recognition and Artificial Intelligence","Int J Pattern Recognit Artif Intell","","World Scientific Publishing Co. Pte Ltd","32","5","","May 1, 2018","","","2018","English","02180014","","","","10.1142/S0218001418560062","1856006","","","","","IJPIEI","Journal article (JA)","Manifold learning and classifiers based on sparse representation are widely used in pattern recognition. Most of the conventional manifold learning methods are subjected to the choice of parameters. In this paper, we present a Regularized Locality Projection based on Sparsity Discriminant Analysis (RLPSD) method for Feature Extraction (FE) to understand the high-dimensional data such as face images. In RLPSD, firstly, we show the sparse representation of training samples by collaborative representation-based classification (CRC). Secondly, the idea of part optimization based on sparse representation is used to ensure the within-class compactness which combines with the labels of measurements and the weights of sparse presentation can be as small as possible. Finally, whole optimization can be directly obtained without the iteration of local optimization. Meanwhile, the separability information of between-class can be well discriminated by scatter matrix which is similar to Fisher linear discriminant analysis (LDA). The great recognition performance of the proposed method is verified by comparing with the popular algorithms on Yale, ORL, AR and Extended YaleB face databases and Oxford 102 flowers dataset. © 2018 World Scientific Publishing Company.","41","Face recognition","Clustering algorithms - Data mining - Discriminant analysis - Fisher information matrix - Iterative methods","Choice of parameters - Collaborative representations - Dimensionality reduction - Extended yale-b face database - Fisher linear discriminant analysis - High dimensional data - locality projection - Sparse representation","723.2 Data Processing and Image Processing - 903.1 Information Sources and Analysis - 921.6 Numerical Methods - 922 Statistical Methods",,"Number: 61365001, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 61463052, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The authors thank the editors and the anonymous reviewers for their careful works and valuable suggestions for this study. The authors' work is supported by the National Natural Science Foundation of China (Nos. 61365001 and 61463052).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
