Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Study of influences of soil-structure interaction on seismic response of extradosed cable-stayed bridge","20133616699906","He, Guo Jing (1); Zhang, Hai Tao (1); Lu, Jie (1) ","(1) Bridge Engineering Institute, Central South University of Forestry and Technology, Changsha, Hunan, 410000, China ","","Applied Mechanics and Materials","Appl. Mech. Mater.","","Trans Tech Publications Ltd, Kreuzstrasse 10, Zurich-Durnten, CH-8635, Switzerland","353-354","","1941-1945","2013","Advances in Civil and Industrial Engineering","","2013","English","16609336","16627482","","9783037857755","10.4028/www.scientific.net/AMM.353-356.1941","","3rd International Conference on Civil Engineering, Architecture and Building Materials, CEABM 2013","May 24, 2013 - May 26, 2013","Jinan, China","99140","","Conference article (CA)","Taking the Sifang Bridge in Yunnan Province in China as an example, this paper analysis the influences of soil-structure interaction on seismic response of extradosed cable-stayed bridge with response spectrum method. The results show that extradosed cable-stayed bridge has a shorter nature period than cable-stayed bridge, and torsional vibration mode does not happen in the first few modes as the beam has a bigger stiffness. The displacement of the structure will be underestimated if the soil-structure interaction is ignored while the design of some parts is conservative. © (2013) Trans Tech Publications, Switzerland.","6","Cables","Cable stayed bridges - Civil engineering - Seismic response - Soil structure interactions - Vibrations (mechanical)","Extradosed cable-stayed bridges - Paper analysis - Response spectrum methods - Torsional vibration - Yunnan province","401.1 Bridges - 408 Structural Design - 409 Civil Engineering, General - 483.2 Foundations - 535 Rolling, Forging and Forming - 931.1 Mechanics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Temporal-spatial structure of thermal disaster chain in Southwest China and its relation with the Lushan earthquake","20135217144317","Chen, Guifan (1, 2); Hao, Haijian (1, 2); Feng, Minxuan (1, 2); Ji, Xingxing (1, 2); Chen, Jile (1, 2); Li, Dewei (1, 2, 3) ","(1) Institute of Geological Survey, China University of Geosciences (Wuhan), Wuhan 430074, China (2) Faculty of Earth Sciences, China University of Geosciences (Wuhan), Wuhan 430074, China (3) Disaster Research Center, China University of Geosciences (Wuhan), Wuhan 430074, China ","Li, D.(dewei89@sina.com) ","Earth Science Frontiers","Earth Sci. Front.","","Science Frontiers editorial department","20","6","141-148","2013","","","2013","Chinese","10052321","","","","","","","","","","","Journal article (JA)","According to the systemic analysis of abnormalities related with thermal before the '4.20' Lushan earthquake, we found that all the thermal abnormalities composed a drought (or forest fire)-flood (or frost)-earthquake disaster chain. The multi-year drought accompanying forest fires have occurred in Sichuan-Yunnan region since 2009. Then rainstorms and floods befell in this area since mid-May 2012, which also triggered many geological hazards such as landslides and debris flows. At the beginning of the year, fogs, low temperature, frost, and snowstorm happened in succession, while a series of MS4.0-6.0 earthquakes happened before the Lushan earthquake. Besides, we investigate the Lushan earthquake and discovered that seismic macroscopic anomalies such as sandboils and waterspouts, muggy weather and dog barking furiously about 8-6 hours before the earthquake, and the exploding and gas eruptions during the earthquake appeared near the epicenter. All the phenomena indicate that the genesis of Lushan earthquake is not fault movement but the sudden release of energy after the accumulation of heat underground. Finally, we speculate that the following strong earthquakes in Southwest China are on the way on the basis of the thermal disaster chain.","9","Earthquakes","Chains - Deforestation - Disasters - Drought - Fire hazards - Fires - Floods - Storms - Temperature","Disaster chains - Earthquake disaster - Geological hazards - Sichuan-Yunnan region - Strong earthquakes - Systemic analysis - Temporal-spatial structure - Thermal anomalies","443.3 Precipitation - 484 Seismology - 602.1 Mechanical Drives - 641.1 Thermodynamics - 914.2 Fires and Fire Protection",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Characterization and Pre-concentration of Scandium in Low-Grade Magnetite Ore","20192307015354","Yan, Peng (1); Zhang, Guifang (1); Yang, Yindong (2); Mclean, Alexander (2) ","(1) Faculty of Metallurgical and Energy Engineering, Kunming University of Science and Technology, Xuefu Road, Kunming, China (2) Department of Materials Science and Engineering, University of Toronto, Toronto; ON; M5S3E4, Canada ","Zhang, Guifang(zgf@kmust.edu.cn) ","JOM","JOM","","Minerals, Metals and Materials Society, 184 Thorn Hill Road, Warrendale, PA 15086, United States","","","","2019","","","2019","English","10474838","15431851","","","10.1007/s11837-019-03541-5","","","","","","JOMMER","Article in Press","A large-scale magnetite deposit containing scandium oxide is located in Yunnan province of China. The reserves of scandium oxide in the deposit are estimated to be > 40,000 tons. With the aid of EDS analysis and polarizing microscopy, samples of the ore were examined, and the different types of minerals containing scandium were identified together with their disseminated features. The results reveal that the useful minerals for scandium pre-concentration are pyroxene, tremolite, hornblende and clay. Based on the sample’s composition, particle size distribution and the occurrence state of scandium, studies were conducted of the pre-concentration of scandium oxide from the low-grade magnetite ore. From the results of these experiments, a beneficiation process was developed and validated based on low-intensity magnetic separation for iron recovery and high-intensity magnetic separation for scandium enrichment. © 2019, The Minerals, Metals & Materials Society.","27","Scandium compounds","Deposits - Magnetic separation - Magnetite - Metal recovery - Ore analysis - Ores - Particle size - Particle size analysis - Silicate minerals","High-intensity magnetic separations - Low intensity magnetic separations - Magnetite ores - Occurrence state - Polarizing microscopy - Pre-concentration - Scandium oxide - Yunnan province","482.2 Minerals - 701.2 Magnetism: Basic Concepts and Phenomena - 801 Chemistry - 951 Materials Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Tobacco plant parts similarity analysis based on near-infrared spectroscopy and SIMCA algorithm","20112013989935","Yu, Chun-Xia (1); Ma, Xiang (2); Zhang, Ye-Hui (1); Li, Jun-Hui (1); Zhao, Long-Lian (1); Xu, Li (1); Wen, Ya-Dong (2); Wang, Yi (2); Zhang, Lu-Da (3) ","(1) College of Information and Electrical Engineering, China Agricultural University, Beijing 100083, China (2) Technology Center of Yuxi Hongta Group, Yuxi 653100, China (3) College of Science, China Agricultural University, Beijing 100193, China ","Li, J.-H.(caunir@cau.edu.cn) ","Guang Pu Xue Yu Guang Pu Fen Xi/Spectroscopy and Spectral Analysis","Guang Pu Xue Yu Guang Pu Fen Xi","","Science Press","31","4","924-927","April 2011","","","2011","Chinese","10000593","","","","10.3964/j.issn.1000-0593(2011)04-0924-04","","","","","","GYGFED","Journal article (JA)","The appearance features of tobacco reflect its inner quality. Many factors, such as different plant parts, variety and maturity, provide standard and foundation for tobacco production processing. According to the different position of tobacco plant parts, tobacco plants leaves can be divided into five parts as tip, upper-middle, middle, lower-middle and priming leaf respectively. Five hundred tobacco leaf samples (100 each for one of five tobacco plant parts) from Yunnan province in 2008 were collected using near infrared spectroscopy, which all belong to tobacco varieties of K326. The similarity analysis of tobacco plant parts was carried out using mathematical model of SIMCA similarity analysis. The conclusion showed that the tobacco plant parts similarity results based on near-infrared spectroscopy corresponded to the relative tobacco plant parts in Yunnan province. The farther two tobacco plant parts were away from each other, the lower the similarity of corresponding parts was. And the similarity results of djacent tobacco plant parts were different. The study discussed a method of confirming PC numbers and realized the quantitative similarity analysis between classes. It is instructive in replacement or adjustment of tobacco leaf blending and evaluation of tobacco industrial grading.","17","Tobacco","Blending - Grading - Infrared devices - Near infrared spectroscopy - Plants (botany) - Spectrum analysis","Inner qualities - Near Infrared - SIMCA - Similarity analysis - Tobacco plants - Tobacco production - Tobacco varieties - Yunnan province","802.3 Chemical Operations - 821.4 Agricultural Products",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Female sex workers in HIV/AIDS prevention: A social network analysis perspective","20191006603949","Dong, Xianlei (1); Wang, Jingguo (2); Hu, Beibei (1); Liu, Xiyu (1) ","(1) School of Business, Shandong Normal University, Jinan, China (2) Information Systems and Operation Management, College of Business, University of Texas at Arlington, United States ","Hu, Beibei(xizixinxiang@163.com) ","Physica A: Statistical Mechanics and its Applications","Phys A Stat Mech Appl","","Elsevier B.V.","523","","570-582","1 June 2019","","","2019","English","03784371","","","","10.1016/j.physa.2019.01.121","","","","","","PHYADX","Journal article (JA)","Female Sex Workers (FSWs) are a high-risk group that not only are susceptible to, but also may contribute to the spread of, HIV/AIDS. How to effectively intervene the FSW population for HIV/AIDS prevention has been a public concern. In this paper, relied on a set of interview data of FSWs collected from a city in Yunnan Province, China, we first construct a social network based on if FSWs have been acquaint. We find that the network has the characteristics of “small world” with a small average shortest path and a big clustering coefficient. The network also shows a “small community” phenomenon with a low average density. In other words, individuals are close to each other in community, and their external connection is sparse. The degree of the FSW social network obeys an exponential distribution, indicating that few numbers of nodes have a large centrality (i.e. the important individuals). In addition, those nodes that is more passive in HIV/AIDS prevention have a higher level of clustering, but a lower similarity with their neighbors. Finally, we use individuals’ responses to the AIDS KAP questionnaire to predict one's position (or status) in the social network, as the social network structure is invisible, observable individual responses to the questionnaire is easier to obtain. We then propose an efficient method to choose the nodes based on individuals’ responses to AIDS KAP questionnaire for intervention and network clogging. We found that, compared with a random node selection method, our method is more effective. © 2019 Elsevier B.V.","44","Diseases","Surveys","Clustering coefficient - Exponential distributions - Node selection - Public concern - Shortest path - Small community - Social network structures - Yunnan province",,,"","This work was supported by of Jinan Philosophy and Social Science Planning Project, China (Grant: JNSK18B14).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The relationships between magnetic susceptibility and elemental variations for mineralized rocks","20143600026938","Li, Yu (1, 2); Zuo, Renguang (1); Bai, Yin (1, 2); Yang, Mingguo (2) ","(1) State Key Laboratory of Geological Processes and Mineral Resources, China University of Geosciences, Wuhan; 430074, China (2) Faculty of Earth Resources, China University of Geosciences, Wuhan; 430074, China ","Zuo, Renguang ","Journal of Geochemical Exploration","J. Geochem. Explor.","","Elsevier B.V.","146","","17-26","November 1, 2014","","","2014","English","03756742","","","","10.1016/j.gexplo.2014.07.010","","","","","","","Journal article (JA)","Investigation of the geophysical and geochemical properties of rocks is essential for successful mineral exploration. In the present study, the Itrax core scanner, a fast and nondestructive instrument at China University of Geosciences (Wuhan), was applied to measure the magnetic susceptibility (MS) and elemental variations at specific intervals of two limestone samples collected from the Jinding sediment-hosted Pb-Zn deposit, Yunnan Province (China). Statistical methods, including correlation, cluster, and regression analysis, were used to explore the relationships between rock MS and elemental variations of Zn, Fe, Pb, Ni, Cr, Si and Ca. The resulting correlation analysis demonstrated that concentrations of Fe and Zn were positively correlated with MS, whereas Pb, Si and Ca concentrations were negatively correlated with MS. The resulting cluster analysis and stepwise multiple linear regression analysis between MS and elements concentrations show that Zn, and Cr are the crucial factors responsible for the variability of MS. These results are probably due to the Fe, Ni, and Cr elements existing in the lattice of sphalerite, which contributes positively to the MS of rocks. © 2014 Elsevier B.V.","27","Minerals","Binary alloys - Chromium - Cluster analysis - Lead alloys - Lead zinc deposits - Lime - Linear regression - Magnetic susceptibility - Magnetism - Mineral exploration - Nondestructive examination - Rocks - Scanning - Silicon - Zinc alloys - Zinc sulfide","Correlation analysis - Geochemical properties - Itrax core scanner - Mineralization - Non destructive - Pb-zn deposits - Stepwise multiple linear regression - Yunnan province","482.2 Minerals - 501.1 Exploration and Prospecting Methods - 543.1 Chromium and Alloys - 546.1 Lead and Alloys - 546.3 Zinc and Alloys - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 701.2 Magnetism: Basic Concepts and Phenomena - 723 Computer Software, Data Handling and Applications - 804.2 Inorganic Compounds - 922.2 Mathematical Statistics",,"Number: CUG120116, Acronym: CUGB, Sponsor: China University of Geosciences, Beijing; Number: Wuhan, Acronym: CUGB, Sponsor: China University of Geosciences, Beijing; Number: CUG120501, Acronym: CUGB, Sponsor: China University of Geosciences, Beijing; Number: -, Acronym: CGS, Sponsor: China Geological Survey; Number: NCET-13-1016, Acronym: NCET, Sponsor: Program for New Century Excellent Talents in University; Number: 41372007, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","We thank Prof. Changjiang Li and M. Gettings for constructive comments and suggestions, which improve the quality of this study. This research benefited from the joint financial support from a research project on "Quantitative models for prediction of strategic mineral resources in China" ( 201211022 ) by China Geological Survey , the Fundamental Research Funds for the Central Universities, China University of Geosciences (Wuhan) (Nos. CUG120501 and CUG120116 ), the National Natural Science Foundation of China (No. 41372007 ), and the Program for New Century Excellent Talents in University ( NCET-13-1016 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Preparation of biodiesel from crude rubber seed oil by alkaline transesterification","20124815730135","Wang, Hong (1); Sun, Yanlin (2); Zhang, Li (1) ","(1) Faculty of Science, Kunming University of Science and Technology, Kunming 650093, China (2) Faculty of Chemical Engineering, Kunming University of Science and Technology, Kunming 650093, China ","Wang, H.(e410303a@163.com) ","Advanced Materials Research","Adv. Mater. Res.","International Frontiers of science and; technology Research Association; Hong Kong Control Engineering and Information; Science Research Association","Trans Tech Publications, P.O. Box 1254, Clausthal-Zellerfeld, D-38670, Germany","581-582","1","133-137","2012","Frontiers of Materials, Chemical and Metallurgical Technologies","","2012","English","10226680","","","9783037855126","10.4028/www.scientific.net/AMR.581-582.133","","2012 International Conference on Chemical Engineering, Metallurgical Engineering and Metallic Materials, CMMM 2012","October 12, 2012 - October 13, 2012","KunMing, China","93809","","Conference article (CA)","This paper is focused on the preparation of biodiesel from crude rubber seed oil with high free fatty acids (FFA) content. The rubber seeds were collected in Xishuangbanna, Yunnan province. Two-step synthesis was selected to obtain the product, that is, acid catalyzed esterification was carried out first to decrease the FFA content, then methyl esters of fatty acids can be formed by alkaline transesterification. The reaction conditions of alkaline transesterification were investigated. The results show that the optimum technique is to carry out the reaction at 60°C for 1.5h, with the methanol-to-oil molar ratio 6:1, the catalyst amount 1.0% (g NaOH/ g oil). The yield can reach 75%. GC analysis shows the content of methyl esters of fatty acids is 82.29%. Some properties of biodiesel prepared are also presented. © (2012) Trans Tech Publications, Switzerland.","11","Alkalinity","Biodiesel - Esterification - Esters - Fatty acids - Flood control - Metallurgical engineering - Methanol - Oils and fats - Rubber - Synthesis (chemical) - Transesterification","Alkaline - Alkaline transesterification - Crude rubber - Free fatty acid - Methyl esters - Molar ratio - Optimum technique - Reaction conditions - Rubber seed - Rubber seed oil - Two-step synthesis - Xishuangbanna - Yunnan province","818.1 Natural Rubber - 804.1 Organic Compounds - 802.2 Chemical Reactions - 801.1 Chemistry, General - 531 Metallurgy and Metallography - 523 Liquid Fuels - 454.1 Environmental Engineering, General",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Dai characters processing methods based on wavelet analysis","20105013480047","Zhao, Jingying (1); Guo, Hai (1); Suo, Guojie (1); Shi, Lei (2); Xu, Peng (3) ","(1) Department of Computer Science and Engineering, Dalian Nationalities University, Dalian 116600, China (2) College of Information and Management Science, Henan Agricultural University, Zhengzhou 450002, China (3) Department of Science and Technology, Harbin University, Harbin 150086, China ","Guo, H.(dlguohai@gmail.com) ","Journal of Computational Information Systems","J. Comput. Inf. Syst.","","Binary Information Press, P.O. Box 162, Bethel, CT 06801-0162, United States","6","11","3833-3840","November 2010","","","2010","English","15539105","","","","","","","","","","","Journal article (JA)","Dai character is still in use among Dai peoples in Yunnan Province, China. This paper mainly focuses on the processing method of Dai character. First of all, we extracted the counter of Dai character and remove the background noises by multi-scale wavelet transform, whose result is proved by experiments better than traditional operator. Next, taking its advantage in geometry processing, we created B-Spline Basis Function to decompose the curves, recode the coefficients, and compress the character counters. Comparison experiments showed that this method has the higher Compression Ratio than Run-length Algorithm of Black and White and Contour Algorithm based on Chain Code. Finally, we used B-Spline curves after wavelet transform to compose and add Control Points, expand the distance between the points, which enable to zoom in curves arbitrarily and smoothly. Experiments proved the enlarged counter is smooth and operational efficiency is high. © 2010 Binary Information Press.","15","Wavelet transforms","Algorithms - Codes (symbols) - Compression ratio (machinery) - Curve fitting - Edge detection - Experiments - Mathematical operators - Processing - Splines - Wavelet analysis","B spline curve - B-spline basis function - Background noise - Chain codes - Compression ratios - Contour algorithms - Contour compression - Control point - Dai character processing - Geometry processing - Multi-scale wavelet - Operational efficiencies - Processing method - Run length - Yunnan province","921 Mathematics - 913.4 Manufacturing - 901.3 Engineering Research - 723.2 Data Processing and Image Processing - 716 Telecommunication; Radar, Radio and Television - 618.1 Compressors - 601.2 Machine Components",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Applying a correlation analysis method to long-Term forecasting of power production at small hydropower plants","20154401464045","Li, Gang (1); Liu, Chen-Xi (1); Liao, Sheng-Li (1); Cheng, Chun-Tian (1) ","(1) Institute of Hydropower and Hydroinformatics, Dalian University of Technology, Dalian; 116024, China ","Li, Gang(glee@dlut.edu.cn) ","Water (Switzerland)","Water","","MDPI AG, Postfach, Basel, CH-4005, Switzerland","7","9","4806-4820","2015","","","2015","English","","20734441","","","10.3390/w7094806","","","","","","","Journal article (JA)","Forecasting long-term power production of small hydropower (SHP) plants is of great significance for coordinating with large-medium hydropower (LHP) plants. Accurate forecasting can solve the problems of waste-water and abandoned electricity and ensure the safe operation of the power system. However, it faces a series of challenges, such as lack of sufficient data, uncertainty of power generation, no regularity of a single station and poor forecasting models. It is difficult to establish a forecasting model based on classical and mature prediction models. Therefore, this paper introduces a correlation analysis method for forecasting power production of SHP plants. By analyzing the correlation between SHP and LHP plants, a safe conclusion can be drawn that the power production of SHP plants show similar interval inflow to LHP plants in the same region. So a regression model is developed to forecast power production of SHP plants by using the forecasting inflow values of LHP plants. Taking the SHP plants in Yunnan province as an example, the correlation between SHP and LHP plants in a district or county are analyzed respectively. The results show that this correlation method is feasible. The proposed forecasting method has been successfully applied to forecast long-term power production of SHP plants in the 13 districts of the Yunnan Power Grid. From the results, the rationality, accuracy and generality of this method have been verified. © 2015 by the authors.","24","Small power plants","Correlation methods - Electric power generation - Electric power transmission networks - Forecasting - Hydroelectric power - Hydroelectric power plants - Regression analysis","Correlation analysis - Forecasting methods - Forecasting modeling - Forecasting models - Long-term forecasting - Power production - Small hydro-power plants - Yunnan power grid","611.1 Hydroelectric Power Plants - 706.1.1 Electric Power Transmission - 922.2 Mathematical Statistics",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Experimental study on mechanical properties of rock pile","20110313588091","Huang, Mingkui (1); Yang, Xiwu (1) ","(1) College of Civil Engineering and Architecture, Chongqing Jiaotong University, 400074, Chongqing, China ","Huang, M.(hmksmile@163.com) ","Advanced Materials Research","Adv. Mater. Res.","","Trans Tech Publications, P.O. Box 1254, Clausthal-Zellerfeld, D-38670, Germany","168-170","","303-306","2011","Advances in Building Materials","","2011","English","10226680","","","9780878492077","10.4028/www.scientific.net/AMR.168-170.303","","2011 International Conference on Structures and Building Materials, ICSBM 2011","January 7, 2011 - January 9, 2011","Guangzhou, China","83465","","Conference article (CA)","Rock pile is a typical kind of adverse engineering geologic phenomenon in mountainous engineering construction. In this paper, the Shui-ma(from Shuifu to Maliu Bay) expressway subgrade of rock pile in Yunnan Province is analyzed, and the mechanical properties of the rock pile are studied through indoor experiments. The results indicate that the main factor determining the engineering properties of rock pile is the particle composition, while the most influencing factor is the content of coarse particles. The relevant results can provide reference to engineering properties study of rock pile for other place.","6","Mechanical properties","Building materials - Construction equipment - Piles - Rocks","Adverse geologic phenomenon - Coarse particles - Engineering properties - Experimental studies - Expressway subgrades - Indoor experiment - Influencing factor - Particle composition - Rock pile - Subgrade - Yunnan province","951 Materials Science - 481.1 Geology - 415 Metals, Plastics, Wood and Other Structural Materials - 414 Masonry Materials - 413 Insulating Materials - 412 Concrete - 411 Bituminous Materials - 408.2 Structural Members and Shapes - 405.1 Construction Equipment",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Effects of mechanical activation on physicochemical properties and alkaline leaching of hemimorphite","20103413182233","Tiechui, Yuan (1); Qinyuan, Cao (2); Jie, Li (2) ","(1) State Key Laboratory of Powder Metallurgy, Central South University, Changsha, 410083, China (2) College of Chemistry and Chemical Engineering, Central South University, Changsha, 410083, China ","Jie, L.(lijieliu@mail.csu.edu.cn) ","Hydrometallurgy","Hydrometallurgy","","Elsevier B.V.","104","2","136-141","September 2010","","","2010","English","0304386X","","","","10.1016/j.hydromet.2010.05.008","","","","","","HYDRDA","Journal article (JA)","Effects of mechanical activation on physicochemical properties and alkaline leaching of hemimorphite from Lanping, Yunnan province were studied. The results showed that both dry milling and mechano-chemical milling could enhance zinc extraction rate and shorten the leaching time. Scanning electron microscope (SEM), particle size distribution (PSD), X-ray diffraction (XRD) analysis demonstrated that different milling times and modes could form different morphologies, particle size distributions and crystal structures, thus influence zinc recovery differently. © 2010 Published by Elsevier B.V. All rights reserved.","25","Particle size analysis","Alkalinity - Chemical activation - Chlorine compounds - Electrochemical cutting - Leaching - Milling (machining) - Particle size - Scanning electron microscopy - Size distribution - X ray diffraction analysis - Zinc","Alkaline leaching - Ammonium chloride - Hemimorphite - Mechanical activation - Mechanochemicals - Physicochemical property - Yunnan province - Zinc extraction","546.3 Zinc and Alloys - 604.1 Metal Cutting - 604.2 Machining Operations - 801.1 Chemistry, General - 801.4.1 Electrochemistry - 802.2 Chemical Reactions - 802.3 Chemical Operations - 804 Chemical Products Generally - 922.2 Mathematical Statistics - 951 Materials Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Rescuing a sustainable heritage: Prospects for traditional rammed earth housing in China today and tomorrow","20153901308079","Hu, R. (1); Liu, J. (1) ","(1) School of Architecture, Xi’an University of Architecture and Technology, China ","","Rammed Earth Construction - Proceedings of the 1st International Conference on Rammed Earth Construction, ICREC 2015","Rammed Earth Construction - Proc. Int. Conf. Rammed Earth Construction","Earth Building Association of Australia; Pritchard and Francis; UWA Faculty of Engineering, Computing and Mathematics","CRC Press/Balkema","","","27-32","2015","","1 of 1","2015","English","","","","9781138027701","","","1st International Conference on Rammed Earth Construction, ICREC 2015","February 10, 2015 - February 13, 2015","Perth, WA, Australia","115809","","Conference article (CA)","The paper gives a brief review of the current state of Rammed Earth (RE) housing in China. The review comprises the study of typical patterns of rammed earth houses in different areas, classification of historic and recent rammed earth houses, and an analysis of the changing nature and relationship with traditional rammed earth houses brought about by rapid urbanization. This review is based on a field study in villages in Shaanxi province, Sichuan province, Ningxia province, Yunnan province and Tibet. Two practical rammed earth housing projects are also presented in the paper. Aspects of sustainable development of rammed earth housing in China are discussed including building norms and the impact of occupants seeking a better living standard. © 2015 Taylor & Francis Group, London.","12","Houses","Planning - Sustainable development","Housing projects - Living standards - Rammed earth - Rapid urbanizations - Sichuan province - Typical patterns - West China - Yunnan province","402.3 Residences - 912.2 Management",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Emergency case ontology model and its application in earthquake disaster","20122315090222","Zhao, Jia (1); Deng, Lei (1) ","(1) College of Resource Environmental and Tourism, Capital Normal University, Beijing, China ","Deng, L.(edenglei@139.com) ","Advanced Materials Research","Adv. Mater. Res.","","Trans Tech Publications, P.O. Box 1254, Clausthal-Zellerfeld, D-38670, Germany","518-523","","5793-5797","2012","Advances in Environmental Science and Engineering","","2012","English","10226680","","","9783037854167","10.4028/www.scientific.net/AMR.518-523.5793","","1st International Conference on Energy and Environmental Protection, ICEEP 2012","June 23, 2012 - June 24, 2012","Hohhot, China","89966","","Conference article (CA)","In the field of emergency decision support, emergency cases play an important role. Cases' formal expression is the premise of case application. In this reason, this article mainly researched the construction of emergency case-base, and brings up an emergency case ontology model based on procedure description. Used three-level ontology structure to describe the cases' attributes information. Otherwise, this model can record and describe the emergency's procedures completely by adding the descriptions of development process and response process. Finally, we used the 2009 Yaoan Canton Yunnan Province earthquake response case to verify the model. © (2012) Trans Tech Publications, Switzerland.","11","Earthquakes","Computer aided software engineering - Decision support systems - Ontology","Description of the procedure - Development process - Earthquake disaster - Earthquake response - Emergency decision support - Emergency response - Formal expressions - Ontology model - Response process - Three-level - Yunnan province","484 Seismology - 723 Computer Software, Data Handling and Applications - 903 Information Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Three-dimensional damage analysis of concrete surrounding the spiral case in the Nuozhadu hydropower station","20115214648917","Li, Ze (1); Zhang, Lixiang (1) ","(1) Engineering Mechanics Department, Kunming University of Science and Technology, Kunming 650500, China ","Li, Z.(lize666@yahoo.com.cn) ","Advanced Materials Research","Adv. Mater. Res.","","Trans Tech Publications, P.O. Box 1254, Clausthal-Zellerfeld, D-38670, Germany","393-395","","1048-1053","2012","Biotechnology, Chemical and Materials Engineering","","2012","English","10226680","","","9783037853078","10.4028/www.scientific.net/AMR.393-395.1048","","2011 International Conference on Biotechnology, Chemical and Materials Engineering, CBCME 2011","December 28, 2011 - December 29, 2011","Kunming, China","87902","","Conference article (CA)","Studies have shown that the internal pressure of the spiral case could cause damage of the surrounding concrete, and the damage range and level are possible to grow with the repeated action of water hammer pressure. The security of spiral case structure may be adversely affected by damage of the surrounding concrete. In this paper, the case study of a spiral case which located in Nuozhadu hydropower station in Yunnan Province is presented. In order to analyze the damage effect of surrounding concrete under the repeated maximal water hammer pressure, a three-dimensional finite element model is established by ABAQUS software. In calculation, the contact elements are used to simulate the feature of frictional contact between steel liner and surrounding concrete, and the concrete damage plasticity constitutive model is adopted to describe the tensile characteristic of concrete. At last, according to the results of simulation, the damage range and level are investigated.","8","Three dimensional","ABAQUS - Biotechnology - Chemical analysis - Concretes - Finite element method - Hammers - Hydroelectric power - Hydroelectric power plants - Water hammer","ABAQUS software - Contact elements - Damage - Damage analysis - Damage effects - Damage plasticity - Frictional contact - Internal Pressure - Nonlinear FEM - Nuozhadu Hydropower Station - Repeated loads - Spiral case - Steel liner - Tensile characteristics - Three dimensional finite element model - Water hammer pressure - Yunnan province","921.6 Numerical Methods - 921 Mathematics - 902.1 Engineering Graphics - 804 Chemical Products Generally - 801 Chemistry - 631.1 Fluid Flow, General - 611.1 Hydroelectric Power Plants - 605.2 Small Tools, Unpowered - 461.8 Biotechnology - 421 Strength of Building Materials; Mechanical Properties - 412 Concrete",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
