Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Statistic analysis of shear strength of the slope in Xiang-Lin Road in Yunnan Province","20063110043404","","Xia, Yuan-You (1); Jiang, Chao (1) ","(1) School of Civil Engineering and Architecture, Wuhan University of Technology, Wuhan 430070, China ","Xia, Y.-Y.(xiayy1965@mail.whut.edu.cn) ","Yantu Lixue/Rock and Soil Mechanics","Rock Soil Mech","","Academia Sinica","27","6","920-924","June 2006","","","","2006","Chinese","10007598","","","","","","","","","","Journal article (JA)","The geological conditions in Xiang-Lin Road in Yunnan Province are complex with poor rock quality, far-ranging slopes and numerous clayey gliding mass containing much reduced stones. The test data of this kind of gliding mass are analyzed by the random statistic method and random-fuzzy method. The density function of the shear strength about the gliding mass is worked out firstly. Then the shear strength of the representative slope is acquired in four different ways. At last, the comparison is made between the statistic results so as to get the best indicator.","8","Road construction","Fuzzy sets - Random processes - Rocks - Shear strength - Slope stability - Statistics","Clayey gliding mass - Far-ranging slopes - Random statistics - Random-fuzzy method - Xiang-Lin Road - Yunnan Province","922.2 Mathematical Statistics - 922.1 Probability Theory - 483.1 Soils and Soil Mechanics - 481.1 Geology - 421 Strength of Building Materials; Mechanical Properties - 406.2 Roads and Streets - 405.2 Construction Methods","Applications (APP)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis of the water environmental impacts of the construction of the central Yunnan water diversion project on the Qingshuihai reservoir","20112614105218","","Wang, Xiaoju (1); Ye, Liaoyuan (2) ","(1) School of Life Sciences, KWSG, Yunnan University, Kunming, China (2) Yunnan University, Deputy Secretary General, Yunnan Provincial Government, Kunming, China ","Wang, X.(wxjruth@sohu.com) ","2011 International Conference on Electric Technology and Civil Engineering, ICETCE 2011 - Proceedings","Int. Conf. Electr. Technol. Civ. Eng., ICETCE - Proc.","","IEEE Computer Society","","","6455-6457","2011","2011 International Conference on Electric Technology and Civil Engineering, ICETCE 2011 - Proceedings","","","2011","Chinese","","","9781457702907","10.1109/ICETCE.2011.5776406","5776406","","","","","","Conference article (CA)","Long-distance water diversion projects have become an important part of urban water supply planning. Meanwhile the ecological impacts of long-distance water diversion projects are attracting increasing attention. In 2007, the Qingshuihai water supply project was launched with the purpose of meeting the water demand of the new development zone in Kunming city. During the construction phase, a series of mitigation measures were adopted by the Kunming municipal government to protect the environment. This article focuses on the 4-year monitoring of the water quality of the Qingshuihai reservoir. The analysis has shown that the water quality of the reservoir is better in the dry season than the raining season when the water quality was affected primarily by polluting sources in the reservoir catchment and by the construction activities. The study has also concluded that the implementation of the environmental mitigation measures during the construction phase has played an important role in protecting the water quality of the Qingshuihai reservoir. As the construction activities are near completion, rural non-point sources, sewage and upstream flow will become the major factors affecting the water quality of the reservoir. © 2011 IEEE.","7","Reservoirs (water)","Catchments - Construction industry - Flood control - Quality control - Sewage - Water quality - Water supply - Water supply systems","Central Yunnan water Eversion - Construction activities - Construction phase - Environmental mitigation - Municipal government - Reservoir catchments - Water diversion project - Water supply projects","405 Construction Equipment and Methods; Surveying - 441.2 Reservoirs - 442.1 Flood Control - 445.2 Water Analysis - 446.1 Water Supply Systems - 452.1 Sewage - 913.3 Quality Assurance and Control",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Experimental study on flotation of copper sulfides in Yunnan Province","20143618136289","","Ku, Jian Gang (1); Chen, Hui Huang (2); Liu, Wen Yuan (1) ","(1) College of Zijin Mining, Fuzhou University, Fuzhou, Fujian, 350116, China (2) College of Chemistry and Chemical Engineering, Central South University, Changsha, Hunan, 410083, China ","Ku, J. G.(kkcc22@163.com) ","Advanced Materials Research","Adv. Mater. Res.","","Trans Tech Publications Ltd","1010-1012","","1630-1635","2014","Environmental Protection and Resources Exploitation II","","","2014","English","10226680","16628985","9783038352099","10.4028/www.scientific.net/AMR.1010-1012.1630","","2nd International Conference on Advances in Energy and Environmental Science, ICAEES 2014","June 21, 2014 - June 22, 2014","Guangzhou, China","107137","","Conference article (CA)","The copper ore, which has fine-grained nature and differences in the degree of mineral dissemination, is a kind of low grade sulfide minerals. Tests indicate that not only the grinding fineness but also the combination mode of depressants is one of the most important factors to improve the concentrate grade index. Additionally, according to tests conducted with dosage of lime, the rougher flotation should be operated at a pH of 11. Furthermore, all the depressants used were effective to increase the concentrate grade. By the closed-circuit micro-flotation experiment, satisfied grade index (18.7%Cu with 81% recovery) of the final concentrate was achieved, which could provide reference in industrial applications. © (2014) Trans Tech Publications, Switzerland.","5","Flotation","Copper - Experiments - Ores","Closed circuit - Combination modes - Concentrate grade - Copper sulfides - Copper sulphides - Depressants - Modifiers - Yunnan province","502 Mines and Quarry Equipment and Operations - 504 Mines and Mining, Metal - 505 Mines and Mining, Nonmetallic - 533.1 Ore Treatment - 544.1 Copper - 901.3 Engineering Research",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on network model of fresh agricultural products cold chain logistics in Yunnan province","20164903100494","","Tang, Xiu Ying (1); Yang, Lin Lin (1); Chen, Li Chang (1); Shi, Jie (1); Li, Yu (1); Cheng, Bin (2); Wang, Jing (2) ","(1) Faculty of Mechanical and Electrical Engineering, Yunnan Agricultural University, Kunming; Yunnan, China (2) Kunchuan Design Institute, Kunming; Yunnan, China ","","Information, Computer and Application Engineering - Proceedings of the International Conference on Information Technology and Computer Application Engineering, ITCAE 2014","Proc. Intern. Conf. Inf. Technol. Comput. Appl. Eng. ITCAE","International Frontiers of Science and Technology Research Association Hong Kong Control Engineering and Information Science Research Association","CRC Press/Balkema","","","973-976","2015","Information, Computer and Application Engineering - Proceedings of the International Conference on Information Technology and Computer Application Engineering, ITCAE 2014","","1 of 1","2015","English","","","9781138027176","","","International Conference on Information Technology and Computer Application Engineering, ITCAE 2014","August 11, 2014 - August 12, 2014","Hong Kong, China","159879","","Conference article (CA)","On the basis of thethe survey of fresh agriculture products, cold chain logistics and collection of documentation, we sum up the existing model of cold chain logistics in Yunnan province, which is domestic cold chain logistics system and abroad cold chain logistics system. After that, we proposed the integrated model which includes three types which is the regional cold logistics system, the inter-provincial cold logistics system and abroad cold logistics system. © 2015 Taylor & Francis Group, London.","2","Logistics","Agricultural products - Chains","Agriculture products - Cold chain logistics - Fresh agricultural products - Fresh agriculture produces - Integrated modeling - Logistics system - Network modeling - Yunnan province","602.1 Mechanical Drives - 821.4 Agricultural Products",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on flotation of copper sulfide ore in Yunnan province","20141117442719","","Zhang, Tie Min (1); Fang, Jian Jun (1); Jiang, Tai Guo (1); Wang, Shan (1); Mao, Ying Bo (1) ","(1) Kunming University of Science and Technology, Kunming, 650093, China ","Fang, J. J.(ruiyuanju@126.com) ","Applied Mechanics and Materials","Appl. Mech. Mater.","","Trans Tech Publications","522-524","","1471-1475","2014","Environmental Protection and Sustainable Development","","","2014","English","16609336","16627482","9783038350224","10.4028/www.scientific.net/AMM.522-524.1471","","2013 2nd International Conference on Sustainable Energy and Environmental Engineering, ICSEEE 2013","December 28, 2013 - December 29, 2013","Shenzhen, China","102944","","Conference article (CA)","Floatation experimental research is carried out on a certain complicated ore containing mixed sulphides in Yannan province. For the characteristics of the mine and the scene of the test requirements, the use of mixed flotation-separation process has achieved a successful recovery of useful elements. Combination inhibitors can effectively achieve the separation of copper and sulfur.Under the proper process conditions, the good technical indexes were obtained. © (2014) Trans Tech Publications, Switzerland.","6","Ore treatment","Copper - Flotation - Sulfur compounds","Copper sulfide ores - Experimental research - Mixed sulphides - Process condition - Test requirements - Yunnan province","533.1 Ore Treatment - 544.1 Copper - 804.1 Organic Compounds",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Ore mineralogical characteristics of the Luping lead polymetallic deposit in Heqing of Yunnan Province and their geological implications","20140217179390","","Dou, Song (1, 2); Liu, Ji-Shun (1); Guo, Yuan-Sheng (2); Yan, Jian (2) ","(1) School of Geoscience and Info-Physics, Central South University, Changsha, Hunan 410083, China (2) Yunnan Nonferrous Metals Geological Bureau, Kunming, Yunnan 650051, China ","Dou, S.(dousong@163.com) ","Acta Geoscientica Sinica","Acta Geoscientica Sin.","","Science Press, 16 Donghuangchenggen North Street, Beijing, 100717, China","34","SUPPL.1","87-94","June 2013","","","","2013","Chinese","10063021","","","10.3975/cagsb.2013.s1.13","","","","","","","Journal article (JA)","The Luping lead polymetallic deposit in Heqing is a large-size concealed deposit discovered recently in Heqing, Yunnan Province. It is located on the northern side of the Beiya superlarge gold polymetallic deposit and is a component part and a new deposit type of the porphyry-hydrothermal ore-forming system of the Beiya superlarge gold polymetallic ore field. Based on a review of local geology and a comparative study of the mineralization characteristics of the Beiya deposit, the authors held that there should exist some unsubstantial structures in the axes of Beiya syncline which could provide the channel way and space for the ore-forming fluid from the Wandongshan orthophyre mineralization system. In combination with the existence of good combinatorial anomaly of Pb-Au-Ag-Zn-Cu-As-Sb in the area, the Luping lead polymetallic deposit was eventually discovered by means of drilling. The ore bodies of the deposit are hosted in the fracture zones within limestone of Middle Triassic Beiya Formation and sandstone-mudstone interlayered bedding of Qingtianpu Formation and limestone of Middle Triassic Beiya Formation. Ores of the ore deposit mainly consist of oxidized ores and mixed ores together with minor sulfide ores. The main metal component of the ores is lead along with some accessory components such as gold, silver, iron and zinc. Based on an analysis of the mineralogical characteristics as well as the distribution and modes of occurrence of useful components in the deposit, the authors put forward the suggestion that the relevant research work should be strengthened in further development and utilization of the ore deposit.","13","Ores","Deposits - Gold - Gold deposits - Lead - Limestone - Mineralogy - Ore deposit geology - Silver - Zinc","Geological implications - Heqing - Mineralogical characteristics - Polymetallic - Yunnan","617 Turbines and Steam Turbines - 612 Engines - 547.1 Precious Metals - 546.3 Zinc and Alloys - 546.1 Lead and Alloys - 532 Metallurgical Furnaces - 505 Mines and Mining, Nonmetallic - 504 Mines and Mining, Metal - 502 Mines and Quarry Equipment and Operations - 482 Mineralogy - 414 Masonry Materials",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on the Automatic Generation Control (AGC) coordinated control modes between provincial dispatching and regional dispatching in Yunnan power grid","20115214630859","","Xu, Dan-Li (1); Cai, Bao-Rui (2); Liu, Yan-Quan (3); Liu, Xin (3) ","(1) Graduate Workstation of North China Electric Power University, Yunnan Power Grid Corporation, Kunming, 650217, China (2) Yunnan Electric Power Dispatching Control Center, Kunming, 650011, China (3) North China Electric Power University, Baoding, 071003, China ","Xu, D.-L.(xxddll105@163.com) ","Procedia Engineering","Procedia Eng.","","Elsevier Ltd","15","","800-806","2011","2011 International Conference on Advanced in Control Engineering and Information Science, CEIS 2011","","","2011","English","18777058","","","10.1016/j.proeng.2011.08.149","","2011 International Conference on Advanced in Control Engineering and Information Science, CEIS 2011","August 18, 2011 - August 19, 2011","Dali, Yunnam, China","87786","","Conference article (CA)","With the constant expansion of Yunnan power grid, in current dispatching Automatic generation Control (AGC) mode, the use effect of small and medium-sized hydropower resources in the unified dispatching was not ideal. By building zoning control model artificially, the control targets and their coordinated relationship between main area and sub-areas are explicitly pointed out. The zoning and layered control mode of AGC between provincial dispatching and regional dispatching is put forward. Analysis and comparison are also made of the 'independent zoning and layered control mode' and 'coordinated zoning and layered control mode', and then their existing problems are pointed out. The research can provide the foundation of further study on AGC coordinated control strategies between provincial dispatching and regional dispatching, which can realize single goal and multi-objects of AGC coordinated control in the power grid. © 2011 Published by Elsevier Ltd.","8","Electric power system control","Electric load dispatching - Electric power system interconnection - Electric power transmission networks - Power control - Zoning","Automatic generation control - Co-ordinated control - Control model - Coordinated control strategy - Existing problems - Hydro-power resources - Power networks - Yunnan power grid","706.1 Electric Power Systems - 706.1.1 Electric Power Transmission - 731.3 Specific Variables Control",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Speciation and spatial distribution of Cr in chromite ore processing residue site, Yunnan, China","20171103442604","","Zhou, Guangzhu (1); Yin, Xin (1); Zhou, Jing (1); Cheng, Weiyu (1) ","(1) College of Chemical and Environmental Engineering, Shandong University of Science and Technology, Qingdao; 266590, China ","Zhou, Guangzhu(zhouguangzhu@sdust.edu.cn) ","Acta Geochimica","Acta Geochim.","","Science Press","36","2","291-297","June 1, 2017","","","","2017","English","20960956","23657499","","10.1007/s11631-017-0147-5","","","","","","","Journal article (JA)","Remediation of COPR sites requires the key information including chromium oxidation, speciation and spatial distribution. Samples were gathered from a COPR site in Luliang County in Qujing, Yunnan Province of China. The total Cr, Cr(VI) and chromium species were investigated. Results indicated the concentration of total Cr was between 110.5 and 21,774 mg/kg, and the concentration of Cr(VI) was between 0.1 and 1075 mg/kg. The map of total-Cr and ratio of Cr(VI)/total-Cr (%) showed that the maximum of total-Cr and Cr(VI) appeared in the layers near the surface. In the horizontal direction, the pollution was more serious in the middle and southeast part than that in the west. Additionally, acid extractable chromium increased in the layers at depth from −0.3 to −2.0 m, and it decreased in the deeper layers. There was a trend that the movable Cr(VI) migrated to the deeper layers, and then it turned into Cr(III). Water played an important role for the Cr distribution. Cr(VI) in COPR released to the soil solution after rainfall, and then gravity led the solution down to the deeper layers. After repeated rainfall and leaching, Cr(VI) moved to the deeper soil layers. Due to capillarity and evaporation, Cr(VI) migrated and was enriched at the surface layer. Therefore, measures on controlling water movement should be taken in the remediation of the COPR site. © 2017, Science Press, Institute of Geochemistry, CAS and Springer-Verlag Berlin Heidelberg.","27","Chromium compounds","Chromite deposits - Drilling - Rain - Soil moisture - Spatial distribution","Chromite ore processing residues - Chromium oxidation - Chromium species - Migration - Soil solutions - Surface layers - Water movements - Yunnan province","443.3 Precipitation - 483.1 Soils and Soil Mechanics - 504.3 Heavy Metal Mines - 921 Mathematics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Investigation of pore structure and fractal characteristics of organic-rich shale reservoirs: A case study of Lower Cambrian Qiongzhusi formation in Malong block of eastern Yunnan Province, South China","20155001671382","","Li, Ang (1, 2, 3); Ding, Wenlong (1, 2, 3); He, Jianhua (1, 2, 3); Dai, Peng (1); Yin, Shuai (1); Xie, Fei (1) ","(1) School of Energy Resources, China University of Geosciences, Beijing; 100083, China (2) Key Laboratory for Marine Reservoir Evolution and Hydrocarbon Abundance Mechanism, Ministry of Education, China University of Geosciences, Beijing; 100083, China (3) Key Laboratory for Shale Gas Exploration and Assessment, Ministry of Land and Resources, China University of Geosciences, Beijing; 100083, China ","Ding, Wenlong(dingwenlong2006@126.com) ","Marine and Petroleum Geology","Mar. Pet. Geol.","","Elsevier Ltd","70","","46-57","February 01, 2016","","","","2016","English","02648172","","","10.1016/j.marpetgeo.2015.11.004","","","","","","","Journal article (JA)","In order to study pore structure and fractal characteristics of the organic-rich marine shale, fourteen shale samples from Lower Cambrian Qiongzhusi formation in Malong block of eastern Yunnan province were investigated by organic geochemical analysis (total organic carbon content analysis and thermal maturity analysis), X-ray diffraction (XRD) analysis, porosity and permeability tests, field emission scanning electron microscopy (FE-SEM), low-pressure nitrogen adsorption and methane adsorption experiments. Fractal dimensions D1and D2(at relative pressure of 0-0.5 and 0.5-1, respectively) were obtained from the nitrogen adsorption data using the fractal Frenkel-Halsey-Hill (FHH) method. Not only have the relationships among pore structure parameters of shale, the relationships between TOC content, mineral compositions, pore structure parameters and fractal dimensions been discussed, but also the significance of two fractal dimensions D1and D2and the impact of fractal dimensions on adsorption capacity have been investigated. The results showed that fourteen shale samples have TOC content ranging from 1.25% to 7.72%, two fractal dimensions both increase with the increasing TOC content, and gradually come to a standstill-the curves present the shape of 'parabola'. The major mineralogical compositions of shales are quartz and clay minerals, the quartz contents are between 25.5% and 42.7%, the clay contents are between 26.6% and 44.2%. Fractal dimension D1has a negative correlation with quartz contents and a positive correlation with clay minerals contents, but fractal dimension D2has no apparent relationship with quartz and clay minerals contents. The specific surface area is in the range of 4.98 m2/g-19.66 m2/g, the total pore volume is between 0.00479 cm3/g and 0.01765 cm3/g, and the average pore diameter is between 3.37 nm and 6.02 nm. Two fractal dimensions increase with the increasing surface area and pore volume, and also increase with the decreasing average pore diameter because of the complicated pore surface and structure of small pores. Further investigation indicates that D1represents fractal characteristics from the irregular pore surface, while D2represents fractal characteristics related to the complicated pore structure, and shale samples with larger fractal dimensions have higher methane adsorption capacity. Therefore fractal analysis is helpful to have a better understanding of pore structure and adsorption capacity of marine shale. © 2015 Elsevier Ltd.","47","Fractal dimension","Analytical geochemistry - Clay minerals - Enamels - Field emission microscopes - Gas adsorption - Methane - Nitrogen - Organic carbon - Pore structure - Quartz - Scanning electron microscopy - Shale - X ray diffraction analysis","Adsorption capacities - Eastern Yunnan - Field emission scanning electron microscopy - Methane adsorption capacity - Mineralogical compositions - Nitrogen adsorption - Organic-rich shales - Total organic carbon content","482.2 Minerals - 741.3 Optical Devices and Systems - 801 Chemistry - 802.3 Chemical Operations - 804 Chemical Products Generally - 804.1 Organic Compounds - 813.2 Coating Materials - 921 Mathematics - 931.2 Physical Properties of Gases, Liquids and Solids",,"Number: 2011ZX05018-001-002, Acronym: -, Sponsor: -; Number: 2011ZX05009-002-205, Acronym: -, Sponsor: -; Number: 2016ZX05046-003, Acronym: -, Sponsor: -; Number: 41072098, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 41372139, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This research was supported by the National Natural Science Foundation of China (Project Nos. 41072098 and 41372139 ) and the Important National Science and Technology Specific Projects of China (Nos. 2016ZX05046-003 , 2011ZX05018-001-002 and 2011ZX05009-002-205 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"RETRACTED ARTICLE: The discussion on the economic cooperation of Yunnan in Pan pearl river delta","20112914159987","","Wen, Shuhui (1); Shen, Yuhang (1) ","(1) Facuity of Management and Economics, Kunming University of Science and Technology, Kunming, China ","Wen, S.(swen33@163.com) ","2011 International Conference on E-Business and E-Government, ICEE2011 - Proceedings","Int. Conf. E-Bus. E-Gov., ICEE - Proc.","","IEEE Computer Society","","","8384-8387","2011","2011 International Conference on E-Business and E-Government, ICEE2011 - Proceedings","","","2011","English","","","9781424486946","10.1109/ICEBEG.2011.5887201","5887201","","","","","","","Pan-pearl river delta regional cooperation is the bottom-up, and generated in the framework of a market economy, each partner expects development in the cooperation. However, there is a huge gap between participating provinces in the level of social and economic development in Natural resources. Non-renewable resources, especially the distribution is very uneven, so the manner in a cooperative and the distribution of benefits are not the same. In view of the economic development level of Yunnan is relatively low in the Pan-PRD, by analyzing the main problems of regional economic cooperation in Yunnan, which is very valuable to improve the ways of participating regional economic cooperation in Yunnan. © 2011 IEEE.","12","Economic and social effects","Economics - Gems - Government data processing - Regional planning - Rivers","Economic Co-operation - Economic development - Non-renewable resource - Pearl River delta - Regional cooperation - Regional economic - Social and economic development - Yunnan participation","403.2 Regional Planning and Development - 482.2.1 Gems - 723.2 Data Processing and Image Processing - 971 Social Sciences",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Yunnan geological sun Kunming 650051, China Geochronology and geochemistry of Xiuwacu intrusions, NW Yunnan: Evidences for two-period magnatic activity and mineralization","20163502749332","","Yu, Haijun (1); Li, WenChang (1) ","(1) Faculty of Earth Resource, China University of Geosciences, Wuhan; 430074, China ","","Yanshi Xuebao/Acta Petrologica Sinica","Yanshi Xuebao/Acta Petrol. Sin.","","Science Press","32","8","2265-2280","2016","","","","2016","Chinese","10000569","20958927","","","","","","","","","Journal article (JA)","Two-period igneous intrusions have been distinguished by zircon LA-ICP-MS U-Pb doling in the Xiuwaeu Mo-W deposit that the earlier period is Late Indosinian ( 2(H). 93 ±0.65Ma) porphyritic biolite granites and the later period is I- Ate Yanshanian (83. 57 ±0. 32Ma) monzonitic granites. Tle Mo-W mineralizations are genetically related to the I- Ate Yanshanian monzonitic granite. The late Yanshanian monzonitic granites are metal u mi nous or slightly peraluminous granites, with high Si02, K2O+ Na2O, and Ca2Al, and relatively low CaO, MgO. and P205O. 'Hie monzonitic granites are enriched in light rare earth elements ( LREEs), Rb, Th, U, Nb and Zr but depleted in Ba. Sr. and P, with significantly negative Eu anomalies, and show highly fractionated I- Type granites affinities. These characteristics indicate that the monzonitic granites were generated under a late-or post-collision environment related to the IJjasa-Qiangtang collision during the late Cretaceous. In addition, the monzonitic granites origin predominately through partial melting of mafic-intermediate lower continental crust, which provide ore metals for Mo-W mineralization. Comparing to the I .ate Yanshanian monzonitic granites, the I .ate Indosinian porphyritic biotite granites present lower Si02, K2O + Na2O, and A/CNK, and relatively higher CaO, MgO, and P2O05O. The porphyritic biotite granites are enriched in light rare earth elements ( LREEs), Rb, 'II) and U, I tut depleted in Nb, Ta, Zr, and Hf, and shown cale - Alkaline arc- Type granites affinities. The porphyritic biotite granites were generated under a late- or post-collision environment related to the Yidun Arc and Songpan-Canzi Belt collision, and derived from partial melting of subduetion-modified lower crust.","77","Granite","Binary alloys - Exploratory geochemistry - Geochronology - Lead alloys - Magnesia - Melting - Mica - Mineralogy - Ores - Rare earth compounds - Rare earth elements - Rare earths - Silicate minerals - Sodium compounds - Tungsten deposits - Zircon","Cranites - Late triassie epoch - Northwest Yunnan - Xiuwacu - Yidun - Zircon U-Pb dating","481 Geology and Geophysics - 482 Mineralogy - 504.3 Heavy Metal Mines - 546.1 Lead and Alloys - 547.2 Rare Earth Metals - 802.3 Chemical Operations - 804.2 Inorganic Compounds",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Variations of climate-growth response of major conifers at upper distributional limits in Shika Snow Mountain, Northwestern Yunnan Plateau, China","20174104251780","","Zhang, Yun (1); Yin, Dingcai (1); Sun, Mei (1); Wang, Hang (1); Tian, Kun (1); Xiao, Derong (1); Zhang, Weiguo (1) ","(1) National Plateau Wetlands Research Center, Southwest Forestry University, Kunming; 650224, China ","Zhang, Weiguo(zhangweiguo61@163.com) ","Forests","Forests","","MDPI AG, Postfach, Basel, CH-4005, Switzerland","8","10","","October 4, 2017","","","","2017","English","","19994907","","10.3390/f8100377","377","","","","","","Journal article (JA)","Improved understanding of climate-growth relationships of multiple species is fundamental to understanding and predicting the response of forest growth to future climate change. Forests are mainly composed of conifers in Northwestern Yunnan Plateau, but variations of growth response to climate conditions among the species are not well understood. To detect the growth response of multiple species to climate change, we developed residual chronologies of four major conifers, i.e., George's fir (Abies georgei Orr), Likiang spruce (Picea likiangensis (Franch.) E. Pritz.), Gaoshan pine (Pinus densata Mast.) and Chinese larch (Larix potaninii Batalin) at the upper distributional limits in Shika Snow Mountain. Using the dendroclimatology method, we analyzed correlations between the residual chronologies and climate variables. The results showed that conifer radial growth was influenced by both temperature and precipitation in Shika Snow Mountain. Previous November temperature, previous July temperature, and current May precipitation were the common climatic factors that had consistent influences on radial growth of the four species. Temperature in the previous post-growing season (September-October) and moisture conditions in the current growing season (June-August) were the common climatic factors that had divergent impacts on the radial growth of the four species. Based on the predictions of climate models and our understanding of the growth response of four species to climate variables, we may understand the growth response to climate change at the species level. It is difficult to predict future forest growth in the study area, since future climate change might cause both increases and decreases for the four species and indirect effects of climate change on forests should be considered. © 2017 by the authors.","58","Climate change","Climate models - Forecasting - Forestry - Landforms - Plants (botany) - Snow","Climate condition - Climatic response - Dendrochronology - Hengduan Mountains - Moisture conditions - Northwestern Yunnan - Redundancy analysis - Residual chronology","443 Meteorology - 481.1 Geology - 921 Mathematics",,"Number: 2015Z136, Acronym: -, Sponsor: -; Number: 2012HC007, Acronym: -, Sponsor: -; Number: 31600395, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","Acknowledgments: We gratefully acknowledge the field assistance of Guanglei Chen, Zhenya Liu, and Zhibao Wang. We thank Quanquan Wang with help in improving the quality of the figures. This research was supported by the National Natural Science Foundation of China (31600395), the Key Program of the Educational Department of Yunnan Province (2015Z136), and the Plateau Wetlands Science Innovation Team of Yunnan Province (2012HC007).","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Regional tourism transportation network service level evaluation and layout optimization-study on yunnan province as example","20130615985535","","Liang, Feiwen (1); Ji, Xiaofeng (2); Chen, Fang (2) ","(1) Faculty of Transportation Engineering, Kunming University of Science and Technology, Kunming, 650500, China (2) School of Social Sciences, Kunming University of Science and Technology, Kunming, China ","Liang, F.(liangfeiwen@126.com) ","CICTP 2012: Multimodal Transportation Systems - Convenient, Safe, Cost-Effective, Efficient - Proceedings of the 12th COTA International Conference of Transportation Professionals","CICTP: Multimodal Transp. Syst. - Convenient, Safe, Cost-Eff., Effic. - Proc. COTA Int. Conf. Transp. Prof.","Transp. Dev. Inst. (T DI) Am. Soc. Civ. Eng.; Transp. Res. Board (TRB) U.S. Natl. Acad.","American Society of Civil Engineers (ASCE)","","","301-309","2012","CICTP 2012: Multimodal Transportation Systems - Convenient, Safe, Cost-Effective, Efficient - Proceedings of the 12th COTA International Conference of Transportation Professionals","","","2012","English","","","9780784412442","10.1061/9780784412442.033","","12th COTA International Conference of Transportation Professionals: Multimodal Transportation Systems - Convenient, Safe, Cost-Effective, Efficient, CICTP 2012","August 3, 2012 - August 6, 2012","Beijing, China","95265","","Conference article (CA)","To improve the service level of the regional tourism transportation network, the characteristics of tourist travel behaviors are analyzed and the morphology of the regional tourism transportation network is presented, the service levels of three regional tourism transportation networks (aviation, railway, and highway) are evaluated using DEA method in Yunnan province. The results show that the characteristics of tourist travel behaviors and the morphology of the tourism transportation network are important indexes of regional tourism transportation network evaluation, and the lower service level of railway network will be enhanced by improving the node reliability, network density and network average speed. Furthermore, according to node distribution and morphology structure of network, the specific layout optimization countermeasures of the regional tourism transportation are proposed. © 2012 American Society of Civil Engineering.","4","Multimodal transportation","Cost effectiveness - Morphology - Railroad transportation - Railroads","Layout optimization - Morphology structures - Network density - Node distribution - Railway network - Transportation network - Travel behaviors - Yunnan province","432 Highway Transportation - 433 Railroad Transportation - 433.1 Railroad Transportation, General - 911.2 Industrial Economics - 951 Materials Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
