Title,Accession number,Title of translation,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Abies georgei population structure and dynamics of the Baima snow mountain, Yunnan, China","20141117442639","","Zhao, Ru (1); Deng, Xi Qing (2); Wu, Gong Sheng (3); Li, Li (3) ","(1) Kunming University of Science and Technology, Kunming 650093, China (2) Information Center of Kunming Branch, Yunnan institute of Forestry Inventory and Planning, Kunming 650200, China (3) Wildlife Management and Ecosystem Health Center, Yunnan University of Finance and Economics, Kunming 650221, China ","Li, L.(lilyzsu@gmail.com) ","Applied Mechanics and Materials","Appl. Mech. Mater.","","Trans Tech Publications","522-524","","1059-1064","2014","Environmental Protection and Sustainable Development","","","2014","English","16609336","16627482","","9783038350224","10.4028/www.scientific.net/AMM.522-524.1059","","2013 2nd International Conference on Sustainable Energy and Environmental Engineering, ICSEEE 2013","December 28, 2013 - December 29, 2013","Shenzhen, China","102944","","Conference article (CA)","Climate change will result in the distribution range of plants that have changed and the impact on wildlife habitat quality. We will explore the Baima Snow Mountain Nature Protection Area Abies georgei population structure change and climate change impact on the growth of Abies georgei population, which can offer theoretical basis for biodiversity protection. Understanding the ecological characteristics is necessary to analyse it's population structure and probe into the causes. We set up 27 sample plots for field study above 3300m of Baima Snow Mountain in the northwest of Yunnan Province. We mapped age class distribution and number of survival individuals at different altitudes for analyzing the population age, structure and quantitative characteristics. Abies georgei has a stable development on mid-altitude. The population at mid-altitude showed a growing trend with a large proportion of saplings and number of individuals decreased with increase of age. The age structure and densities of low altitude shows a distinct increase in the number of survival individuals. Compared with other altitudes, Abies georgei population of each age classes is reasonable, except declining of age class I. The abnormal growth of juveniles at low and high altitudes, which may be caused by climate changes, becomes the disadvantage of Abies georgei population in the future. © (2014) Trans Tech Publications, Switzerland.","12","Population distribution","Biodiversity - Climate change - Environmental protection - Landforms - Population statistics - Snow","Age structures - Baima snow mountain - Biodiversity protection - Climate change impact - Ecological characteristics - Population - Population structures - Quantitative characteristics","405.3 Surveying - 443.3 Precipitation - 451 Air Pollution - 454 Environmental Engineering - 454.2 Environmental Impact and Protection - 461 Bioengineering and Biology - 481.1 Geology - 922.2 Mathematical Statistics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Identification and biodiversity of lactic acid bacteria species in Sani dairy cake and acid whey for dairy cake in Yunnan","20134416914416","","Yang, Xi-Liang (1); Chen, Shao-Qian (1); Yin, Jian-Zhong (1); Pan, Hong-Mei (1); Wang, Qi (1); Wang, Song-Mei (1); Wu, Zhi-Shuang (1); Wu, Shao-Xiong (1) ","(1) Nutrition and Food Institute, School of Public Health, Kunming Medical University, Kunming 650500, China ","Wu, S.-X. ","Modern Food Science and Technology","Mod. Food Sci. Technol.","","South China University of Technology, Guangzhou, 510640, China","29","9","2131-2140","September 2013","","","","2013","Chinese","16739078","","","","","","","","","","","Journal article (JA)","Lactic acid bacteria were isolated from 25 goat milk cakes and 5 acid whey samples produced in Shilin, Yunnan, to investigate evolutionary path of lactic acid bacteria and the genetic relationship between different bacterial strains. The bacteria were then identified by combination of sequencing 16S rRNA gene and the classical identification methods. Among 73 strains isolated from 30 samples, 46 Bacilli were of 13 strains from 4 different genera. And 27 Cocci were of 9 strains from 5 different genera goat milk cakes, among which Lactobacillus plantarum and Weissella confuse were dominant strains accounting for the 19.18% and 15.07%, respectively of these isolated strains. Lactic acid bacteria was diversity, which might be due to geographical environment, geomorphic feature, climate condition, producing method, curd time, living habits, milk containers and sanitary condition of Yunnan-Sani.","12","Dairies","Bacilli - Biodiversity - Dairy products - Identification (control systems) - Lactic acid - RNA","Bacterial strains - Evolutionary path - Genetic relationships - Geographical environment - Identification method - Isolation - Lactic acid bacteria - Lactobacillus plantarum","454 Environmental Engineering - 461 Bioengineering and Biology - 731.1 Control Systems - 822.1 Food Products Plants and Equipment - 822.3 Food Products",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The construction, problems and solutions of yunnan germanium technology Chain","20133016540867","","Li, Fuchang (1) ","(1) School of Economics and Management, Yunnan Normal University, Kunming, Yunnan,650500, China ","Li, F.(fuchanglikt@126.com) ","Advanced Materials Research","Adv. Mater. Res.","Northeastern University; Harbin Institute of Technology; Jilin University; Hong Kong Industrial Technology Research Centre","Trans Tech Publications Ltd, Kreuzstrasse 10, Zurich-Durnten, CH-8635, Switzerland","712-715","","778-783","2013","Advances in Manufacturing Science and Engineering","","","2013","English","10226680","","","9783037857243","10.4028/www.scientific.net/AMR.712-715.778","","4th International Conference on Manufacturing Science and Engineering, ICMSE 2013","March 30, 2013 - March 31, 2013","Dalian, China","97852","","Conference article (CA)","Germanium technology chain is technically interdependent between germanium intra-industry and industry, as a technical interface between the 'chain', it's a series of processes between germanium intra-industry and related industries for the products or services of the final transaction the germanium. Yunnan has initially formed set germanium mining, deep processing, research and development of more complete integration of germanium technology chain. But Yunnan downstream processing technology chain only extended to the end products, accessories production. And the high value-added end products do not yet have the production technology to build a competitive technology chain. Therefore, Yunnan has to improve the technical level of the prior art chain, integrated innovation of technology chain, the introduction of the end-product technology chain, vigorously develop the build germanium manufacturing technology chain, development germanium reverse reuse, recycle, recycling and environmentally friendly processing technology chain positively.So that Yunnan technology chain can be developed and improved very well. © (2013) Trans Tech Publications, Switzerland.","10","Technology","Germanium - Industry - Manufacture - Recycling","Chain extension - Downstream-processing - End-products - Environmentally friendly processing - Manufacturing technologies - Problems and Solutions - Production technology - Research and development","913.4 Manufacturing - 913 Production Planning and Control; Manufacturing - 912 Industrial Engineering and Management - 911 Cost and Value Engineering; Industrial Economics - 901 Engineering Profession - 804 Chemical Products Generally - 452.3 Industrial Wastes",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Comparative study of four kinds of drought monitoring methods in Yunnan Province","20161502221172","","Zhao, Min (1); Hu, Wenying (1) ","(1) Department of Tourism and Geography, Yunnan Normal University, Kunming, China ","Hu, Wenying(402042525@gg.com) ","International Conference on Geoinformatics","Int. Conf. Geoinformatics","China Association for Geographic Information Service; Chinese Society for Surveying, Mapping and Geoinformation; Natural Resources and Geospatial Information Committee, China Information Association; Wuhan Zondy Cyber Group Co., Ltd","IEEE Computer Society","2016-January","","","January 11, 2016","Proceedings - 23rd International Conference on Geoinformatics 2015, Geoinformatics 2015","","1of1","2016","English","2161024X","21610258","","9781467376631","10.1109/GEOINFORMATICS.2015.7378595","7378595","23rd International Conference on Geoinformatics, Geoinformatics 2015","June 19, 2015 - June 21, 2015","Wuhan, China","119044","","Conference article (CA)","The winter in 2009 to the spring in 2010 is hundred years encounter drought period of Yunnan Province. MODIS remote sensing data was used in 2010 and 2012 to compare the four methods which one is suitable in Yunnan Province. Then monitoring drought situation in Yunnan Province by four methods: Vegetation Condition Index (VCI), The Temperature Vegetation Index (TVDI), Cloud Parameters Method, and the Standard Precipitation Index (SPI), contrasting the result. The results showed that: TVDI, VCI can better respond to real time and spatial distribution of drought, Results are lighter than others by VCI method. It well tell the degree of drought conditions in Yunnan province that the cloud parameters dose. A number of factors should be considered when monitoring drought in Yunnan Province by SPI or cloud parameters method to make the monitoring result more suitable. © 2015 IEEE.","16","Drought","Radiometers - Remote sensing - Spectrometers - Stream flow - Vegetation","Cloud parameters - Moderate resolution imaging spectrometers - Standard precipitation indices - Vegetation condition indices - Vegetation index","407.2 Waterways - 444 Water Resources - 741.3 Optical Devices and Systems - 944.7 Radiation Measuring Instruments",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis on industrial land efficiency of Central Yunnan economic zone based on big-dat","20171203477719","","Lede, Niu (1, 2); Meiying, Jiang (2) ","(1) Yunnan Normal University, Teaching Affairs Office, Kunming; 650500, China (2) Yunnan Normal University, Tourism and Geographical Science College, Kunming; 650500, China ","Meiying, Jiang(niulede@163.com) ","Proceedings - 2016 International Conference on Robots and Intelligent System, ICRIS 2016","Proc. - Int. Conf. Robots Intell. Syst., ICRIS","","Institute of Electrical and Electronics Engineers Inc.","","","111-116","November 28, 2016","Proceedings - 2016 International Conference on Robots and Intelligent System, ICRIS 2016","","1 of 1","2016","English","","","","9781509041541","10.1109/ICRIS.2016.23","7757089","2016 International Conference on Robots and Intelligent System, ICRIS 2016","August 27, 2016 - August 28, 2016","Zhangjiajie, China","125211","","Conference article (CA)","To speed up the industrial transformation,promote enterprise technology improvement and improve the efficiency of industrial of industry, This study use of DEA and Malmquist Index model decomposition method, comparative analysis of the 2006-2011 period under the background of big data, the differences in four cities in Central and industrial land in the process of change in total factor productivity in the rapid urbanization. The results prove that: l.Yunnan urban industrial land productivity are quite different. Difference between the productivity of industrial land in Central. 2.returns to scale urban industrial land in Central region are showing a decreasing trend. 3.Yunnan urban industrial TFP index most decline. Therefore, accelerating industrial restructuring and upgrading, investments in technology, and promoting technical improvements are realized the only way to enhance the efficiency of industrial land. © 2016 IEEE.","16","Industrial economics","Big data - Efficiency - Intelligent robots - Intelligent systems - Metadata - Productivity","Comparative analysis - Economic zones - Enterprise technology - Industrial land - Industrial restructuring - Industrial transformations - Technical improvement - Total factor productivity","723.2 Data Processing and Image Processing - 723.4 Artificial Intelligence - 731.6 Robot Applications - 911.2 Industrial Economics - 913.1 Production Engineering",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Porphyry copper mineral mapping using hyperspectral hyperion data in Zhongdian Area,Yunnan Province,China","20142617865527","","Xing, Xuewen (1); Hu, Guangdao (2) ","(1) State Key Laboratory of Geological Processes and Mineral Resources, China University of Geosciences, Beijing, 100083, China (2) State Key Laboratory of Geological Processes and Mineral Resources, Institute of Mathematical Geology and Remote Sensing Geology, China University of Geosciences, Wuhan, 430074, China ","","Geomathematics and GIS Analysis of Resources, Environment and Hazards - Annual Conference of the International Association for Mathematical Geology, IAMG 2007","Geomathematics GIS Anal. Resour., Environ. Hazards - Annu. Conf. Int. Assoc. Math. Geol., IAMG","China Geological Survey; China University of Geosciences; et al.; International Association for Mathematical Geology; NSFC; York University","CONFERENCE SECRETARIAT,China University of Geosciences, IAMG 2007","","","123-126","2007","Geomathematics and GIS Analysis of Resources, Environment and Hazards - Annual Conference of the International Association for Mathematical Geology, IAMG 2007","","","2007","English","","","","","","","Annual Conference of the International Association for Mathematical Geology: Geomathematics and GIS Analysis of Resources, Environment and Hazards, IAMG 2007","August 26, 2007 - August 31, 2007","Beijing, China","105720","","Conference article (CA)","The purpose of this study was to use the Hyperion hyperspectral data to remotely map unique porphyry copper alteration over Zhongdian arc island belt. The Zhongdian area, an emerging industrial base of copper resources, is located in the northeast of Yunnan province of China. Nineteen porphyry deposits have been founded among the arc island belt and the new discovered Pulang porphyry copper deposit is regarded as exceedingly large scale deposit. Now this area has become a focus area by geologists and mining industries. To find more copper potential area, four scenes of Hyperion hyperspectral data have been acquired in 2003. FLAASH was used to remove atmospheric effects and calibrate the radiation data to reflectance data. Then the SAM classification technology successfully mapped the distribution of jarosite, pyrite, hematite, chlorite, lepidolite,calcite and nontronite based on reference mineral spectral from USGS mineral spectral library. Rock types were also mapped according to the field measurement spectral, and it depicts partial distribution of diorite-porphyry and Quartz-monzonite porphyry which is highly associated with copper deposits. The results show that mineral maps derived from hyperspectral analysis are extremely valuable for exploration, especially in remote sites such as Zhongdian area.","13","Economic geology","Calcite - Copper deposits - Deposits - Hazards - Hematite - Mica - Mineral exploration - Pyrites - Radiation effects - Spectrometers","Atmospheric effects - Classification technology - Diorite porphyries - Hyperspectral analysis - Hyperspectral Data - Partial distributions - Porphyry copper deposits - Spectral libraries","481.1 Geology - 482.2 Minerals - 501.1 Exploration and Prospecting Methods - 504.3 Heavy Metal Mines - 741.3 Optical Devices and Systems - 914.1 Accidents and Accident Prevention",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Research on the development of yunnan's financial industry: 2010-2016","20181705044540","","Li, Meijuan (1) ","(1) School of Economics and Management, Yunnan Normal University, Kunming; 650500, China ","Li, Meijuan(limeijuan927@163.com) ","ACM International Conference Proceeding Series","ACM Int. Conf. Proc. Ser.","","Association for Computing Machinery","","","72-76","October 27, 2017","2017 8th International Conference on E-Business, Management and Economics, ICEME 2017","","1 of 1","2017","English","","","","9781450353670","10.1145/3157754.3157774","","8th International Conference on E-Business, Management and Economics, ICEME 2017","October 27, 2017 - October 29, 2017","Birmingham, United kingdom","133047","","Conference article (CA)","As the market economy continues to improve, it is increasingly important for the status and role of the financial industry in modern social and economic development. I analyze situation of the 2010-2016 financial industry in Yunnan Province from the financial scale, pace of development finance, financial structure, financial benefits and financial innovation, and carefully analyze the main problems of financial industry. We find that the overall size of the financial sector is too small not to conducively support economic growth, financial credit level is low, the use of funds is inefficiency, the financial structure has been an unbalanced development, and the financing difficulties and expensiveness of the real economy are still outstanding. In order to provide financial support for Yunnan's economic development and building a moderately prosperous society. I propose countermeasures to promote development of financial, based on economic and social development of Yunnan Province. © 2017 Copyright is held by the owner/author(s).","11","Finance","Economic and social effects - Electronic commerce","Economic and social development - Economic development - Financial benefits - Financial development - Financial innovation - Financial scale - Financial structures - Social and economic development","723.5 Computer Applications - 971 Social Sciences",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Impacts of biofuel policy on the regional economy and carbon emission reduction in Yunnan, China","20190206351487","","Wang, Zanxin (1); Wei, Wei (1); Calderon, Margaret (2); Liao, Xianchun (3) ","(1) School of Development Studies, Yunnan University, Kunming, China (2) Institute of Renewable Natural Resources, University of the Philippine Los Baños, Los Baños, Philippines (3) School of Green Development Studies, Jinan University, Jinan, China ","Wang, Zanxin(wzxkm@hotmail.com) ","Energy and Environment","Energy Environ.","","SAGE Publications Inc.","30","5","930-948","August 1, 2019","","","","2019","English","0958305X","20484070","","","10.1177/0958305X18813729","","","","","","EENVE2","Journal article (JA)","Promoting biodiesel industrialization is not only an important measure in addressing the energy crisis and global warming but is also a driver for industrial restructuring and rural development. To promote the development of the biofuel industry, the Chinese central government has set a target that biofuel will account for 15% of transport energy consumption by 2020. The macroeconomic impacts of this policy, however, are unknown. This paper estimates the economic and environmental impacts on Yunnan of meeting this target using a demand-driven input–output model for Jatropha curcas L. biodiesel. The study combines life-cycle analysis and input–output analysis to establish the industrial relationship of the biodiesel sector with other sectors. The results show that meeting the biofuel policy target in 2020 will generate 296,780 thousand job opportunities annually (man-year) and increase household income. Meeting this target will also lower carbon emission by 11.39 million tonnes of CO2 equivalent, valued at 2.41 billion Yuan. However, meeting the target will decrease tax revenue by 1.8 billion Yuan and reduce the provincial gross domestic product by 754.95 million Yuan. Thus, the industrialization of J. curcas L. biodiesel can contribute to the development of a green economy and is a positive response to the policies of energy conservation and emission reduction. The promotion of biodiesel production, however, requires a trade-off between economic and environmental targets. © The Author(s) 2018.","42","Industrial economics","Biodiesel - Carbon - Economic and social effects - Emission control - Energy policy - Energy utilization - Global warming - Life cycle - Regional planning","Carbon emission reductions - Economic impacts - Jatropha biodiesels - Life cycle analysis - Output analysis","403.2 Regional Planning and Development - 443.1 Atmospheric Properties - 451.2 Air Pollution Control - 523 Liquid Fuels - 525.3 Energy Utilization - 525.6 Energy Policy - 804 Chemical Products Generally - 911.2 Industrial Economics - 971 Social Sciences",,"Number: C176240202015, Acronym: YNU, Sponsor: Yunnan University; Number: 71463065, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","The authors disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: The study was funded by the National Natural Science Foundation of China (71463065) and the project of Yunnan University on the study of energy transition and green economic development (C176240202015).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Impact of land-use change on soil properties in a typical karst agricultural region of Southwest China: A case study of Xiaojiang watershed, Yunnan","20063110040835","","Jiang, Yong-Jun (1); Yuan, Dao-Xian (1, 3); Zhang, Cheng (1, 3); Kuang, Ming-Sheng (1); Wang, Jian-Li (1); Xie, Shi-You (1); Li, Lin-Li (1); Zhang, Gui (2); He, Rao-Sheng (2) ","(1) College of Resources and Environment Science, Southwest University, Chongqing 400715, China (2) Institute of Geology Investigation in Yunnan Province, Kunming 650041, China (3) Institute of Karst Geology, CAGS, Karst Dynamics Laboratory, M L R Guilin 541004, China ","Jiang, Y.-J.(jiangjyj@swu.edu.cn) ","Environmental Geology","Environ. Geol.","","Springer Verlag","50","6","911-918","August 2006","","","","2006","English","09430105","","","","10.1007/s00254-006-0262-9","","","","","","ENGOE9","Journal article (JA)","Xiaojiang watershed is a typical karst agricultural region of Yunan Province, China. A case study of land-use changes documents changes of soil properties from 1982 to 2003. The results are as follows: (1) The total land use transformed covers 610.12 km2, of which land use changed from unused land into cultivated land and forestland, and forestland into cultivated land during the past 20 years in Xiaojiang watershed. (2) The rapid growth of population and economic development were the main driving forces of cultivated land increase. (3) Soil properties showed modification owing to different land-use changes. The contents of the soil organic matter, total nitrogen, and total phosphorus in 2003 were significantly lower than that in 1982 after the forestland and unused land were transformed into the cultivated land, but the soil pH increased significantly in 2003. Organic matter, total nitrogen, and total phosphorus for shorter-time reforestation land declined, but the pH increased. Soil properties have improved significantly after cropland was transformed into orchard land. The organic matter, total nitrogen, total phosphorus, available nitrogen, and available phosphorus declined significantly, but pH increased significantly after rock desertification. © Springer-Verlag 2006.","15","Land use","Nitrogen - Organic minerals - pH effects - Phosphorus - Population statistics - Reforestation - Soil mechanics - Sustainable development - Watersheds","China - Land-use change - Soil properties - Typical karst agricultural region - Yunnan Province","922.2 Mathematical Statistics - 901.4 Impact of Technology on Society - 821.0 Woodlands and Forestry - 811.1.2.4 Paper Mill Water and Power - 811.0.1 Biology and Biochemistry - 804 Chemical Products Generally - 801.1 Chemistry, General - 483.1 Soils and Soil Mechanics - 482.2 Minerals - 444.1 Surface Water - 403 Urban and Regional Planning and Development","General review (GEN)","Number: SWNUB2005035, Acronym: -, Sponsor: -; Number: 200310400024, Acronym: MLR, Sponsor: Ministry of Land and Resources of the People's Republic of China; Number: 250-411109, Acronym: -, Sponsor: -; ","Acknowledgements This research was funded by the doctorate foundation of southwest university, China, project code SWNUB2005035; and the physical geography doctorate program open foundation of southwest university China, project code 250-411109, and the project of Ministry of Land and Resources, China, project code 200310400024.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The construction, existing problems and countermeasures of germanium ecological chain in yunnan","20133016541331","","Li, Fu Chang (1) ","(1) School of Economics and Management, Yunnan Normal University, Kunming, Yunnan,650500, China ","Li, F. C.(fuchanglikt@126.com) ","Advanced Materials Research","Adv. Mater. Res.","Northeastern University; Harbin Institute of Technology; Jilin University; Hong Kong Industrial Technology Research Centre","Trans Tech Publications Ltd, Kreuzstrasse 10, Zurich-Durnten, CH-8635, Switzerland","712-715","","3112-3116","2013","Advances in Manufacturing Science and Engineering","","","2013","English","10226680","","","9783037857243","10.4028/www.scientific.net/AMR.712-715.3112","","4th International Conference on Manufacturing Science and Engineering, ICMSE 2013","March 30, 2013 - March 31, 2013","Dalian, China","97852","","Conference article (CA)","The germanium metal industry of Yunnan ecological damage, environmental pollution problems are more serious, so to research Yunnan's the Ecological Chain of Germanium has important theoretical value and practical significance. In this paper, reference to the existing research on the basis of ecological chain, analysis the Ecological Chain of Germanium in internal combustion; then based on the researching data to construct the model of the Ecological Chain of Germanium; the data on the basis of research to construct ecological chain model of germanium; Then from the low rate mineral recovery, backward of remanufacturing technology, insufficient of sewage and waste gas treatment investment etc to analysis the problems of Yunnan's the Ecological Chain of Germanium; aiming at these problems from the optimization of key enterprise, horizontal and vertical industry chain and compensation chain enterprises etc puts forward the corresponding countermeasures. © (2013) Trans Tech Publications, Switzerland.","8","Ecology","Germanium - Manufacture - Mineral industry - Research - Sewage - Waste treatment","Ecological chains - Ecological damage - Environmental pollution problem - Existing problems - Internal combustion - Metal industries - Theoretical values - Waste gas treatment","901.3 Engineering Research - 804 Chemical Products Generally - 537.1 Heat Treatment Processes - 501 Exploration and Prospecting - 454.3 Ecology and Ecosystems - 452.4 Industrial Wastes Treatment and Disposal - 452.1 Sewage",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Aroma quality evaluation of Yunnan black tea by multiple statistics analysis","20140417231125","","Ren, Hong-Tao (1); Zhou, Bin (1); Qin, Tai-Feng (1); Xia, Kai-Guo (1); Fang, Lin-Jiang (2) ","(1) Yunnan Flavor and Fragrance Research and Development Center, Kunming 650051, China (2) Tea Research Institute of Science, Lincang 677000, China ","Ren, H.-T. ","Modern Food Science and Technology","Mod. Food Sci. Technol.","","South China University of Technology, Guangzhou, 510640, China","29","12","3006-3013+3045","2013","","","","2013","Chinese","16739078","","","","","","","","","","","Journal article (JA)","To compare and evaluate the aroma quality of Yunnan black tea, the aroma compounds of 30 Yunnan black tea samples were extracted by simultaneous distillation extraction (SDE), the main constituents contents were determined by GC-MS and analyzed by sensory evaluation. Taking the contents of 16 main aroma components as the indices, the quality of samples was assessed by multiple linear regression analysis, principal component analysis and cluster analysis methods. Results showed that the quality of black tea was closely related with the contents of hexanal, (E)-2-hexanal, phenylacetaldehyde, linalool oxide, linalool, geraniol and β-ionone. The correlation equation was as: Y=88.027+0.53X1-0.596X2-0.239X3 +0.246X4+0.12X5 -0.052X6-5.615X7, R2=0.902. The principal component analysis showed that four of main components contributed 77.156% to the aroma quality of Yunnan black tea. The cluster analysis was useful for the classification of Yunnan black tea. The multiple linear regression analysis provides a new method for evaluating aroma quality of black tea.","13","Cluster analysis","Alcohols - Distillation - Linear regression - Odors - Principal component analysis","Aroma constituents - Black tea - Cluster analysis methods - Correlation equation - Multiple linear regression analysis - Phenylacetaldehyde - Simultaneous distillation extraction - Statistics analysis","451.1 Air Pollution Sources - 723 Computer Software, Data Handling and Applications - 802.3 Chemical Operations - 804.1 Organic Compounds - 922 Statistical Methods - 922.2 Mathematical Statistics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Fermentation capacity of superior lactic acid bacteria identified from milk cake and acid whey from Sani area of Yunnan Province","20160101761518","","Yang, Yu-Sen (1); Pan, Hong-Mei (1); Yin, Jian-Zhong (1); Fu, Qiang (1); Feng, Yue-Mei (1); Wang, Song-Mei (1); Wu, Zhi-Shuang (1); Wu, Shao-Xiong (1) ","(1) Department of Nutrition and Food Science, School of Public Health, Kunming Medical University, Kunming, China ","Wu, Shao-Xiong ","Modern Food Science and Technology","Mod. Food Sci. Technol.","","South China University of Technology","31","11","107-112 and 100","November 15, 2015","","","","2015","Chinese","16739078","","","","10.13982/j.mfst.1673-9078.2015.11.018","","","","","","","Journal article (JA)","The lactic acid bacterial strains SDC4-1, MDC3-1, and WDC3-1 were isolated from milk cake and acid whey obtained from Sani area of Yunnan province. A superior strain was identified based on acid resistance and bile salt tolerance tests. The fermentation capability of the superior strain was studied in terms of acid production, post-acidification acetaldehyde production, protease activity, and β-galactosidase assay. All three strains were found to be acid tolerant; MDC3-1 showed the strongest acid resistance with a survival rate of 81%; WDC4-1 showed the weakest acid resistance, with survival rate of 52%. However, only SDC4-1 was tolerant to bile, and the survival rate was 81% after being in contact with 0.5% bile salt for 4 hours. Therefore, SDC4-1 was considered the superior strain. In the fermentation test that followed, SDC4-1 strain showed a perfect curd consistency and the fermented yoghourt was rich in flavors. Additionally, high viable count was noted during the storage period, reaching 9.79 lg CFU/g after a 15-day cold storage, which is far more than the national standard. SDC4-1 showed increased rate of acid production, where acidity reached 82.0°T after 13 hours. Meanwhile, SDC4-1 exhibited good post-acidification, good acetaldehyde-producing ability, strong proteolytic activity, and high β-galactosidase production (up to 7.7 μg/mol), while maintaining stable yoghurt quality during cold storage. Therefore, the selected strain, SDC4-1, showing good fermentability, can be considered for use in the preparation of fermented food. © 2015, Editorial Board of Modern Food Science and Technology. All right reserved.","18","Acid resistance","Acetaldehyde - Acidification - Bacteria - Body fluids - Cold storage - Fermentation - Food storage - Lactic acid - Salts","Acid whey - Fermentability - Fermentation capacity - Fermentation tests - Lactic acid bacteria - Milk cake - Protease activities - Proteolytic activities","461.2 Biological Materials and Tissue Engineering - 644.3 Refrigeration Equipment and Components - 802.2 Chemical Reactions - 804.1 Organic Compounds - 822.1 Food Products Plants and Equipment - 822.2 Food Processing Operations",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The ecological concept in Yunnan vernacular architecture and settlement","20113814353602","","Wang, Lili (1); Yang, Zheng (1) ","(1) School of Urban Design, Wuhan University, Wuhan, China ","Wang, L.(Evawang2007@yahoo.com.cn) ","2011 International Conference on Multimedia Technology, ICMT 2011","Int. Conf. Multimedia Technol., ICMT","","IEEE Computer Society","","","1804-1807","2011","2011 International Conference on Multimedia Technology, ICMT 2011","","","2011","English","","","","9781612847740","10.1109/ICMT.2011.6002984","6002984","","","","","","Conference article (CA)","With the development of economy, mainkaind is facing a severe test in solving the problems of environment and development. The sustainable living environment becomes a great research project. The multiple forms of yunnan traditional dwellings and environment reflect the balanced development of residential houses, cultural background and natural ecology, forming regional context and system. This article elaborates on the layout of Yunnan settlements, architecture form, as well as the ecology of natural architecture materials, so as to put forward the ecological perspective using traditional houses for reference. It also can be taken for example on modern architectural and environmental design and open new realms of living environment consciousness. © 2011 IEEE.","5","Ecology","Architecture - Housing - Multimedia systems","Cultural backgrounds - Ecological concepts - Environment and development - Natural architecture - Natural materials - Settlement - Traditional dwellings - Vernacular architecture","402 Buildings and Towers - 403.1 Urban Planning and Development - 454.3 Ecology and Ecosystems - 723.5 Computer Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The empirical study of effectiveness on Blended learning in the western rural middle schools: Take an physics course of a junior school in Qujing, Yunnan Province as an example","20122415104546","","Chen, Shengjian (1); Zhang, Zhongyu (1); Zhou, Qing-Fang (1); Li, Luzhi (2) ","(1) Institute of Educational Technology, Qujing Normal University, Yunnan, China (2) Dean's Office, Western Middle School of Qujing, Yunnan, China ","Chen, S.(qjsycsj@126.com) ","2012 2nd International Conference on Consumer Electronics, Communications and Networks, CECNet 2012 - Proceedings","Int. Conf. Consum. Electron., Commun. Networks, CECNet - Proc.","IEEE","IEEE Computer Society","","","2161-2164","2012","2012 2nd International Conference on Consumer Electronics, Communications and Networks, CECNet 2012 - Proceedings","","","2012","English","","","","9781457714153","10.1109/CECNet.2012.6202007","6202007","2012 2nd International Conference on Consumer Electronics, Communications and Networks, CECNet 2012","April 21, 2012 - April 23, 2012","Three Gorges, China","90025","","Conference article (CA)","Take an experimental middle school of rural-distance education projects in the west area of China as an example, The paper constructs and implements a rural-distance education model based on Moodle. Although the study found that the model does not significantly improve the achievement of students, it can reduce the gap anong the students and improve students' interest in learning, and it can also save expenses for school. © 2012 IEEE.","6","Students","Distance education - Education computing - Rural areas - Teaching","Blended learning - Empirical studies - Learning outcome - Middle school - Model-based OPC - Moodle - Students' interests - Yunnan province","715 Electronic Equipment, General Purpose and Industrial - 901.2 Education - 913 Production Planning and Control; Manufacturing",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
