Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Research of edible oil detection and variety distinguish based on voltammetric electronic tongue","20161102092629","Niu, Qunfeng (1); Chen, Shengsheng (1); Wang, Li (1); Hui, Yanbo (1); Wang, Qiao (1) ","(1) School of Electrical Engineering, Henan University of Technology, Zhengzhou; 450007, China ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","588-593","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279355","7279355","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","Linear cyclic voltammetry are adopted as excitation potentials to test 12 different varieties of edible oil by voltammetric electronic tongue-based structure of three electrodes. Current response signals are collected by metal electrode sensor array. Principal component analysis (PCA) algorithm is used to study the ability of distinguish of edible oil in voltammetric electronic tongue. There are differences among the distinguish abilities of voltammetric electronic tongue for various oil under three kinds of scanning voltages excitation. The classification results are better when voltammetric electronic tongue works under the linear cyclic voltammetery. © 2015 IEEE.","12","Electronic tongues","Automation - Cyclic voltammetry - Electric potential - Electrodes - Electronic voltmeters - Oils and fats - Principal component analysis","Classification results - Current response - Excitation potentials - Metal electrodes - Oil detections - Three electrode - Voltammetric electronic tongue","701.1 Electricity: Basic Concepts and Phenomena - 731 Automatic Control Principles and Applications - 801 Chemistry - 801.4.1 Electrochemistry - 804.1 Organic Compounds - 922.2 Mathematical Statistics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The piecewise-constant optimal control of nonlinear neutral system with control constraints","20161102092745","Huang, Jianxin (1); Sun, Ji (1) ","(1) Electronic and Automation Engineering School, Nanjing Normal University, 78 Bancang Street, Nanjing; 210042, China ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","1258-1263","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279479","7279479","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","Optimal control problems for nonlinear neutral systems are considered for nonlinear state-delay system. Using measures theory, the optimal control problem is modified into one consisting of the minimization of a linear form over a set of positive measures satisfying linear constraints; the minimization in the new problem can be approximated by a finite dimensional linear programming problem. The solution of this linear programming can be used to construct an optimal control. A numerical example is given to illustrate the procedure. © 2015 IEEE.","15","Constraint satisfaction problems","Automation - Linear programming - Optimal control systems","Finite dimensional linear programming - Input/state constraints - Linear constraints - Measure theory - Neutral systems - Optimal control problem - Optimal controls - Piece-wise constants","731 Automatic Control Principles and Applications - 731.1 Control Systems - 921 Mathematics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Intelligent power monitoring systems for battery-powered electric vehicles","20161102092573","Lin, Yu-Heng (1); Li, Dian-Rong (1); Chuang, Jhih-Kai (1); Leu, Yih-Guang (1) ","(1) Department of Electrical Engineering, National Taiwan Normal University, Taipei, Taiwan ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","133-137","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279272","7279272","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","An intelligent power monitoring system is studied and implemented in a two-wheeled battery-powered electric vehicle. The power monitoring system utilizes a neural network to estimate the state of charge for the battery-powered electric vehicle. The neural network is trained by the internal loss data of the battery of the vehicle in order to approximate its energy characteristic. The trained neural network is implemented on a tablet computer and provides the real time estimate of remainder energy which denotes the remainder distance. Some experiments are performed to verify the accuracy of the energy estimate for the two-wheeled battery-powered electric vehicle. © 2015 IEEE.","13","Battery management systems","Automation - Backpropagation - Charging (batteries) - Electric vehicles - Monitoring - Neural networks - Secondary batteries","Back propagation artificial neural network (BPANN) - Battery-powered electric vehicles - Energy characteristics - Energy estimates - Intelligent power - State of charge - Trained neural networks - Two-wheeled balancing vehicles","702.1.2 Secondary Batteries - 723.4 Artificial Intelligence - 731 Automatic Control Principles and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Applications of Gompertz model in foreign direct investment of Taiwan's IC design industry into China","20161102092593","Tsai, Bi-Huei (1) ","(1) Department of Management Science, National Chiao Tung University, Hsinchu, Taiwan ","Tsai, Bi-Huei(bhtsai@faculty.nctu.edu.tw) ","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","821-825","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279398","7279398","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","Previous studies never uses Gompertz model integrated with genetic algorithms to express the evolutions of capital flows although Gompertz model is suitable in the field of statistics, management science, information technology, product innovation, technological forecasting and finance to express the growth diffusions. This work utilizes Gompertz diffusion model integrated with genetic algorithm to illustrate the extension of foreign direct investment (FDI) from Taiwan to various Chinese areas, including East China, South China, North China, Central China, Northwest China, Northeast China, Mid-west China and Southwest China. In this study, FDI from Taiwan to China is defined as the capital flows from Taiwan into China to buy lands, build factories and recruit employees in China minus the capital flows coming back to Taiwan from Chinese branches. This study aims to utilize Gompertz model to explain why the Taiwanese IC design companies choose different Chinese regions to engage in FDIs. Empirical results indicate that the potential FDI size is the greatest for Taiwan's IC design firm flowing into South China. This is possibly caused by that Taiwanese IC design firms invest into South China earlier than other Chinese areas. In addition, Taiwanese IC design firms tend to imitate other firms when purchasing lands, building factories, recruiting employees and implementing FDIs into China. Our results also demonstrate that the incentive of imitating other firms to choose FDI locations is the most pronounced for firms investing in North China. Because North China is the administration center in China and few factories set up over there, so the number of Taiwan IC design firms investing in North China is fairly small. To avoid risks, the successive IC design firms tend to implement FDIs in North China only when they observe the safety or the profitability of other firm's divisions in North China. Consequently, the imitation effect is the greatest for firms investing in North China. © 2015 IEEE.","14","Integrated circuits","Automation - Employment - Genetic algorithms - Industrial plants - Integrated circuit design - Investments - Technological forecasting - Timing circuits","Design companies - Design industry - Diffusion model - Forecast accuracy - Foreign direct investments - Gompertz model - Non-linear least squares - Product innovation","713.4 Pulse Circuits - 714.2 Semiconductor Devices and Integrated Circuits - 731 Automatic Control Principles and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Distributed consensus problem for general linear multi-agent systems with sampled-data","20161102092618","Wang, Rusheng (1); Chen, Wenhai (1); Gao, Lixin (1) ","(1) Institute of Intelligent Systems and Decision, Wenzhou University, Zhejiang; 325035, China ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","227-232","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279290","7279290","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","This paper studies consensus control problem of multi-agent systems with sampled-data. The dynamics of the agents is modeled by the general continuous-time linear systems, and the interaction topology is assumed to be fixed and undirected. In a recent reference, a distributed sampled-data based consensus protocol was proposed to solve the consensus problem, and a sufficient condition is proposed in terms of linear matrix inequalities (LMIs), by which LMI-based approach was proposed to construct the feedback gain matrix. By using the similar method, a simple and low order consensus condition and the related gain matrix design approach are proposed. Finally, a simulation example is provided to illustrate the theoretical analysis. © 2015 IEEE.","19","Multi agent systems","Automation - Continuous time systems - Distributed parameter control systems - Linear matrix inequalities - Linear systems - Problem solving - Sampled data control systems","Consensus - Continuous-time linear systems - Distributed consensus - Distributed control - Feedback gain matrix - Linear Matrix Inequalities (LMIs) - LMIs - Sampled data","731 Automatic Control Principles and Applications - 731.1 Control Systems - 921.1 Algebra - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Design of a one-motor tree-climbing robot","20161102092741","Li, Yunquan (1); Chen, Michael Z. Q. (1); Chen, Yong Hua (1); Lam, James (1) ","(1) Department of Mechanical Engineering, University of Hong Kong, Hong Kong, Hong Kong ","Chen, Michael Z. Q.(mzqchen@hku.hk) ","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","26-31","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279253","7279253","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","This paper proposes a novel tree-climbing robot called O-M-Climber, which is driven by only one motor. The climbing principle imitates the bionic climbing approach. Main features include a two-shaft linkage mechanism connected with several cam-slider devices to perform alternating movement of the claws. The claws maintain the robot on the tree, imitating the structure of climbing irons. This novel design provides a specific mechanical structure that enables the climbing motion with minimal input power. The development process of the robot is described and the motion simulation analysis results are presented. A simplified O-M-Climber prototype is also demonstrated. © 2015 IEEE.","14","Machine design","Automation - Cams - Forestry - Robots","Climbing robots - Development process - Input power - Linkage mechanism - Mechanical structures - Motion simulation analysis - Novel design - tree climbing","601 Mechanical Design - 601.3 Mechanisms - 731 Automatic Control Principles and Applications - 731.5 Robotics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Central difference information filter with interacting multiple model for robust maneuvering object tracking","20161102092851","Liu, Guoliang (1); Tian, Guohui (1) ","(1) School of Control Science and Engineering, Shandong University, Jinan, Shandong, China ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","2142-2147","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279642","7279642","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","In this paper, we introduce a new framework to combine the central difference information filter (CDIF) with the interacting multiple model (IMM) method for maneuvering object tracking. The CDIF has been recently introduced for solving object tracking problem using multiple sensors. The CDIF uses Stirling's interpolation to generate a number of sigma points for approximating the distribution of Gaussian random variables and does not require the calculation of Jacobians. However, the general CDIF method has difficulties to handle maneuvering objects, due to the changing of system model. In the literature, the IMM method is a natural way to estimate the discontinuities of object motion, by running a bank of filters in parallel with multiple models. Here, our contribution is to use the CDIF in the IMM framework (IMM-CDIF), which has better capabilities to handle maneuvering object tracking problem. In the end, a bearing only tracking experiment is demonstrated, and shows that the new IMM-CDIF method has lower mean square error (MSE) comparing with the original CDIF method. © 2015 IEEE.","18","Tracking (position)","Automation - Bandpass filters - Information filtering - Mean square error - Nonlinear systems","Bearing only tracking - Central difference - Gaussian random variable - Interacting multiple model - Maneuvering object - Mean Square Error (MSE) - Multiple sensors - System modeling","703.2 Electric Filters - 731 Automatic Control Principles and Applications - 903.1 Information Sources and Analysis - 922.2 Mathematical Statistics - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Stochastic logical transient model-based RGF regulation of gasoline engines","20161102092576","Wu, Yuhu (1); Kumar, Madan (1); Shen, Tielong (1) ","(1) Department of Engineering and Applied Science, Sophia University, Tokyo; 102-8554, Japan ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","1727-1732","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279566","7279566","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","In this paper, we consider the optimal control problem for the residual gas fraction in internal combustion engines. After discussing the stochastic characteristic of distribution of residual gas fraction under different variable valve timing (VVT) degrees, a multi-valued logical dynamical model is developed to capture the stochastic evolution of RGF from one cycle to the next under the effect of VVT. An algebraic form of dynamic programming algorithm is given to solve the optimal control problem for the residual gas fraction. Finally, to demonstrate the performances of the proposed control scheme, the experiment is expressed. © 2015 IEEE.","16","Dynamic programming","Automation - Dynamical systems - Internal combustion engines - Many valued logics - Optimal control systems - Stochastic models - Stochastic systems","Dynamic programming algorithm - Engine control - Gasoline engines - Optimal control problem - Residual gas - Stochastic characteristic - Stochastic evolution - Variable valve timing","612.1 Internal Combustion Engines, General - 721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 731 Automatic Control Principles and Applications - 731.1 Control Systems - 921.5 Optimization Techniques - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"General simulation platform for vision based UAV testing","20161102093089","Bu, Qing (1); Wan, Fuhua (1); Xie, Zhen (1); Ren, Qinhu (1); Zhang, Jianhua (1); Liu, Sheng (1) ","(1) College of Computer Science, Zhejiang University of Technology, Zhejiang, Hangzhou, China ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","2512-2516","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279708","7279708","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","The main purpose of this article is to build a general platform for Unmanned Aerial Vehicle (UAV) simulation especially for vision algorithms. This general simulation platform can also connect to realistic UAVs for further tests. The platform enables UAVs controlled by a variety of advanced vision algorithms to accomplish certain tasks. Unlike the previous simulation systems, which can only achieve tasks with certain drones, we are committed to build a platform to support a variety of vision based UAVs simulation platform. And if the simulation test is successful, we can apply vision algorithms to realistic UAVs' tests based on our platform with little adaption. We use open source Gazebo as a simulator and combined with ROS (Robot Operating System) to implement UAVs simulation. Besides, we build a general UAVs link interface to connect realistic UAVs with ROS. All these works construct the general simulation platform. © 2015 IEEE.","17","Unmanned aerial vehicles (UAV)","Antennas - Automation - Open systems","General Simulator Platform - Link interfaces - Open sources - Robot operating system - Simulation platform - Simulation systems - Simulation tests - Vision algorithms","652.1 Aircraft, General - 731 Automatic Control Principles and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Network intrusion classification based on extreme learning machine","20161102092715","Ye, Zhifan (1); Yu, Yuanlong (1) ","(1) Department of Mathematics and Computer Science, Fuzhou University, China ","Yu, Yuanlong(yu.yuanlong@fzu.edu.cn) ","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","1642-1647","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279549","7279549","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","Extreme learning machine (ELM) is an efficient learning algorithm which can be easily used with least human intervene. But when ELM is applied as multiclass classifier, the results of some classes are not satisfactory and it's hard to adjust the parameters for these classes without affecting other classes. To overcome these limitations, a novel method is proposed. In proposed approach, binary ELM classifiers for each class are combined into an ensemble classifier using one-to-all strategy. The experiment on NSL-KDD data shows that the proposed approach outperforms ELM multiclass classifier, decision tree, neural network (NN) and support vector machines (SVM). © 2015 IEEE.","16","Classification (of information)","Automation - Decision trees - Knowledge acquisition - Learning algorithms - Support vector machines - Trees (mathematics)","Efficient learning - Ensemble classifiers - Extreme learning machine - Multi-class classifier - Network intrusions - NSL-KDD","716.1 Information Theory and Signal Processing - 723 Computer Software, Data Handling and Applications - 723.4 Artificial Intelligence - 731 Automatic Control Principles and Applications - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Design and application of multidimensional decision system for aluminum electrolysis","20161102092880","Zeng, Shuiping (1); Yi, Wenchao (1) ","(1) Department of Automation, North China University of Technology, Beijing, China ","","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","1808-1811","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279581","7279581","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","Aluminum electrolysis is a complex process, the outputs of the controller are hard to decide. This paper described a system for the decision of the setting voltage, AlF3addition and aluminum tapping amount in aluminum electrolysis process according to the equivalent superheat which is regarded as the main parameter. The system has four sub-systems, which are the fault diagnosis, equivalent superheat calculation, control extent decision, decision quantity correction. The cell state diagnosis was implemented based on the frequency characteristics of cell resistance, which helps to select the decision strategy. The superheat soft measurement model was given by the analysis and calculation of electrolyte composition after the aluminum fluoride volatilization rate model was built, and it was on-line corrected by the actual measured value. The outputs of the controller were got by the equivalent differential diagram. At last, the decision content was corrected by the prediction of temperature. This system have been applied in a 300kA aluminum production control system, and the results showed that the temperature can be controlled between 945 degree celsius and 960 degree celsius, and the superheat can be controlled within 12 degree celsius, the current efficiency increased and power consumption reduced. © 2015 IEEE.","5","Aluminum compounds","Automation - Controllers - Electrolysis - Electrolytes - Energy efficiency - Failure analysis - Fault detection - Fluidized bed combustion - Fluorine compounds - Production control","Aluminum electrolysis - Analysis and calculations - Electrolyte compositions - Frequency characteristic - multidimensional decision - Soft-measurement model - superheat - Temperature prediction","521.1 Fuel Combustion - 525.2 Energy Conservation - 702 Electric Batteries and Fuel Cells - 731 Automatic Control Principles and Applications - 732.1 Control Equipment - 801.4.1 Electrochemistry - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally - 913.2 Production Control",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Reconfiguration optimization for manufacturing network in terms of reliability analysis","20161102092986","Zhang, Ding (1); Zhang, Yingjie (1); Gao, Zhiyong (1) ","(1) School of Mechanical Engineering, Xi'An Jiaotong University, Xi'an, China ","Gao, Zhiyong(zhygao@mail.xjtu.edu.cn) ","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","IEEE Int. Conf. Inf. Autom., ICIA - conjunction IEEE Int. Conf. Autom. Logist.","CAS Shenzhen Institute of Advanced Technology; Harbin Institute of Technology Shenzhen Graduate School; HIT State Key Laboratory of Robotics and Systems; IEEE Robotics and Automation Society; Shanghai Gaitech Scientific Instruments Co., Ltd.; The Chinese University of Hong Kong","Institute of Electrical and Electronics Engineers Inc.","","","2405-2409","September 28, 2015","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","1of1","2015","English","","","9781467391047","10.1109/ICInfA.2015.7279689","7279689","2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics","August 8, 2015 - August 10, 2015","Yunnan, China","116345","","Conference article (CA)","This paper proposes a reconfiguration optimization method for complex manufacturing systems in terms of reliability analysis. Some misunderstandings of network modelling and reliability analysis for manufacturing systems are clarified. A network model is constructed based on the material flow. Path-dependent and time-dependent characteristics of manufacturing networks are introduced to distinguish from complex network theory. Subsequently, reliability modelling method is proposed, wherein only processing time for individual work system is concluded to compute the reliability. Component importance measure method is given based on former reliability modelling and cost analysis, and it affords the basic input of reconfiguration optimization for manufacturing networks. © 2015 IEEE.","16","Reliability analysis","Automation - Complex networks - Manufacture","Complex manufacturing systems - Component importance - Manufacturing networks - Network modeling - Network modelling - Optimization method - Reliability modelling - Time-dependent characteristics","537.1 Heat Treatment Processes - 722 Computer Systems and Equipment - 731 Automatic Control Principles and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
