Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Abstract type,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Rolling scheduling of electric power system with wind power based on improved NNIA algorithm","20174804462875","Xu, Q.S. (1, 2); Luo, C.J. (1); Yang, D.J. (1, 2); Fan, Y.H. (1, 2); Sang, Z.X. (1, 2); Lei, H. (1, 2) ","(1) State Grid Hubei Economic Research Institute, Hubei Province Wuhan; 430077, China (2) State Grid Laboratory for Hydro-thermal Power Resources Optimal Allocation and Simulation Technology, Hubei Province Wuhan; 430077, China ","","IOP Conference Series: Earth and Environmental Science","IOP Conf. Ser. Earth Environ. Sci.","Yunnan Normal University","Institute of Physics Publishing","93","1","","November 9, 2017","2017 International Conference on New Energy and Future Energy System, NEFES 2017","","1 of 1","2017","English","17551307","17551315","","10.1088/1755-1315/93/1/012043","012043","2nd International Conference on New Energy and Future Energy System, NEFES 2017","September 22, 2017 - September 25, 2017","Kunming, China","131774","","Conference article (CA)","This paper puts forth a rolling modification strategy for day-ahead scheduling of electric power system with wind power, which takes the operation cost increment of unit and curtailed wind power of power grid as double modification functions. Additionally, an improved Nondominated Neighbor Immune Algorithm (NNIA) is proposed for solution. The proposed rolling scheduling model has further improved the operation cost of system in the intra-day generation process, enhanced the system's accommodation capacity of wind power, and modified the key transmission section power flow in a rolling manner to satisfy the security constraint of power grid. The improved NNIA algorithm has defined an antibody preference relation model based on equal incremental rate, regulation deviation constraints and maximum & minimum technical outputs of units. The model can noticeably guide the direction of antibody evolution, and significantly speed up the process of algorithm convergence to final solution, and enhance the local search capability. © Published under licence by IOP Publishing Ltd.","","14","Electric power transmission networks","Antibodies - Electric load flow - Electric power systems - Electric power transmission - Operating costs - Scheduling - Wind effects - Wind power","Algorithm convergence - Day-ahead scheduling - Equal incremental - Generation process - Preference relation - Rolling scheduling - Security constraint - Transmission sections","443.1 Atmospheric Properties - 461.9.1 Immunology - 615.8 Wind Power (Before 1993, use code 611 ) - 706.1 Electric Power Systems - 706.1.1 Electric Power Transmission - 911.1 Cost Accounting - 912.2 Management",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"NO dissociation pathways on Rh(1 0 0), (1 1 0), and (1 1 1) surfaces: A comparative density functional theory study","20073010705236","Tian, Kai (1, 2); Tu, Xue-Yan (1); Dai, Shu-Shan (1) ","(1) Department of Chemistry, Yunnan University, Kunming, 650091, China (2) School of Chemistry and Biotechnology, Yunnan Nationalities University, Kunming, 650031, China ","Tu, X.-Y.(calculation_chemistry@yahoo.com.cn) ","Surface Science","Surf Sci","","Elsevier, P.O. Box 211, Amsterdam, 1000 AE, Netherlands","601","15","3186-3195","August 1, 2007","","","","2007","English","00396028","","","10.1016/j.susc.2007.05.053","","","","","","SUSCAS","Journal article (JA)","The chemisorption and dissociation pathways of NO on the Rh(1 0 0), (1 1 0), and (1 1 1) surfaces are studied by the plane-wave density functional theory (DFT) with CASTEP program. In addition, the electronic and geometrical effects that affect the NO dissociation reactions have been investigated in detail. The calculation results are presented as following: The effective activation energies of the best NO dissociation pathways on the Rh(1 0 0), the Rh(1 1 0), and the Rh(1 1 1) are 0.63, 0.66 and 1.77 eV, respectively. The activity of the Rh planes for NO dissociation is in the order of Rh(1 0 0) Rh(1 1 0) > Rh(1 1 1). The low dissociation barrier for Rh(1 0 0) and Rh(1 1 0) is associated with the existence of a lying-down NO structure which acts as a precursor for dissociation. By Mulliken population analysis and structure analysis, both electronic and geometrical effects are found to affect the NO dissociation reactions, but the geometrical effect exceed the electronic. The energy decomposition scheme has been used to provide further insight into the NO dissociation reactions. Based on the calculations, the interaction energy between N and O in the transition state (EintTS) on the Rh(1 1 1) is found much larger than that on the Rh(1 0 0) and the Rh(1 1 0). The major differences of EintTS should originate from the variation of the bonding competition effect. © 2007 Elsevier B.V. All rights reserved.","","48","Nitrogen oxides","Activation energy - Chemisorption - Density functional theory - Dissociation - Rhodium - Single crystal surfaces - Surface reactions","Dissociation barrier - Dissociation pathway - Geometrical effects - Low index single crystal surfaces","547.1 Precious Metals - 801.4 Physical Chemistry - 802.2 Chemical Reactions - 804.2 Inorganic Compounds - 922.1 Probability Theory - 933.1 Crystalline Solids","Theoretical (THR); Experimental (EXP)","Number: 2004B0003M, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: -, Acronym: YNU, Sponsor: Yunnan University; ","This research was supported by the Natural Science Foundation of Yunnan Province (No. 2004B0003M). This paper related computing is completed in the High Performance Computing Center of Yunnan University. Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Cavity-Q-driven phenomena in an evanescent-wave pumped and gain coupled whispering-gallery-mode fiber laser","20122415118806","Zhang, Yuan-Xian (1); Pu, Xiao-Yun (1); Zhou, Li (1); Feng, Li (1) ","(1) Department of Physics, Yunnan University, Kunming, Yunnan 650091, China ","Pu, X.-Y.(xypu@163.com) ","Optics Communications","Opt Commun","","Elsevier B.V.","285","16","3510-3513","July 15, 2012","","","","2012","English","00304018","","","10.1016/j.optcom.2012.03.029","","","","","","OPCOB8","Journal article (JA)","We study cavity-Q-driven lasing wavelength shift and line-width widening in an evanescent-wave pumped and gain coupled Whispering-Gallery-Mode (WGM) fiber lasers. A bare optical fiber is immersed in a lower refractive index (RI) dye solution, pumped and gain coupled by evanescence waves, and linearly polarized WGM lasing emission is observed from the rim of the fiber. We find that both lasing wavelengths and line width of WGM peaks are sensitive to the RI of the dye solution and the fiber diameter, with the increase of the RI of the dye solution or decrease of the fiber diameter, a blue shift of the lasing spectrum and a widening on the spectral line width are observed. The observed phenomena have been attributed to the change of quality factor of a circular cavity built in the fiber cross section, the achieved experimental data agree well with the calculated values of the quality factor. © 2012 Elsevier B.V. All rights reserved.","","19","Whispering gallery modes","Dies - Electromagnetic wave reflection - Fiber lasers - Optical fibers - Optical resonators - Pumping (laser) - Refractive index","Calculated values - Evanescent wave - Fiber cross section - Lasing wavelength - Lasing wavelength shifts - Linearly polarized - Spectral line width - Wavelength shift","534.1 Foundries - 711 Electromagnetic Waves - 714.3 Waveguides - 741 Light, Optics and Optical Devices - 744.1 Lasers, General - 744.4 Solid State Lasers",,"Number: 2011J019, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: ynnu201146, Acronym: -, Sponsor: -; Number: 2011FA006, Acronym: -, Sponsor: Applied Basic Research Foundation of Yunnan Province; Number: 11164033, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: -, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","We acknowledge support from the National Science Foundation of China (NSFC ) through grant 11164033 , the Basic Research Foundation of Yunnan Province (Grant: 2011FA006 ), the Items on Research Team of Science and Technology in Yunnan (IRTSTYN) program in Yunnan province , the Foundation of Educational Bureau in Yunnan Province (grant: 2011J019 ) and the Graduate Items of Yunnan University (grant: ynnu201146 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"One rapid segmentation algorithm for quasi-circular fruits","20123815453932","Li, Su (1); Tan, Yonglong (1) ","(1) Yunnan University, Yunnan Electronic Computation Center, 2 North Cuihu Road, 650091 Kunming, Yunnan, China ","Li, S.(suli@ynu.edu.cn) ","Lecture Notes in Electrical Engineering","Lect. Notes Electr. Eng.","","Springer Verlag","128 LNEE","VOL. 5","287-293","2012","Recent Advances in Computer Science and Information Engineering","","","2012","English","18761100","18761119","9783642257919","10.1007/978-3-642-25792-6-44","","2nd World Congress on Computer Science and Information Engineering, CSIE 2011","June 17, 2011 - June 19, 2011","Changchun, China","92698","","Conference article (CA)","Image segmentation algorithm is an important step in image pattern recognition process, and it is also important in the fruit identification. Against the adjacent fruits are quasi circular, proposed diameter circular template segmentation algorithm. This segmentation algorithm is simple and processes fast. It is a block-based image segmentation algorithm. Fruit segmentation experiments show that the algorithm can quickly and efficiently divide the nonoverlapping round fruits. © 2012 Springer-Verlag Berlin Heidelberg.","","9","Image segmentation","Fruits - Image processing - Pattern recognition","Block-based image segmentation - Circular templates - Diameter-circle-template - Image pattern recognition - Image segmentation algorithm - Quasi circulars - Rapid segmentations - Segmentation algorithms","821.4 Agricultural Products",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Adaptive synchronization of a class of chaotic neural networks with delay and impulse","20084011616557","Yang, Yongqing (1, 2); Cao, Jinde (2) ","(1) School of Science, Jiangnan University, Wuxi 214122, China (2) School of Automation, Southeast University, Nanjing 210096, China ","Yang, Y.(yyq640613@gmail.com) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","687-690","2008","Proceedings of the 27th Chinese Control Conference, CCC","","","2008","English","","","9787900719706","10.1109/CHICC.2008.4605523","4605523","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","In the paper, the synchronization of a class of chaotic neural networks with delay and impulse is investigated. Based on the stability analysis of impulsive differential equations with delay, the adaptive synchronization conditions of two coupled neural networks are derived. A numerical example is given to show the theoretical results.","","16","Adaptive control systems","Differential equations - Neural networks - Synchronization","Adaptive Control - Adaptive synchronizations - Chaotic neural network - Coupled neural networks - Impulse - Impulsive differential equation - Stability analysis","731.1 Control Systems - 921.2 Calculus - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Designed highly effective photocatalyst of anatase TiO2 codoped with nitrogen and vanadium under visible-light irradiation using first-principles","20083011391258","Zhao, Zongyan (1); Liu, Qingju (1) ","(1) Yunnan Key Laboratory Nanomaterials and Nanotechnology, Yunnan University, Kunming, Yunnan 650091, China ","Liu, Q.(qjliu@ynu.edu.cn) ","Catalysis Letters","Catal Lett","","Springer Netherlands","124","1-2","111-117","August 2008","","","","2008","English","1011372X","1572879X","","10.1007/s10562-008-9433-5","","","","","","CALEER","Journal article (JA)","The supercells of pure anatase TiO2, nitrogen and/or vanadium doping anatase TiO2 were calculated by first-principles with the plane-wave ultrasoft pesudopotentials method. The effects of different ions doping on the crystal structure, electronic structure, optical properties and photocatalytic activity were investigated by means of the calculational data. At the same time realizing visible-light response, nitrogen and vanadium codoping TiO2 photocatalysts have strong redox potential, and its photocatalytic efficiency would be remarkably improved due to enhancement of electron-hole pairs' separation. The conclusions would have important significance for understanding and further developing of TiO2 photocatalyst that are activity under visible-light irradiation. © 2008 Springer Science+Business Media, LLC.","","36","Titanium dioxide","Calculations - Crystal structure - Doping (additives) - Electronic structure - Irradiation - Light - Nitrogen - Optical properties - Photocatalysts - Photocatalytic activity - Redox reactions - Vanadium","Anatase TiO2 - Co-doping - Electron hole pairs - First principle calculations - Photocatalytic efficiency - TiO2 photocatalyst - Visible-light irradiation - Visible-light response","543.6 Vanadium and Alloys - 741.1 Light/Optics - 802.2 Chemical Reactions - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally - 804.2 Inorganic Compounds - 921 Mathematics - 933.1.1 Crystal Lattice",,"Number: 2005E0007M, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: NCET-04-0915, Acronym: -, Sponsor: Program for New Century Excellent Talents in University; ","Acknowledgments This work was financially supported by the Program for the New Century Excellent Talents in University of Ministry of Education, China (Grant No. NCET-04-0915), the Natural Science Foundation of Yunnan province, China (Grant No. 2005E0007M). The authors thank High Performance Computer Center of Yunnan University for providing software and hardware support in our calculations.",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The application of multimedia technology in vocal music teaching","20142517840762","Fan, Yue Bin (1) ","(1) Yunnan University of the Arits, 65000, China ","Fan, Y. B.(763157980@qq.com) ","Advanced Materials Research","Adv. Mater. Res.","Engineering of Qingdao University; et al; Institute for Computational Science and; Laboratory of Qingdao University; New fiber materials and modern textile State Key","Trans Tech Publications Ltd","926-930","","4638-4640","2014","Progress in Applied Sciences, Engineering and Technology","","","2014","English","10226680","","9783038350996","10.4028/www.scientific.net/AMR.926-930.4638","","2014 International Conference on Materials Science and Computational Engineering, ICMSCE 2014","May 20, 2014 - May 21, 2014","Qingdao, China","105668","","Conference article (CA)","The application of multimedia technology provides great convenience for vocal music teaching, which becomes a hot spot of the researching and development of music teaching. Its characteristics are image, visualizations, highly informatization and network interactive. The use of this technology makes a change of the vocal music teaching from the traditional model to visual, audible, movable teaching mode, which enhance the student's perceptions of the abstract vocal music theory. © (2014) Trans Tech Publications, Switzerland.","","6","Applications","Multimedia systems","Hot spot - Informatization - Multimedia technologies - Teaching modes - Traditional models - Vocal music","451.2 Air Pollution Control - 723.5 Computer Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Membrane Protein Type Prediction for High-Dimensional Imbalanced Datasets","20190706499519","Guo, Lei (1); Wang, Shunfang (1) ","(1) School of Information Science and Engineering, Yunnan University, Kunming; 650504, China ","Wang, Shunfang(sfwang-66@ynu.edu.cn) ","Proceedings - 9th International Conference on Information Technology in Medicine and Education, ITME 2018","Proc. - Int. Conf. Inf. Technol. Med. Educ., ITME","China Jiliang University; et al.; Fujian University of Traditional Chinese Medicine; University of Texas at San Antonio (UTSA); Zhejiang Provincial Natural Science Foundation; Zhejiang University","Institute of Electrical and Electronics Engineers Inc.","","","847-851","December 26, 2018","Proceedings - 9th International Conference on Information Technology in Medicine and Education, ITME 2018","","1 of 1","2018","English","","","9781538677438","10.1109/ITME.2018.00190","8589422","9th International Conference on Information Technology in Medicine and Education, ITME 2018","October 19, 2018 - October 21, 2018","Hangzhou, Zhejiang, China","144046","","Conference article (CA)","Research on membrane protein type prediction is of great significance, because the type of membrane protein is exceedingly related to its function. In this paper, a new method is proposed for prediction of membrane protein types. Firstly, two kinds of feature extraction methods, PseAAC and PsePSSM, are used to extract the information from the membrane protein samples. Secondly, feature selection based on random forest is used to eliminate redundant features and reduce the computational complexity. The problem of imbalanced dataset was solved by using the resampling technique which combine SMOTE and Tomek Link. Finally, an experimental comparative study was performed on the membrane protein dataset. The results show that this method can effectively improve the accuracy of membrane protein prediction. © 2018 IEEE.","","18","Biological membranes","Decision trees - Extraction - Feature extraction - Forecasting - Membranes - Proteins","High dimensional feature - Imbalances datasets - Membrane proteins - Random forests - Resampling technique","461.2 Biological Materials and Tissue Engineering - 802.3 Chemical Operations - 804.1 Organic Compounds - 951 Materials Science - 961 Systems Science",,"Number: 2017FA032, Acronym: -, Sponsor: Natural Science Foundation of Yunnan Province; Number: 2018HB031, Acronym: -, Sponsor: -; Number: 11461079, Acronym: -, Sponsor: National Natural Science Foundation of China; ","This research is supported by grants from National Natural Science Foundation of China (11661081, 11461079), Natural Science Foundation of Yunnan Province (2017FA032) and Training Plan for Young and Middle-aged Academic Leaders of Yunnan Province (2018HB031).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Key variable identification using discriminant analysis","20084011616424","Jiang, Zhijun (1); He, Xiaobin (1, 2); Yang, Yupu (2) ","(1) Department of Automation, Nanchang University, Nanchang 330031, China (2) Department of Automation, Shanghai Jiao Tong University, Shanghai 200240, China ","Jiang, Z.(jiangzhijun@ncu.edu.cn) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","131-134","2008","Proceedings of the 27th Chinese Control Conference, CCC","","","2008","English","","","9787900719706","10.1109/CHICC.2008.4605573","4605573","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","Fault identification aims to identify key variables most relevant to diagnose a specific fault. A new fault identification approach based on the partial F -value with the cumulative percent variation (CPV) is proposed. Although the partial F -value provides the better way to interpret the single discriminant function than the fault direction and the standardized fault direction, it still suffers from the irrelevant information and low computation efficiency. To improve its identification performance and reduce the computational complexity, the CPV based on each variable's maximum variation is proposed to determine candidate variables. These candidate variables are sufficient to express all change information of the abnormal behavior. Applying the proposed method to the Tennessee Eastman process (TEP), the results show more reliable fault identification than the fault direction, the standardized fault direction, and more efficient computation than the partial F -values.","","13","Process control","Computational efficiency - Discriminant analysis - Fisher information matrix - Process monitoring","Cumulative percent variation - F values - Fault identifications - Fisher discriminant analysis - Statistic process monitoring","913.1 Production Engineering - 922 Statistical Methods",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Synergetic pattern recognition based on particle swarm optimization algorithm","20084011616085","Mei, Xue (1, 2); Lin, Jinguo (1); Xia, Liangzheng (2) ","(1) School of Automation, Nanjing University of Technology, Nanjing 210096, China (2) School of Automation, Southeast University, Nanjing 210009, China ","Mei, X.(seraph_mx@163.com) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","505-508","2008","Proceedings of the 27th Chinese Control Conference, CCC","","","2008","English","","","9787900719706","10.1109/CHICC.2008.4605165","4605165","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","Prototype pattern vector denotes different pattern in synergetic pattern recognition, and the solution of prototype pattern is the key problem in the process of synergetic pattern recognition. In this paper, a method of the solution of prototype pattern vectors based on particle swarm optimization (PSO) is put forward. The new method can capture the optimized solution of prototype pattern, since PSO algorithm is a global optimizing technology and can realize parallel, random and self-adapt colony search. The experiments demonstrate this method cannot only avoid the local best value, but improves the classification performance.","","8","Particle swarm optimization (PSO)","Global optimization - Object recognition","Classification performance - Optimized solutions - Optimizing technologies - Particle swarm optimization algorithm - Prototype patterns - PSO algorithms - Self-adapt - Synergetic pattern recognition","921.5 Optimization Techniques",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"European option pricing with time delay","20084011616540","Wu, Meng (1); Huang, Nanjing (1); Zhao, Changwen (2) ","(1) Department of Mathematics, Sichuan University, Chengdu 610064, China (2) College of Business and Management, Sichuan University, Chengdu 610064, China ","Wu, M.(shancherish@hotmail.com) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","589-593","2008","Proceedings of the 27th Chinese Control Conference, CCC","","","2008","English","","","9787900719706","10.1109/CHICC.2008.4605620","4605620","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","In this paper, by using convex analysis technique, an explicit formula for European option pricing with dividends and different borrowing and lending interest rates is obtained under the assumption that the stock price follows a nonlinear stochastic delay differential equation. Further, an optimal trading strategy for logarithmic utility of an insider is given.","","12","Financial markets","Costs - Delay control systems - Differential equations - Economics - Nonlinear equations - Stochastic systems - Time delay - Timing circuits","Backward stochastic differential equations - Black-Scholes formula - Insider - Option pricing - Stochastic functional differential equation","713 Electronic Circuits - 713.4 Pulse Circuits - 731.1 Control Systems - 911 Cost and Value Engineering; Industrial Economics - 921.2 Calculus - 971 Social Sciences",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A dynamic optimization algorithm of traveling salesman problem based on construction of greed circuit","20084011616651","Li, Hongbo (1); Ma, Wenjun (1); Chen, Jun (2) ","(1) College of Management, LuDong University, YanTai 264025, China (2) College of Mathematics and Information Science, LuDong University, YanTai 264025, China ","Li, H.(fast_run_man@126.com) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","384-388","2008","Proceedings of the 27th Chinese Control Conference, CCC","","","2008","English","","","9787900719706","10.1109/CHICC.2008.4605857","4605857","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","This new algorithm was composed of four phases in turn, that is, construction of the initial circuit path based on the Shortest Edge First, iterative decreases of individual point, iterative decreases of individual edge and iterative decreases of multiple edges. For convenience and simplicity of computation, the most appropriate data structure was introduced. Being tested by three instances in TSPLIB shows that some current known best solutions are able to be largely decreased by the new algorithm, at the same time, their corresponding circuit path are also given. The time complexity of the new algorithm is O(max(n(logn×sume/e+sum k/δk+n×sumi,j/δ i,j),n3)).","","10","Traveling salesman problem","Iterative methods - Timing circuits","Dynamic optimization - Iterative decrease of individual edge - Iterative decrease of individual point - Iterative decrease of multiple edges - Path-based - Time complexity - Traveling salesman","713.4 Pulse Circuits - 921.5 Optimization Techniques - 921.6 Numerical Methods",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Physical and chemical characterization of carbonaceous aerosol at the atmospheric background site in Diqing, Yunnan","2006289997006","Qu, Wen-Jun ; Zhang, Xiao-Ye ; Wang, Ya-Qiang ; Wang, Dan ; Li, Yang ; Cao, Guo-Liang ; Zhao, Yuan-Mao ","(1) State Key Laboratory of Loess and Quaternary Geology, Institute of Earth Environment, Chinese Academy of Sciences, Xi'an 710075, China (2) Key Laboratory of Atmospheric Chemistry, Centre for Atmosphere Watch and Services, Chinese Academy of Metrological Sciences, Beijing 100081, China (3) Graduate University, Chinese Academy of Sciences, Beijing 100049, China (4) Yunnan Institute of Metrological Sciences, Kunming 650034, China ","","Zhongguo Huanjing Kexue/China Environmental Science","Zhongguo Huanjing Kexue","","Tsinghua University, Beijing, China","26","3","266-270","June 2006","","","","2006","Chinese","10006923","","","","","","","","","ZHKEEI","Journal article (JA)","The concentrations of organic carbon (OC) and elemental carbon (EC) aerosols were measured in PM10 samples from the atmospheric background site, Zhuzhang in Yunnan, in August 8, 2004 to February 28, 2005. Mean concentrations of OC and EC were 3.13 ± 0.91, 0.34 ± 0.8 μg/m3+, respectively. The mean ratio of OC/EC was 11.92. OC accounted for about 90.5% of total carbon (TC), while EC had a few contribution. Volatile organic carbon (VOC) exhibited obvious seasonal variation, OC and EC generally exhibited synchronous variation trend, but seasonal variation was not obvious. Concentrations of OC and EC at Zhuzhang site were comparable to other global background sites in the world, indicating the baseline aerosol information could be obtained at this site.","","13",,,,,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The Robust Stability of Singular Time-Delay System Based on NCS","20084011616385","Zhao, Xianlin (1, 2); Fei, Shumin (1); Yu, Jianjiang (1) ","(1) School of Automation, Southeast University, Nanjing 210096, China (2) Nanjing Agriculture University, Nanjing 210031, China ","Zhao, X.(zhxl@njau.edu.cn) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","105-108","2008","Proceedings of the 27th Chinese Control Conference, CCC","","","2008","English","","","9787900719706","10.1109/CHICC.2008.4605481","4605481","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","The problem of robust stability for singular systems with network induced delay is studied. By using an appropriate form of Lyapunov functional and a new integral inequality, sufficient conditions of robust stability for normal and uncertain singular system are derived respectively. Finally, two numerical examples are given to show that the analysis method is valid and less conservative.","","19","Delay control systems","Lyapunov functions - Networked control systems - Numerical methods - System stability - Time delay - Timing circuits","Analysis method - Integral inequalities - Lyapunov functionals - Network-induced delays - Robust stability - Singular system - Singular time delay system - Uncertain singular systems","713 Electronic Circuits - 713.4 Pulse Circuits - 731.1 Control Systems - 921 Mathematics - 921.6 Numerical Methods - 961 Systems Science",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"On common solutions of riccati inequalities: For plannar case","20084011616550","Sun, Hongfei (1); Zeng, Jianping (1); Chen, Bing (2) ","(1) Department of Automation, Xiamen University, Xiamen 361005, China (2) Institute of Complex Science, Qingdao University, Qingdao 266071, China ","Sun, H.(sunhf@xmu.edu.cn) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","646-650","2008","Proceedings of the 27th Chinese Control Conference, CCC","","","2008","English","","","9787900719706","10.1109/CHICC.2008.4605531","4605531","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","Some examples are presented to show the significance of the study of the common positive definite solutions to a set of algebraic Riccati inequalities (ARIs). A necessary and sufficient condition for the existence of common positive definite solutions of a set of second-order Riccati inequalities is derived. This condition provides a new algorithm of computing the common solutions of ARIs. Unlike LMI method, the computing collapse will not occur with the increase of the number of Riccati inequalities due to the fact that our approach handles the ARIs one by one rather than simultaneously.","","28","Control engineering",,"Algebraic riccati inequalities - Positive definite solution - Riccati inequality - Second orders - Switched system","631.1 Fluid Flow, General - 731.1 Control Systems",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Variable structure adaptive controller for robot manipulator based on desired trajectory compensation","20084011616478","Bowen, Cui (1); Maode, Yan (2) ","(1) Marine Engineering Institute, Jimei University, Xiamen 361021, China (2) College of Information Engineering, Chang'an University, Xi'an 710064, China ","Bowen, C.(cui_bo_wen@sina.com) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","394-397","2008","Proceedings of the 27th Chinese Control Conference, CCC","","","2008","Chinese","","","9787900719706","10.1109/CHICC.2008.4605509","4605509","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","The paper presents a new controller for robot manipulator with nonlinear friction combing with the slide variable structure control theory. In the paper, the generalized coordinates, its first and second derivatives in the regressor are replaced by its desired value, and the variable structure adaptive controller for robot manipulator based on desired trajectory is formed. The adaptive scheme has best computationally efficient for real-time calculating of the regressor. The simulation research shows that the controller is robust to disturbance of dynamic uncertainty and nonlinear friction.","","8","Controllers","Adaptive control systems - Flexible manipulators - Friction - Industrial robots - Modular robots - Robot applications - Robots - Trajectories","Adaptive Control - Adaptive controllers - Computationally efficient - Desired trajectories - Dynamic uncertainty - Generalized coordinates - Simulation research - Variable structures","731 Automatic Control Principles and Applications - 732.1 Control Equipment",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
