Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"Image coding based on wavelet transform and uniform scalar dead zone quantizer","20063310062301","Chen, Jianhua (1); Zhang, Yufeng (1); Shi, Xinling (1) ","(1) Department of Electronic Engineering, Yunnan University, Kunming, 650091, China ","Chen, J.(chenjh@ynu.edu.cn) ","Signal Processing: Image Communication","Signal Process Image Commun","","Elsevier","21","7","562-572","August 2006","","","2006","English","09235965","","","","10.1016/j.image.2006.03.007","","","","","","SPICEF","Journal article (JA)","In this paper, a new wavelet transform image coding algorithm is presented. The discrete wavelet transform (DWT) is applied to the original image. The DWT coefficients are firstly quantized with a uniform scalar dead zone quantizer. Then the quantized coefficients are decomposed into four symbol streams: a binary significance map symbol stream, a binary sign stream, a position of the most significant bit (PMSB) symbol stream and a residual bit stream. An adaptive arithmetic coder with different context models is employed for the entropy coding of these symbol streams. Experimental results show that the compression performance of the proposed coding algorithm is competitive to other wavelet-based image coding algorithms reported in the literature. © 2006 Elsevier B.V. All rights reserved.","18","Image processing","Algorithms - Codes (symbols) - Signal encoding - Signal processing - Wavelet transforms","Arithmetic coding - Dead zone quantizer - Position of the most significant bit (PMSB) - Quantization","716.1 Information Theory and Signal Processing - 723.2 Data Processing and Image Processing - 921.3 Mathematical Transformations","Theoretical (THR); Experimental (EXP)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An improved polling scheme for multimedia support in IEEE802.11 wireless network","20102413005741","Bao, Li-Yong (1); Zhao, Dong-Feng (1); Ding, Hong-Wei (1) ","(1) School of Information Engineering, Yunnan University, Kunming, 650091, China ","Bao, L.-Y. ","2010 International Conference on Biomedical Engineering and Computer Science, ICBECS 2010","Int. Conf. Biomed. Eng. Comput. Sci., ICBECS","","IEEE Computer Society","","","","2010","2010 International Conference on Biomedical Engineering and Computer Science, ICBECS 2010","","2010","English","","","","9781424453153","10.1109/ICBECS.2010.5462331","5462331","2010 International Conference on Biomedical Engineering and Computer Science, ICBECS 2010","April 23, 2010 - April 25, 2010","Wuhan, China","80562","","Conference article (CA)","Based on the ideas of priority-based service and dynamic load adaptation, this article proposes a polling scheduling strategy fit for the MAC access protocol of WLAN, making possible the service of the two-class priority station polling system under the mixed policy of exhaustive and gated services, optimizing the services of the system in time of load change input via adjustment of the times of the access gated services, and strengthening the instantaneity and fairness of multimedia transmissions in wireless system. The theoretical model of this protocol is established through Markov chain and probability generating function. Mathematical analysis is made on the mean queue length and the mean inquiry cyclic time of the common queue and the key station. It turns out that the findings from theoretical analysis correspond well with those from simulated experiments. ©2010 IEEE.","9","Multimedia services","Biomedical engineering - Dynamic loads - Markov processes - Queueing theory - Wireless local area networks (WLAN)","Mean cyclic time - Mean queue lengths - Mixed service - Polling system - WLAN","408.1 Structural Design, General - 461.1 Biomedical Engineering - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis of a new random multi-access MAC protocol and its energy efficiency for wireless sensor networks","20101612869003","Ding, Hong-Wei (1); Zhao, Dong-Feng (1); Huang, Mao-Mao (1) ","(1) Department of Communication Engineering, Yunnan University, Kunming 650091, China ","Ding, H.-W. ","Tongxin Xuebao/Journal on Communications","Tongxin Xuebao","","Editorial Board of Journal on Communications","31","2","51-57","February 2010","","","2010","Chinese","1000436X","","","","","","","","","","","Journal article (JA)","A novel random multi-access MAC protocol for WSN using the multi-channel and the probability detection and 1-persistent access policy in the packet transmit (1+a) was proposed. The throughputs of the PDPMRM protocol and the multi-traffic were obtained. Simulations agree with the theoretical analysis. Also, the energy efficiency was analyzed for WSN by choice of probability p to control the waking nodes in busy period and the sleeping nodes in idle period. The sleeping technique realized the purpose of saving energy. By using contrast of energy efficiency between PDPMRM and improved PDPMRM, this improved PDPMRM has longer life cycle, it is more suitable for WSN.","11","Energy efficiency","Life cycle - Medium access control - Probability - Sensor nodes - Wireless sensor networks","1-persistent - Access policies - MAC protocol - Multi channel - Multi-traffic - Multiaccess - Probability p - Saving energy","525.2 Energy Conservation - 722 Computer Systems and Equipment - 722.3 Data Communication, Equipment and Techniques - 723 Computer Software, Data Handling and Applications - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The skip-octree: A dynamic cloud storage index framework for multidimensional big data systems","20160201784743","Dong, Yunyun (1); He, Jing (2); Yao, Shaowen (2); Zhou, Wei (2) ","(1) Research Center of Western Yunnan Development, Yunnan University, Kunming, Yunnan; 65091, China (2) National Pilot School of Software, Yunnan University, Kunming, Yunnan; 65091, China ","Zhou, Wei(zwei@ynu.edu.cn) ","International Journal of Web Engineering and Technology","Int. J. Web Eng. Technol.","","Inderscience Enterprises Ltd.","10","4","393-407","2015","","","2015","English","14761289","17419212","","","10.1504/IJWET.2015.073952","","","","","","","Journal article (JA)","Nowadays the information explosion have generated a large amount of data. To utilise these data, there is a trend of setup efficient data index, especially for multidimensional data indexing. However, most of the current cloud storage systems build data indexing based on the distributed hash (DHT), where data are stored by the key-value. This module is not very suitable for range queries in multidimensional data indexing. To solve these problems, this paper builds a multidimensional data index based on skip lists and octree structure. Firstly, this architecture adopts the structure of octree to store data and establish the corresponding index mechanism, it can make use of the idea of different dimensional space partitioning to achieve a multi-dimensional index. Secondly, the relevant algorithms are designed to sustain the characteristics of this framework in this paper. Finally, the simulation experiment shows that the skip-octree architecture is feasible and efficient. Copyright © 2015 Inderscience Enterprises Ltd.","19","Big data","Digital storage - Indexing (of information)","Distributed index - Multidimensional data - Octree - Skip listes - Skip-octree","722.1 Data Storage, Equipment and Techniques - 723.2 Data Processing and Image Processing - 903.1 Information Sources and Analysis",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Sensitive and selective n-butanol gas detection based on ZnO nanocrystalline synthesized by a low-temperature solvothermal method","20182405306011","Zou, Tong (1); Zhao, Rui (2, 3); Wang, Zidong (1); Zhao, Rongjun (2, 3); Wang, Zhezhe (2, 3); Yang, Yue (2, 3); Xing, Xinxin (2, 3); Wang, Yude (1, 2, 3) ","(1) School of Materials Science and Engineering, Yunnan University, Kunming; 650091, China (2) Key Lab of Quantum Information of Yunnan Province, Yunnan University, Kunming; 650091, China (3) Department of Physics, Yunnan University, Kunming; 650091, China ","Wang, Yude(ydwang@ynu.edu.cn) ","Physica E: Low-Dimensional Systems and Nanostructures","Phys E","","Elsevier B.V.","103","","143-150","September 2018","","","2018","English","13869477","","","","10.1016/j.physe.2018.06.002","","","","","","PELNFM","Journal article (JA)","ZnO nanocrystalline with a few nanometers in size were synthesized by a low-temperature solvothermal method from zinc acetate dihydrate (Zn(CH3COO)2·2H2O), potassium hydroxide (KOH) and ethanol (C2H5OH). X ray diffraction (XRD), transmission electron microscopy (TEM) and X ray photoelectron spectroscopy (XPS) were used to characterize the structure, morphology, specific surface area and chemical state of the samples. The analyzed results indicate that the ZnO nanocrystalline with good dispersion are several nanometers in size about 10 nm. The ZnO nanocrystalline was used as sensing material to fabricate an indirect-heating structure sensor and its gas sensing properties are tested. At the optimal operating temperature (340 °C), its gas response toward 500 ppm n-butanol is 148.11 and the response and recovery time are 20 and 8 s, respectively. The test results show that the sensitivity of the as-prepared gas sensor has high selectivity to n-butanol and good response/recovery characteristics, linear response, short-term repeatability, as well as the long-term stability. The experimental results show that the gas sensor based on ZnO nanocrystalline can be used in the detection and real-time monitoring of toxic gases, especially n-butanol gas, which makes it to be highly promising candidate for practical detectors for n-butanol gas. © 2018 Elsevier B.V.","29","Nanocrystals","Catalyst selectivity - Chemical detection - Gas detectors - Gases - High resolution transmission electron microscopy - II-VI semiconductors - Nanocrystalline materials - Potassium hydroxide - Temperature - Transmission electron microscopy - X ray photoelectron spectroscopy - Zinc oxide","Gas sensing - Gas sensing properties - N-butanol - Nanocrystallines - Operating temperature - Response and recovery time - Solvothermal method - Zinc acetate dihydrate","641.1 Thermodynamics - 741.3 Optical Devices and Systems - 761 Nanotechnology - 801 Chemistry - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products Generally - 804.2 Inorganic Compounds - 914.1 Accidents and Accident Prevention",,"Number: -, Acronym: -, Sponsor: Yunnan Provincial Science and Technology Department; Number: 2017FA025, Acronym: -, Sponsor: -; Number: 61761047, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was supported by the Department of Science and Technology of Yunnan Province via the Key Project for the Science and Technology (Grant No. 2017FA025 ), National Natural Science Foundation of China (No. 61761047 ).",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"CdIn2O4nanoporous thin film gas-sensor for formaldehyde detection","20182105236084","Wang, Zidong (1, 2); Zou, Tong (1, 2); Xing, Xinxin (2, 3); Zhao, Rongjun (2, 3); Wang, Zhezhe (2, 3); Yang, Yue (2, 3); Wang, Yude (1, 2) ","(1) School of Materials Science and Engineering, Yunnan University, Kunming; 650091, China (2) Key Lab of Quantum Information of Yunnan Province, Yunnan University, Kunming; 650091, China (3) Department of Physics, Yunnan University, Kunming; 650091, China ","Wang, Yude(ydwang@ynu.edu.cn) ","Physica E: Low-Dimensional Systems and Nanostructures","Phys E","","Elsevier B.V.","103","","18-24","September 2018","","","2018","English","13869477","","","","10.1016/j.physe.2018.05.018","","","","","","PELNFM","Journal article (JA)","This paper describes the preparation with a sol-gel method as well as formaldehyde (HCHO) gas sensing properties of CdIn2O4nanoporous thin film. CdIn2O4nanoporous thin film was prepared using poly(ethylene-co-butylene)-b-poly(ethylene oxide) diblock copolymers as template. The film was characterized by X-ray diffraction (XRD), scanning electron microscopy (SEM), atomic force microscope (AFM), and x-ray photoelectron spectroscopy (XPS), respectively. The analyzed results indicate that the obtained thin film is highly crystalline and has pore-solid architectures after removal of the polymer template by calcination. As-prepared CdIn2O4nanoporous thin film was used directly as sensing device to investigate the sensing properties in HCHO atmosphere. The home-built CdIn2O4nanoporous thin film gas-sensor shows high response, selectivity, and long-time stability toward HCHO gas at low operating temperature (100 °C), making the thin film not only interesting for sensor devices, but also for a number of related electrochemical applications. © 2018 Elsevier B.V.","34","Film preparation","Atomic force microscopy - Cadmium compounds - Chemical sensors - Ethylene - Formaldehyde - Gas detectors - Gas sensing electrodes - Gases - Indium compounds - Polyethylene oxides - Scanning electron microscopy - Sol-gel process - Sol-gels - Thin film circuits - Thin films - X ray photoelectron spectroscopy","CdIn2O4 - Electrochemical applications - Formaldehyde detection - Gas response - Gas sensing properties - Low operating temperature - Nanoporous thin films - Pore-solid architecture","714.2 Semiconductor Devices and Integrated Circuits - 741.3 Optical Devices and Systems - 801 Chemistry - 804 Chemical Products Generally - 804.1 Organic Compounds - 812.3 Glass - 815.1.1 Organic Polymers - 914.1 Accidents and Accident Prevention",,"Number: -, Acronym: -, Sponsor: Yunnan Provincial Science and Technology Department; Number: 61761047, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; Number: 2017FA025, Acronym: -, Sponsor: -; ","This work was supported by National Natural Science Foundation of China (No. 61761047 ) and Department of Science and Technology of Yunnan Province via the Key Project for the Science and Technology (Grant No. 2017FA025 ). Appendix A",,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Exploring adolescent peer relationships online and offline: An empirical and social network analysis","20091712050432","Mingxin, Zhang (1) ","(1) School of Journalism and Communication, Wuhan University, China ","Mingxin, Z.(zhmxintop@yahoo.com.cn) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","3","","268-272","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","2009","English","","","","9780769535012","10.1109/CMC.2009.85","4797260","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75846","","Conference article (CA)","The study explores adolescents' online and offline peer social networks with the application of Social Network Analysis approach. Data shows that the two social networks are significantly different in terms of ego-network size, ties, density and centrality, while the expected association between adolescents' peer social network with social support is marginally supported. Data also shows that loneliness does not correlate with any of adolescent's social network basic indicators. Implications of the study are discussed. © 2009 IEEE.","13","Social networking (online)","Mobile computing","Ego networks - Offline - Social network analysis approaches - Social support","723 Computer Software, Data Handling and Applications",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Robust and efficient aggregation using multi-nodes cooperation in wireless sensor networks","20091712046834","Wu, Zhendong (1); Wang, Xiaojun (1); Zhu, Fang (1) ","(1) College of Communication Engineering, Hangzhou Dianzi University, Hangzhou, Zhejiang 310018, China ","Wu, Z.(wzd@hdu.edu.cn) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","World Research Institutes","IEEE Computer Society","1","","584-588","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","2009","English","","","","9780769535012","10.1109/CMC.2009.138","4797064","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75844","","Conference article (CA)","In-network aggregation, an important scheme for wireless sensor network, could save energy and bandwidth of the networks. But the unreliability of wireless links will weaken the performance of in-network aggregation deeply. In this paper, a novel in-network aggregation strategy using multi-nodes cooperation is studied. The key idea of the proposed strategy is that multi nodes aggregate data simultaneously and relay data competitively. It is based on the observation that the broadcast nature of wireless sensor networks has its potential that allows all neighbors receive and process packets simultaneously. Theoretical and experimental analysis demonstrates that the new strategy can provide robust and efficient data-aggregation over unreliable links, and meanwhile it improves the performance of wireless sensor networks significantly. © 2009 IEEE.","11","Sensor nodes","Mobile computing","Aggregate datum - Data aggregation - Experimental analysis - In-network aggregation - Process packets - Save energy - Unreliable links - Wireless link","722 Computer Systems and Equipment",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"An integrated discovery-routing service for mobile ad hoc networks","20091712050296","Liao, Ruizhi (1); Grigoras, Dan (1) ","(1) Department of Computer Science, University College Cork, Cork, Ireland ","Grigoras, D.(d.grigoras@cs.ucc.ie) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","2","","157-161","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","2009","English","","","","9780769535012","10.1109/CMC.2009.348","4797107","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75845","","Conference article (CA)","Mobile Ad Hoc Networks (MANET) are created temporarily for the purpose of either communication, sharing services and resources or running applications such as multi-player game. As sharing assumes discovery and routing, we propose a new service that integrates these two services in a cost-effective manner. The limited life time of MANET requires effectiveness in terms of how resources such as battery energy and bandwidth are consumed. Beside the general application of this service to MANET, we consider it specifically interesting for query routing in sensor networks. The paper includes simulation results that show performances of the integrated discoveryrouting service. © 2009 IEEE.","5","Mobile ad hoc networks","Cost effectiveness - Mobile computing - Network routing - Sensor networks","Discovery - General applications - MANET - Multiplayer games - Query routing - Routing services - Running applications - Service integration","723 Computer Software, Data Handling and Applications - 911.2 Industrial Economics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A novel multi-channel multi-radiowireless mesh node architecture for ns-2","20091712050294","Ji, Myung In (1); Kim, Yonggyu (1); Seo, Myunghwan (1); Ma, Joongsoo (1) ","(1) School of Engineering, Information and Communications University, Munjiro, Daejeon, Korea, Republic of ","Ji, M. I.(myungin@icu.ac.kr) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","2","","147-151","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","2009","English","","","","9780769535012","10.1109/CMC.2009.313","4797105","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75845","","Conference article (CA)","In this paper, we propose new network simulator architecture to simulate the performance of multi-channel multiradio mesh network in the NS-2. We add Multi-radio abstraction layer to manage multiple radio instances, and we are able to simulate regardless of the number of channels and radios in each node. Most of all, we implement some important procedures for realistic multi-channel multi-radio experiments such as channel switching mechanism and multiple radio usage policy. Using this architecture, we evaluate the performance when all of nodes utilize 3 radios according to the number of available channels. Simulation results show that the performance can be improved up to 2.15 times compared to using 2 radios. © 2009 IEEE.","9","Network architecture","Abstracting - Mesh generation - Mobile computing","Abstraction layer - Available channels - Channel switching - Multi channel - Multi-radio - Multiple radios - Network simulators - Usage policies","723.5 Computer Applications - 903.1 Information Sources and Analysis",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Frame collision model and queueing strategy of multiple callings based on RS232C protocol","20091712050492","Wang, Bo (1) ","(1) Electronics and Automation Institute of Jinan University, Zhuhai, P.R.China,51907, China ","Wang, B. ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","3","","605-609","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","2009","English","","","","9780769535012","10.1109/CMC.2009.176","4797324","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75846","","Conference article (CA)","The communication model of One Master to Multiple Slaves in DCS(Distributed Control System), which is out of RS232c protocol, limits the ability for DCS to respond and deal with the random requests from monitoring and control terminals. The circuit principle and the communication topology of RS232C interface are analyzed to reveal the mechanism of multiple callings from terminals. Poisson distribution is introduced to describe the calling process and develop the multiple frame collision model. A collision probability depends on calling frame format, Baud rate and calling frequency. The collision can be listened, identified and compensated with another calling. It is showed that the communication strategy of multiple terminals calling to central computer with RS232C protocol is feasible. © 2009 IEEE.","6","Queueing networks","Distributed parameter control systems - Mobile computing - Poisson distribution","Collision - Communication modeling - Communication strategy - Communication topologies - DCS(distributed control system) - Frame - Monitoring and control - Queueing strategy","731.1 Control Systems - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A distributed approximate algorithm for Minimal Connected cover Set problem in sensor networks","20091712046829","Zou, Sai (1); Xu, Yuming (1); Zou, Fei (1); Jiang, Xiaoqi (1); Deng, Hongwei (1); Yu, Ying (1) ","(1) Department of Computer Science, Hengyang Normal University, Hengyang, Hunan, 421008, China ","Zou, S. ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","World Research Institutes","IEEE Computer Society","1","","556-562","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","2009","English","","","","9780769535012","10.1109/CMC.2009.346","4797059","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75844","","Conference article (CA)","For wireless sensor networks, it is an effective approach for energy conservation in wireless sensor networks to keep the most of redundant sensors asleep while the remaining nodes stay active to maintain both sensing coverage and network connectivity, i.e., to form the Minimal Connected Cover Set. A novel concept named 'square grid partition' is proposed, and based on the good characteristics of 'square grid partition', a new distributed approximate algorithm for constructing the Minimal Connected Cover Set is presented, in which, Sink partitions its area of interest into square grids firstly, and then broadcasts the partition information to all the sensors in the whole network. According to those received partition information of the area of interest, each sensor node will construct the Minimal Connected Cover Set of G through information exchanges among its neighbors only. Algorithm analysis and simulation results show that, the newly given algorithm outperforms the traditional similar algorithms in terms of the time complexity and the size of constructed connected cover set. © 2009 IEEE.","9","Sensor nodes","Mobile computing","Algorithm analysis - Approximate algorithms - Area of interest - Effective approaches - Information exchanges - Network connectivity - Redundant sensors - Sensing coverage","722 Computer Systems and Equipment",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A rough set-based SVM classifier for ATR on the basis of invariant moment","20091712050495","Lei, Huang (1); Ying-jun, Ma (1); Lei, Guo (1) ","(1) Department of Automatic Control, Northwest Polytechnical University, XI'an 710072, China ","Lei, H.(leillon@gmail.com) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","3","","620-625","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","2009","English","","","","9780769535012","10.1109/CMC.2009.219","4797327","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75846","","Conference article (CA)","Automatic target recognition (ATR) is an important task in image application. A classifier for the airplane recognition based on the merits of Rough set theory (RST) and Directed Acyclic Graph Support Vector Machines (DAGSVM) is proposed in this paper. RST can mine useful information from a large number of data and generate decision rules without prior knowledge. DAGSVM have better classification performances than other SVMs methods and good capabilities of fault-tolerance and generalization. RST is used as preprocessing step to improve the performances of DAGSVM. Coupled together with RST and DAGSVM techniques they enable the ATR system to identify airplane type on the basis of certain shape feature sets in the images. The methods proposed are compared with general SVMs approach and are shown to perform somewhat better on the remote sensing images. © 2009 IEEE.","10","Rough set theory","Aircraft - Automatic target recognition - Computation theory - Directed graphs - Distributed computer systems - Fault tolerance - Mobile computing - Remote sensing - Support vector machines","Classification performance - Directed acyclic graph support vector machines - Image applications - Invariant moment - Pre-processing step - Remote sensing images - Rough set theory (RST) - Rough-set based","652.1 Aircraft, General - 721.1 Computer Theory, Includes Formal Logic, Automata Theory, Switching Theory, Programming Theory - 722.4 Digital Computers and Systems - 723 Computer Software, Data Handling and Applications - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"A study of mobile agent tree routes for data fusion in WSN","20091712050277","Wu, Yuzhi (1); Cheng, Lianglun (1) ","(1) Department of Automation, Guangdong University of Technology, Guangzhou, 510006, China ","Wu, Y.(bewyz@163.com) ","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","Proc. - WRI Int. Conf. Commun. Mob. Comput., CMC","","IEEE Computer Society","2","","57-60","2009","Proceedings - 2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","","2009","English","","","","9780769535012","10.1109/CMC.2009.296","4797087","2009 WRI International Conference on Communications and Mobile Computing, CMC 2009","January 6, 2009 - January 8, 2009","Kunming, Yunnan, China","75845","","Conference article (CA)","In mobile agent based data fusion, the order of nodes visited along the route by mobile agent has a significant impact on the algorithm efficiency and lifetime of wireless sensor network. In this article, we propose a mobile agent tree routes scheme with data fusion. Considering the energy level of the sensor nodes, we construct the data fusion tree based on mobile agent to let mobile agents visit the low battery nodes less frequently, and on the contrary, nodes which have more energy will be visited more, mobile agents execute the data fusion in some nodes while mobile agents are moving. The experimental result shows, with the increase of the network scale and the amount of the sensor nodes, our proposed algorithm has less energy consumption and network delay. © 2009 IEEE.","9","Mobile agents","Energy utilization - Mobile computing - Sensor data fusion - Sensor nodes - Trees (mathematics)","Algorithm efficiency - Network delays - Network scale - Tree-based","525.3 Energy Utilization - 722 Computer Systems and Equipment - 723.2 Data Processing and Image Processing - 723.5 Computer Applications - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Magnetic Induction Tomography Simulation Analysis Based on Comsol Multiphysics Soft","20183505760572","Wang, Jingwen (1); Wang, Xu (1); Yang, Dan (1); Wang, Kaiyang (1); Zhou, Ye (1) ","(1) School of Information Science and Engineering, Northeastern University, Shenyang; 110819, China ","Wang, Jingwen(wangjingwenhappy@126.com) ","IOP Conference Series: Materials Science and Engineering","IOP Conf. Ser. Mater. Sci. Eng.","","Institute of Physics Publishing","394","4","","August 8, 2018","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering - 3. Energy Materials","4 of 5","2018","English","17578981","1757899X","","","10.1088/1757-899X/394/4/042001","042001","2018 5th International Conference on Advanced Composite Materials and Manufacturing Engineering, ACMME 2018","June 16, 2018 - June 17, 2018","Xishuangbanna, Yunnan, China","138696","","Conference article (CA)","As a new non-invasive imaging technology, Magnetic induction tomography (MIT) is one of the most advanced topics in the noncontract technology. Based on this, aiming at the problem that the valid signal is hard to extract completely, this paper focuses on measurement model establishment and analysis by comsol Multiphysics soft. Firstly, finite element analysis model has been established based on coil-coil model by comsol. Then, the magnetic flux density are obtain by comsol, and the experiment results are analyzed and validated. Verifying the Comsol simulation is effective to the MIT sensor. © Published under licence by IOP Publishing Ltd.","9","Magnetism","Bridge decks - Composite materials - Manufacture - Tomography","Coil model - Comsol multiphysics - Finite element analysis model - Magnetic induction tomography - Measurement model - Non-invasive imaging - Simulation analysis","401.1 Bridges - 537.1 Heat Treatment Processes - 701.2 Magnetism: Basic Concepts and Phenomena - 746 Imaging Techniques - 951 Materials Science",,"Number: 51607029, Acronym: NSFC, Sponsor: National Natural Science Foundation of China; ","This work was financially supported by National Natural Science Foundation of China (Grant Nos. 51607029) for supporting this research.","Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"On geometric constraint solving based on the immune neural network","20084011616270","Cao, Chunhong (1, 2, 3); Zhang, Bin (1); Wang, Limin (4); Li, Wenhui (4) ","(1) Collge of Information Science and Engineering, Northeastern University, Shenyang 110004, China (2) State Key Lab., CAD and CG Zhejiang University, Hangzhou 310058, China (3) Institute for RS/GPS/GIS, Digital Mine Research, Northeastern University, Shenyang 110004, China (4) College of Computer Science and Technology, Jilin University, Changchun 130012, China ","Cao, C.(caochunhong@ise.neu.edu.cn) ","Proceedings of the 27th Chinese Control Conference, CCC","Proc. Chin. Control. Conf., CCC","Chinese Association of Automation; Chinese Association of Automation Kunming Univ. Sci. Technol.; Technical Committee on Control Theory; Yunnan Division","IEEE Computer Society","","","536-540","2008","Proceedings of the 27th Chinese Control Conference, CCC","","2008","Chinese","","","","9787900719706","10.1109/CHICC.2008.4605359","4605359","27th Chinese Control Conference, CCC","July 16, 2008 - July 18, 2008","Kunming, Yunnan, China","73759","","Conference article (CA)","The geometric constraint solving is a popular problem in the current constraint design research. A constraint can describe a relation to be satisfied. Once the user defines a series of relations, the system will select a proper state to satisfy the constraints after the parameters are modified. Firstly we transform the constraint problem into an optimization probem. And then we propose a novel network framework combining the immune mechanism with the neural information - immune neural network to solve the geometric constraint problems. The users can make use of the characteristic information of the problem to be solved by the network and the network can be simplified by infusing the transcendental knowledge to adjust the the inspiriting function of the concealed layer unit so that the work efficiency and accuracy can be improved. The experiment can indicate that the immune neural network is not only feasible but also effective. It can simplify the framework applied in the concrete problem of the original model and it has a good work capability.","23","Geometry","Antibodies - Antigens - Codes (symbols) - Logic programming - Neural networks","Constraint problems - Geometric constraint - Geometric constraint solving - Immune mechanism - Immune neural network - Network frameworks - Neural information - Work efficiency","461.9.1 Immunology - 723.1 Computer Programming - 723.2 Data Processing and Image Processing - 921 Mathematics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
